env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
15941,,,61,-105.898,76.7686,,,,,,,,,,
15991,,,50,-59.976,77.1336,,,,,,,,,,
16000,,,,,,0.4676,0.7697,0.1616,-549.0446,60.8507,0.1055,-0.3034,1642.3335,14783.1221,27.1814
16042,,,51,-51.2673,76.8852,,,,,,,,,,
16055,,,13,-9.4488,77.1937,,,,,,,,,,
16141,,,86,-100.721,77.3643,,,,,,,,,,
16158,,,17,-8.8856,77.0265,,,,,,,,,,
16272,,,114,-163.9231,77.0763,,,,,,,,,,
16304,,,32,-53.7284,76.9107,,,,,,,,,,
16500,,,,,,0.4728,0.7442,0.1491,-600.4785,53.2434,0.1152,-0.2948,2370.3237,16324.3828,28.8537
16507,,,203,-215.7263,77.1965,,,,,,,,,,
16544,,,37,-14.0275,77.3019,,,,,,,,,,
16610,,,66,-60.5707,77.1714,,,,,,,,,,
16687,,,77,-83.8447,77.3772,,,,,,,,,,
16833,,,146,-190.3345,77.3255,,,,,,,,,,
16899,,,66,-66.0264,77.3649,,,,,,,,,,
16975,,,76,-63.1525,77.2551,,,,,,,,,,
16993,,,18,-14.3787,76.6873,,,,,,,,,,
17000,,,,,,0.4913,0.7558,0.1603,-686.1681,55.4202,0.1207,-0.3089,2395.7456,25637.7656,33.4739
17197,,,204,-234.4431,76.9964,,,,,,,,,,
17271,,,74,-118.7412,76.5949,,,,,,,,,,
17294,,,23,-24.7928,76.7605,,,,,,,,,,
17305,,,11,-11.108,76.9526,,,,,,,,,,
17434,,,129,-133.8706,75.6435,,,,,,,,,,
17466,,,32,-28.079,77.2828,,,,,,,,,,
17499,,,33,-37.9323,77.2003,,,,,,,,,,
17500,,,,,,0.4977,0.7496,0.1572,-700.2786,47.2758,0.129,-0.3121,3981.4062,29228.5156,31.8155
17580,,,81,-93.1688,77.3086,,,,,,,,,,
17629,,,49,-51.1435,76.879,,,,,,,,,,
18000,,,,,,0.511,0.7569,0.1676,-730.6918,51.7936,0.13,-0.3072,2946.3286,16954.957,26.5863
18500,,,,,,0.5029,0.7484,0.1663,-758.4786,36.0639,0.1267,-0.316,2910.6653,20184.5938,40.2408
18629,,,1000,-1033.0234,76.3558,,,,,,,,,,
18659,,,30,-40.0533,77.6455,,,,,,,,,,
18792,,,133,-134.9489,77.3317,,,,,,,,,,
