env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
8296,,,17,81.0804,69.5093,,,,,,,,,,
8320,,,24,123.8006,70.5689,,,,,,,,,,
8342,,,22,107.2494,71.0969,,,,,,,,,,
8368,,,26,131.7768,70.6861,,,,,,,,,,
8401,,,33,176.5379,70.9236,,,,,,,,,,
8418,,,17,81.3951,71.1977,,,,,,,,,,
8435,,,17,82.519,71.2043,,,,,,,,,,
8451,,,16,76.4513,70.6675,,,,,,,,,,
8470,,,19,94.2204,71.0879,,,,,,,,,,
8487,,,17,81.3649,71.0145,,,,,,,,,,
8500,,,,,,0.4269,0.577,0.1278,-268.645,47.5046,0.0985,-0.2552,183.4172,1583.2168,6.1499
8505,,,18,87.1538,71.0504,,,,,,,,,,
8522,,,17,81.5073,70.8647,,,,,,,,,,
8538,,,16,76.3668,70.4772,,,,,,,,,,
8556,,,18,85.8529,70.9701,,,,,,,,,,
8573,,,17,81.33,71.1164,,,,,,,,,,
8591,,,18,86.9498,70.9231,,,,,,,,,,
8612,,,21,104.6203,71.0296,,,,,,,,,,
8631,,,19,92.4875,71.1166,,,,,,,,,,
8654,,,23,112.9188,71.0307,,,,,,,,,,
8696,,,42,217.976,70.7211,,,,,,,,,,
8719,,,23,112.613,70.8192,,,,,,,,,,
8743,,,24,117.1652,71.0679,,,,,,,,,,
8765,,,22,108.6945,71.0712,,,,,,,,,,
8796,,,31,161.884,71.0219,,,,,,,,,,
8839,,,43,230.8083,71.1293,,,,,,,,,,
8871,,,32,160.4439,71.1652,,,,,,,,,,
8893,,,22,110.2001,71.0124,,,,,,,,,,
8919,,,26,131.2754,71.0014,,,,,,,,,,
8935,,,16,76.324,71.1246,,,,,,,,,,
8952,,,17,81.097,71.0393,,,,,,,,,,
8971,,,19,92.9924,71.0243,,,,,,,,,,
8989,,,18,87.6087,71.4085,,,,,,,,,,
9000,,,,,,0.4221,0.5754,0.1291,-293.3574,24.9068,0.0952,-0.2331,213.1865,2258.0518,8.843
9009,,,20,98.0172,71.2206,,,,,,,,,,
9028,,,19,92.7368,70.9763,,,,,,,,,,
9057,,,29,145.4131,71.3009,,,,,,,,,,
9097,,,40,200.9874,71.3724,,,,,,,,,,
9115,,,18,86.5229,71.1664,,,,,,,,,,
9135,,,20,93.9181,71.5417,,,,,,,,,,
9153,,,18,85.7057,71.2859,,,,,,,,,,
9175,,,22,108.604,70.9376,,,,,,,,,,
9196,,,21,103.7256,71.0738,,,,,,,,,,
9234,,,38,190.3581,71.1397,,,,,,,,,,
9250,,,16,76.397,70.7468,,,,,,,,,,
9274,,,24,111.6694,70.9357,,,,,,,,,,
9290,,,16,76.1554,71.2734,,,,,,,,,,
9312,,,22,103.3521,71.1584,,,,,,,,,,
9331,,,19,91.2999,70.6702,,,,,,,,,,
9347,,,16,76.3416,70.8784,,,,,,,,,,
9382,,,35,176.5518,70.9716,,,,,,,,,,
9400,,,18,87.7099,70.9604,,,,,,,,,,
9417,,,17,81.8061,71.5338,,,,,,,,,,
9447,,,30,158.2666,70.7998,,,,,,,,,,
9464,,,17,81.5517,71.1523,,,,,,,,,,
9484,,,20,98.4663,70.9498,,,,,,,,,,
9500,,,,,,0.4167,0.5746,0.1234,-318.1827,34.4019,0.0954,-0.2359,302.5197,1077.9734,8.7467
9505,,,21,103.5543,71.0942,,,,,,,,,,
9529,,,24,126.1846,71.1331,,,,,,,,,,
9553,,,24,118.7613,71.4204,,,,,,,,,,
9571,,,18,86.5186,71.1275,,,,,,,,,,
9617,,,46,252.0815,70.8542,,,,,,,,,,
9652,,,35,172.5583,71.103,,,,,,,,,,
9681,,,29,143.8717,70.9539,,,,,,,,,,
9705,,,24,121.0695,70.7532,,,,,,,,,,
9745,,,40,216.5635,70.5072,,,,,,,,,,
9780,,,35,174.8163,70.5325,,,,,,,,,,
9798,,,18,86.9973,70.4162,,,,,,,,,,
9815,,,17,81.0607,71.0834,,,,,,,,,,
9832,,,17,81.2713,71.1514,,,,,,,,,,
9861,,,29,145.1137,71.1061,,,,,,,,,,
9881,,,20,96.2308,70.0927,,,,,,,,,,
9915,,,34,182.3263,70.9333,,,,,,,,,,
9936,,,21,105.4748,70.7576,,,,,,,,,,
9979,,,43,219.1612,70.8375,,,,,,,,,,
10000,,,,,,0.3931,0.5786,0.1108,-348.2709,32.7517,0.0896,-0.2144,360.925,3740.5757,12.8596
10000,135.6453,25.5,,,,,,,,,,,,,
10004,,,25,128.8861,52.378,,,,,,,,,,
10044,,,40,198.6686,70.7365,,,,,,,,,,
10070,,,26,119.246,71.088,,,,,,,,,,
10097,,,27,136.1803,71.0472,,,,,,,,,,
