env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
85000,,,0.3509,0.9125,0.1276,-341.5679,5.1893,0.0538,-0.2496,4.5177,312.7206,2.086,,,
85000,5140.7144,1000.0,,,,,,,,,,,,,
85000,,,,,,,,,,,,,1000,4663.7488,64.7463
85500,,,0.3418,0.9129,0.114,-351.9214,4.4936,0.0558,-0.228,2.6597,156.0801,3.9862,,,
86000,,,0.3437,0.919,0.1191,-349.8261,5.8621,0.0542,-0.2405,3.5652,155.2119,4.617,,,
86000,,,,,,,,,,,,,1000,4787.8211,77.5885
86500,,,0.3384,0.906,0.1192,-361.9915,5.2901,0.0521,-0.2358,3.3428,121.2584,3.1248,,,
87000,,,0.3432,0.9147,0.1197,-354.1335,5.2358,0.054,-0.2361,3.056,272.2501,3.5718,,,
87000,,,,,,,,,,,,,1000,4782.673,78.0706
87500,,,0.3259,0.9064,0.111,-360.0749,4.895,0.0498,-0.2203,3.1838,177.5416,2.9027,,,
88000,,,0.3381,0.9222,0.1175,-361.8835,6.0812,0.0526,-0.228,2.8839,181.6743,3.2183,,,
88000,,,,,,,,,,,,,1000,4926.1853,79.1767
88500,,,0.3353,0.9062,0.1168,-356.8172,4.959,0.0512,-0.2353,3.2718,246.1604,3.7057,,,
89000,,,0.3386,0.921,0.1967,-358.0355,4.9281,0.0237,-0.2858,2.7173,221.985,3.3069,,,
89000,,,,,,,,,,,,,1000,4916.5982,78.2416
