env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
224318,,,544,16.1154,15.6996,,,,,,,,,,,
224500,,,,,,50,48,5,113.9922,12.9697,32.2927,22.615,-1.1576,3.4465,50.5829,0.9988
225000,,,,,,50,47,5,111.8,32.4009,10.9351,42.9257,-1.9829,3.9901,76.1255,0.9021
225000,84.6209,636.2,,,,,,,,,,,,,,
225362,,,1044,172.732,15.1226,,,,,,,,,,,
225500,,,,,,50,44,4,129.772,13.5646,40.4815,24.8131,-1.6626,2.645,100.9703,1.5596
226000,,,,,,50,44,4,124.3974,32.3963,45.5188,45.405,-0.9002,3.3948,53.0797,1.0293
226103,,,741,78.9122,15.2401,,,,,,,,,,,
226500,,,,,,50,50,6,90.2555,15.6514,32.0512,27.7285,-1.6706,23.6322,118.2651,1.4305
226552,,,449,2.5782,15.6416,,,,,,,,,,,
226791,,,239,-56.8416,15.6817,,,,,,,,,,,
227000,,,,,,50,41,4,148.2122,33.0941,33.0785,45.7557,0.6728,2.371,49.9806,1.1481
227361,,,570,37.3746,15.7509,,,,,,,,,,,
227500,,,,,,50,39,3,153.9436,34.9793,23.1419,46.6127,-2.0671,4.0083,80.0696,1.0314
227932,,,571,31.451,15.6211,,,,,,,,,,,
228000,,,,,,50,46,5,120.4532,33.2626,33.4904,43.9737,-0.7454,1.7887,45.135,1.4388
228020,,,88,-125.7027,15.31,,,,,,,,,,,
228500,,,,,,50,50,8,82.9292,10.9946,9.4996,21.4116,-1.0289,4.3255,71.9034,0.982
228825,,,805,102.1928,15.7944,,,,,,,,,,,
229000,,,,,,50,50,6,99.836,30.2414,10.2519,41.0359,-1.5803,2.8971,65.915,0.8993
229026,,,201,-150.6887,15.3101,,,,,,,,,,,
229500,,,,,,50,50,9,73.9239,-12.0788,34.0471,1.9944,2.2874,3.1707,52.0038,1.2513
229667,,,641,74.5973,15.3584,,,,,,,,,,,
230000,,,,,,50,50,22,33.9172,-13.2689,3.3065,0.3833,0.9838,6.3681,91.571,1.2179
230000,-9.9589,883.2,,,,,,,,,,,,,,
230010,,,343,-17.9328,13.3675,,,,,,,,,,,
230269,,,259,-50.9798,15.5139,,,,,,,,,,,
230500,,,,,,50,39,3,159.6096,38.5419,26.9678,51.2169,1.3508,2.117,36.7713,1.0297
231000,,,,,,50,50,6,89.6315,-8.289,17.5329,2.9823,-0.6562,2.1278,40.8412,1.1181
231248,,,979,163.443,15.4158,,,,,,,,,,,
231500,,,,,,50,50,21,39.2084,-11.1156,15.8664,0.5159,-0.8071,2.3766,39.238,1.1401
231537,,,289,-35.8224,15.8591,,,,,,,,,,,
231852,,,315,-26.1773,15.265,,,,,,,,,,,
232000,,,,,,50,42,4,145.9892,33.7982,36.4101,45.8501,-1.9657,1.5418,26.582,0.6832
232211,,,359,-27.0887,15.0991,,,,,,,,,,,
232500,,,,,,50,47,4,114.9526,11.7517,14.6591,23.5789,-1.5505,4.1846,117.5583,1.3886
233000,,,,,,50,41,4,142.3738,58.9385,51.0668,71.0447,-1.1791,2.6193,43.1053,0.9659
233271,,,1060,286.5875,15.4399,,,,,,,,,,,
233500,,,,,,50,50,8,79.4463,-10.7874,20.8165,2.3096,-1.4678,2.5645,42.3533,1.8101
233501,,,230,-50.1646,16.261,,,,,,,,,,,
234000,,,,,,50,36,4,181.5428,67.8489,42.5006,77.449,-2.5887,3.2941,59.6312,1.1996
234313,,,812,92.9683,15.2835,,,,,,,,,,,
234500,,,,,,50,48,6,104.1704,9.8588,9.06,23.6035,0.0012,3.8547,68.9662,1.7348
235000,,,,,,50,39,3,145.6507,39.9908,31.4902,52.7184,-1.899,3.5482,92.067,1.5658
235000,19.1694,419.5,,,,,,,,,,,,,,
235237,,,924,145.685,15.1551,,,,,,,,,,,
235500,,,,,,50,49,6,107.2293,8.325,27.5211,22.2278,-1.1227,3.1695,44.1555,1.1138
236000,,,,,,50,47,5,109.4583,7.932,10.1931,22.4882,-1.3198,2.5651,35.183,1.98
236093,,,856,95.2808,16.0326,,,,,,,,,,,
236500,,,,,,50,50,6,77.7265,10.6241,10.5344,23.5583,-1.0056,6.0397,131.68,1.2614
237000,,,,,,50,37,4,171.6866,97.0891,33.9178,110.3139,0.858,4.8846,63.0906,1.6523
237151,,,1058,291.2953,15.6339,,,,,,,,,,,
237215,,,64,-102.1697,15.1652,,,,,,,,,,,
237263,,,48,-112.8026,15.2688,,,,,,,,,,,
237313,,,50,-113.4085,15.292,,,,,,,,,,,
237415,,,102,-127.0726,15.3095,,,,,,,,,,,
237464,,,49,-114.0768,15.6147,,,,,,,,,,,
237500,,,,,,50,48,5,112.3236,9.7362,23.9842,23.3975,-0.8181,3.8586,83.1527,1.4361
238000,,,,,,50,49,6,102.7464,7.6205,16.5107,21.976,-0.6036,3.5244,71.8129,1.5851
238500,,,,,,50,47,5,108.2351,13.5633,12.9536,25.4625,-3.4947,5.3176,117.3353,1.5546
238587,,,1123,285.3295,15.314,,,,,,,,,,,
239000,,,,,,50,50,6,88.5342,-12.0488,14.8663,3.0495,-0.7533,3.5351,47.8344,1.586
239500,,,,,,50,42,3,134.1714,52.3438,22.8597,66.97,-1.4613,16.3173,164.2859,1.8262
239723,,,1136,293.2424,15.5753,,,,,,,,,,,
239797,,,74,-100.1132,15.3914,,,,,,,,,,,
240000,,,,,,50,44,4,128.6917,31.4528,30.397,47.0674,-3.7908,5.3145,81.1582,1.5218
240000,254.3778,1003.0,,,,,,,,,,,,,,
240352,,,555,39.0267,14.0418,,,,,,,,,,,
240500,,,,,,50,47,4,114.1819,80.4414,2661.6052,96.0441,-26.28,3.9728,95.7122,1.0828
240516,,,164,-81.554,15.1771,,,,,,,,,,,
240710,,,194,-62.6542,15.9401,,,,,,,,,,,
240843,,,133,-90.0469,15.9047,,,,,,,,,,,
240968,,,125,-93.4186,15.5789,,,,,,,,,,,
241000,,,,,,50,42,4,135.2209,51.3121,39.2004,65.4834,1.3388,3.8817,70.7718,1.7314
241416,,,448,5.8472,15.9295,,,,,,,,,,,
241486,,,70,-102.8925,16.0362,,,,,,,,,,,
241500,,,,,,50,50,7,84.0976,22.935,6.4402,40.6631,-0.8549,5.1835,104.1357,2.3078
241557,,,71,-110.2663,15.7269,,,,,,,,,,,
242000,,,,,,50,44,4,125.9388,28.3348,20.6704,44.1486,-1.8106,4.8668,94.2967,2.2308
242136,,,579,40.5273,15.8004,,,,,,,,,,,
242500,,,,,,50,48,5,109.5272,-13.6115,19.625,3.8182,-1.4772,7.0982,101.5105,1.6475
243000,,,,,,50,37,4,164.9498,94.0851,55.0081,109.2534,-1.6196,3.9832,54.9725,1.8005
243211,,,1075,288.6564,15.4059,,,,,,,,,,,
243368,,,157,-85.1126,15.9698,,,,,,,,,,,
243500,,,,,,50,50,24,29.2812,23.6408,46.445,39.0505,-0.2884,8.2123,79.197,1.9951
243849,,,481,4.6763,15.8133,,,,,,,,,,,
244000,,,,,,50,50,9,73.0827,-16.7478,8.7434,1.6967,-0.883,6.7757,144.7356,1.3972
244006,,,157,-90.2341,16.0853,,,,,,,,,,,
244452,,,446,-11.1217,15.2753,,,,,,,,,,,
244500,,,,,,50,50,15,50.079,-17.6309,14.601,0.8725,0.2362,4.9796,80.8848,1.5803
244547,,,95,-99.5585,15.4708,,,,,,,,,,,
245000,,,,,,50,50,6,97.5183,-0.6384,1560.1089,14.762,-27.8951,7.4543,57.5506,1.2834
245000,129.0308,744.8,,,,,,,,,,,,,,
245500,,,,,,50,50,9,70.1253,7.9939,22.3618,23.5485,-0.9432,8.4931,102.8269,1.4963
245598,,,1051,171.6894,14.689,,,,,,,,,,,
245671,,,73,-99.4156,15.3056,,,,,,,,,,,
246000,,,,,,50,48,4,113.2476,-14.3692,14.1475,4.2864,-1.5997,3.9116,54.3559,3.1629
246089,,,418,-16.008,15.29,,,,,,,,,,,
246500,,,,,,50,50,7,79.6168,2.3623,9.1854,22.2488,-0.8639,4.6337,71.208,1.5483
246667,,,578,25.2548,15.7108,,,,,,,,,,,
246870,,,203,-69.8329,15.2572,,,,,,,,,,,
247000,,,,,,50,46,5,129.463,5.2863,36.0316,25.2651,-1.2533,7.9419,86.787,1.7494
247010,,,140,-129.9159,15.1584,,,,,,,,,,,
247104,,,94,-123.5303,15.2374,,,,,,,,,,,
247500,,,,,,50,50,6,94.77,25.0122,47.7774,43.7654,-0.8659,6.414,133.6958,1.9956
247589,,,485,-3.0156,15.8555,,,,,,,,,,,
247959,,,370,-18.3984,15.5006,,,,,,,,,,,
248000,,,,,,50,46,4,127.5574,28.2856,48.4751,47.7237,-0.9763,7.7043,140.1395,2.1503
248081,,,122,-134.1403,15.9397,,,,,,,,,,,
248499,,,418,-6.8624,16.1119,,,,,,,,,,,
248500,,,,,,50,49,6,102.1616,8.8089,28.6103,26.8681,-1.4106,8.6103,102.2395,1.7058
248636,,,137,-138.6081,15.7957,,,,,,,,,,,
248846,,,210,-141.5893,15.7793,,,,,,,,,,,
248936,,,90,-119.9245,15.3072,,,,,,,,,,,
249000,,,,,,50,45,4,128.7151,55.126,22.6305,76.6376,-0.0897,9.616,111.7362,2.1326
249074,,,138,-131.6693,15.7455,,,,,,,,,,,
249205,,,131,-128.0307,15.4842,,,,,,,,,,,
249340,,,135,-136.6693,15.8456,,,,,,,,,,,
249458,,,118,-133.0771,16.2293,,,,,,,,,,,
249500,,,,,,50,50,7,93.5252,3.6096,13.628,23.9279,-1.1933,8.6576,115.2513,1.3891
249596,,,138,-119.9435,16.1088,,,,,,,,,,,
250000,,,,,,50,45,5,120.9771,55.5278,91.3336,76.5388,-1.2319,8.9552,100.4285,1.6858
250000,-108.3924,235.3,,,,,,,,,,,,,,
250500,,,,,,50,50,6,94.9349,-17.6675,760.546,7.532,-18.3805,79.4264,244.9493,1.837
250508,,,912,123.2431,15.3058,,,,,,,,,,,
251000,,,,,,50,50,8,79.0383,-18.8885,5.1792,2.3245,-0.9179,9.8656,148.2641,2.0771
251019,,,511,13.7953,16.0976,,,,,,,,,,,
251082,,,63,-119.7889,16.1319,,,,,,,,,,,
251205,,,123,-131.0496,16.0456,,,,,,,,,,,
251268,,,63,-118.4021,15.2934,,,,,,,,,,,
251332,,,64,-119.2141,15.2835,,,,,,,,,,,
251429,,,97,-120.7617,16.1115,,,,,,,,,,,
251500,,,,,,50,41,4,139.6367,19.0836,27.3979,44.237,-0.7236,13.6785,145.7827,1.9946
251596,,,167,-140.2487,15.673,,,,,,,,,,,
251762,,,166,-137.1269,15.2827,,,,,,,,,,,
251912,,,150,-136.907,15.2687,,,,,,,,,,,
252000,,,,,,50,42,4,142.4169,4.6045,25.3177,27.8669,-1.9947,77.1038,248.7369,1.8574
252088,,,176,-137.8883,15.7113,,,,,,,,,,,
252218,,,130,-89.3508,15.1926,,,,,,,,,,,
252301,,,83,-123.7865,15.2142,,,,,,,,,,,
252470,,,169,-137.0739,15.1678,,,,,,,,,,,
252500,,,,,,50,50,8,75.0024,33.7438,29.4934,60.8213,-3.2044,32.3548,273.3426,2.4051
252563,,,93,-126.1462,15.2288,,,,,,,,,,,
252637,,,74,-118.117,15.147,,,,,,,,,,,
252795,,,158,-134.8885,15.1997,,,,,,,,,,,
252958,,,163,-136.5741,15.311,,,,,,,,,,,
253000,,,,,,50,48,4,117.7644,8.5723,55.7487,35.3346,-2.0737,19.8741,210.1764,2.4489
253130,,,172,-138.4225,15.1601,,,,,,,,,,,
253314,,,184,-138.7686,15.8231,,,,,,,,,,,
253390,,,76,-118.6452,16.2024,,,,,,,,,,,
253500,,,,,,50,50,5,98.2839,-3.3946,26.0177,25.1787,-2.9411,13.0759,135.9827,2.7286
253561,,,171,-138.2476,15.0404,,,,,,,,,,,
253658,,,97,-124.3703,15.151,,,,,,,,,,,
253772,,,114,-119.915,15.2637,,,,,,,,,,,
253879,,,107,-119.0978,15.6175,,,,,,,,,,,
254000,,,,,,50,50,8,74.6011,-24.0611,13.0984,2.2744,-1.0702,8.9407,88.2766,1.6544
254079,,,200,-143.4716,15.4612,,,,,,,,,,,
254159,,,80,-120.8068,15.2925,,,,,,,,,,,
254332,,,173,-139.8842,15.5292,,,,,,,,,,,
254500,,,,,,50,50,15,51.1681,51.2586,19.1977,77.4844,-1.104,14.0044,213.4713,2.8494
254504,,,172,-138.7936,15.1282,,,,,,,,,,,
254646,,,142,-137.8584,15.202,,,,,,,,,,,
254786,,,140,-138.5399,15.202,,,,,,,,,,,
254946,,,160,-136.9655,15.375,,,,,,,,,,,
255000,,,,,,50,48,5,104.9765,-6.8496,27.3102,25.316,-0.9938,16.5255,188.6227,2.6027
255000,-132.5129,125.1,,,,,,,,,,,,,,
255110,,,164,-137.2478,14.7499,,,,,,,,,,,
255226,,,116,-130.3954,15.6241,,,,,,,,,,,
255458,,,232,-141.9146,15.268,,,,,,,,,,,
255500,,,,,,50,43,5,135.1672,78.3446,38.4883,107.1503,-1.4596,16.8183,186.1737,2.0414
255553,,,95,-123.8028,15.3359,,,,,,,,,,,
255709,,,156,-138.2315,16.0173,,,,,,,,,,,
255784,,,75,-121.225,16.132,,,,,,,,,,,
255963,,,179,-137.8772,15.7538,,,,,,,,,,,
256000,,,,,,50,43,4,133.8871,14.9789,17.117,46.8093,-2.5142,12.7057,157.3113,2.1838
256054,,,91,-127.6732,15.2816,,,,,,,,,,,
256222,,,168,-137.4186,15.1517,,,,,,,,,,,
256328,,,106,-125.6815,15.1372,,,,,,,,,,,
256416,,,88,-127.8011,15.2599,,,,,,,,,,,
256500,,,,,,50,47,5,116.5217,13.6398,19.269,44.5479,-0.2274,35.5933,212.9652,2.1293
256548,,,132,-131.6515,15.2177,,,,,,,,,,,
256737,,,189,-139.9388,15.1821,,,,,,,,,,,
256896,,,159,-139.3498,15.2532,,,,,,,,,,,
257000,,,,,,50,50,19,42.3959,-29.9232,8.6039,1.8298,-2.4011,16.0948,130.4063,2.2242
257056,,,160,-134.9807,15.2613,,,,,,,,,,,
257218,,,162,-139.6513,15.2644,,,,,,,,,,,
257377,,,159,-136.6981,15.0456,,,,,,,,,,,
257500,,,,,,50,50,5,91.7622,-28.1793,14.2227,1.8466,-1.2704,17.1474,199.7663,2.15
257509,,,132,-132.2159,15.1987,,,,,,,,,,,
257677,,,168,-139.2824,15.1941,,,,,,,,,,,
257754,,,77,-122.6835,15.2317,,,,,,,,,,,
257911,,,157,-138.6278,15.1703,,,,,,,,,,,
257998,,,87,-123.8068,15.0865,,,,,,,,,,,
258000,,,,,,50,44,5,126.7398,12.7803,31.3697,43.7793,-1.8558,14.3143,113.4072,1.8441
258137,,,139,-128.7685,15.2402,,,,,,,,,,,
258314,,,177,-132.8517,15.6226,,,,,,,,,,,
258400,,,86,-125.6958,15.2407,,,,,,,,,,,
258500,,,,,,50,50,7,78.6316,-32.303,14.3577,2.3522,-1.7374,9.4381,81.0536,2.5898
258566,,,166,-122.7823,15.359,,,,,,,,,,,
258775,,,209,-141.3953,15.2392,,,,,,,,,,,
258944,,,169,-139.0456,15.1658,,,,,,,,,,,
259000,,,,,,50,46,5,114.0169,10.0322,17.8802,43.5551,-1.5362,18.6333,216.7514,2.6261
259088,,,144,-137.0327,15.1678,,,,,,,,,,,
259195,,,107,-122.8456,15.2622,,,,,,,,,,,
259342,,,147,-139.1073,15.2743,,,,,,,,,,,
259500,,,,,,50,43,5,137.1035,52.4414,20.9692,85.7688,-1.6061,9.712,148.7861,1.6069
259531,,,189,-141.3052,15.2636,,,,,,,,,,,
259597,,,66,-127.4775,15.1877,,,,,,,,,,,
259675,,,78,-120.0785,15.4901,,,,,,,,,,,
259877,,,202,-140.902,15.4894,,,,,,,,,,,
260000,,,,,,50,50,6,91.3212,-11.7098,33.5881,24.5348,-0.3758,10.9565,98.8236,2.1665
260000,-134.864,160.2,,,,,,,,,,,,,,
260097,,,220,-142.1204,14.5493,,,,,,,,,,,
260272,,,175,-139.5179,15.0744,,,,,,,,,,,
260489,,,217,-142.1345,15.2677,,,,,,,,,,,
260500,,,,,,50,47,4,111.6977,-13.4084,36.7641,25.1365,-1.8034,13.2797,195.6874,2.5309
260683,,,194,-142.5492,15.3892,,,,,,,,,,,
260840,,,157,-145.5704,15.442,,,,,,,,,,,
260977,,,137,-138.4839,15.8443,,,,,,,,,,,
261000,,,,,,50,42,5,149.7421,12.1945,19.1255,47.9181,-1.8427,10.0302,116.7834,2.7929
261055,,,78,-122.6828,15.2864,,,,,,,,,,,
261188,,,133,-138.3403,15.3628,,,,,,,,,,,
261271,,,83,-123.5286,15.2969,,,,,,,,,,,
261428,,,157,-138.659,15.2284,,,,,,,,,,,
261500,,,,,,50,45,4,119.6454,33.9563,19.7922,65.2254,-1.4755,7.971,61.5198,1.7255
261619,,,191,-137.0836,15.6275,,,,,,,,,,,
261849,,,230,-143.4129,15.7359,,,,,,,,,,,
261975,,,126,-132.1964,15.2515,,,,,,,,,,,
262000,,,,,,50,50,26,29.5708,-34.7928,57.3037,0.6355,-5.9002,23.5396,218.5214,3.2851
262095,,,120,-131.668,15.3077,,,,,,,,,,,
262252,,,157,-138.2205,15.9204,,,,,,,,,,,
262403,,,151,-136.8064,15.2822,,,,,,,,,,,
262500,,,,,,50,50,5,96.8721,-27.4384,17.3283,4.2231,-1.7949,24.7454,299.6524,2.8768
262516,,,113,-130.4024,15.2797,,,,,,,,,,,
262705,,,189,-140.1981,15.2717,,,,,,,,,,,
262849,,,144,-127.7806,15.2517,,,,,,,,,,,
263000,,,,,,50,50,8,76.3526,-37.0883,26.4828,2.2189,-0.8309,12.0067,90.9307,2.053
263120,,,271,-143.028,15.2542,,,,,,,,,,,
263332,,,212,-140.9988,15.2187,,,,,,,,,,,
263500,,,,,,50,50,9,73.4809,1.9987,26.5272,39.9614,-1.9005,54.5534,180.0323,1.9241
263513,,,181,-138.074,15.2316,,,,,,,,,,,
263781,,,268,-143.233,15.1834,,,,,,,,,,,
263999,,,218,-141.2535,15.6589,,,,,,,,,,,
264000,,,,,,50,50,6,85.9619,-10.269,35.3981,26.8871,-2.2775,45.3896,179.9675,2.1397
264221,,,222,-142.742,15.9523,,,,,,,,,,,
264456,,,235,-141.7019,16.2763,,,,,,,,,,,
264500,,,,,,50,50,13,54.3321,78.9301,27.1812,116.0995,-0.5079,11.7101,175.4981,2.581
264584,,,128,-125.5884,15.4447,,,,,,,,,,,
264646,,,62,-115.3291,15.9252,,,,,,,,,,,
264769,,,123,-123.9201,15.2224,,,,,,,,,,,
264984,,,215,-141.5258,15.2621,,,,,,,,,,,
265000,,,,,,50,50,9,68.7786,-16.914,10.1429,20.3435,-7.9146,9.6811,105.2082,3.1326
265000,-117.5816,421.3,,,,,,,,,,,,,,
265500,,,,,,50,50,8,73.9365,21.5909,10.9939,61.0423,-0.9507,16.4552,206.977,2.2037
265515,,,531,-154.2227,15.0458,,,,,,,,,,,
265864,,,349,-147.8467,15.6348,,,,,,,,,,,
266000,,,,,,50,40,4,157.316,79.8731,77.2463,112.8308,-3.1679,8.9786,112.916,2.6748
266500,,,,,,50,50,5,96.8402,10.3333,32.5828,44.9718,-1.2012,10.7848,153.8062,2.4122
267000,,,,,,50,50,6,92.5344,-7.8748,20.2404,23.7643,-1.075,8.8687,127.9729,1.5763
267464,,,1600,-100.729,15.7986,,,,,,,,,,,
267500,,,,,,50,50,5,87.6603,13.132,40.0014,45.4891,-1.0892,10.9806,143.4826,2.3755
268000,,,,,,50,45,5,126.1109,49.4983,21.2459,83.6802,-3.0047,43.0686,119.0228,1.8898
268500,,,,,,50,45,5,118.5839,12.6027,14.9955,49.3662,-1.5469,14.1002,114.7671,1.5167
269000,,,,,,50,50,9,76.3755,-16.1771,10.3703,23.9086,-0.8575,12.7833,214.5864,1.404
269064,,,1600,-112.2928,15.3866,,,,,,,,,,,
269500,,,,,,50,49,5,103.0873,-11.2729,26.0534,26.1559,-1.8516,27.5348,122.6627,2.0919
270000,,,,,,50,50,9,84.7787,-34.5489,25.047,2.908,-4.672,11.2305,184.4424,1.9501
270000,-134.3507,1600.0,,,,,,,,,,,,,,
270500,,,,,,50,48,5,113.6833,8.3773,31.8732,45.7471,-0.2142,7.1902,92.0646,1.6487
270664,,,1600,-141.9809,14.6555,,,,,,,,,,,
271000,,,,,,50,45,4,119.3435,6.2602,21.9226,45.1254,-1.1045,10.8357,178.0928,2.1165
271500,,,,,,50,50,8,76.2368,62.4759,11.2868,101.2515,-0.6543,13.0217,127.4544,1.9159
272000,,,,,,50,50,7,90.5305,-12.0378,18.9497,22.3728,-0.3189,20.9024,452.0418,2.4379
272264,,,1600,-141.1515,15.6407,,,,,,,,,,,
272500,,,,,,50,50,8,75.7399,-13.3682,8.8312,23.8321,-1.1154,14.6083,187.1042,1.3977
273000,,,,,,50,50,9,69.6858,-35.9467,24.4083,2.084,-1.1722,10.9907,216.2299,1.995
273500,,,,,,50,50,7,92.3753,63.2952,17.9854,101.6991,-1.1565,7.4556,124.2599,2.6775
273864,,,1600,-116.4884,15.4411,,,,,,,,,,,
274000,,,,,,50,47,4,114.238,4.771,15.3216,43.9557,-1.0882,8.4416,117.6789,1.7761
274500,,,,,,50,50,7,88.496,-35.213,9.4432,3.6705,-1.207,7.07,114.9647,1.7858
275000,,,,,,50,50,8,79.473,-36.0771,10.8159,2.5533,-1.8016,12.2244,127.2675,2.4986
275000,-156.0637,1027.4,,,,,,,,,,,,,,
275464,,,1600,-152.9777,14.6684,,,,,,,,,,,
275500,,,,,,50,50,10,71.8786,-18.9217,10.0685,22.5127,0.2514,43.0108,161.6652,1.8001
275511,,,47,-114.4242,16.1817,,,,,,,,,,,
276000,,,,,,50,44,3,130.0761,-31.8478,31.1967,6.9562,-2.1454,9.0492,148.4234,2.2155
276500,,,,,,50,50,13,57.0733,39.7171,37.7412,77.81,-1.6598,46.3519,367.7115,2.1908
277000,,,,,,50,43,3,144.454,5.9589,15.5376,47.3949,-2.1413,6.0682,89.5348,2.4652
277111,,,1600,-110.9231,15.3539,,,,,,,,,,,
277166,,,55,-125.0514,15.3045,,,,,,,,,,,
277500,,,,,,50,50,7,90.6538,-18.9341,33.7852,23.7002,-0.9823,11.0336,189.0266,2.2316
278000,,,,,,50,50,12,59.1902,-41.3115,15.8153,1.6436,-0.8244,11.067,117.6288,3.4817
278500,,,,,,50,45,4,130.2506,30.1043,49.7505,71.7426,-2.7028,29.7111,365.3446,1.555
278766,,,1600,-122.8983,15.4696,,,,,,,,,,,
279000,,,,,,50,50,10,71.3596,-0.7639,18.4517,39.6134,-1.369,7.7764,90.6489,2.4248
279500,,,,,,50,50,6,87.8188,17.7506,20.1722,61.216,-1.5101,8.1313,79.8899,2.072
280000,,,,,,50,46,4,119.4105,-11.5434,47.6459,28.9865,-1.9214,13.6902,193.3589,2.8843
280000,-101.0789,1230.9,,,,,,,,,,,,,,
280366,,,1600,-98.3685,14.6308,,,,,,,,,,,
280500,,,,,,50,49,6,102.7526,14.6333,17.5976,60.9232,-1.7915,11.0056,214.347,2.174
281000,,,,,,50,50,11,67.2868,-46.3341,6.1174,2.269,-0.9001,9.0906,145.2735,2.0944
281500,,,,,,50,50,27,32.2083,-48.0338,6.1675,0.4735,-0.6204,11.0063,204.3884,2.6251
281966,,,1600,-110.303,15.3753,,,,,,,,,,,
282000,,,,,,50,50,20,42.8793,-48.5921,9.5008,0.5876,-1.2431,11.9385,165.617,3.4004
282059,,,93,-109.0048,15.7465,,,,,,,,,,,
282500,,,,,,50,50,11,67.0764,-28.1438,26.9702,21.6842,-2.5973,10.2901,143.3305,5.1891
283000,,,,,,50,47,5,121.691,1.4365,17.5208,49.2583,-1.2451,14.2407,168.4603,2.2614
283500,,,,,,50,50,10,78.1836,-45.4958,13.4775,2.5584,-1.7518,31.1741,305.8024,2.4137
283659,,,1600,-104.7236,15.5133,,,,,,,,,,,
284000,,,,,,50,50,10,68.0759,-24.0021,9.578,23.5015,-1.2038,8.299,212.816,3.2671
284500,,,,,,50,44,4,143.7908,90.0306,34.8912,143.8685,-2.2066,12.5265,170.9173,3.041
285000,,,,,,50,50,25,31.5386,-49.6418,6.8916,0.6001,-1.4417,21.8383,210.9826,3.104
285000,-103.7534,1600.0,,,,,,,,,,,,,,
285259,,,1600,-115.077,14.3814,,,,,,,,,,,
285500,,,,,,50,49,6,100.8521,3.3099,11.4523,60.3803,1.7044,14.6666,224.4842,5.4632
286000,,,,,,50,49,5,104.2652,-30.73,22.9314,23.1753,-1.5118,15.4877,182.9517,3.0718
286500,,,,,,50,50,8,75.358,-31.6149,18.0752,21.4446,-0.7884,13.6139,202.6022,2.7513
286859,,,1600,-111.7049,15.3443,,,,,,,,,,,
287000,,,,,,50,50,6,96.3111,-10.4683,75.4633,43.2215,-0.8247,64.5327,225.7019,2.2229
287500,,,,,,50,47,5,114.2,-27.7759,17.9879,25.7513,-7.6573,34.9615,333.6657,2.8524
287530,,,671,-168.2037,15.5093,,,,,,,,,,,
288000,,,,,,50,46,4,115.453,-29.6702,18.7104,27.3515,-1.9307,17.4958,266.6537,3.1913
288500,,,,,,50,50,10,64.7615,-55.6606,8.4021,2.261,-0.8843,33.4194,593.2956,3.0307
289000,,,,,,50,49,6,108.0449,1.1991,19.8358,63.7135,-1.0923,59.1902,389.8636,3.3259
289130,,,1600,-111.0182,15.3839,,,,,,,,,,,
289500,,,,,,50,46,6,116.0765,-20.5171,12.4133,43.9543,-1.5309,11.8728,162.6897,10.4275
290000,,,,,,50,50,16,47.8498,-64.3166,19.2473,1.006,2.7147,190.9254,728.1226,4.864
290000,-121.6282,1467.1,,,,,,,,,,,,,,
290500,,,,,,50,40,4,164.9456,-11.0337,22.1539,64.6267,-1.213,21.6325,255.4397,4.0349
290730,,,1600,-130.4182,14.6789,,,,,,,,,,,
290818,,,88,-129.6547,15.2844,,,,,,,,,,,
291000,,,,,,50,50,8,83.5029,-34.6863,23.4906,41.3984,-0.8991,20.3307,337.8076,9.5583
291500,,,,,,50,50,8,73.2102,-47.7585,144.7334,23.307,-12.8876,236.3677,633.0247,7.9849
292000,,,,,,50,45,5,122.6833,27.9065,26.7686,103.5245,-1.7291,28.6251,396.6812,6.6535
292418,,,1600,-116.847,15.3708,,,,,,,,,,,
292500,,,,,,50,46,5,116.0858,24.4516,17.8421,101.5652,-4.1145,25.775,352.3725,7.2176
293000,,,,,,50,50,21,38.4362,-44.8196,42.0741,37.1083,-1.0209,150.8033,792.544,7.4841
293500,,,,,,50,50,25,31.3786,-47.0579,25.6509,38.74,0.4379,34.9984,348.8672,7.1396
294000,,,,,,50,50,21,37.1582,-41.7944,18.4158,38.9542,-0.6597,33.24,420.197,5.8873
294018,,,1600,-106.3125,15.7699,,,,,,,,,,,
294500,,,,,,50,50,23,36.0396,-99.5926,57.9088,0.8928,-6.3922,293.9502,1095.0009,6.639
295000,,,,,,50,50,22,32.9055,-86.9486,8.0572,0.4228,-3.9411,100.1231,645.8942,7.2536
295000,-133.9122,1300.9,,,,,,,,,,,,,,
295500,,,,,,50,50,15,49.8268,-22.854,18.432,77.6217,3.7267,23.9401,426.9731,7.5376
295618,,,1600,-116.5985,14.8727,,,,,,,,,,,
296000,,,,,,50,50,9,70.5411,-19.8055,5959.8247,79.8134,-65.1362,224.6072,594.0518,4.8729
296500,,,,,,50,50,15,50.153,-115.4306,13.6502,0.8011,-0.8651,43.3235,714.7747,6.6771
297000,,,,,,50,46,6,115.9363,-34.207,49.2827,85.5515,-0.0871,44.4487,497.8658,10.6787
297218,,,1600,-117.2088,15.7161,,,,,,,,,,,
297500,,,,,,50,50,9,76.2348,-46.9439,17.7721,61.6769,-0.9399,100.1882,2527.7737,7.1329
298000,,,,,,50,50,18,43.1926,-96.9277,21.7814,0.6372,-0.8744,180.7285,862.08,5.2399
