env_steps,return,length,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
172000,,,,,,,,,,,,,,,1000,9860.4384,21.7052
172500,,,50,44,14,138.5996,585.5292,-44.1821,-44.1823,-330.77,29267.3457,9.9645,486.6094,19.9886,,,
173000,,,50,45,15,131.0717,539.6517,-44.182,-44.1823,-383.3499,45415.7539,7.4741,273.4102,8.3665,,,
173000,,,,,,,,,,,,,,,1000,9816.07,21.0584
173500,,,50,45,15,128.8038,495.4248,-44.1821,-44.1823,-424.6296,41854.3477,8.0931,540.1649,13.3566,,,
174000,,,50,45,15,138.5891,554.5089,-44.182,-44.1823,-370.7721,24374.5762,7.219,281.9882,24.7274,,,
174000,,,,,,,,,,,,,,,1000,9864.8914,21.3232
174500,,,50,46,15,134.2588,650.245,-44.182,-44.1823,-278.5997,50539.1719,8.5072,545.971,6.7235,,,
175000,,,50,45,15,137.9404,443.7949,-44.182,-44.1823,-486.9058,25185.0078,6.7219,225.5188,16.1683,,,
175000,10291.1867,1000.0,,,,,,,,,,,,,,,
175000,,,,,,,,,,,,,,,1000,9547.4271,15.5456
175500,,,50,46,15,132.1119,534.394,-44.1821,-44.1823,-393.4091,36099.918,6.5097,359.3525,11.9912,,,
176000,,,50,45,14,146.4087,497.0784,-44.182,-44.1823,-436.1769,35862.582,6.3764,526.3866,7.4115,,,
176000,,,,,,,,,,,,,,,1000,9814.0033,21.5792
176500,,,50,46,16,131.2858,582.9232,-44.182,-44.1823,-347.8521,38741.3711,8.8666,427.1257,11.4409,,,
177000,,,50,45,13,137.732,494.7887,-44.1821,-44.1823,-438.0155,22230.75,6.856,275.6151,22.4478,,,
177000,,,,,,,,,,,,,,,1000,9826.1284,21.3169
177500,,,50,46,15,131.3459,708.2886,-44.182,-44.1823,-221.7652,62089.2305,7.5581,442.7929,23.2289,,,
178000,,,50,43,13,149.5732,505.1042,-44.1821,-44.1823,-435.8942,33921.5391,9.2266,739.1188,16.8796,,,
178000,,,,,,,,,,,,,,,1000,9799.8425,21.7328
178500,,,50,43,13,140.9045,561.0931,-44.182,-44.1823,-379.4645,33854.8086,7.0266,243.6041,27.5427,,,
179000,,,50,45,15,144.5884,470.2744,-44.1821,-44.1823,-470.3339,27904.2988,6.7954,236.6114,10.9033,,,
179000,,,,,,,,,,,,,,,1000,9820.9641,20.7697
179500,,,50,47,15,137.4702,512.1906,-44.1821,-44.1823,-425.0184,31933.6934,7.1984,416.8933,7.8816,,,
180000,,,50,45,14,138.9762,597.5765,-44.182,-44.1823,-349.6334,44452.5312,7.6795,223.7811,17.2757,,,
180000,10358.7373,1000.0,,,,,,,,,,,,,,,
180000,,,,,,,,,,,,,,,1000,9923.3241,16.2685
180500,,,50,44,15,132.9664,438.6963,-44.182,-44.1823,-506.0649,22538.6758,6.1852,216.3204,11.4528,,,
181000,,,50,46,15,131.9674,652.9755,-44.182,-44.1823,-291.3497,74952.8281,7.3151,554.4904,26.6981,,,
181000,,,,,,,,,,,,,,,1000,9708.3571,22.8874
181500,,,50,46,15,126.6105,584.4958,-44.182,-44.1823,-360.8892,49613.7461,5.4859,236.7903,11.068,,,
182000,,,50,46,15,129.1366,570.7092,-44.1821,-44.1823,-374.2745,43546.2031,8.3363,239.9727,7.1132,,,
182000,,,,,,,,,,,,,,,1000,9741.5429,21.1766
182500,,,50,45,15,137.7583,709.6219,-44.182,-44.1823,-238.1119,77043.9766,8.6774,388.6012,30.1814,,,
183000,,,50,44,13,136.6856,453.6781,-44.182,-44.1823,-502.817,33900.0117,7.5569,289.9742,16.7816,,,
183000,,,,,,,,,,,,,,,1000,9843.6749,22.0693
183500,,,50,45,15,119.9242,524.9025,-44.182,-44.1823,-429.7466,29492.7363,8.3356,299.8478,16.5805,,,
184000,,,50,45,14,125.3943,499.2852,-44.1821,-44.1823,-450.4122,20459.7285,6.595,257.0275,14.0159,,,
184000,,,,,,,,,,,,,,,1000,9928.7282,21.3135
184500,,,50,45,15,132.9227,393.8405,-44.182,-44.1823,-553.7573,13516.3252,10.951,349.8321,8.8073,,,
185000,,,50,44,13,144.5808,638.985,-44.1821,-44.1823,-316.4838,45641.5391,7.5865,314.1635,18.5031,,,
185000,10422.3317,1000.0,,,,,,,,,,,,,,,
185000,,,,,,,,,,,,,,,1000,10070.5724,15.9716
185500,,,50,46,15,134.1922,690.1288,-44.1819,-44.1823,-268.2597,39187.8477,7.8834,327.6157,12.5215,,,
186000,,,50,46,14,131.4882,556.8258,-44.1821,-44.1823,-396.9952,31870.1992,9.1779,260.692,8.6614,,,
186000,,,,,,,,,,,,,,,1000,10156.2172,21.6422
186500,,,50,45,14,131.1981,450.129,-44.1821,-44.1823,-504.7899,28708.543,9.5329,322.2579,21.9628,,,
187000,,,50,45,14,139.5741,532.0525,-44.182,-44.1823,-429.3935,22288.4062,7.8941,482.7603,26.8111,,,
187000,,,,,,,,,,,,,,,1000,9802.2517,21.9939
187500,,,50,43,14,133.8326,517.9313,-44.182,-44.1823,-444.2377,43605.3828,6.233,150.1586,12.0542,,,
188000,,,50,45,14,135.4962,678.7547,-44.182,-44.1823,-283.9182,79844.9062,9.3555,391.1023,10.58,,,
188000,,,,,,,,,,,,,,,1000,10070.111,21.3768
188500,,,50,44,13,138.8278,509.5424,-44.182,-44.1823,-458.3871,36693.0508,8.2701,288.8485,28.8253,,,
189000,,,50,46,15,125.1466,546.7728,-44.1821,-44.1823,-417.4747,45121.5508,7.6736,344.1022,31.8958,,,
189000,,,,,,,,,,,,,,,1000,10052.297,21.3781
189500,,,50,46,15,127.2148,540.5939,-44.182,-44.1823,-417.2366,38976.418,5.8098,250.3265,8.7896,,,
190000,,,50,46,15,131.8166,775.2478,-44.182,-44.1823,-194.9356,77244.1406,7.0771,186.5988,29.8961,,,
190000,10412.3926,1000.0,,,,,,,,,,,,,,,
190000,,,,,,,,,,,,,,,1000,10133.8594,16.1039
190500,,,50,44,14,132.2376,666.6165,-44.1821,-44.1823,-301.4489,31659.1973,7.5297,329.132,10.3809,,,
191000,,,50,46,15,133.6944,603.3384,-44.1821,-44.1823,-363.8037,60881.7266,13.8704,541.1419,13.2966,,,
191000,,,,,,,,,,,,,,,1000,10112.8295,21.6084
191500,,,50,43,13,139.1066,618.5721,-44.1821,-44.1823,-353.0852,51005.1719,10.1357,908.5047,38.627,,,
192000,,,50,44,14,144.3466,568.6042,-44.182,-44.1823,-404.45,87953.2266,10.199,578.0298,19.8238,,,
192000,,,,,,,,,,,,,,,1000,9886.2582,21.1051
192500,,,50,44,13,132.2873,745.4513,-44.182,-44.1823,-228.5557,109151.3281,8.7638,745.7344,35.8769,,,
193000,,,50,45,13,136.678,520.992,-44.182,-44.1823,-452.0436,32214.7168,8.3074,586.3596,24.2627,,,
193000,,,,,,,,,,,,,,,1000,10095.4106,21.0214
193500,,,50,44,13,139.6652,796.5431,-44.1821,-44.1823,-180.7776,75049.0625,7.7319,540.6496,15.9418,,,
194000,,,50,43,13,136.3781,467.2209,-44.1821,-44.1823,-513.0978,34100.6289,5.4423,143.0158,8.3867,,,
194000,,,,,,,,,,,,,,,1000,10124.1704,21.3537
194500,,,50,46,14,135.6881,619.0087,-44.182,-44.1823,-359.5789,59770.5703,7.6004,404.066,11.3908,,,
195000,,,50,46,14,136.4786,494.662,-44.1821,-44.1823,-481.6252,25851.4082,7.5851,959.147,10.6436,,,
195000,10756.0244,1000.0,,,,,,,,,,,,,,,
195000,,,,,,,,,,,,,,,1000,9925.2628,16.1388
195500,,,50,45,14,145.5464,580.2348,-44.182,-44.1823,-401.0526,26416.6328,7.115,388.6001,28.6319,,,
196000,,,50,46,14,129.344,572.7026,-44.182,-44.1823,-402.4071,65216.4883,6.3151,288.1081,12.6625,,,
196000,,,,,,,,,,,,,,,1000,10102.0727,21.9216
196500,,,50,45,15,144.5173,471.7375,-44.1821,-44.1823,-510.5527,23158.0449,8.5436,860.5615,19.7378,,,
197000,,,50,43,13,139.4516,481.8504,-44.1821,-44.1823,-503.3337,22129.1035,8.6025,283.0815,11.4076,,,
197000,,,,,,,,,,,,,,,1000,10222.8294,18.7772
197500,,,50,44,14,129.6634,601.02,-44.1821,-44.1823,-383.4013,66960.3594,9.9802,370.4633,19.9062,,,
198000,,,50,44,14,136.7489,451.5504,-44.1821,-44.1823,-535.2105,24997.5488,7.9523,431.3512,7.5457,,,
198000,,,,,,,,,,,,,,,1000,10146.7895,16.8418
198500,,,50,45,14,121.7472,558.2028,-44.1821,-44.1823,-429.4687,40393.8008,9.1843,383.274,43.9448,,,
199000,,,50,44,13,148.3653,564.6401,-44.1822,-44.1823,-425.5667,48962.4609,7.3572,325.4147,6.5185,,,
199000,,,,,,,,,,,,,,,1000,10446.7123,16.8865
199500,,,50,44,13,139.0379,499.7559,-44.1821,-44.1823,-493.838,52248.3633,7.715,315.0593,26.8365,,,
200000,,,50,44,14,141.0909,511.8676,-44.182,-44.1823,-482.8196,36566.3555,9.2114,573.4625,10.8971,,,
200000,10804.2687,1000.0,,,,,,,,,,,,,,,
200000,,,,,,,,,,,,,,,1000,10423.4133,12.8065
200500,,,50,44,13,140.9308,623.5303,-44.182,-44.1823,-370.8552,74984.8516,7.7984,275.3602,12.47,,,
201000,,,50,45,13,137.5026,569.9102,-44.182,-44.1823,-426.3726,48734.4141,8.5141,448.7615,18.2438,,,
201000,,,,,,,,,,,,,,,1000,10006.4396,16.1061
201500,,,50,46,15,131.6865,578.4718,-44.1821,-44.1823,-417.7292,59211.0781,8.8315,389.1521,15.0481,,,
202000,,,50,43,13,158.993,499.6425,-44.1821,-44.1823,-495.8816,40794.5,7.3698,323.8318,14.7358,,,
202000,,,,,,,,,,,,,,,1000,10206.052,19.0879
202500,,,50,44,14,135.9259,548.7965,-44.1821,-44.1823,-445.1628,50549.0156,9.0582,736.9029,10.4755,,,
203000,,,50,44,13,133.7185,538.0291,-44.1821,-44.1823,-462.2001,34591.3008,6.4962,422.301,6.6624,,,
203000,,,,,,,,,,,,,,,1000,10349.7643,18.9637
203500,,,50,44,13,144.2005,511.6212,-44.1821,-44.1823,-488.7392,44148.9883,7.803,446.9349,27.0125,,,
204000,,,50,44,15,135.7175,537.8688,-44.182,-44.1823,-459.6818,27033.5996,7.9991,359.8126,22.8233,,,
204000,,,,,,,,,,,,,,,1000,10300.7843,15.949
204500,,,50,43,12,136.1357,498.6591,-44.1821,-44.1823,-506.5242,35248.8008,8.4446,207.7641,17.3751,,,
205000,,,50,44,13,147.0184,575.4756,-44.1821,-44.1823,-429.1698,66219.7188,7.4689,296.9886,10.6446,,,
205000,10859.7713,1000.0,,,,,,,,,,,,,,,
205000,,,,,,,,,,,,,,,1000,10375.5311,11.9699
205500,,,50,41,13,153.3626,729.8182,-44.1821,-44.1823,-275.6922,74975.0781,8.8112,558.2898,23.6716,,,
206000,,,50,44,13,141.9807,566.9799,-44.1821,-44.1823,-437.7417,46342.3438,8.2245,446.5373,11.873,,,
206000,,,,,,,,,,,,,,,1000,10249.7136,16.3552
206500,,,50,44,15,139.5703,556.9203,-44.1821,-44.1823,-447.7168,34281.4062,8.7191,287.0999,8.2845,,,
207000,,,50,45,13,142.4259,572.7166,-44.1821,-44.1823,-435.4753,56058.1172,8.4407,579.7515,21.2312,,,
207000,,,,,,,,,,,,,,,1000,10039.0099,21.0812
207500,,,50,44,15,136.217,518.524,-44.1821,-44.1823,-491.2574,30964.877,8.05,454.0814,33.9054,,,
208000,,,50,44,13,130.3114,660.7443,-44.182,-44.1823,-344.3666,90926.9531,8.3739,394.2512,21.3892,,,
208000,,,,,,,,,,,,,,,1000,10307.2077,20.0001
208500,,,50,45,14,129.575,632.3165,-44.182,-44.1823,-377.5746,53135.2344,6.4619,221.5147,14.1311,,,
209000,,,50,45,14,131.2394,576.6859,-44.1822,-44.1823,-433.4462,54785.8164,10.6238,279.0771,25.1661,,,
209000,,,,,,,,,,,,,,,1000,10176.385,19.2045
209500,,,50,46,14,122.7003,550.4354,-44.1821,-44.1823,-458.8657,42795.25,9.0648,297.9101,18.649,,,
210000,,,50,45,14,132.0676,675.3668,-44.1821,-44.1823,-337.6395,55806.5586,6.9109,506.0742,14.3604,,,
210000,10669.4004,1000.0,,,,,,,,,,,,,,,
210000,,,,,,,,,,,,,,,1000,10292.8045,16.1426
210500,,,50,44,13,130.6695,491.8392,-44.1821,-44.1823,-520.9156,38154.0,10.0799,713.0187,11.405,,,
211000,,,50,44,14,137.0771,444.1924,-44.1821,-44.1823,-570.4381,50411.5859,7.0081,244.4472,15.584,,,
211000,,,,,,,,,,,,,,,1000,10567.7757,22.082
211500,,,50,45,14,134.1562,532.0999,-44.1821,-44.1823,-481.7244,42028.8672,7.0279,369.6252,28.9429,,,
212000,,,50,44,14,135.1078,461.2007,-44.1821,-44.1823,-556.7188,41962.2656,8.4014,298.8669,24.5155,,,
212000,,,,,,,,,,,,,,,1000,10201.8378,22.9815
212500,,,50,44,15,133.5893,558.5898,-44.1821,-44.1823,-455.8168,49077.332,7.6108,451.5064,27.7744,,,
213000,,,50,45,13,132.2434,579.5125,-44.1821,-44.1823,-440.1117,54346.3086,10.0239,520.0439,21.938,,,
213000,,,,,,,,,,,,,,,1000,10428.5884,22.0414
213500,,,50,44,14,135.7076,469.4917,-44.1821,-44.1823,-552.6946,21247.4824,9.7181,381.3227,15.4206,,,
214000,,,50,45,14,128.1884,828.4633,-44.1822,-44.1823,-192.6777,111873.0,11.5427,436.5285,19.7588,,,
214000,,,,,,,,,,,,,,,1000,10218.9178,22.3667
214500,,,50,45,14,140.4014,599.0219,-44.1821,-44.1823,-422.4757,67607.1641,8.0213,465.5498,19.3113,,,
215000,,,50,45,14,132.1044,512.4469,-44.1821,-44.1823,-509.1904,21662.1367,8.1776,605.6315,13.8492,,,
215000,10872.4237,1000.0,,,,,,,,,,,,,,,
215000,,,,,,,,,,,,,,,1000,10413.9916,16.9551
215500,,,50,44,14,137.4299,521.895,-44.1821,-44.1823,-501.4139,53326.793,9.5356,285.2329,28.9154,,,
216000,,,50,44,14,135.013,553.9369,-44.1822,-44.1823,-472.5184,45457.8398,8.6186,543.2918,7.5533,,,
216000,,,,,,,,,,,,,,,1000,10403.3417,21.8688
216500,,,50,45,14,129.5956,521.7542,-44.1821,-44.1823,-499.2736,37347.0,9.2848,471.7712,14.6447,,,
217000,,,50,44,14,144.2458,829.4667,-44.1821,-44.1823,-197.4517,95793.5625,8.7004,285.4785,11.2196,,,
217000,,,,,,,,,,,,,,,1000,10437.1465,22.1527
217500,,,50,45,15,125.4747,676.3474,-44.1821,-44.1823,-349.5228,74916.0938,8.9362,246.3969,36.9734,,,
218000,,,50,44,13,138.8567,442.3789,-44.1821,-44.1823,-584.1281,25442.332,9.1821,540.0524,14.1061,,,
218000,,,,,,,,,,,,,,,1000,9889.2933,22.3141
218500,,,50,44,14,147.4838,771.442,-44.1821,-44.1823,-256.6964,157524.0625,7.9764,292.2921,14.1956,,,
219000,,,50,44,14,141.5217,453.7914,-44.1821,-44.1823,-579.3978,48425.457,7.3394,249.9601,17.5456,,,
219000,,,,,,,,,,,,,,,1000,10569.6032,21.9991
219500,,,50,45,13,145.433,597.5376,-44.1821,-44.1823,-433.3281,71051.5625,9.2063,585.2899,23.5159,,,
220000,,,50,44,14,132.5941,489.9586,-44.1821,-44.1823,-543.3805,40914.4648,8.9117,453.4073,10.7215,,,
220000,10855.1323,1000.0,,,,,,,,,,,,,,,
220000,,,,,,,,,,,,,,,1000,10327.7095,16.6824
220500,,,50,46,14,124.3323,731.8154,-44.1821,-44.1823,-294.2052,117872.9688,8.581,185.3432,15.2316,,,
221000,,,50,45,15,130.9508,604.6732,-44.1821,-44.1823,-428.672,70932.5391,7.4836,193.0327,17.2894,,,
221000,,,,,,,,,,,,,,,1000,10607.6092,22.2805
221500,,,50,44,14,134.8189,523.6992,-44.1821,-44.1823,-507.657,41979.0078,6.9503,263.1555,15.1788,,,
222000,,,50,44,14,127.7201,514.9933,-44.1821,-44.1823,-521.7975,36478.6211,8.3061,617.6961,12.2482,,,
222000,,,,,,,,,,,,,,,1000,10637.3571,22.6107
222500,,,50,46,15,121.7843,556.6039,-44.1821,-44.1823,-473.8463,83690.7656,9.4576,411.908,11.0023,,,
223000,,,50,46,15,133.3354,547.7104,-44.1821,-44.1823,-485.0251,30068.5254,7.5133,628.9994,24.2688,,,
223000,,,,,,,,,,,,,,,1000,10423.1411,22.0554
223500,,,50,45,14,124.9339,429.3531,-44.1821,-44.1823,-607.8158,34037.9609,7.1243,445.5916,33.6404,,,
224000,,,50,47,15,127.3713,795.6741,-44.1822,-44.1823,-239.0501,138229.125,9.9862,300.7339,29.2087,,,
224000,,,,,,,,,,,,,,,1000,10431.9538,22.4789
224500,,,50,44,15,134.8111,598.7314,-44.1821,-44.1823,-437.6981,51583.582,6.3445,261.962,7.577,,,
225000,,,50,46,14,131.9562,514.727,-44.1821,-44.1823,-523.3505,45158.1914,7.8589,213.2939,6.5175,,,
225000,9872.958,1000.0,,,,,,,,,,,,,,,
225000,,,,,,,,,,,,,,,1000,10394.0788,16.7541
225500,,,50,44,14,128.5791,551.9931,-44.1821,-44.1823,-486.0809,40979.8516,8.9867,560.1226,18.8967,,,
226000,,,50,44,15,140.733,688.3859,-44.182,-44.1823,-353.7214,89934.3828,11.4591,739.7195,29.227,,,
226000,,,,,,,,,,,,,,,1000,10442.8789,22.3862
226500,,,50,44,13,139.6161,546.7036,-44.1821,-44.1823,-497.8948,87721.1875,6.6792,381.8474,9.3497,,,
227000,,,50,44,15,126.5919,486.7165,-44.1821,-44.1823,-548.4989,19852.3926,7.7857,482.7715,6.1768,,,
227000,,,,,,,,,,,,,,,1000,10523.8577,22.7984
227500,,,50,45,14,136.7192,463.6994,-44.1821,-44.1823,-575.6363,39755.9219,7.0456,352.8312,12.9989,,,
228000,,,50,45,14,121.0469,593.9543,-44.1822,-44.1823,-448.5297,74658.5078,7.7071,153.9169,11.3997,,,
228000,,,,,,,,,,,,,,,1000,10508.6224,22.345
228500,,,50,44,14,132.2593,467.3748,-44.1821,-44.1823,-576.4259,26061.0996,9.0947,586.7611,16.0292,,,
229000,,,50,45,14,132.9519,609.6212,-44.1821,-44.1823,-436.6815,55242.9375,8.948,282.3617,6.7966,,,
229000,,,,,,,,,,,,,,,1000,10783.9607,22.3453
229500,,,50,45,14,137.4521,493.398,-44.1821,-44.1823,-550.2512,38464.125,7.3397,468.2979,20.1765,,,
230000,,,50,46,15,119.8795,472.8987,-44.1821,-44.1823,-570.5132,25821.6582,8.7445,412.5792,8.5373,,,
230000,11220.2458,1000.0,,,,,,,,,,,,,,,
230000,,,,,,,,,,,,,,,1000,10362.9004,16.8049
230500,,,50,45,14,126.6527,612.3056,-44.1821,-44.1823,-432.5751,55169.3359,7.4018,441.242,11.4522,,,
231000,,,50,44,13,126.4552,535.4204,-44.1821,-44.1823,-511.3416,60783.1602,7.4091,263.6711,8.5096,,,
231000,,,,,,,,,,,,,,,1000,10596.4715,22.7036
231500,,,50,45,13,128.4638,675.4933,-44.1822,-44.1823,-376.1923,141804.0781,8.214,355.5734,29.5943,,,
232000,,,50,45,15,131.3967,613.963,-44.1821,-44.1823,-437.5021,65163.7812,6.5021,304.0996,15.1768,,,
232000,,,,,,,,,,,,,,,1000,10755.5855,21.6979
232500,,,50,45,14,127.6006,508.8514,-44.1821,-44.1823,-541.4528,42622.1445,5.9874,257.839,15.0962,,,
233000,,,50,46,15,119.4388,551.1387,-44.1822,-44.1823,-498.6882,31986.8027,8.9973,299.4116,13.3328,,,
233000,,,,,,,,,,,,,,,1000,10623.1085,22.413
233500,,,50,46,15,118.6754,539.5018,-44.1821,-44.1823,-511.425,52386.1641,8.2962,449.3593,28.1386,,,
234000,,,50,46,14,127.7968,458.8584,-44.1821,-44.1823,-592.3906,21043.5391,7.569,569.9783,14.6815,,,
234000,,,,,,,,,,,,,,,1000,10424.8378,22.8825
234500,,,50,46,15,130.0564,739.9673,-44.1821,-44.1823,-312.459,94417.8125,9.0,276.1473,31.2246,,,
235000,,,50,46,15,128.403,601.3907,-44.1821,-44.1823,-453.0574,58212.9297,7.7533,316.1618,22.0818,,,
235000,11184.2226,1000.0,,,,,,,,,,,,,,,
235000,,,,,,,,,,,,,,,1000,10659.991,17.0171
235500,,,50,45,14,123.8222,585.0042,-44.1821,-44.1823,-470.0229,82822.2422,7.3141,358.6915,33.1366,,,
236000,,,50,46,14,123.6114,497.1167,-44.1822,-44.1823,-558.0762,39923.0352,8.5146,382.4049,29.1003,,,
236000,,,,,,,,,,,,,,,1000,10569.1608,22.5602
236500,,,50,46,14,132.5303,536.6819,-44.1821,-44.1823,-520.4175,31258.6523,6.9502,429.7809,16.1694,,,
237000,,,50,45,14,135.8997,642.3491,-44.1821,-44.1823,-412.4568,95833.0781,5.8572,196.6605,11.5641,,,
237000,,,,,,,,,,,,,,,1000,10590.2486,22.5834
237500,,,50,45,15,130.345,610.9219,-44.1821,-44.1823,-448.543,121177.7422,7.7106,365.4092,11.3615,,,
238000,,,50,44,15,131.9119,474.9544,-44.1821,-44.1823,-583.9476,26280.9648,9.8346,266.372,16.5361,,,
238000,,,,,,,,,,,,,,,1000,10813.6655,22.8051
238500,,,50,47,16,119.1272,521.6924,-44.1821,-44.1823,-536.4802,74980.6484,8.1599,353.3309,24.8049,,,
239000,,,50,46,14,116.1882,579.944,-44.1821,-44.1823,-474.452,47506.7617,8.852,591.9948,50.6691,,,
239000,,,,,,,,,,,,,,,1000,10483.5199,22.9743
239500,,,50,46,13,122.3602,494.9888,-44.1821,-44.1823,-564.2241,49598.1641,7.6042,247.1942,40.0312,,,
240000,,,50,45,14,128.1705,590.972,-44.1822,-44.1823,-465.3369,78466.6484,7.5633,440.1732,24.1786,,,
240000,11276.8574,1000.0,,,,,,,,,,,,,,,
240000,,,,,,,,,,,,,,,1000,10820.3841,16.8606
240500,,,50,46,15,124.1427,535.9203,-44.1822,-44.1823,-518.2727,65145.9727,8.9176,388.2432,18.5522,,,
241000,,,50,44,14,134.56,512.7204,-44.1822,-44.1823,-550.6475,54485.4102,6.8738,415.6501,21.9676,,,
241000,,,,,,,,,,,,,,,1000,10820.7141,22.5425
241500,,,50,46,14,128.3263,526.7763,-44.1822,-44.1823,-531.8965,57076.1875,7.2545,308.6983,18.7163,,,
242000,,,50,44,13,131.4552,755.4319,-44.1822,-44.1823,-309.2603,104169.4531,8.5389,671.872,23.7779,,,
242000,,,,,,,,,,,,,,,1000,10557.4411,22.577
242500,,,50,47,15,131.3832,506.1802,-44.1822,-44.1823,-552.8313,35838.1133,6.724,287.5127,15.8678,,,
243000,,,50,44,15,125.5017,559.6187,-44.1822,-44.1823,-507.6899,49686.2539,9.399,442.0508,13.549,,,
243000,,,,,,,,,,,,,,,1000,10680.1045,22.1794
243500,,,50,45,14,125.1112,642.3071,-44.1822,-44.1823,-422.8375,70346.6328,9.2683,449.2714,16.1873,,,
244000,,,50,44,14,126.6961,796.6247,-44.1821,-44.1823,-276.0003,268458.75,11.0074,600.1242,17.2192,,,
244000,,,,,,,,,,,,,,,1000,10762.1828,22.5276
244500,,,50,46,14,118.4406,553.312,-44.1821,-44.1823,-514.7828,34941.9688,6.3325,258.9358,30.1242,,,
245000,,,50,46,15,116.766,650.2712,-44.1821,-44.1823,-417.0994,114395.3438,8.256,360.1608,36.0771,,,
245000,11380.4716,1000.0,,,,,,,,,,,,,,,
245000,,,,,,,,,,,,,,,1000,10681.9266,16.4492
245500,,,50,46,15,119.2667,571.9756,-44.1822,-44.1823,-497.3064,63535.1758,9.6634,241.9086,38.6884,,,
246000,,,50,45,14,128.1582,552.373,-44.1822,-44.1823,-516.5036,57431.8281,10.2025,323.3788,24.7449,,,
246000,,,,,,,,,,,,,,,1000,10943.019,22.3162
246500,,,50,45,14,131.847,593.0993,-44.1821,-44.1823,-477.2563,52537.6328,7.3562,460.8593,26.087,,,
247000,,,50,45,15,123.081,524.9749,-44.1821,-44.1823,-544.5151,43591.1875,7.9165,253.4445,10.6981,,,
247000,,,,,,,,,,,,,,,1000,10757.9483,22.5347
247500,,,50,46,15,122.1134,582.9971,-44.1821,-44.1823,-485.001,63333.0625,7.94,308.7231,17.6666,,,
248000,,,50,46,15,138.4236,604.6365,-44.1821,-44.1823,-467.337,75968.1172,7.1774,356.3734,10.9708,,,
248000,,,,,,,,,,,,,,,1000,10957.0327,22.7182
248500,,,50,47,15,130.7348,685.1936,-44.1821,-44.1823,-381.2273,108196.0859,7.7577,199.3887,6.9363,,,
249000,,,50,46,14,127.6659,495.0856,-44.1822,-44.1823,-575.3785,60934.3438,7.333,391.804,10.5538,,,
249000,,,,,,,,,,,,,,,1000,10832.4525,22.5935
249500,,,50,45,14,120.0557,561.7243,-44.1822,-44.1823,-512.051,54728.75,9.0945,281.8851,38.3411,,,
250000,,,50,45,15,126.1737,686.743,-44.1822,-44.1823,-385.8715,88965.0547,6.8035,430.3674,15.001,,,
250000,11345.5964,1000.0,,,,,,,,,,,,,,,
250000,,,,,,,,,,,,,,,1000,10926.75,16.6094
250500,,,50,45,15,135.8267,571.5883,-44.1822,-44.1823,-511.5535,26305.2344,10.1422,498.9642,13.5398,,,
251000,,,50,46,15,126.7757,663.6299,-44.1822,-44.1823,-411.6581,96911.4141,8.6063,224.7067,11.0532,,,
251000,,,,,,,,,,,,,,,1000,10873.736,24.3821
251500,,,50,47,14,109.1171,809.2238,-44.1822,-44.1823,-266.8955,78158.7969,8.5906,316.011,23.0923,,,
252000,,,50,46,15,121.9254,576.3409,-44.1822,-44.1823,-501.0319,34078.1445,6.9876,450.6837,13.7377,,,
252000,,,,,,,,,,,,,,,1000,10881.6167,22.8112
252500,,,50,46,14,126.4361,491.9461,-44.1821,-44.1823,-582.0992,39821.4141,8.798,484.2627,8.3123,,,
253000,,,50,45,15,129.592,800.8472,-44.1822,-44.1823,-278.6406,135074.2188,7.0395,299.8553,15.9193,,,
253000,,,,,,,,,,,,,,,1000,10803.037,23.0135
253500,,,50,47,15,128.7551,591.2336,-44.1822,-44.1823,-489.1879,44010.082,8.4497,300.0286,9.6639,,,
254000,,,50,45,15,128.6966,552.3893,-44.1822,-44.1823,-531.7005,63899.3164,9.2413,485.7326,23.0921,,,
254000,,,,,,,,,,,,,,,1000,10676.9606,22.9442
254500,,,50,45,15,126.6424,717.0156,-44.1822,-44.1823,-368.3809,101206.1016,7.7045,389.6691,6.995,,,
255000,,,50,46,15,117.656,517.9136,-44.1821,-44.1823,-564.6243,45524.0508,8.0558,387.791,14.911,,,
255000,11562.856,1000.0,,,,,,,,,,,,,,,
255000,,,,,,,,,,,,,,,1000,11172.161,16.875
255500,,,50,47,14,127.9834,589.0677,-44.1821,-44.1823,-490.6266,49632.0664,9.2241,412.2872,10.3152,,,
256000,,,50,47,16,117.6796,597.8339,-44.1822,-44.1823,-487.6914,91482.6016,9.6979,509.4644,42.4184,,,
256000,,,,,,,,,,,,,,,1000,10847.8961,22.2225
256500,,,50,46,14,115.416,775.2775,-44.1821,-44.1823,-312.2194,137504.8906,7.8162,222.8987,9.0954,,,
257000,,,50,46,15,121.4983,694.8571,-44.1821,-44.1823,-392.462,99057.7734,7.0349,359.9797,10.0981,,,
257000,,,,,,,,,,,,,,,1000,10875.158,22.1884
257500,,,50,47,15,106.17,831.6396,-44.1822,-44.1823,-252.4863,95874.3906,11.9641,585.3597,39.6928,,,
258000,,,50,47,15,113.7089,567.7294,-44.1821,-44.1823,-511.8402,42027.4336,8.9669,468.3777,10.5832,,,
258000,,,,,,,,,,,,,,,1000,10908.313,21.4921
