env_steps,return,length,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
344500,,,50,49,16,107.6876,670.7516,-44.1821,-44.1823,-541.7574,68355.6328,9.3214,305.5866,17.4075,,,
345000,,,50,49,15,110.2116,736.9434,-44.182,-44.1823,-473.313,143868.3281,9.668,392.6341,19.1207,,,
345000,12747.8366,1000.0,,,,,,,,,,,,,,,
345000,,,,,,,,,,,,,,,1000,12079.1754,16.9022
345500,,,50,49,15,105.4083,726.5466,-44.1821,-44.1823,-488.7574,103258.5312,9.0473,273.4537,24.2575,,,
346000,,,50,49,16,101.3208,656.2855,-44.1821,-44.1823,-557.1937,44218.4492,8.1374,341.8005,17.6314,,,
346000,,,,,,,,,,,,,,,1000,11999.3373,22.8222
346500,,,50,49,16,101.6502,881.7572,-44.1821,-44.1823,-330.9072,192756.4688,12.5008,374.5097,20.6035,,,
347000,,,50,49,16,107.2675,609.2484,-44.1821,-44.1823,-613.0192,38736.0547,11.5005,251.7449,5.3445,,,
347000,,,,,,,,,,,,,,,1000,12146.7888,22.4642
347500,,,50,50,16,96.749,814.5662,-44.1821,-44.1823,-409.381,132292.5781,9.419,448.0508,12.4759,,,
348000,,,50,50,16,94.6472,706.5176,-44.1821,-44.1823,-511.5245,55930.1445,8.3457,319.199,11.2571,,,
348000,,,,,,,,,,,,,,,1000,11975.745,22.3488
348500,,,50,50,17,96.7581,785.288,-44.182,-44.1823,-428.2405,48685.4023,9.3247,278.1396,26.8307,,,
349000,,,50,49,16,102.0385,584.5444,-44.1821,-44.1823,-634.9113,47703.4961,8.2694,384.6301,13.7937,,,
349000,,,,,,,,,,,,,,,1000,12359.1824,23.3933
349500,,,50,49,16,101.407,611.6318,-44.1821,-44.1823,-609.6584,48510.8633,8.7902,378.2517,11.2588,,,
350000,,,50,50,16,93.7635,788.7098,-44.1821,-44.1823,-427.6055,147331.2031,10.5267,460.2134,7.1381,,,
350000,12796.6293,1000.0,,,,,,,,,,,,,,,
350000,,,,,,,,,,,,,,,1000,12206.5758,17.0566
350500,,,50,48,15,102.3397,668.6758,-44.1821,-44.1823,-551.5259,38630.6289,10.6899,335.6005,8.1446,,,
351000,,,50,48,15,106.6041,672.9989,-44.1821,-44.1823,-546.4459,74205.2188,12.7578,247.1004,20.9934,,,
351000,,,,,,,,,,,,,,,1000,11811.0972,22.8385
351500,,,50,49,16,108.7933,607.4788,-44.1821,-44.1823,-614.4858,122103.1641,12.4244,452.4362,16.2552,,,
352000,,,50,48,16,109.6756,556.3694,-44.1821,-44.1823,-669.1516,29693.2598,7.3339,227.296,6.6258,,,
352000,,,,,,,,,,,,,,,1000,12445.7831,22.5849
352500,,,50,49,16,103.2179,570.3118,-44.1821,-44.1823,-660.6904,29836.2461,7.6557,349.299,16.9508,,,
353000,,,50,50,16,99.7617,735.5138,-44.182,-44.1823,-488.6165,108270.1172,13.1882,405.9265,23.5835,,,
353000,,,,,,,,,,,,,,,1000,12406.3188,22.2775
353500,,,50,49,16,103.6079,707.2656,-44.1821,-44.1823,-511.7775,132670.9531,10.4978,324.7528,7.8208,,,
354000,,,50,50,17,99.9525,683.3397,-44.1821,-44.1823,-538.8705,93873.3438,9.3603,234.2272,25.4799,,,
354000,,,,,,,,,,,,,,,1000,12271.747,21.7841
354500,,,50,50,16,98.8877,636.1301,-44.1821,-44.1823,-592.1057,76893.5469,16.3634,651.524,23.3838,,,
355000,,,50,50,16,97.1536,553.522,-44.1821,-44.1823,-668.3257,21620.5723,9.8459,306.3199,14.2914,,,
355000,12944.574,1000.0,,,,,,,,,,,,,,,
355000,,,,,,,,,,,,,,,1000,12325.5679,16.748
355500,,,50,49,16,101.0937,685.8877,-44.182,-44.1823,-536.9766,42043.2227,9.4665,318.1413,11.0991,,,
356000,,,50,48,16,104.5955,540.3492,-44.182,-44.1823,-695.0344,23215.9492,10.4308,502.4322,24.5349,,,
356000,,,,,,,,,,,,,,,1000,12262.4239,23.7606
356500,,,50,49,16,104.2752,559.9804,-44.1821,-44.1823,-663.9058,69972.8438,9.6005,245.0284,27.5728,,,
357000,,,50,49,16,100.4766,553.064,-44.1821,-44.1823,-675.6824,42190.793,9.2434,385.4887,22.5066,,,
357000,,,,,,,,,,,,,,,1000,12141.9519,22.7508
357500,,,50,49,17,102.721,775.093,-44.1821,-44.1823,-456.7022,176640.625,7.5805,487.4527,11.2655,,,
358000,,,50,49,16,101.3388,588.8623,-44.182,-44.1823,-643.0624,33309.9375,9.0454,395.8008,19.6121,,,
358000,,,,,,,,,,,,,,,1000,12515.345,22.4064
358500,,,50,50,16,91.1696,602.6338,-44.1821,-44.1823,-628.4124,41978.6523,10.5062,277.6802,19.541,,,
359000,,,50,50,17,95.5688,688.2822,-44.1819,-44.1823,-543.7882,76307.5312,10.3756,345.8448,23.882,,,
359000,,,,,,,,,,,,,,,1000,11616.8956,24.9598
359500,,,50,50,16,97.0966,750.7506,-44.182,-44.1823,-484.1511,108783.3516,9.5746,337.4419,16.1378,,,
360000,,,50,50,16,96.3168,730.4429,-44.1821,-44.1823,-504.3569,71117.0,10.1344,337.7647,16.928,,,
360000,12615.678,1000.0,,,,,,,,,,,,,,,
360000,,,,,,,,,,,,,,,1000,12157.4714,16.7336
360500,,,50,50,16,94.2984,686.3797,-44.1821,-44.1823,-544.3869,77808.2812,9.3571,346.4645,8.4167,,,
361000,,,50,50,16,98.3997,675.7144,-44.182,-44.1823,-556.7467,139060.6094,8.593,275.148,24.8555,,,
361000,,,,,,,,,,,,,,,1000,12070.7381,22.1928
361500,,,50,49,16,100.651,576.8588,-44.182,-44.1823,-661.1249,47255.3945,9.1339,404.5276,11.6705,,,
362000,,,50,49,16,105.363,668.8724,-44.1821,-44.1823,-572.1177,48838.3438,8.797,373.3981,33.7184,,,
362000,,,,,,,,,,,,,,,1000,12141.9529,21.9903
362500,,,50,50,16,99.6506,761.6957,-44.182,-44.1823,-474.2687,102959.0078,9.0516,315.5579,15.7135,,,
363000,,,50,48,14,107.8113,758.0541,-44.1821,-44.1823,-479.1386,123065.2734,10.1139,622.0715,13.6,,,
363000,,,,,,,,,,,,,,,1000,12433.5525,22.5918
363500,,,50,48,15,115.0797,584.3901,-44.1821,-44.1823,-655.8414,104273.3594,11.4335,500.7151,15.8193,,,
364000,,,50,49,14,103.6122,611.6046,-44.182,-44.1823,-625.4681,50220.668,8.5463,294.1992,9.5504,,,
364000,,,,,,,,,,,,,,,1000,12675.69,23.2339
364500,,,50,49,16,101.9647,747.3958,-44.182,-44.1823,-487.049,187025.7031,11.2115,380.017,12.0722,,,
365000,,,50,48,15,100.871,630.6026,-44.182,-44.1823,-606.9864,46347.3594,9.2351,507.5478,18.3111,,,
365000,12970.5756,1000.0,,,,,,,,,,,,,,,
365000,,,,,,,,,,,,,,,1000,12269.9357,17.3928
365500,,,50,48,14,113.7724,721.1205,-44.1821,-44.1823,-517.9561,162261.3125,10.2526,606.4056,16.1903,,,
366000,,,50,49,16,102.8076,721.6663,-44.182,-44.1823,-517.4011,65613.8984,9.9553,197.5444,10.8236,,,
366000,,,,,,,,,,,,,,,1000,12547.1045,22.0228
366500,,,50,49,15,108.7106,687.3386,-44.182,-44.1823,-556.7489,45283.4453,7.7091,336.3739,15.0525,,,
367000,,,50,49,16,105.4736,752.5406,-44.1821,-44.1823,-486.2599,119073.8984,10.6061,222.4467,16.9626,,,
367000,,,,,,,,,,,,,,,1000,12514.0504,23.5361
367500,,,50,50,15,95.6685,752.3237,-44.1821,-44.1823,-496.6057,194296.2656,17.8937,440.6711,28.0858,,,
368000,,,50,50,16,96.7982,674.9176,-44.1821,-44.1823,-568.7274,38316.6406,9.9145,302.6701,19.3315,,,
368000,,,,,,,,,,,,,,,1000,12331.71,23.809
368500,,,50,48,15,101.8935,846.1036,-44.182,-44.1823,-401.3406,152150.2656,8.7191,720.7417,9.2293,,,
369000,,,50,49,15,104.6395,534.8558,-44.1821,-44.1823,-711.6368,44690.75,8.9129,241.2522,23.6084,,,
369000,,,,,,,,,,,,,,,1000,12511.1151,22.2809
369500,,,50,50,15,96.6721,695.0269,-44.1821,-44.1823,-543.1638,68496.6484,8.9803,229.0707,19.412,,,
370000,,,50,49,15,114.7942,580.6144,-44.182,-44.1823,-668.4,46921.1328,8.768,509.801,28.8877,,,
370000,13136.7018,1000.0,,,,,,,,,,,,,,,
370000,,,,,,,,,,,,,,,1000,12357.4669,16.9635
370500,,,50,49,16,101.2259,680.9016,-44.182,-44.1823,-570.0195,90410.7578,9.2411,368.186,25.1127,,,
371000,,,50,49,15,102.0916,702.4181,-44.182,-44.1823,-545.8295,77027.6797,9.4753,252.3239,8.1368,,,
371000,,,,,,,,,,,,,,,1000,12409.6607,23.0547
371500,,,50,49,14,102.349,580.9635,-44.182,-44.1823,-666.5291,31233.5996,9.9773,414.1703,21.1124,,,
372000,,,50,50,16,97.8627,583.6252,-44.182,-44.1823,-661.9717,24948.998,8.6341,325.16,17.4077,,,
372000,,,,,,,,,,,,,,,1000,8045.4583,22.8203
372500,,,50,50,16,95.073,630.4358,-44.1821,-44.1823,-615.0566,157272.5938,9.744,232.2943,12.2487,,,
373000,,,50,50,16,94.6206,668.7288,-44.182,-44.1823,-578.0214,33237.6406,11.1334,262.321,20.1512,,,
373000,,,,,,,,,,,,,,,1000,12602.985,22.9612
373500,,,50,50,16,96.184,922.0825,-44.1821,-44.1823,-318.9873,170339.0938,9.8126,304.9346,10.3506,,,
374000,,,50,50,16,93.3609,629.8916,-44.182,-44.1823,-618.9813,24646.9023,7.9352,151.2399,13.6653,,,
374000,,,,,,,,,,,,,,,1000,12474.3678,22.4879
374500,,,50,50,16,99.4363,689.3082,-44.182,-44.1823,-549.7877,101419.6953,8.5503,336.7729,9.5792,,,
375000,,,50,50,15,99.8239,684.788,-44.1821,-44.1823,-563.8062,65344.7578,8.8902,289.1642,29.2553,,,
375000,13261.8647,1000.0,,,,,,,,,,,,,,,
375000,,,,,,,,,,,,,,,1000,12438.0786,16.9787
375500,,,50,50,15,97.1785,595.7111,-44.182,-44.1823,-653.4539,24376.1445,9.5516,732.1879,13.8726,,,
376000,,,50,50,16,94.946,653.5103,-44.182,-44.1823,-586.1783,67307.2422,9.1162,307.9682,23.895,,,
376000,,,,,,,,,,,,,,,1000,12473.3489,22.6457
376500,,,50,50,16,84.3822,645.208,-44.182,-44.1823,-602.7437,54031.8516,43.6827,620.5557,21.3962,,,
377000,,,50,50,16,97.1184,798.8552,-44.1821,-44.1823,-447.5615,189562.0,9.754,437.0746,11.5697,,,
377000,,,,,,,,,,,,,,,1000,12609.4233,24.4835
377500,,,50,50,17,94.9622,684.91,-44.1819,-44.1823,-566.8925,130350.1094,8.9396,388.4042,19.3369,,,
378000,,,50,50,16,91.7092,669.0859,-44.1819,-44.1823,-587.1838,42168.9219,10.0553,172.4993,20.4052,,,
378000,,,,,,,,,,,,,,,1000,12534.2271,24.2011
378500,,,50,49,16,106.9579,743.3951,-44.182,-44.1823,-513.7441,108254.0859,9.8668,370.5842,9.0509,,,
379000,,,50,49,16,107.4914,547.4668,-44.182,-44.1823,-707.915,28550.5176,19.9972,547.7938,16.4556,,,
379000,,,,,,,,,,,,,,,1000,12440.0409,23.0487
379500,,,50,49,17,100.6761,702.4836,-44.1819,-44.1823,-550.6809,69204.5547,9.2117,254.0151,13.3122,,,
380000,,,50,50,16,96.9293,666.4673,-44.182,-44.1823,-590.239,58530.2148,7.6086,467.5934,10.3701,,,
380000,13114.4774,1000.0,,,,,,,,,,,,,,,
380000,,,,,,,,,,,,,,,1000,12513.4358,16.9655
380500,,,50,50,17,87.5525,607.816,-44.182,-44.1823,-646.378,71824.375,9.4601,338.5718,9.6124,,,
381000,,,50,50,16,96.9969,669.3977,-44.182,-44.1823,-591.2594,61131.5352,7.7624,289.9499,17.632,,,
381000,,,,,,,,,,,,,,,1000,12788.515,23.3636
381500,,,50,50,17,92.1563,666.1337,-44.1821,-44.1823,-589.8009,110154.6562,9.2357,229.9359,10.1411,,,
382000,,,50,50,17,94.9015,635.4659,-44.182,-44.1823,-621.4562,94867.1406,8.3812,284.1489,10.2111,,,
382000,,,,,,,,,,,,,,,1000,12419.2516,22.7399
382500,,,50,50,17,94.9021,767.9202,-44.1819,-44.1823,-488.0353,47230.1523,10.2854,466.6975,8.041,,,
383000,,,50,50,18,89.6669,649.8999,-44.1819,-44.1823,-607.375,43697.1641,6.6962,301.8105,12.2535,,,
383000,,,,,,,,,,,,,,,1000,12460.313,22.3427
383500,,,50,50,16,98.9866,609.9103,-44.182,-44.1823,-644.9656,90631.5547,9.7763,464.1808,13.6474,,,
384000,,,50,50,17,96.3933,644.8154,-44.1819,-44.1823,-610.5125,58096.9492,13.2165,260.5585,14.3847,,,
384000,,,,,,,,,,,,,,,1000,12547.8549,23.9498
384500,,,50,50,17,90.8898,653.0912,-44.1819,-44.1823,-605.67,83707.8203,9.001,379.6505,19.7555,,,
385000,,,50,50,16,98.3185,762.475,-44.182,-44.1823,-493.6604,83403.6016,8.5585,310.5697,9.3592,,,
385000,13307.7951,1000.0,,,,,,,,,,,,,,,
385000,,,,,,,,,,,,,,,1000,12379.024,16.9473
385500,,,50,50,17,90.1133,691.48,-44.182,-44.1823,-568.299,63774.1445,10.7944,819.7707,22.9224,,,
386000,,,50,49,17,102.1894,743.2345,-44.1819,-44.1823,-521.7692,129570.2969,9.9283,392.2607,20.3127,,,
386000,,,,,,,,,,,,,,,1000,12770.4416,23.1826
386500,,,50,50,17,90.6971,587.8538,-44.182,-44.1823,-670.1675,55651.9688,8.8511,409.3518,16.5649,,,
387000,,,50,50,16,92.8218,978.985,-44.1819,-44.1823,-286.2689,193094.5469,10.8344,233.4932,9.8124,,,
387000,,,,,,,,,,,,,,,1000,12534.8472,22.4732
387500,,,50,50,16,97.3927,631.6791,-44.1819,-44.1823,-625.4565,61244.793,12.5358,237.5341,17.6839,,,
388000,,,50,50,17,93.5896,773.2178,-44.1819,-44.1823,-488.3252,68210.5703,9.2257,457.5616,26.3368,,,
388000,,,,,,,,,,,,,,,1000,12851.5516,23.915
388500,,,50,50,16,96.4628,582.838,-44.182,-44.1823,-682.0764,53243.7539,8.1955,342.7613,8.0798,,,
389000,,,50,49,15,102.5924,611.3063,-44.1819,-44.1823,-648.3885,57798.6875,6.9215,206.1335,6.9483,,,
389000,,,,,,,,,,,,,,,1000,12529.7594,22.8535
389500,,,50,50,17,95.4064,732.7723,-44.1819,-44.1823,-517.4656,109828.125,9.507,230.3369,8.5549,,,
390000,,,50,50,16,94.5313,812.8857,-44.1819,-44.1823,-444.9169,145432.2188,7.7498,186.7334,18.4268,,,
390000,13088.0014,1000.0,,,,,,,,,,,,,,,
390000,,,,,,,,,,,,,,,1000,12700.7391,16.0399
390500,,,50,49,16,106.9214,802.4361,-44.1819,-44.1823,-469.7908,213809.7188,12.3095,381.6172,10.2168,,,
391000,,,50,50,16,95.5594,821.8875,-44.1819,-44.1823,-432.6401,106092.4219,11.8288,543.3911,14.2337,,,
391000,,,,,,,,,,,,,,,1000,11922.8611,20.9798
391500,,,50,49,16,101.0575,791.2328,-44.1819,-44.1823,-479.8658,115313.7656,8.4775,275.2558,19.215,,,
392000,,,50,50,16,94.2867,756.698,-44.182,-44.1823,-507.6724,116931.7031,10.0778,281.4679,10.3163,,,
392000,,,,,,,,,,,,,,,1000,12540.7344,20.8538
392500,,,50,50,15,98.8747,708.6191,-44.182,-44.1823,-553.5853,128272.4453,7.7817,398.0715,39.5238,,,
393000,,,50,50,16,99.8561,608.2864,-44.1819,-44.1823,-664.7578,39184.043,9.4807,436.9288,23.0211,,,
393000,,,,,,,,,,,,,,,1000,12571.0607,21.4481
393500,,,50,50,16,98.2986,651.9643,-44.182,-44.1823,-620.3655,56623.2695,7.5443,251.9419,13.4155,,,
394000,,,50,49,16,103.6362,606.402,-44.182,-44.1823,-667.6813,28162.3633,8.9994,354.6905,15.8897,,,
394000,,,,,,,,,,,,,,,1000,12606.8734,21.8827
394500,,,50,50,16,93.5237,747.2139,-44.1821,-44.1823,-519.0163,123684.2734,12.0275,297.5201,18.9596,,,
395000,,,50,49,15,105.202,750.9315,-44.1819,-44.1823,-525.5756,80614.0078,9.9711,368.6515,15.7325,,,
395000,13358.3813,1000.0,,,,,,,,,,,,,,,
395000,,,,,,,,,,,,,,,1000,12659.4868,15.7397
395500,,,50,49,16,101.7275,646.565,-44.1818,-44.1823,-624.4843,76546.4531,8.5797,256.9472,7.7095,,,
396000,,,50,50,16,95.6595,602.2607,-44.1818,-44.1823,-669.4941,75447.4062,12.5699,822.2951,18.8255,,,
396000,,,,,,,,,,,,,,,1000,12839.5271,22.2195
396500,,,50,50,17,88.2368,981.7949,-44.182,-44.1823,-283.6262,163324.8594,10.2674,267.0158,33.3552,,,
397000,,,50,50,17,98.7544,697.8849,-44.1817,-44.1823,-581.0863,74117.2578,8.4996,269.8685,17.6361,,,
397000,,,,,,,,,,,,,,,1000,11318.8937,21.9603
397500,,,50,50,16,96.3464,712.5119,-44.1819,-44.1823,-554.9161,79426.0078,14.4293,442.0878,6.5743,,,
398000,,,50,50,17,97.97,663.4979,-44.1819,-44.1823,-610.1888,70344.4375,7.2172,175.5318,20.0764,,,
398000,,,,,,,,,,,,,,,1000,13004.9048,20.8634
398500,,,50,50,16,93.2662,757.9258,-44.1819,-44.1823,-519.3586,73088.5234,8.6636,253.6538,7.5395,,,
399000,,,50,50,16,99.3883,730.6207,-44.1819,-44.1823,-543.6064,108139.0312,9.8846,298.2149,10.7456,,,
399000,,,,,,,,,,,,,,,1000,12887.532,21.9907
399500,,,50,50,16,96.166,719.1118,-44.1819,-44.1823,-554.4519,91331.8828,8.5298,332.7417,7.8764,,,
400000,,,50,50,18,93.8459,828.9633,-44.1819,-44.1823,-452.1794,101291.6484,8.8925,226.0669,15.9438,,,
400000,13246.2016,1000.0,,,,,,,,,,,,,,,
400000,,,,,,,,,,,,,,,1000,12482.5744,16.1088
400500,,,50,49,16,106.512,617.032,-44.182,-44.1823,-659.0793,52653.5938,9.1347,245.1444,41.6287,,,
401000,,,50,50,17,95.3695,686.4996,-44.182,-44.1823,-596.6778,62936.2422,10.8028,288.9574,14.8037,,,
401000,,,,,,,,,,,,,,,1000,12669.2134,21.3385
401500,,,50,50,16,86.457,626.3005,-44.1819,-44.1823,-652.8782,64813.25,12.8363,282.8746,16.976,,,
402000,,,50,50,17,85.7901,840.9065,-44.1819,-44.1823,-437.8447,98572.7891,8.8307,170.9828,8.1814,,,
402000,,,,,,,,,,,,,,,1000,13108.0916,22.1686
402500,,,50,50,16,92.3932,689.8718,-44.182,-44.1823,-597.7271,149298.2656,11.6458,266.736,10.5066,,,
403000,,,50,50,16,89.2194,767.9099,-44.1818,-44.1823,-519.0525,92220.5234,9.512,345.6862,10.7331,,,
403000,,,,,,,,,,,,,,,1000,12575.8583,22.4782
403500,,,50,50,17,82.8764,823.0836,-44.182,-44.1823,-454.8847,161177.7969,9.596,307.7002,13.8713,,,
404000,,,50,50,17,90.0007,606.8704,-44.1819,-44.1823,-678.3232,54786.4375,8.3978,451.6935,16.5206,,,
404000,,,,,,,,,,,,,,,1000,12763.5321,21.6766
404500,,,50,50,18,85.7716,622.28,-44.1819,-44.1823,-666.9897,67045.7578,11.6771,285.8907,22.7738,,,
405000,,,50,50,17,94.2635,687.6042,-44.182,-44.1823,-601.7309,76226.1406,9.0335,169.9355,9.5594,,,
405000,13546.0464,1000.0,,,,,,,,,,,,,,,
405000,,,,,,,,,,,,,,,1000,12800.9203,16.0578
405500,,,50,50,18,82.1892,659.5333,-44.1819,-44.1823,-615.6453,82658.3281,10.4517,292.3491,11.0325,,,
406000,,,50,50,16,99.1631,651.1423,-44.1819,-44.1823,-630.2725,77620.3594,14.1234,762.9931,13.8255,,,
406000,,,,,,,,,,,,,,,1000,12968.5479,22.126
406500,,,50,50,17,98.3646,685.3073,-44.1819,-44.1823,-610.2753,44880.6055,9.3927,366.8014,23.7233,,,
407000,,,50,50,18,84.445,688.1257,-44.1819,-44.1823,-597.5937,52459.2656,12.253,949.6995,16.9139,,,
407000,,,,,,,,,,,,,,,1000,12951.9055,22.707
407500,,,50,50,17,89.4836,637.6682,-44.182,-44.1823,-645.7371,55786.9141,9.2405,379.2755,8.7688,,,
408000,,,50,50,17,89.1952,592.7761,-44.182,-44.1823,-694.1959,68793.7344,9.7689,496.0093,19.2027,,,
408000,,,,,,,,,,,,,,,1000,13294.9939,22.8349
408500,,,50,50,17,87.4971,754.494,-44.1819,-44.1823,-534.1535,70576.3281,7.134,243.0494,10.946,,,
409000,,,50,50,17,89.0989,976.6328,-44.1819,-44.1823,-308.4805,157127.5469,10.4015,311.698,12.4833,,,
409000,,,,,,,,,,,,,,,1000,12902.3143,19.6762
409500,,,50,50,18,91.173,680.0449,-44.1819,-44.1823,-612.3196,141114.5,11.3306,345.1184,9.4985,,,
410000,,,50,50,16,99.2489,690.2057,-44.1819,-44.1823,-603.2723,170068.375,10.8522,387.4039,11.7498,,,
410000,13353.9639,1000.0,,,,,,,,,,,,,,,
410000,,,,,,,,,,,,,,,1000,12500.6021,14.7506
410500,,,50,50,18,89.5409,769.5629,-44.1819,-44.1823,-532.2904,84721.4297,13.8409,747.7806,7.8374,,,
411000,,,50,50,16,96.7851,675.733,-44.1819,-44.1823,-612.3251,63223.6523,9.2194,234.0923,12.7485,,,
411000,,,,,,,,,,,,,,,1000,13111.9406,22.467
411500,,,50,50,16,98.4223,618.2471,-44.1819,-44.1823,-674.8588,39209.7695,9.7573,200.0894,16.5961,,,
412000,,,50,50,16,93.3328,588.9939,-44.1819,-44.1823,-705.7695,50383.5625,12.6405,260.8354,23.2558,,,
412000,,,,,,,,,,,,,,,1000,13114.6753,21.3205
412500,,,50,50,16,95.4884,693.7644,-44.1819,-44.1823,-597.9362,110960.3281,10.2336,277.7995,22.602,,,
413000,,,50,50,18,96.5661,704.9711,-44.1817,-44.1823,-583.5345,89794.0938,11.7521,363.2717,7.2068,,,
413000,,,,,,,,,,,,,,,1000,12401.219,21.5108
413500,,,50,50,17,93.2817,777.8171,-44.1818,-44.1823,-520.4354,132127.0938,9.9526,476.7492,18.5004,,,
414000,,,50,50,16,94.1634,685.783,-44.1817,-44.1823,-605.7278,83273.4375,9.8065,225.5742,10.8199,,,
414000,,,,,,,,,,,,,,,1000,13174.084,21.2344
414500,,,50,50,18,95.9026,773.5327,-44.1819,-44.1823,-517.8052,147779.8125,13.9629,305.6987,14.0963,,,
415000,,,50,50,17,92.576,811.803,-44.1819,-44.1823,-479.1243,134512.1562,9.5391,206.5661,16.2717,,,
415000,13708.8675,1000.0,,,,,,,,,,,,,,,
415000,,,,,,,,,,,,,,,1000,12404.083,15.6739
415500,,,50,50,18,89.8093,768.3477,-44.1819,-44.1823,-531.2957,57718.2461,12.1962,546.3079,15.7706,,,
416000,,,50,50,18,84.4903,763.1951,-44.1817,-44.1823,-535.3362,120152.4609,14.765,496.3733,10.4367,,,
416000,,,,,,,,,,,,,,,1000,13096.9416,21.4089
416500,,,50,50,17,90.3775,728.1818,-44.1818,-44.1823,-572.5894,68093.4375,9.7549,535.1267,10.2964,,,
417000,,,50,50,17,97.6605,695.3135,-44.1818,-44.1823,-606.7351,67398.2891,11.7415,324.6714,8.9088,,,
417000,,,,,,,,,,,,,,,1000,13258.8484,21.7638
417500,,,50,50,17,84.1183,729.358,-44.1817,-44.1823,-573.1047,130643.2266,8.8567,396.5029,7.8115,,,
418000,,,50,50,17,99.3783,673.4059,-44.1817,-44.1823,-637.991,125972.9922,14.9592,487.9014,11.1618,,,
418000,,,,,,,,,,,,,,,1000,13112.9873,22.6076
418500,,,50,50,17,99.6558,591.2865,-44.1817,-44.1823,-700.7045,40543.0195,8.0324,181.8125,18.2039,,,
419000,,,50,50,18,85.6775,577.869,-44.1819,-44.1823,-721.4053,44612.5781,12.3572,415.8776,10.4536,,,
419000,,,,,,,,,,,,,,,1000,13064.6948,21.8133
419500,,,50,50,17,95.6306,717.0432,-44.1818,-44.1823,-589.6514,91324.5234,10.4265,241.6778,14.7345,,,
420000,,,50,50,17,85.3054,624.1935,-44.1818,-44.1823,-673.3671,61251.668,7.7249,444.7446,13.225,,,
420000,13929.2631,1000.0,,,,,,,,,,,,,,,
420000,,,,,,,,,,,,,,,1000,12724.9088,15.9731
420500,,,50,50,17,84.6005,674.173,-44.1818,-44.1823,-629.3795,86542.8906,12.9035,311.427,9.5865,,,
421000,,,50,50,17,88.7112,677.6549,-44.182,-44.1823,-625.2317,77347.9922,8.4126,328.5307,23.5851,,,
421000,,,,,,,,,,,,,,,1000,13147.6158,21.851
421500,,,50,50,17,79.8602,690.7568,-44.1818,-44.1823,-609.6506,83764.9141,10.6569,196.686,11.3185,,,
422000,,,50,50,17,81.6103,721.3297,-44.182,-44.1823,-579.8224,76981.3359,10.5212,210.8689,11.3903,,,
422000,,,,,,,,,,,,,,,1000,13136.9145,21.7309
422500,,,50,50,17,95.7083,808.0508,-44.1819,-44.1823,-497.0436,263815.4062,9.638,398.0973,14.0814,,,
423000,,,50,50,18,87.8194,628.7589,-44.1819,-44.1823,-678.5729,71169.1328,8.0964,353.4601,7.1168,,,
423000,,,,,,,,,,,,,,,1000,13086.3887,22.6253
423500,,,50,50,16,91.3808,629.3809,-44.1817,-44.1823,-683.7732,48635.5625,9.851,270.9026,15.8911,,,
424000,,,50,50,17,84.6924,633.8098,-44.1818,-44.1823,-667.4324,62868.4336,10.1506,654.9386,11.553,,,
424000,,,,,,,,,,,,,,,1000,12790.5036,21.1542
424500,,,50,50,18,88.8855,681.8737,-44.1818,-44.1823,-625.7025,95731.1562,9.8305,312.0343,11.5483,,,
425000,,,50,50,17,89.4378,724.4148,-44.1819,-44.1823,-585.2898,122642.7266,9.3129,298.6411,5.7894,,,
425000,13949.1817,1000.0,,,,,,,,,,,,,,,
425000,,,,,,,,,,,,,,,1000,13080.181,15.9344
425500,,,50,50,18,79.9169,629.2982,-44.1819,-44.1823,-672.8838,58866.2969,11.0576,193.7305,18.5635,,,
426000,,,50,50,17,94.0294,560.6588,-44.1819,-44.1823,-747.4818,25535.418,14.1453,277.4735,9.2007,,,
426000,,,,,,,,,,,,,,,1000,12715.284,20.9242
426500,,,50,50,17,93.2407,749.2474,-44.1819,-44.1823,-560.1173,196568.9219,10.5795,188.1939,13.3264,,,
427000,,,50,50,16,93.1764,644.0837,-44.1818,-44.1823,-663.0422,48976.7305,12.8538,368.7083,25.2571,,,
427000,,,,,,,,,,,,,,,1000,13170.1446,22.4601
427500,,,50,50,17,90.5612,701.7312,-44.1818,-44.1823,-613.3596,132726.5625,13.6053,375.072,9.235,,,
428000,,,50,50,17,97.4048,603.4828,-44.1819,-44.1823,-711.1791,69827.6094,10.7205,516.0539,18.8469,,,
428000,,,,,,,,,,,,,,,1000,12949.6713,24.9131
428500,,,50,50,18,85.8357,641.4563,-44.1818,-44.1823,-673.3685,120859.5703,9.611,601.4771,19.8794,,,
429000,,,50,50,16,85.8821,675.0601,-44.1819,-44.1823,-641.8508,90471.5547,10.8962,513.9491,14.9314,,,
429000,,,,,,,,,,,,,,,1000,13241.3946,24.73
429500,,,50,50,17,88.6545,774.4253,-44.1818,-44.1823,-550.2372,137988.9062,9.4448,292.4874,11.3279,,,
430000,,,50,49,17,100.977,609.1334,-44.1818,-44.1823,-705.9176,46071.6289,9.7231,360.0092,9.6721,,,
430000,14065.336,1000.0,,,,,,,,,,,,,,,
430000,,,,,,,,,,,,,,,1000,12949.2858,18.5243
430500,,,50,50,17,86.6263,623.6544,-44.1819,-44.1823,-691.3136,55439.5508,8.0746,225.694,13.2433,,,
