env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
120500,,,,,,50,49,1,103.5527,0.2764,75.0384,75.2864,-97.4342,8.5561,41.0304,122.2197,0.7757
121000,,,,,,50,49,1,105.87,0.5269,74.0245,74.0857,-97.7979,8.8342,2.6594,52.3246,1.1039
121494,,,1000,911.9499,73.236,,,,,,,,,,,,
121500,,,,,,50,50,1,93.4629,0.9395,74.6174,74.8456,-97.2194,17.8366,17.7268,83.226,1.0008
122000,,,,,,50,49,1,126.629,0.4638,71.6768,71.9461,-98.624,8.2705,1.2291,13.043,0.8992
122494,,,1000,927.8762,72.3374,,,,,,,,,,,,
122500,,,,,,50,48,1,122.524,0.751,72.1977,72.2677,-98.9547,11.927,2.6693,39.3215,0.7789
123000,,,,,,50,48,1,123.9392,0.4586,70.9272,71.3766,-98.7778,8.8279,0.8702,75.8269,1.2734
123494,,,1000,869.4155,72.3206,,,,,,,,,,,,
123500,,,,,,50,48,1,117.8393,0.4241,73.5732,73.856,-99.5716,15.7196,1.1401,75.6235,0.7745
124000,,,,,,50,48,1,129.055,0.6293,72.6826,72.8696,-100.0079,7.4394,8.589,279.8845,0.6791
124494,,,1000,958.0369,73.9696,,,,,,,,,,,,
124500,,,,,,50,47,1,118.9443,0.5991,72.1797,72.3193,-99.7074,14.3485,15.7611,66.1368,1.7097
125000,,,,,,50,46,1,138.943,0.2808,71.2198,71.3262,-101.2516,11.8271,29.5851,187.2113,2.4634
125000,967.105,1000.0,,,,,,,,,,,,,,,
125494,,,1000,928.8857,52.7025,,,,,,,,,,,,
125500,,,,,,50,47,1,130.2204,0.4498,72.1473,72.2819,-100.8607,7.437,2.6925,96.4191,0.9304
126000,,,,,,50,46,1,124.3095,0.4307,71.2467,71.5166,-101.3516,6.8008,3.0586,237.3139,0.8008
126494,,,1000,873.2355,72.4161,,,,,,,,,,,,
126500,,,,,,50,46,1,128.0877,0.3685,72.1753,72.4484,-101.6081,11.7576,2.0337,124.1778,0.7678
127000,,,,,,50,46,1,144.7241,0.7811,72.5148,72.7137,-101.0408,8.4988,1.7236,11.7828,1.1414
127494,,,1000,924.7814,72.6242,,,,,,,,,,,,
127500,,,,,,50,46,1,131.2136,0.6449,72.8897,73.4195,-101.6986,14.3111,4.4776,198.0434,1.0284
128000,,,,,,50,45,1,130.2462,0.482,73.3855,73.4571,-102.5876,10.5348,1.0249,39.6222,0.8437
128494,,,1000,919.9877,73.3013,,,,,,,,,,,,
128500,,,,,,50,46,1,118.3533,0.4594,75.9124,75.6363,-102.7159,11.6924,40.3308,289.1307,1.4245
129000,,,,,,50,46,1,120.3014,0.2035,75.7512,75.8123,-103.1044,4.592,0.4721,37.4029,0.825
129494,,,1000,905.1967,74.607,,,,,,,,,,,,
129500,,,,,,50,48,1,117.6608,0.3705,74.3618,74.4633,-103.1947,7.0787,5.9407,197.745,1.6418
130000,,,,,,50,48,1,119.0645,0.6195,74.7294,74.426,-103.5165,22.81,14.729,107.5659,0.8836
130000,956.5608,1000.0,,,,,,,,,,,,,,,
130494,,,1000,887.5931,52.2909,,,,,,,,,,,,
130500,,,,,,50,47,1,110.1742,0.2772,75.5462,75.5346,-103.3499,8.6946,0.4004,15.015,0.6726
131000,,,,,,50,48,1,128.7823,0.4234,75.4025,75.512,-103.9232,8.8441,2.1359,127.0088,1.3824
131494,,,1000,854.7238,72.3754,,,,,,,,,,,,
131500,,,,,,50,47,1,115.1822,0.5137,75.1384,75.082,-103.9336,4.9064,21.8446,56.253,0.546
132000,,,,,,50,48,1,120.1112,0.4949,75.3986,75.5272,-104.1935,11.9539,7.1459,58.6341,0.5402
132494,,,1000,928.2605,72.3887,,,,,,,,,,,,
132500,,,,,,50,47,1,116.9744,0.2473,75.6736,76.0759,-103.6684,8.5102,9.0773,66.4022,0.7242
133000,,,,,,50,48,1,121.4673,0.4617,74.5671,74.6852,-104.2774,10.5128,6.9499,41.1689,0.9345
133494,,,1000,890.8242,72.3367,,,,,,,,,,,,
133500,,,,,,50,47,1,119.4102,0.3782,73.8427,73.9881,-104.3141,12.6666,0.459,28.4943,0.6986
134000,,,,,,50,48,1,119.8887,0.3497,74.1235,74.1777,-104.4536,11.12,0.5306,31.4495,0.7564
134494,,,1000,885.5935,75.2401,,,,,,,,,,,,
134500,,,,,,50,48,1,121.0951,0.3019,73.7868,73.8049,-104.7201,10.1098,6.3691,317.9317,0.8824
135000,,,,,,50,48,1,114.2572,0.3277,73.3817,73.4803,-104.4517,12.8232,5.589,122.887,1.0076
135000,972.7578,1000.0,,,,,,,,,,,,,,,
135494,,,1000,901.7854,53.8457,,,,,,,,,,,,
135500,,,,,,50,48,1,108.0915,0.2391,73.1345,73.0961,-104.2993,11.8123,19.1292,39.9784,0.5048
136000,,,,,,50,48,1,114.6978,0.4309,73.3209,73.2954,-104.4192,6.8792,1.7634,132.2413,1.1428
136494,,,1000,897.6746,74.5616,,,,,,,,,,,,
136500,,,,,,50,47,1,112.0916,0.3704,73.9364,73.6039,-104.4458,10.7227,0.4118,26.689,0.3421
137000,,,,,,50,48,1,111.7147,0.1326,74.6746,74.8363,-105.2524,5.4962,0.635,44.4667,0.7226
137494,,,1000,917.161,73.1396,,,,,,,,,,,,
137500,,,,,,50,49,1,108.2071,0.1472,75.8777,76.0475,-105.0697,3.2138,1.2869,34.0688,0.4149
138000,,,,,,50,48,1,130.1006,0.4665,73.6664,73.4118,-105.0547,14.7899,1.8289,116.2414,0.5502
138494,,,1000,899.6389,72.3829,,,,,,,,,,,,
138500,,,,,,50,49,1,107.8741,0.3953,76.1321,75.8188,-104.0959,12.3006,0.251,14.6873,0.5974
139000,,,,,,50,49,1,113.5261,0.3887,72.6021,72.5363,-104.9966,9.8584,0.3951,14.2084,0.5354
139494,,,1000,922.4066,72.8098,,,,,,,,,,,,
139500,,,,,,50,48,1,109.9063,0.2776,74.0282,74.1122,-104.4194,5.0866,16.5086,26.6602,0.6167
140000,,,,,,50,49,1,114.211,0.2342,74.8796,75.0478,-105.0139,9.064,6.6073,120.9301,1.2009
140000,961.7879,1000.0,,,,,,,,,,,,,,,
140494,,,1000,923.6043,52.4289,,,,,,,,,,,,
140500,,,,,,50,48,1,121.1908,0.2163,74.5287,74.4746,-105.1373,7.0432,0.3471,12.1772,0.7403
141000,,,,,,50,49,1,102.1042,0.2584,75.922,75.9281,-104.7697,5.9636,5.9151,23.9196,0.5015
141494,,,1000,940.8668,73.1787,,,,,,,,,,,,
141500,,,,,,50,49,1,108.5979,0.2545,73.8151,74.0057,-104.6008,7.4936,0.6216,46.6776,0.8103
142000,,,,,,50,49,1,102.3836,0.2422,74.0878,74.0974,-104.5633,5.999,4.1489,99.2112,0.6371
142494,,,1000,950.2719,73.3536,,,,,,,,,,,,
142500,,,,,,50,49,1,101.8045,0.251,74.2202,74.4873,-104.8304,6.2903,0.2536,4.9197,0.3511
143000,,,,,,50,49,1,106.2995,0.1698,75.112,75.3093,-104.542,10.0335,0.3917,31.0914,0.6795
143494,,,1000,916.9897,72.5374,,,,,,,,,,,,
143500,,,,,,50,50,1,93.7127,0.2798,76.2891,76.3294,-104.2766,6.8982,0.3186,33.7607,0.7447
144000,,,,,,50,49,1,104.5477,0.3263,75.1884,75.264,-103.8236,4.8087,1.0728,34.374,0.6092
144494,,,1000,940.5596,73.7815,,,,,,,,,,,,
144500,,,,,,50,49,1,100.0425,0.4181,74.7787,74.85,-104.2461,5.5913,0.2434,19.7908,0.7111
145000,,,,,,50,50,1,96.9556,0.172,75.2769,75.406,-104.3477,4.6005,13.0269,12.4819,0.4501
145000,988.0906,1000.0,,,,,,,,,,,,,,,
145494,,,1000,945.785,52.0737,,,,,,,,,,,,
145500,,,,,,50,50,1,95.3761,0.1587,74.3425,74.3259,-104.1832,3.8591,16.8126,26.3668,0.3726
146000,,,,,,50,50,1,89.6274,0.1158,75.0867,74.9044,-104.318,5.3378,0.9342,49.3378,0.6916
146494,,,1000,936.1953,72.1807,,,,,,,,,,,,
146500,,,,,,50,50,1,96.2606,0.2795,76.3496,76.3916,-104.0347,5.5639,0.3336,21.2687,0.5022
147000,,,,,,50,49,1,112.4265,0.4219,75.6188,75.4526,-103.2317,8.1663,0.4921,31.8409,0.5901
147494,,,1000,925.7843,72.3802,,,,,,,,,,,,
147500,,,,,,50,50,1,88.5713,0.1095,77.026,77.0844,-104.0081,2.1122,0.6831,14.9554,0.4298
148000,,,,,,50,50,1,84.5865,0.5418,75.3475,75.3725,-103.0634,11.2525,0.2948,18.379,0.9043
148494,,,1000,920.1267,72.973,,,,,,,,,,,,
148500,,,,,,50,49,1,108.1678,0.3481,74.592,74.8762,-103.1648,5.379,0.2987,40.6502,0.7295
149000,,,,,,50,50,1,90.3828,0.1381,75.9581,75.9607,-103.6434,3.4763,8.682,9.1954,0.8068
149494,,,1000,941.0407,72.5949,,,,,,,,,,,,
149500,,,,,,50,50,1,94.1089,0.1755,75.5858,75.3777,-103.4557,6.741,0.2346,15.3424,0.7976
150000,,,,,,50,50,1,96.2162,0.1494,75.264,75.2,-103.0521,3.7382,0.5149,21.4711,0.8944
150000,967.9859,1000.0,,,,,,,,,,,,,,,
150494,,,1000,944.3964,52.7308,,,,,,,,,,,,
150500,,,,,,50,50,1,79.4098,0.0988,78.4495,78.5248,-103.3323,2.7015,1.7108,74.6522,0.5464
151000,,,,,,50,50,1,88.8436,0.0901,77.8456,78.0135,-103.1424,1.7712,0.1704,9.6789,0.5635
151494,,,1000,929.8525,72.4187,,,,,,,,,,,,
151500,,,,,,50,50,1,91.5024,0.4995,77.6146,77.6839,-102.704,7.303,0.2063,5.9376,0.4777
152000,,,,,,50,50,1,88.5616,0.187,78.5576,78.7233,-102.6709,7.5583,20.2401,17.6962,0.4116
152494,,,1000,902.2562,72.7214,,,,,,,,,,,,
152500,,,,,,50,49,1,103.5328,0.1298,76.9383,77.0237,-102.7223,4.913,0.1913,10.5463,0.418
153000,,,,,,50,50,1,81.9994,0.1105,78.0729,78.1296,-102.8571,2.3097,0.1948,19.312,0.4376
153494,,,1000,867.0439,72.686,,,,,,,,,,,,
153500,,,,,,50,50,1,78.9565,0.0696,78.728,78.8629,-102.3755,3.2389,0.2146,25.0113,0.2413
154000,,,,,,50,50,1,90.0265,0.0423,79.0484,79.2401,-102.5432,3.5013,0.1938,20.4818,0.5005
154494,,,1000,943.8084,73.6552,,,,,,,,,,,,
154500,,,,,,50,50,1,86.2362,0.2861,77.9596,77.991,-102.1018,6.3834,0.3082,14.7864,0.5216
155000,,,,,,50,50,1,77.4704,0.1563,78.8365,78.9316,-101.8757,3.8439,13.1287,16.0601,0.5505
155000,966.2539,1000.0,,,,,,,,,,,,,,,
155494,,,1000,944.1753,52.4025,,,,,,,,,,,,
155500,,,,,,50,50,1,80.0961,0.1096,77.8409,77.9785,-102.0169,4.6025,0.1514,6.7822,0.4147
156000,,,,,,50,50,1,91.088,0.0394,78.368,78.5034,-101.9516,2.401,3.3003,124.9217,0.6042
156494,,,1000,897.0126,72.8989,,,,,,,,,,,,
156500,,,,,,50,50,1,85.2598,0.1041,78.3156,78.3664,-102.0556,4.4164,0.3952,19.2967,0.4219
157000,,,,,,50,50,1,76.3956,0.0891,79.0275,78.9769,-101.461,4.1685,0.3014,24.8449,0.6421
157494,,,1000,955.3603,74.3561,,,,,,,,,,,,
157500,,,,,,50,50,1,70.7212,0.0797,79.7674,79.6628,-101.6366,4.9239,0.6312,9.6532,0.4722
158000,,,,,,50,50,1,66.4596,0.0355,79.9125,79.8869,-101.8259,1.6208,0.2603,15.1848,0.3258
158494,,,1000,939.7629,72.5074,,,,,,,,,,,,
158500,,,,,,50,50,1,69.8703,0.0284,80.1766,80.2827,-101.6456,1.7741,0.4347,19.9048,0.3878
159000,,,,,,50,50,1,76.2965,0.0467,79.1004,79.0516,-101.4177,2.9767,4.7049,6.4914,0.3036
159494,,,1000,952.1043,75.057,,,,,,,,,,,,
159500,,,,,,50,50,1,70.4079,0.0369,81.4031,81.3224,-101.3922,2.3076,2.8528,61.1729,0.2264
160000,,,,,,50,50,2,69.5243,0.2977,80.4718,80.7156,-100.7154,13.1139,0.1538,6.8284,0.6243
160000,966.3747,1000.0,,,,,,,,,,,,,,,
160494,,,1000,936.713,52.645,,,,,,,,,,,,
160500,,,,,,50,50,1,74.9521,0.2,78.2607,78.3897,-100.7979,3.8691,0.1671,3.7727,0.7789
161000,,,,,,50,50,1,56.8847,0.0185,80.4599,80.474,-100.9996,0.552,0.8616,23.6572,0.3132
161494,,,1000,948.9282,72.7539,,,,,,,,,,,,
161500,,,,,,50,50,1,61.715,0.0647,81.4752,81.4993,-100.6214,1.5336,0.1397,1.5893,0.2078
162000,,,,,,50,50,1,68.953,0.1125,82.0663,82.1706,-100.6494,2.6355,0.1555,19.1421,0.7917
162494,,,1000,948.6211,72.7528,,,,,,,,,,,,
162500,,,,,,50,50,1,75.929,0.0258,84.4727,84.4485,-100.6883,0.6581,0.1378,11.8992,0.1618
163000,,,,,,50,50,1,70.5146,0.0179,84.9431,85.0214,-100.6657,2.8977,0.1311,1.9294,0.2253
163494,,,1000,963.7128,73.4662,,,,,,,,,,,,
163500,,,,,,50,50,1,60.976,0.0966,84.1428,84.073,-100.3139,2.5523,0.6238,16.9472,0.4231
164000,,,,,,50,50,1,61.438,0.0217,83.7988,83.7876,-100.4051,0.5225,0.1278,2.0628,0.1174
164494,,,1000,935.4189,74.246,,,,,,,,,,,,
164500,,,,,,50,50,1,68.1521,0.0259,82.4065,82.3883,-100.3677,1.0203,0.1467,3.034,0.1312
165000,,,,,,50,50,1,61.3215,0.0136,83.4525,83.4264,-100.2171,1.3143,0.1349,3.8296,0.1012
165000,985.4783,1000.0,,,,,,,,,,,,,,,
165494,,,1000,957.6096,53.2882,,,,,,,,,,,,
165500,,,,,,50,50,1,54.9397,0.0158,83.2216,83.2316,-100.0906,0.5755,0.1325,4.405,0.2505
166000,,,,,,50,50,1,60.5299,0.0089,82.6661,82.6566,-100.0843,1.1058,0.1285,8.1626,0.1237
166494,,,1000,931.131,74.174,,,,,,,,,,,,
166500,,,,,,50,50,1,60.2665,0.0231,83.6619,83.6394,-99.8664,1.7021,0.1465,8.0594,0.3662
167000,,,,,,50,50,1,48.5168,0.0276,82.2644,82.4158,-99.9008,2.095,0.1334,2.5273,0.1905
167494,,,1000,937.0388,72.5979,,,,,,,,,,,,
167500,,,,,,50,50,1,52.6046,0.0264,85.1666,85.4289,-99.6228,2.9475,0.1317,2.5503,0.2209
168000,,,,,,50,50,1,51.7226,0.0097,86.6378,86.62,-99.6678,0.2444,0.1341,4.1825,0.1019
168494,,,1000,950.4131,72.4892,,,,,,,,,,,,
168500,,,,,,50,50,1,56.7414,0.0054,85.8165,85.8248,-99.573,0.5678,0.2449,3.6267,0.1183
169000,,,,,,50,50,1,53.5245,0.0099,85.4511,85.4767,-99.5764,0.3014,0.2282,10.0261,0.199
169494,,,1000,905.7843,74.1063,,,,,,,,,,,,
169500,,,,,,50,50,1,51.6731,0.0793,85.7924,85.8107,-99.3978,0.8509,0.126,4.439,0.1385
170000,,,,,,50,50,1,49.5488,0.0109,85.5053,85.5502,-99.1626,0.5464,0.133,14.0811,0.0979
170000,975.2566,1000.0,,,,,,,,,,,,,,,
170494,,,1000,927.1858,52.718,,,,,,,,,,,,
170500,,,,,,50,50,1,55.3204,0.0058,85.5331,85.5387,-99.2471,0.2205,0.1239,4.8378,0.3237
171000,,,,,,50,50,1,52.4109,0.0081,84.4026,84.4275,-99.2337,1.7721,0.1218,7.8167,0.1402
171494,,,1000,916.9222,72.8482,,,,,,,,,,,,
171500,,,,,,50,50,1,47.5916,0.0144,85.9907,86.0063,-99.023,0.444,0.1371,2.0169,0.1904
172000,,,,,,50,50,1,50.5986,0.0108,85.2842,85.2071,-99.1122,0.7605,0.1,3.4869,0.1492
172494,,,1000,935.6178,73.9861,,,,,,,,,,,,
172500,,,,,,50,50,1,45.1494,0.0255,85.6341,85.6491,-98.9209,0.5158,0.1117,3.279,0.1178
173000,,,,,,50,50,1,45.4422,0.0014,85.915,85.8929,-99.068,0.3358,0.1234,15.4314,0.4349
173494,,,1000,946.6451,75.0125,,,,,,,,,,,,
173500,,,,,,50,50,1,41.3218,0.002,86.46,86.4664,-98.8008,0.3533,0.1286,4.8729,0.1407
174000,,,,,,50,50,1,42.7102,0.1148,86.5767,86.5985,-98.676,1.1747,0.1328,1.4694,0.1701
174494,,,1000,942.4259,74.0185,,,,,,,,,,,,
174500,,,,,,50,50,1,46.1601,0.0507,86.0008,85.96,-98.5526,1.0058,0.1118,3.0975,0.1309
175000,,,,,,50,50,1,48.17,0.0011,85.7759,85.7571,-98.6473,0.3636,0.1188,2.2575,0.1771
175000,984.027,1000.0,,,,,,,,,,,,,,,
175494,,,1000,932.8813,52.8253,,,,,,,,,,,,
175500,,,,,,50,50,1,52.5391,0.0014,81.5858,81.57,-98.6793,0.397,0.1073,8.3829,0.3082
176000,,,,,,50,50,1,56.4452,0.0062,82.8458,82.8609,-98.5536,0.2368,0.1177,6.6726,0.1751
176494,,,1000,944.437,72.4299,,,,,,,,,,,,
176500,,,,,,50,50,1,54.9783,0.0326,82.6569,82.6974,-98.2897,0.9829,0.113,14.2777,0.1383
177000,,,,,,50,50,1,52.2944,0.0029,82.6265,82.6601,-98.4754,0.4539,0.0935,1.7222,0.1277
177494,,,1000,930.2624,72.3681,,,,,,,,,,,,
177500,,,,,,50,50,1,51.4333,0.0008,82.4461,82.4419,-98.4356,0.2935,0.1202,6.3544,0.1568
178000,,,,,,50,50,1,49.436,0.0004,83.0545,83.0686,-98.2939,0.1465,0.1255,7.2945,0.1443
178494,,,1000,946.8616,72.6257,,,,,,,,,,,,
178500,,,,,,50,50,1,55.1584,0.0004,82.6527,82.691,-98.3072,0.2989,0.2291,4.2964,0.1801
179000,,,,,,50,50,1,51.4351,0.001,81.5645,81.5289,-98.2504,1.018,0.109,3.8108,0.1393
179494,,,1000,925.2005,72.7113,,,,,,,,,,,,
179500,,,,,,50,50,1,51.0194,0.0005,80.7738,80.7878,-98.1982,0.3949,0.1109,2.3647,0.138
180000,,,,,,50,50,1,53.424,0.0002,80.6593,80.6443,-98.1427,0.343,0.1033,3.3084,0.3184
180000,985.8813,1000.0,,,,,,,,,,,,,,,
180494,,,1000,924.0588,53.0954,,,,,,,,,,,,
180500,,,,,,50,50,1,62.0943,0.0003,79.5686,79.5755,-98.169,0.1846,0.0966,8.8134,0.2852
181000,,,,,,50,50,1,57.5033,0.0004,79.3703,79.3492,-97.8801,0.6033,0.111,16.2772,0.3431
181494,,,1000,936.5648,73.5509,,,,,,,,,,,,
181500,,,,,,50,50,1,56.4089,0.0011,79.5037,79.43,-97.9978,1.2337,0.0965,4.1632,0.2826
182000,,,,,,50,50,1,54.6418,0.0005,79.0463,79.0327,-97.9386,0.5514,0.1033,2.5282,0.1476
182494,,,1000,923.8603,73.1474,,,,,,,,,,,,
182500,,,,,,50,50,1,54.3457,0.0009,78.3169,78.3597,-97.8892,1.0229,0.0877,6.3266,0.1396
183000,,,,,,50,50,1,50.5079,0.0001,79.2101,79.1959,-97.8294,0.1548,0.1017,0.7375,0.1266
183494,,,1000,924.452,72.4408,,,,,,,,,,,,
183500,,,,,,50,50,1,53.1273,0.0006,78.2937,78.3067,-97.8158,0.7655,0.1084,6.0529,0.1389
184000,,,,,,50,50,1,54.3758,0.0002,77.8348,77.8501,-97.6746,0.2722,0.0927,4.3182,0.1697
184494,,,1000,942.1239,72.7506,,,,,,,,,,,,
184500,,,,,,50,50,1,52.2238,0.0123,77.4653,77.4859,-97.5265,0.3652,0.084,1.3324,0.1676
185000,,,,,,50,50,1,58.7643,0.0003,75.5937,75.5996,-97.7563,0.2899,0.1025,13.5848,0.7473
185000,975.3238,1000.0,,,,,,,,,,,,,,,
185494,,,1000,943.3352,52.3307,,,,,,,,,,,,
185500,,,,,,50,50,1,56.728,0.0001,74.9357,74.9301,-97.5746,0.0998,0.0957,2.0033,0.1909
186000,,,,,,50,50,1,53.2528,0.0002,74.7443,74.7169,-97.5123,0.5567,0.0869,5.7567,0.1087
186494,,,1000,929.0546,72.8993,,,,,,,,,,,,
186500,,,,,,50,50,1,54.161,0.0001,73.9258,73.929,-97.4401,0.2696,0.1025,11.2567,0.1397
187000,,,,,,50,50,1,50.9746,0.0009,73.9401,73.8344,-97.5898,0.9851,0.0965,11.4898,0.2572
187494,,,1000,946.2009,73.8043,,,,,,,,,,,,
187500,,,,,,50,50,1,51.7097,0.0002,74.1525,74.1431,-97.4435,0.3905,0.0897,3.149,0.2366
188000,,,,,,50,50,1,48.4878,0.0004,74.3137,74.3067,-97.146,0.4134,0.1514,27.2799,1.05
188494,,,1000,949.0024,73.2643,,,,,,,,,,,,
188500,,,,,,50,50,1,50.343,0.0016,73.1018,73.0965,-97.4036,1.3865,0.0815,2.7551,0.1373
189000,,,,,,50,50,1,53.9164,0.0014,72.5509,72.606,-97.2538,0.8854,0.1122,13.9318,0.6398
189494,,,1000,926.6837,73.7928,,,,,,,,,,,,
189500,,,,,,50,50,1,56.1574,0.0001,74.7296,74.7197,-97.3905,0.0661,0.0939,3.8594,0.1137
190000,,,,,,50,50,1,54.9936,0.0001,74.1929,74.2023,-97.395,0.245,0.0946,13.3606,0.1039
190000,987.7626,1000.0,,,,,,,,,,,,,,,
190494,,,1000,942.9513,52.5227,,,,,,,,,,,,
190500,,,,,,50,50,1,53.8293,0.0006,73.6802,73.741,-97.2149,0.7799,0.0853,6.5596,0.1382
191000,,,,,,50,50,1,54.5958,0.0001,73.4964,73.5124,-97.3118,0.1931,0.0836,8.7441,0.178
191494,,,1000,961.8497,72.5984,,,,,,,,,,,,
191500,,,,,,50,50,1,53.5916,0.0002,73.2817,73.2671,-97.1997,0.4121,0.0722,0.5904,0.1732
192000,,,,,,50,50,1,52.6208,0.0005,73.0609,72.9511,-97.1639,0.6328,0.0752,1.3794,0.1442
192494,,,1000,933.7794,73.4142,,,,,,,,,,,,
192500,,,,,,50,50,1,52.7588,0.0002,72.7125,72.767,-97.1196,0.4323,0.0812,2.8272,0.1515
193000,,,,,,50,50,1,50.6562,0.0002,72.481,72.4558,-97.1027,0.3862,0.0691,3.0359,0.2552
193494,,,1000,933.9288,74.6945,,,,,,,,,,,,
193500,,,,,,50,50,1,52.2509,0.0001,72.2407,72.2666,-97.0666,0.2911,0.0822,0.7213,0.2593
194000,,,,,,50,50,1,54.1492,0.0003,72.0277,72.0726,-97.0076,0.5244,0.0837,4.5589,0.127
194494,,,1000,957.4697,72.6065,,,,,,,,,,,,
194500,,,,,,50,50,1,52.0441,0.0001,71.7502,71.7383,-97.0563,0.1731,0.0811,5.6291,0.1611
195000,,,,,,50,50,1,57.2958,0.0002,71.4742,71.4891,-96.9897,0.36,0.0729,1.2071,0.1468
195000,975.6915,1000.0,,,,,,,,,,,,,,,
195494,,,1000,945.4598,52.4218,,,,,,,,,,,,
195500,,,,,,50,50,1,53.0138,0.0002,71.184,71.1956,-96.9547,0.4583,0.0894,0.6854,0.157
196000,,,,,,50,50,1,53.3905,0.0002,71.0033,70.9944,-96.9244,0.4682,0.0863,1.6344,0.169
196494,,,1000,930.9359,73.5468,,,,,,,,,,,,
196500,,,,,,50,50,1,54.1744,0.0001,70.8413,70.8622,-96.8548,0.2885,0.0678,0.2213,0.2809
197000,,,,,,50,50,1,53.691,0.0001,70.6226,70.6287,-96.7797,0.2422,0.0847,9.2846,0.1677
197494,,,1000,950.2097,74.3725,,,,,,,,,,,,
197500,,,,,,50,50,1,52.0829,0.0001,70.3911,70.3795,-96.8704,0.2193,0.0733,5.4512,0.2766
198000,,,,,,50,50,1,50.4992,0.0003,70.1502,70.1936,-96.8024,0.6059,0.0739,2.6889,0.2942
198494,,,1000,945.6599,75.2076,,,,,,,,,,,,
198500,,,,,,50,50,1,49.1692,0.0,70.0053,69.998,-96.7678,0.1839,0.0732,3.4384,0.1773
199000,,,,,,50,50,1,47.8779,0.0001,69.8074,69.7872,-96.7706,0.3142,0.0745,0.6326,0.2213
199494,,,1000,976.9732,72.9012,,,,,,,,,,,,
199500,,,,,,50,50,1,53.3679,0.0005,69.5438,69.6367,-96.7424,0.7269,0.0688,0.518,0.2214
200000,,,,,,50,50,1,49.4575,0.0,69.9892,69.9915,-96.6858,0.0458,0.0635,1.624,0.2996
200000,980.8399,1000.0,,,,,,,,,,,,,,,
200494,,,1000,926.0305,52.5724,,,,,,,,,,,,
200500,,,,,,50,50,1,47.0894,0.0001,69.6678,69.6588,-96.6776,0.2719,0.0701,2.7835,0.3214
201000,,,,,,50,50,1,47.6125,0.0001,69.4819,69.4765,-96.6903,0.3623,0.0686,0.6034,0.3743
201494,,,1000,944.4491,72.3702,,,,,,,,,,,,
201500,,,,,,50,50,1,47.801,0.0001,69.3181,69.3371,-96.6834,0.4033,0.0643,2.8024,0.3137
202000,,,,,,50,50,1,47.1787,0.0003,69.1707,69.2336,-96.6096,0.4839,0.0737,5.6536,0.2211
202494,,,1000,953.1184,73.5241,,,,,,,,,,,,
202500,,,,,,50,50,1,48.4421,0.0003,69.0855,69.0607,-96.5933,0.5854,0.0694,3.4882,0.3175
203000,,,,,,50,50,1,49.138,0.0007,68.914,68.8463,-96.6312,0.9384,0.0681,1.9588,0.3776
203494,,,1000,938.4385,72.836,,,,,,,,,,,,
203500,,,,,,50,50,1,49.0908,0.0004,68.8514,68.8579,-96.6054,0.6472,0.0647,2.5629,0.4794
204000,,,,,,50,50,1,49.8577,0.0002,68.643,68.622,-96.6021,0.4323,0.0791,3.5111,0.249
204494,,,1000,953.5088,72.5176,,,,,,,,,,,,
204500,,,,,,50,50,1,46.4393,0.0004,68.5608,68.5613,-96.5243,0.7633,0.067,1.6453,0.3284
205000,,,,,,50,50,1,49.6723,0.0,68.6994,68.6892,-96.4836,0.1189,0.0658,3.5058,0.4458
205000,988.8988,1000.0,,,,,,,,,,,,,,,
205494,,,1000,972.0593,52.8849,,,,,,,,,,,,
205500,,,,,,50,50,1,45.4614,0.0001,68.5285,68.5543,-96.4854,0.2323,0.0739,3.0507,0.3307
206000,,,,,,50,50,1,44.9565,0.0001,68.3647,68.3999,-96.4769,0.3352,0.0667,2.0579,0.3783
206494,,,1000,952.7787,72.3212,,,,,,,,,,,,
206500,,,,,,50,50,1,44.5704,0.0002,68.2808,68.3337,-96.4598,0.3763,0.0751,1.1364,0.2986
207000,,,,,,50,50,1,45.9547,0.0001,68.2725,68.2853,-96.4044,0.2948,0.071,4.2599,0.4209
207494,,,1000,940.1753,73.6688,,,,,,,,,,,,
207500,,,,,,50,50,1,46.1504,0.0,68.1372,68.1464,-96.4579,0.1543,0.0656,2.9413,0.2381
208000,,,,,,50,50,1,44.2126,0.0,68.4493,68.4516,-96.4128,0.072,0.0681,0.4297,0.2967
208494,,,1000,942.441,72.1103,,,,,,,,,,,,
208500,,,,,,50,50,1,45.7741,0.0001,68.1732,68.1802,-96.4173,0.2841,0.0674,2.5524,0.2498
209000,,,,,,50,50,1,44.4941,0.0002,68.0296,68.0344,-96.4489,0.5481,0.0731,6.732,0.3286
209494,,,1000,942.2115,72.041,,,,,,,,,,,,
209500,,,,,,50,50,1,44.4403,0.0001,67.944,67.903,-96.3499,0.2763,0.0711,0.2545,0.4206
210000,,,,,,50,50,1,42.9615,0.0,68.4024,68.4016,-96.3201,0.1008,0.0678,3.5078,0.1762
210000,990.433,1000.0,,,,,,,,,,,,,,,
210494,,,1000,976.9686,52.9798,,,,,,,,,,,,
210500,,,,,,50,50,1,43.0884,0.0,68.1463,68.1632,-96.2823,0.1899,0.0665,2.7799,0.1645
