env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
301500,,,,,,50,50,1,29.1457,0.0002,73.4633,73.4057,-95.0417,0.3383,0.0329,0.4002,0.2849
302000,,,,,,50,50,1,29.1343,0.0008,73.4472,73.5526,-95.0019,0.8515,0.0422,3.5244,0.1935
302494,,,1000,964.101,73.6849,,,,,,,,,,,,
302500,,,,,,50,50,1,28.6401,0.0003,73.4834,73.5376,-95.0176,0.5685,0.0389,1.3343,0.2633
303000,,,,,,50,50,1,29.7381,0.0001,73.5221,73.5433,-95.0019,0.2253,0.0353,3.8423,0.2709
303494,,,1000,955.2078,73.9919,,,,,,,,,,,,
303500,,,,,,50,50,1,28.6708,0.0,73.6504,73.6539,-95.0435,0.0321,0.0324,0.8076,0.1956
304000,,,,,,50,50,1,30.4927,0.0003,73.5824,73.5079,-95.0251,0.5038,0.0377,1.5388,0.2764
304494,,,1000,935.2117,72.2447,,,,,,,,,,,,
304500,,,,,,50,50,1,30.1837,0.0002,73.5802,73.5565,-95.0436,0.3836,0.0354,3.3713,0.184
305000,,,,,,50,50,1,33.5432,0.0006,73.5457,73.6705,-95.0317,0.6662,0.039,0.7002,0.2068
305000,989.7849,1000.0,,,,,,,,,,,,,,,
305494,,,1000,942.8817,51.6479,,,,,,,,,,,,
305500,,,,,,50,50,1,31.4913,0.0,73.9599,73.9586,-95.0074,0.0252,0.0293,0.6536,0.2808
306000,,,,,,50,50,1,30.4268,0.0005,73.7674,73.7196,-94.9947,0.593,0.0343,2.0117,0.2517
306494,,,1000,945.7238,71.2273,,,,,,,,,,,,
306500,,,,,,50,50,1,29.8766,0.0002,73.8092,73.7591,-95.0231,0.3692,0.0415,0.6151,0.1137
307000,,,,,,50,50,1,29.3437,0.0001,73.7832,73.7969,-94.9872,0.1705,0.0426,2.0581,0.1919
307494,,,1000,940.2737,71.7703,,,,,,,,,,,,
307500,,,,,,50,50,1,29.4481,0.0002,73.7766,73.8037,-94.9542,0.3536,0.0307,4.6698,0.1264
308000,,,,,,50,50,1,28.5287,0.0001,73.7954,73.8465,-95.0059,0.2812,0.0308,0.8756,0.3728
308494,,,1000,946.7334,71.4763,,,,,,,,,,,,
308500,,,,,,50,50,1,30.9267,0.0007,73.7975,73.9259,-95.0108,0.7858,0.0328,1.0706,0.1595
309000,,,,,,50,50,1,28.8648,0.0,73.8831,73.8877,-94.993,0.0691,0.0457,0.556,0.1818
309494,,,1000,960.7837,73.4213,,,,,,,,,,,,
309500,,,,,,50,50,1,29.8942,0.0005,73.7142,73.8301,-95.0221,0.7174,0.0313,1.0297,0.1092
310000,,,,,,50,50,1,30.8081,0.0001,73.7608,73.7563,-95.0216,0.303,0.0298,2.3564,0.2305
310000,990.2919,1000.0,,,,,,,,,,,,,,,
310494,,,1000,949.5844,53.8906,,,,,,,,,,,,
310500,,,,,,50,50,1,31.1261,0.0,73.8387,73.8461,-94.9903,0.1565,0.0359,0.5659,0.2656
311000,,,,,,50,50,1,30.0665,0.0,74.163,74.1629,-94.9902,0.0519,0.03,1.0485,0.0867
311494,,,1000,937.184,74.9231,,,,,,,,,,,,
311500,,,,,,50,50,1,27.6416,0.0007,74.0415,74.1577,-95.0198,0.7587,0.0355,3.4205,0.2858
312000,,,,,,50,50,1,28.9428,0.0001,74.0099,74.0201,-95.0168,0.2328,0.0274,2.2379,0.237
312494,,,1000,937.662,74.8738,,,,,,,,,,,,
312500,,,,,,50,50,1,29.0882,0.0002,73.9796,74.0432,-94.9957,0.5039,0.0375,2.0862,0.2878
313000,,,,,,50,50,1,28.9559,0.0001,74.0573,74.0652,-94.9947,0.2102,0.0434,0.7032,0.1934
313494,,,1000,935.8378,74.4046,,,,,,,,,,,,
313500,,,,,,50,50,1,30.0654,0.0004,74.0794,74.0832,-95.001,0.4889,0.0309,3.4703,0.2266
314000,,,,,,50,50,2,28.5315,0.0002,74.0159,73.9718,-94.97,0.4269,0.0351,2.0945,0.2751
314494,,,1000,947.4392,73.2977,,,,,,,,,,,,
314500,,,,,,50,50,1,30.357,0.0002,74.0957,74.1444,-94.9613,0.369,0.0317,0.3603,0.1993
315000,,,,,,50,50,2,29.9371,0.0,74.2765,74.2761,-94.9953,0.0264,0.0406,1.3321,0.2779
315000,985.8609,1000.0,,,,,,,,,,,,,,,
315494,,,1000,951.8335,51.8874,,,,,,,,,,,,
315500,,,,,,50,50,1,29.8317,0.0004,74.1271,74.0771,-94.97,0.5499,0.0349,1.4708,0.2125
316000,,,,,,50,50,1,28.9314,0.0001,74.1542,74.1054,-94.9363,0.3192,0.0355,2.5268,0.1899
316494,,,1000,953.4219,72.8858,,,,,,,,,,,,
316500,,,,,,50,50,1,30.5158,0.0,74.1533,74.1691,-94.9233,0.1689,0.0361,2.5381,0.2775
317000,,,,,,50,50,2,28.607,0.0,74.4352,74.4358,-94.9545,0.0219,0.0301,1.0783,0.2131
317494,,,1000,937.979,71.4655,,,,,,,,,,,,
317500,,,,,,50,50,2,26.8934,0.0001,74.2868,74.3152,-94.9557,0.3107,0.0345,1.4439,0.3074
318000,,,,,,50,50,1,29.9738,0.0005,74.3,74.3272,-94.9188,0.5956,0.0365,1.7063,0.1431
318494,,,1000,953.25,71.4807,,,,,,,,,,,,
318500,,,,,,50,50,1,30.1338,0.0004,74.0734,74.145,-94.949,0.5598,0.0345,2.1756,0.1712
319000,,,,,,50,50,1,29.6338,0.0,74.3906,74.3907,-94.9409,0.076,0.0317,2.8006,0.2667
319494,,,1000,951.7738,71.9368,,,,,,,,,,,,
319500,,,,,,50,50,2,29.7838,0.0001,74.232,74.2183,-94.9078,0.2056,0.0389,0.3667,0.1973
320000,,,,,,50,50,1,30.0349,0.0001,74.2248,74.2457,-94.9035,0.3866,0.034,1.1857,0.2616
320000,988.5735,1000.0,,,,,,,,,,,,,,,
320494,,,1000,946.0728,52.041,,,,,,,,,,,,
320500,,,,,,50,50,2,30.3918,0.0002,74.2595,74.3081,-94.906,0.3935,0.0288,0.5432,0.2587
321000,,,,,,50,50,1,29.2839,0.0,74.2623,74.2763,-94.9402,0.1518,0.0334,4.0156,0.2089
321494,,,1000,939.9882,71.5963,,,,,,,,,,,,
321500,,,,,,50,50,3,29.7515,0.0001,74.2857,74.2532,-94.8793,0.302,0.0396,2.5905,0.2055
322000,,,,,,50,50,2,28.7635,0.0,74.5749,74.575,-94.8745,0.0182,0.0326,0.9723,0.2479
322494,,,1000,942.5449,71.8148,,,,,,,,,,,,
322500,,,,,,50,50,2,30.9571,0.0001,74.4006,74.4241,-94.9066,0.2674,0.0373,1.5685,0.305
323000,,,,,,50,50,3,28.204,0.0002,74.4236,74.4162,-94.8916,0.3069,0.0323,0.5093,0.2386
323494,,,1000,948.4254,71.7267,,,,,,,,,,,,
323500,,,,,,50,50,3,28.844,0.0008,74.4694,74.3577,-94.8909,0.7993,0.0392,0.9866,0.1239
324000,,,,,,50,50,2,28.4672,0.0002,74.4926,74.5116,-94.9253,0.3666,0.0403,4.6029,0.2279
324494,,,1000,950.3276,71.7918,,,,,,,,,,,,
324500,,,,,,50,50,3,28.7001,0.0,74.6004,74.6121,-94.8523,0.1465,0.0499,4.3548,0.1735
325000,,,,,,50,50,2,29.1727,0.0001,74.612,74.5986,-94.8491,0.24,0.0358,3.078,0.1653
325000,989.0675,1000.0,,,,,,,,,,,,,,,
325494,,,1000,946.3681,52.4958,,,,,,,,,,,,
325500,,,,,,50,50,3,29.1242,0.0001,74.6335,74.6056,-94.8825,0.2095,0.0269,1.9776,0.1254
326000,,,,,,50,50,3,28.0135,0.0003,74.6178,74.6085,-94.8775,0.4362,0.0361,0.3604,0.2379
326494,,,1000,938.7103,71.3377,,,,,,,,,,,,
326500,,,,,,50,50,4,28.0219,0.0,74.7754,74.7824,-94.8636,0.0754,0.0294,0.3494,0.2286
327000,,,,,,50,50,3,28.6407,0.0002,74.7445,74.8058,-94.8242,0.4317,0.0323,2.6739,0.2008
327494,,,1000,939.2477,72.1235,,,,,,,,,,,,
327500,,,,,,50,50,3,27.689,0.0,74.7161,74.7229,-94.8137,0.1199,0.0341,3.3084,0.1728
328000,,,,,,50,50,4,28.3966,0.0001,74.6796,74.6874,-94.8865,0.2896,0.0354,3.5116,0.2071
328494,,,1000,949.0529,71.9477,,,,,,,,,,,,
328500,,,,,,50,50,3,27.6396,0.0003,74.7636,74.7794,-94.8349,0.4909,0.0358,1.718,0.2342
329000,,,,,,50,50,3,28.0355,0.0,74.9102,74.903,-94.8185,0.0886,0.0327,2.8688,0.1786
329494,,,1000,946.4233,72.8121,,,,,,,,,,,,
329500,,,,,,50,50,3,29.255,0.0002,74.8864,74.839,-94.8132,0.3084,0.0311,2.3732,0.1688
330000,,,,,,50,50,3,29.1464,0.0001,74.8733,74.9029,-94.86,0.2486,0.0289,3.2346,0.24
330000,989.3316,1000.0,,,,,,,,,,,,,,,
330494,,,1000,943.1587,52.8919,,,,,,,,,,,,
330500,,,,,,50,50,3,28.6637,0.0002,74.8661,74.9403,-94.8067,0.4074,0.0331,2.0786,0.2765
331000,,,,,,50,50,4,28.673,0.0,74.9646,74.9668,-94.8407,0.1036,0.0291,0.7589,0.2501
331494,,,1000,938.179,72.468,,,,,,,,,,,,
331500,,,,,,50,50,5,27.424,0.0002,74.9094,74.9385,-94.8511,0.3691,0.0347,1.809,0.2721
332000,,,,,,50,50,3,27.1735,0.0,74.9507,74.9519,-94.8186,0.0499,0.03,0.9642,0.1981
332494,,,1000,964.4175,71.8396,,,,,,,,,,,,
332500,,,,,,50,50,5,28.3282,0.0,75.0813,75.0786,-94.8339,0.0232,0.0281,2.3626,0.2629
333000,,,,,,50,50,4,28.2252,0.0,74.9921,74.9981,-94.8251,0.1542,0.0337,1.0791,0.2014
333494,,,1000,963.2138,71.8251,,,,,,,,,,,,
333500,,,,,,50,50,4,30.2806,0.0001,75.0293,75.0473,-94.7945,0.2415,0.0299,1.6063,0.276
334000,,,,,,50,50,5,29.6373,0.0002,75.0642,75.0027,-94.8441,0.3652,0.0304,1.7001,0.1923
334494,,,1000,953.0373,72.7972,,,,,,,,,,,,
334500,,,,,,50,50,5,27.7896,0.0,75.1924,75.1916,-94.8221,0.027,0.0376,0.3457,0.1523
335000,,,,,,50,50,5,28.1328,0.0007,75.0212,75.1434,-94.8286,0.8684,0.0339,0.863,0.2094
335000,988.6129,1000.0,,,,,,,,,,,,,,,
335494,,,1000,945.6277,52.4031,,,,,,,,,,,,
335500,,,,,,50,50,5,27.6539,0.0006,75.0127,75.1422,-94.8392,0.7108,0.0282,2.1262,0.1065
336000,,,,,,50,50,5,28.2732,0.0,75.1682,75.1658,-94.7962,0.0256,0.0278,1.3051,0.2893
336494,,,1000,954.265,71.6188,,,,,,,,,,,,
336500,,,,,,50,50,5,28.4085,0.0002,75.0957,75.0456,-94.7974,0.3772,0.0319,0.7085,0.1535
337000,,,,,,50,50,5,28.5502,0.0007,75.1414,75.0369,-94.7678,0.6905,0.0315,2.9709,0.3633
337494,,,1000,943.6675,71.681,,,,,,,,,,,,
337500,,,,,,50,50,6,29.1057,0.0,75.2965,75.2988,-94.827,0.0494,0.0295,1.4889,0.1345
338000,,,,,,50,50,5,27.9676,0.0001,75.1982,75.1939,-94.8287,0.1856,0.0327,2.111,0.1241
338494,,,1000,940.0229,71.4679,,,,,,,,,,,,
338500,,,,,,50,50,7,25.977,0.0002,75.178,75.2481,-94.8279,0.4283,0.0264,2.4126,0.0936
339000,,,,,,50,50,6,28.6886,0.0,75.1874,75.1884,-94.7794,0.0608,0.027,1.1029,0.1872
339494,,,1000,962.2286,71.5873,,,,,,,,,,,,
339500,,,,,,50,50,6,26.9031,0.0,75.233,75.2528,-94.7788,0.2302,0.0325,1.3244,0.2799
340000,,,,,,50,50,7,28.5415,0.0003,75.3232,75.3047,-94.8117,0.4116,0.0313,1.3346,0.3405
340000,989.1931,1000.0,,,,,,,,,,,,,,,
340494,,,1000,950.6956,52.61,,,,,,,,,,,,
340500,,,,,,50,50,6,27.7327,0.0001,75.2102,75.1913,-94.8257,0.3036,0.0358,2.7639,0.2433
341000,,,,,,50,50,8,27.9936,0.0001,75.2485,75.2345,-94.7701,0.2593,0.0404,3.2507,0.1999
341494,,,1000,944.7929,73.2737,,,,,,,,,,,,
341500,,,,,,50,50,7,26.9524,0.0001,75.2929,75.3074,-94.8079,0.2664,0.0282,2.1295,0.3093
342000,,,,,,50,50,8,26.4981,0.0,75.4014,75.4001,-94.7764,0.034,0.0321,1.7337,0.245
342494,,,1000,940.593,71.5593,,,,,,,,,,,,
342500,,,,,,50,50,7,26.6345,0.0001,75.3294,75.3208,-94.7631,0.2181,0.0344,2.4715,0.2799
343000,,,,,,50,50,7,28.4518,0.0,75.4858,75.4865,-94.7924,0.0384,0.0355,0.6419,0.1554
343494,,,1000,935.5864,71.8696,,,,,,,,,,,,
343500,,,,,,50,50,7,28.7228,0.0,75.3898,75.4019,-94.7803,0.1564,0.0322,0.7377,0.2596
344000,,,,,,50,50,7,27.4474,0.0001,75.4436,75.3924,-94.7808,0.3287,0.0236,0.8065,0.1451
344494,,,1000,944.1833,72.1751,,,,,,,,,,,,
344500,,,,,,50,50,7,28.504,0.0001,75.4811,75.5226,-94.7424,0.2581,0.0368,3.5506,0.196
345000,,,,,,50,50,8,27.6278,0.0001,75.5311,75.5202,-94.8,0.1991,0.0347,0.3307,0.1886
345000,986.2813,1000.0,,,,,,,,,,,,,,,
345494,,,1000,959.0167,52.595,,,,,,,,,,,,
345500,,,,,,50,50,7,28.6226,0.0001,75.5211,75.5532,-94.7852,0.2988,0.0305,0.598,0.1631
346000,,,,,,50,50,8,27.1853,0.0002,75.5017,75.5005,-94.7752,0.37,0.0274,1.4491,0.2183
346494,,,1000,961.2277,73.5185,,,,,,,,,,,,
346500,,,,,,50,50,8,26.5583,0.0002,75.5019,75.4796,-94.8062,0.3005,0.0331,1.3789,0.2186
347000,,,,,,50,50,8,27.1387,0.0,75.6211,75.6222,-94.8057,0.0421,0.0288,2.5881,0.2432
347494,,,1000,948.6775,75.4876,,,,,,,,,,,,
347500,,,,,,50,50,10,26.3433,0.0007,75.6023,75.7239,-94.8085,0.8372,0.0305,1.822,0.2022
348000,,,,,,50,50,8,27.1109,0.0005,75.6355,75.7117,-94.8129,0.7343,0.0291,1.6045,0.256
348494,,,1000,960.1525,72.7926,,,,,,,,,,,,
348500,,,,,,50,50,9,25.5659,0.0006,75.5976,75.6731,-94.8372,0.6221,0.0319,5.471,0.1487
349000,,,,,,50,50,8,27.132,0.0,75.9075,75.9013,-94.7934,0.148,0.0302,0.947,0.3044
349494,,,1000,942.5472,75.556,,,,,,,,,,,,
349500,,,,,,50,50,9,26.4854,0.0002,75.8036,75.833,-94.8046,0.3824,0.031,0.7478,0.1983
350000,,,,,,50,50,9,27.0512,0.0,75.772,75.7746,-94.8111,0.1552,0.0304,1.6624,0.311
350000,991.8629,1000.0,,,,,,,,,,,,,,,
350494,,,1000,975.9975,54.1472,,,,,,,,,,,,
350500,,,,,,50,50,10,26.9961,0.0008,75.7774,75.6514,-94.7533,0.8972,0.0243,2.4985,0.076
351000,,,,,,50,50,10,26.3166,0.0001,75.8268,75.7834,-94.7945,0.2161,0.0297,0.5247,0.25
351494,,,1000,949.8121,71.7224,,,,,,,,,,,,
351500,,,,,,50,50,10,26.3915,0.0,76.0039,75.9987,-94.7871,0.0701,0.0319,0.9033,0.2033
352000,,,,,,50,50,10,27.2048,0.0003,75.8711,75.9029,-94.7465,0.4392,0.0258,4.0673,0.184
352494,,,1000,971.9236,72.1028,,,,,,,,,,,,
352500,,,,,,50,50,9,26.3599,0.0001,75.8842,75.8659,-94.7941,0.2048,0.0257,0.908,0.1774
353000,,,,,,50,50,10,27.3772,0.0007,75.8707,75.9781,-94.7708,0.7858,0.033,1.8904,0.1208
353494,,,1000,942.7814,71.6306,,,,,,,,,,,,
353500,,,,,,50,50,9,27.4491,0.0004,75.9518,75.8469,-94.7991,0.5891,0.0296,0.4196,0.1897
354000,,,,,,50,50,9,26.9137,0.0001,75.9605,75.9367,-94.8038,0.2406,0.0284,1.4949,0.2042
354494,,,1000,947.4999,71.5623,,,,,,,,,,,,
354500,,,,,,50,50,11,26.739,0.0001,75.9705,75.9653,-94.7798,0.2133,0.0248,0.6572,0.2586
355000,,,,,,50,50,11,27.5947,0.0,76.1679,76.1679,-94.7734,0.033,0.0328,2.9385,0.2475
355000,988.6423,1000.0,,,,,,,,,,,,,,,
355494,,,1000,960.0308,52.0264,,,,,,,,,,,,
355500,,,,,,50,50,11,26.8011,0.0002,75.9869,76.0241,-94.7876,0.3894,0.0314,1.8897,0.2069
356000,,,,,,50,50,11,25.4742,0.0002,75.9726,75.9908,-94.7948,0.3478,0.0311,0.2738,0.193
356494,,,1000,933.7828,71.5791,,,,,,,,,,,,
356500,,,,,,50,50,12,26.7079,0.0,75.9962,75.9929,-94.8095,0.0454,0.0246,0.3823,0.1749
357000,,,,,,50,50,9,26.637,0.0,76.0101,76.0133,-94.8022,0.0548,0.0329,0.6767,0.1809
357494,,,1000,950.4537,71.7881,,,,,,,,,,,,
357500,,,,,,50,50,12,27.1853,0.0006,75.8992,75.985,-94.8184,0.7535,0.0283,0.732,0.182
358000,,,,,,50,50,12,25.8686,0.0,75.9598,75.9637,-94.8017,0.0598,0.0324,0.7901,0.2691
358494,,,1000,959.2311,71.7474,,,,,,,,,,,,
358500,,,,,,50,50,12,26.2906,0.0,76.1232,76.1238,-94.7971,0.0272,0.0314,1.643,0.2662
359000,,,,,,50,50,12,27.5951,0.0004,76.0307,75.9433,-94.8257,0.6377,0.029,0.8554,0.211
359494,,,1000,977.2367,71.848,,,,,,,,,,,,
359500,,,,,,50,50,12,27.3007,0.0001,76.0521,76.0899,-94.8124,0.2601,0.0328,1.3621,0.0947
360000,,,,,,50,50,11,26.8185,0.0001,76.0982,76.1023,-94.8307,0.2151,0.0291,0.9988,0.2459
360000,991.6658,1000.0,,,,,,,,,,,,,,,
360494,,,1000,963.5655,51.3915,,,,,,,,,,,,
360500,,,,,,50,50,11,26.5294,0.0,76.6185,76.6168,-94.8373,0.0226,0.0323,0.263,0.2977
361000,,,,,,50,50,11,25.1937,0.0,76.4208,76.4211,-94.8321,0.1367,0.0305,0.5955,0.1592
361494,,,1000,943.5163,71.448,,,,,,,,,,,,
361500,,,,,,50,50,12,26.5118,0.0001,76.3922,76.356,-94.8356,0.3011,0.0318,0.4128,0.2369
362000,,,,,,50,50,13,26.1106,0.0002,76.3744,76.3329,-94.8791,0.3549,0.0349,3.427,0.2005
362494,,,1000,934.4161,72.2373,,,,,,,,,,,,
362500,,,,,,50,50,13,26.8495,0.0002,76.3796,76.3321,-94.8626,0.4773,0.0313,2.9695,0.2019
363000,,,,,,50,50,14,26.9263,0.0001,76.3648,76.3674,-94.8083,0.211,0.0454,3.8177,0.2741
363494,,,1000,974.85,72.5499,,,,,,,,,,,,
363500,,,,,,50,50,12,26.088,0.0001,76.3332,76.3167,-94.8522,0.2303,0.0351,0.034,0.1302
364000,,,,,,50,50,14,25.742,0.0,76.495,76.4919,-94.8542,0.0616,0.0301,0.6263,0.1772
364494,,,1000,952.4642,71.8071,,,,,,,,,,,,
364500,,,,,,50,50,14,25.4606,0.0001,76.5052,76.5173,-94.8805,0.262,0.0327,2.0363,0.2972
365000,,,,,,50,50,14,25.199,0.0001,76.4696,76.4445,-94.8355,0.1983,0.0293,0.3823,0.1246
365000,987.2883,1000.0,,,,,,,,,,,,,,,
365494,,,1000,950.9154,52.9806,,,,,,,,,,,,
365500,,,,,,50,50,15,25.5008,0.0002,76.4424,76.5122,-94.8578,0.4333,0.0311,0.879,0.1851
366000,,,,,,50,50,14,25.4848,0.0001,76.464,76.4636,-94.8323,0.2488,0.039,3.9761,0.1603
366494,,,1000,953.4946,74.5576,,,,,,,,,,,,
366500,,,,,,50,50,14,26.063,0.0003,76.4639,76.3852,-94.8465,0.4954,0.0278,0.4239,0.3575
367000,,,,,,50,50,14,26.1852,0.0002,76.415,76.3443,-94.8805,0.4733,0.0286,1.2387,0.2967
367494,,,1000,957.0178,71.8057,,,,,,,,,,,,
367500,,,,,,50,50,16,25.8016,0.0,76.4033,76.4106,-94.8513,0.158,0.0339,1.38,0.1785
368000,,,,,,50,50,15,27.8299,0.0,76.6276,76.6282,-94.8904,0.0295,0.0342,1.9058,0.2386
368494,,,1000,947.5412,71.8902,,,,,,,,,,,,
368500,,,,,,50,50,16,24.9598,0.0001,76.4811,76.4789,-94.8589,0.2791,0.0365,2.0621,0.1663
369000,,,,,,50,50,14,25.4734,0.0001,76.5462,76.517,-94.8866,0.2277,0.034,0.2108,0.1129
369494,,,1000,953.8997,71.8489,,,,,,,,,,,,
369500,,,,,,50,50,15,26.2383,0.0004,76.6102,76.6744,-94.8765,0.5655,0.0337,0.8049,0.1408
370000,,,,,,50,50,16,25.3696,0.0002,76.6211,76.5769,-94.9122,0.4239,0.0362,1.3798,0.2345
370000,990.529,1000.0,,,,,,,,,,,,,,,
370494,,,1000,947.1501,52.369,,,,,,,,,,,,
370500,,,,,,50,50,15,25.9233,0.0001,76.6515,76.6414,-94.8895,0.1756,0.0319,0.1762,0.1552
371000,,,,,,50,50,16,27.0232,0.0001,76.6543,76.6521,-94.9099,0.2408,0.0285,1.6365,0.1962
371494,,,1000,956.8401,71.6632,,,,,,,,,,,,
371500,,,,,,50,50,16,24.4639,0.0001,76.6607,76.6867,-94.8995,0.2654,0.0336,0.6554,0.1829
372000,,,,,,50,50,16,25.8226,0.0002,76.6352,76.6824,-94.8788,0.3894,0.0328,2.3985,0.199
372494,,,1000,960.153,73.2597,,,,,,,,,,,,
372500,,,,,,50,50,15,26.1583,0.0,76.7203,76.729,-94.9022,0.1697,0.0437,0.8418,0.1539
373000,,,,,,50,50,17,24.0773,0.0,76.8814,76.8832,-94.908,0.0252,0.0323,1.5002,0.1434
373494,,,1000,957.1926,71.7181,,,,,,,,,,,,
373500,,,,,,50,50,17,25.6526,0.0003,76.7752,76.7102,-94.9247,0.6145,0.0289,1.3933,0.2185
374000,,,,,,50,50,17,24.9267,0.0004,76.7371,76.8156,-94.9228,0.4514,0.0333,0.4227,0.2261
374494,,,1000,931.0588,73.5367,,,,,,,,,,,,
374500,,,,,,50,50,15,28.1819,0.0001,76.7347,76.7429,-94.9257,0.2716,0.0396,1.0554,0.334
375000,,,,,,50,50,16,26.6015,0.0002,76.6845,76.7166,-94.9328,0.3895,0.0348,1.2323,0.2188
375000,980.1335,1000.0,,,,,,,,,,,,,,,
375494,,,1000,939.3096,52.0463,,,,,,,,,,,,
375500,,,,,,50,50,18,25.1825,0.0,76.8363,76.8412,-94.9417,0.0592,0.037,0.143,0.1878
376000,,,,,,50,50,17,26.4371,0.0001,76.7334,76.737,-94.899,0.2188,0.0382,3.2402,0.1756
376494,,,1000,944.2823,71.7938,,,,,,,,,,,,
376500,,,,,,50,50,18,24.8163,0.0001,76.7803,76.7888,-94.9626,0.219,0.0289,3.3888,0.2124
377000,,,,,,50,50,15,25.435,0.0003,76.7367,76.7666,-94.9619,0.386,0.033,1.2055,0.1766
377494,,,1000,947.9538,71.5514,,,,,,,,,,,,
377500,,,,,,50,50,17,26.7435,0.001,76.7096,76.5616,-94.9494,0.9583,0.0315,0.862,0.1666
378000,,,,,,50,50,18,25.3975,0.0007,76.7287,76.8345,-94.9455,0.8903,0.0259,1.0537,0.1927
378494,,,1000,959.1935,74.9246,,,,,,,,,,,,
378500,,,,,,50,50,18,25.8018,0.0001,76.7205,76.7168,-94.9657,0.1725,0.0316,2.2323,0.1782
379000,,,,,,50,50,18,24.9555,0.0001,76.7211,76.7523,-94.9562,0.2375,0.0328,0.4491,0.1717
379494,,,1000,962.3067,72.2003,,,,,,,,,,,,
379500,,,,,,50,50,19,24.4359,0.0002,76.7122,76.665,-94.9751,0.2957,0.0315,1.3259,0.2464
380000,,,,,,50,50,19,27.6601,0.0004,76.7371,76.8132,-94.9515,0.538,0.0261,0.9467,0.1937
380000,991.5509,1000.0,,,,,,,,,,,,,,,
380494,,,1000,942.238,52.0436,,,,,,,,,,,,
380500,,,,,,50,50,18,26.5948,0.0,76.7802,76.7916,-94.9586,0.0919,0.0401,0.7029,0.1624
381000,,,,,,50,50,17,26.3954,0.0008,76.7516,76.6121,-94.9878,0.8906,0.0316,2.6234,0.1234
381494,,,1000,937.7738,72.6011,,,,,,,,,,,,
381500,,,,,,50,50,19,24.9408,0.0008,76.714,76.8588,-94.9663,0.8685,0.027,0.096,0.2341
382000,,,,,,50,50,18,27.1858,0.0001,76.8156,76.7871,-94.9439,0.218,0.0261,1.3488,0.1723
382494,,,1000,947.3888,72.9209,,,,,,,,,,,,
382500,,,,,,50,50,20,24.6532,0.0001,76.7666,76.8174,-95.0083,0.2864,0.0335,3.7266,0.1704
383000,,,,,,50,50,19,25.9453,0.0004,76.7694,76.8173,-94.9626,0.5867,0.0273,0.3897,0.2791
383494,,,1000,953.9719,73.2797,,,,,,,,,,,,
383500,,,,,,50,50,19,25.8668,0.0003,76.776,76.7389,-94.9462,0.44,0.0344,2.4395,0.3106
384000,,,,,,50,50,19,24.836,0.0,77.098,77.0981,-94.9727,0.0345,0.0285,0.6545,0.1735
384494,,,1000,969.9104,73.2771,,,,,,,,,,,,
384500,,,,,,50,50,20,25.7783,0.0,76.9482,76.9427,-94.9489,0.0783,0.0287,2.0022,0.3137
385000,,,,,,50,50,19,25.5461,0.0002,76.93,76.9155,-94.9567,0.3942,0.0344,1.6265,0.2599
385000,985.4439,1000.0,,,,,,,,,,,,,,,
385494,,,1000,935.8434,52.9282,,,,,,,,,,,,
385500,,,,,,50,50,19,25.0482,0.0003,76.8484,76.9352,-94.9674,0.5895,0.0277,1.9279,0.1575
386000,,,,,,50,50,20,24.9627,0.0001,76.8773,76.8832,-94.9776,0.2001,0.0313,1.5068,0.1898
386494,,,1000,948.4102,74.9424,,,,,,,,,,,,
386500,,,,,,50,50,19,25.3841,0.0,76.9494,76.9464,-94.9883,0.1067,0.0289,0.1536,0.1717
387000,,,,,,50,50,21,25.699,0.0001,76.9202,76.8807,-94.998,0.3056,0.0273,0.5134,0.1279
387494,,,1000,952.1683,72.5182,,,,,,,,,,,,
387500,,,,,,50,50,20,25.6104,0.0002,76.9663,76.9763,-94.9707,0.3188,0.032,2.6761,0.1846
388000,,,,,,50,50,21,27.0183,0.0002,76.9318,76.959,-95.0068,0.3014,0.0336,0.3459,0.2093
388494,,,1000,942.4791,72.5005,,,,,,,,,,,,
388500,,,,,,50,50,19,22.5908,0.0004,76.9827,77.0598,-95.0051,0.5295,0.0337,0.0893,0.1329
389000,,,,,,50,50,20,24.91,0.0001,77.1202,77.1039,-94.9937,0.2399,0.0342,2.0277,0.2195
389494,,,1000,937.4755,72.2173,,,,,,,,,,,,
389500,,,,,,50,50,21,23.8986,0.0003,77.0789,77.0266,-95.0364,0.4098,0.0286,1.7968,0.1335
390000,,,,,,50,50,20,23.4399,0.0001,77.0537,77.0068,-95.0605,0.2807,0.0427,3.1581,0.1909
390000,981.2704,1000.0,,,,,,,,,,,,,,,
390494,,,1000,963.7318,51.9781,,,,,,,,,,,,
390500,,,,,,50,50,20,24.9437,0.0002,77.0343,77.0014,-95.0356,0.3575,0.0315,1.6098,0.1992
391000,,,,,,50,50,22,26.2539,0.0,77.0566,77.0515,-95.0148,0.0784,0.0315,0.9618,0.2032
391494,,,1000,947.3228,71.9222,,,,,,,,,,,,
391500,,,,,,50,50,21,23.6627,0.0001,77.0566,77.0857,-95.0499,0.3259,0.0323,1.1886,0.0974
