env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
378000,,,50,34,3,169.9029,-591.7283,13.3957,2.297,-12.5718,17.7948,510.0195,9.3194,,,
378000,,,,,,,,,,,,,,1000,2992.3769,31.3868
378500,,,50,39,3,148.663,-594.8874,29.7564,3.1,-8.4922,10.542,197.3767,9.325,,,
379000,,,50,32,3,180.3085,-599.3057,15.0864,3.4161,-13.7681,10.8799,102.8552,8.4063,,,
379000,,,,,,,,,,,,,,1000,5979.769,31.8894
379500,,,50,31,3,176.989,-583.7383,15.2363,6.5662,-27.7051,11.4871,158.3164,12.4994,,,
380000,,,50,36,3,154.5374,-595.6368,17.7822,2.6313,-10.0488,11.4408,232.0647,6.6843,,,
380000,5151.2853,1000.0,,,,,,,,,,,,,,
380000,,,,,,,,,,,,,,1000,5862.5079,28.7571
380500,,,50,34,3,161.5843,-586.0258,11.7816,3.1192,-8.9402,8.5998,170.4094,16.4293,,,
381000,,,50,33,3,165.9907,-597.8267,12.6206,2.8194,-13.7695,13.6956,273.3311,10.8549,,,
381000,,,,,,,,,,,,,,1000,5468.3889,31.169
381500,,,50,34,3,165.2629,-612.0012,13.8411,2.9914,-10.6533,15.4672,439.8145,11.623,,,
382000,,,50,35,3,165.9072,-599.059,18.5124,3.007,-8.1482,44.1399,1619.537,12.5747,,,
382000,,,,,,,,,,,,,,1000,5947.048,31.9886
382500,,,50,27,3,200.9598,-575.2448,19.4673,3.9885,-20.48,34.2117,529.3899,12.8707,,,
383000,,,50,27,3,200.4924,-585.5558,14.0418,3.97,-20.5593,10.9428,174.419,11.2715,,,
383000,,,,,,,,,,,,,,1000,6107.4297,32.7983
383500,,,50,35,3,159.9702,-590.0329,10.237,4.1698,-23.2383,10.0281,252.5404,6.015,,,
384000,,,50,33,3,166.7686,-587.1191,17.1401,4.3521,-11.9919,10.3886,156.791,15.7764,,,
384000,,,,,,,,,,,,,,1000,5641.2572,32.6701
384500,,,50,42,3,132.8203,-607.3874,35.8166,3.377,-7.3687,12.5149,301.5074,8.6495,,,
385000,,,50,35,3,157.9665,-579.4409,17.7322,3.567,-13.1548,9.9082,177.6816,13.4197,,,
385000,5671.6729,1000.0,,,,,,,,,,,,,,
385000,,,,,,,,,,,,,,1000,5852.7908,28.4057
385500,,,50,37,3,156.1414,-600.9848,10.0917,3.6126,-7.551,8.5313,182.5922,9.6543,,,
386000,,,50,35,3,159.6436,-597.2304,13.3478,2.4189,-15.106,9.1409,151.407,10.2923,,,
386000,,,,,,,,,,,,,,1000,5700.5362,31.3917
386500,,,50,33,3,170.1394,-591.5012,14.5303,2.6044,-18.6782,11.8226,249.7155,8.2023,,,
387000,,,50,35,3,155.8147,-589.8644,28.221,9.1379,-29.8926,8.0026,293.9229,7.558,,,
387000,,,,,,,,,,,,,,1000,6089.085,31.3064
387500,,,50,33,3,163.397,-595.3291,10.9221,2.5558,-12.564,11.5391,201.9338,11.9239,,,
388000,,,50,30,3,183.9637,-598.0583,11.4912,3.1898,-16.9834,11.9005,325.6788,9.7895,,,
388000,,,,,,,,,,,,,,1000,5813.7288,32.0029
388500,,,50,35,3,167.2008,-593.5702,10.9296,2.647,-12.1699,12.9578,438.8896,13.4325,,,
389000,,,50,38,3,150.3369,-593.4255,20.2554,7.2671,-26.8223,12.578,317.2715,11.4564,,,
389000,,,,,,,,,,,,,,1000,6031.4338,31.3102
389500,,,50,35,3,174.1011,-569.0903,50.614,18.1711,-39.7812,12.2731,126.7245,10.8257,,,
390000,,,50,35,3,167.5585,-588.5923,17.0024,4.5528,-12.4517,8.6721,215.5387,9.6942,,,
390000,6441.7628,1000.0,,,,,,,,,,,,,,
390000,,,,,,,,,,,,,,1000,5873.4375,28.3974
390500,,,50,35,3,162.8966,-584.4853,9.7716,6.6019,-21.3318,12.8219,162.8182,17.874,,,
391000,,,50,34,3,159.8319,-586.1526,8.8913,5.7221,-15.2424,10.8111,293.4243,7.7325,,,
391000,,,,,,,,,,,,,,1000,6199.1612,31.2754
391500,,,50,35,3,161.9559,-592.2973,25.9973,8.6717,-23.7192,13.7035,405.7899,8.7367,,,
392000,,,50,40,3,139.0979,-590.9693,23.6253,4.4125,-13.5327,12.6408,262.5339,11.405,,,
392000,,,,,,,,,,,,,,1000,5997.0589,32.6765
392500,,,50,39,3,144.1259,-594.8454,11.8908,4.7178,-14.5063,8.9159,140.8063,9.4021,,,
393000,,,50,41,3,135.0131,-593.0159,17.128,3.5275,-7.9062,11.9265,497.3521,9.2385,,,
393000,,,,,,,,,,,,,,1000,5882.4174,32.4106
393500,,,50,39,3,140.2249,-597.2502,49.5099,4.5519,-11.3154,12.4978,184.8692,10.3411,,,
394000,,,50,45,3,119.3263,-608.5232,12.7985,3.728,-7.4482,9.8328,170.2295,10.7089,,,
394000,,,,,,,,,,,,,,1000,6154.3152,32.3327
394500,,,50,43,3,124.2137,-586.6205,9.7482,5.8346,-9.8679,9.4486,145.6964,11.7067,,,
395000,,,50,43,3,127.2373,-586.2568,29.413,5.1921,-8.3884,9.9266,309.6316,9.5686,,,
395000,6637.3258,1000.0,,,,,,,,,,,,,,
395000,,,,,,,,,,,,,,1000,6141.8179,28.7235
395500,,,50,42,3,135.4237,-597.1699,11.6944,4.4079,-7.8088,9.2788,256.634,11.3031,,,
396000,,,50,48,4,105.6421,-598.4437,10.3711,6.3878,-13.7688,11.7767,175.1059,10.9687,,,
396000,,,,,,,,,,,,,,1000,5903.6586,31.6398
396500,,,50,43,3,125.2124,-588.1326,16.2408,4.6871,-9.1497,9.9086,149.3724,11.6286,,,
397000,,,50,41,3,135.9474,-600.9954,17.3043,6.1049,-15.0996,9.3542,203.4067,9.5352,,,
397000,,,,,,,,,,,,,,1000,5945.3068,31.574
397500,,,50,47,3,118.0499,-597.1042,25.857,3.0748,-6.6978,12.0821,200.0878,17.52,,,
398000,,,50,44,3,118.6006,-565.5823,56.9809,22.5473,-31.4194,14.1004,173.3365,10.0513,,,
398000,,,,,,,,,,,,,,1000,6237.7229,31.5776
398500,,,50,46,3,116.2111,-603.8742,20.3524,4.0085,-8.6409,11.1871,212.7833,17.8175,,,
399000,,,50,39,3,132.2359,-589.2067,50.4949,4.5552,-12.0752,10.2107,214.7283,8.8207,,,
399000,,,,,,,,,,,,,,1000,6268.8935,31.2345
399500,,,50,42,3,133.3455,-600.2643,12.3346,7.8086,-17.7573,8.8331,221.7639,10.876,,,
400000,,,50,39,3,149.7055,-584.0453,9.7692,4.2994,-14.2573,10.9431,443.7763,12.156,,,
400000,5398.3766,1000.0,,,,,,,,,,,,,,
400000,,,,,,,,,,,,,,1000,1329.1477,28.9788
400500,,,50,41,3,137.8661,-568.918,10.65,4.0819,-15.1255,12.6769,335.7355,12.6714,,,
401000,,,50,44,3,131.6858,-604.3309,23.8707,4.3192,-5.9714,12.859,136.4321,8.5568,,,
401000,,,,,,,,,,,,,,1000,6246.8279,31.1522
401500,,,50,42,3,132.4139,-567.6808,17.475,9.7097,-20.0791,9.4949,158.3281,11.2809,,,
402000,,,50,43,3,127.3927,-602.3123,39.8353,6.5191,-17.5239,15.3421,414.5003,21.8857,,,
402000,,,,,,,,,,,,,,1000,5940.953,31.2563
402500,,,50,39,3,145.7756,-575.929,18.511,4.9497,-9.7124,9.8561,147.954,16.7615,,,
403000,,,50,46,3,115.3544,-592.231,28.0518,11.3618,-23.9336,13.6689,444.1751,7.961,,,
403000,,,,,,,,,,,,,,1000,5763.9406,31.4943
403500,,,50,44,3,127.4373,-602.9785,12.6819,5.5842,-16.96,13.7653,221.3622,12.1522,,,
404000,,,50,45,3,123.2184,-592.2558,11.1298,3.0397,-8.6641,10.5038,385.5495,9.9591,,,
404000,,,,,,,,,,,,,,1000,5419.7146,32.4829
404500,,,50,43,3,128.6541,-600.6948,11.1184,4.3328,-7.3403,11.064,207.5496,12.472,,,
405000,,,50,42,3,123.6761,-597.2119,12.3413,6.292,-20.8369,11.6778,253.1238,15.1286,,,
405000,5802.2648,1000.0,,,,,,,,,,,,,,
405000,,,,,,,,,,,,,,1000,6112.2304,29.4671
405500,,,50,40,3,135.2916,-595.2452,12.7953,4.7635,-12.2808,10.124,523.8996,9.7778,,,
406000,,,50,41,3,144.7881,-614.7216,9.9429,3.8308,-12.2031,12.9901,485.6388,10.4802,,,
406000,,,,,,,,,,,,,,1000,6255.004,32.312
406500,,,50,42,3,128.94,-608.2515,28.6572,3.3528,-7.374,9.5343,205.535,27.2142,,,
407000,,,50,45,3,118.9464,-600.8613,14.5338,7.7653,-24.5015,12.7963,178.6687,16.0259,,,
407000,,,,,,,,,,,,,,1000,580.8007,32.0968
407500,,,50,42,3,138.9418,-590.1418,44.182,10.9534,-28.7173,9.1287,160.3546,12.5002,,,
408000,,,50,33,3,173.4408,-589.8636,15.9239,4.261,-19.8828,12.3454,203.1814,19.0906,,,
408000,,,,,,,,,,,,,,1000,5918.1466,31.5698
408500,,,50,45,3,134.6799,-603.7188,12.1337,6.2521,-13.5024,10.4906,206.4869,7.2852,,,
409000,,,50,45,3,122.2945,-593.1856,9.1223,3.6124,-12.7021,8.8684,323.9846,11.2211,,,
409000,,,,,,,,,,,,,,1000,6364.8053,31.3944
409500,,,50,42,3,130.1529,-598.5999,10.3063,5.6335,-18.5669,14.0224,290.5056,11.5683,,,
410000,,,50,42,3,134.2762,-570.6725,46.3949,19.7426,-33.7646,10.0379,245.1086,6.9213,,,
410000,6759.8604,1000.0,,,,,,,,,,,,,,
410000,,,,,,,,,,,,,,1000,6397.2015,28.7135
410500,,,50,45,3,123.4769,-597.5834,10.8395,3.415,-6.7197,12.1372,310.4951,12.9037,,,
411000,,,50,40,3,148.5101,-584.2787,26.8736,3.6518,-9.3975,9.4545,299.2868,6.9704,,,
411000,,,,,,,,,,,,,,1000,5763.5633,31.1502
411500,,,50,36,3,168.7074,-593.6796,12.6137,3.8484,-20.4929,12.0052,322.5734,7.0515,,,
412000,,,50,42,3,144.4918,-599.5169,14.3073,2.3832,-6.1973,9.2407,195.6155,9.515,,,
412000,,,,,,,,,,,,,,1000,5881.776,31.3714
412500,,,50,38,3,162.4907,-599.8647,14.8349,3.4521,-15.751,10.7881,209.7888,9.975,,,
413000,,,50,35,3,168.2782,-606.9729,9.5542,3.0407,-23.2202,9.8639,179.9523,10.7192,,,
413000,,,,,,,,,,,,,,1000,6003.4641,31.5604
413500,,,50,37,3,159.5305,-597.8008,27.6062,11.1015,-29.9395,11.3976,258.7273,10.5883,,,
414000,,,50,32,3,188.4254,-604.4492,13.5629,3.0575,-20.2583,12.1083,362.3575,10.2596,,,
414000,,,,,,,,,,,,,,1000,5796.2403,31.3042
414500,,,50,28,3,214.0396,-598.4195,39.2995,4.4769,-15.4424,9.5818,385.4319,9.9576,,,
415000,,,50,37,3,156.1162,-590.4913,23.5682,5.856,-21.9204,11.4211,189.2669,23.0789,,,
415000,5844.9089,1000.0,,,,,,,,,,,,,,
415000,,,,,,,,,,,,,,1000,6127.1709,28.4304
415500,,,50,37,3,156.4976,-597.0972,13.0554,2.9623,-9.2598,9.1926,285.897,9.7163,,,
416000,,,50,39,3,149.6003,-615.1796,12.8933,2.6992,-8.6831,10.2376,271.3942,22.056,,,
416000,,,,,,,,,,,,,,1000,6112.4576,31.4892
416500,,,50,31,3,179.5307,-595.8809,29.045,4.0669,-20.3613,12.2227,234.9742,6.3042,,,
417000,,,50,35,3,166.1622,-599.7914,36.374,14.1383,-28.1592,10.7662,244.5461,7.275,,,
417000,,,,,,,,,,,,,,1000,6192.4957,32.1352
417500,,,50,33,3,169.1698,-602.2404,23.3327,9.4658,-30.8408,12.4828,152.1517,10.5413,,,
418000,,,50,29,3,192.4705,-589.0995,26.5157,5.3799,-28.3472,12.6251,403.1099,9.3369,,,
418000,,,,,,,,,,,,,,1000,442.082,31.8315
418500,,,50,37,3,164.0085,-583.0082,10.5585,3.6912,-16.5659,11.3762,152.7137,9.8296,,,
419000,,,50,40,3,128.963,-587.9992,33.3528,3.425,-7.29,15.773,786.1768,10.0621,,,
419000,,,,,,,,,,,,,,1000,437.5267,31.3107
419500,,,50,41,3,134.746,-599.8743,13.5928,4.833,-14.9463,11.2363,185.3239,10.2366,,,
420000,,,50,37,3,159.7782,-574.8296,27.1143,9.5024,-22.7397,14.5357,257.9087,10.783,,,
420000,6027.7067,1000.0,,,,,,,,,,,,,,
420000,,,,,,,,,,,,,,1000,5564.298,28.3363
420500,,,50,39,3,147.4447,-592.8979,15.3401,4.496,-8.0676,10.2391,209.4287,9.2964,,,
421000,,,50,36,3,171.1096,-599.7285,31.9154,8.2833,-26.7495,9.3092,100.4209,9.5397,,,
421000,,,,,,,,,,,,,,1000,6223.1532,32.1425
421500,,,50,36,3,147.8327,-591.3229,34.1916,2.6558,-6.5464,8.1506,107.5855,11.0333,,,
422000,,,50,36,3,150.6965,-589.9387,15.899,4.3574,-19.3521,12.3138,145.829,8.3777,,,
422000,,,,,,,,,,,,,,1000,6192.995,31.3448
422500,,,50,43,3,123.2888,-596.8708,11.3398,2.6961,-5.5166,10.9104,234.4509,10.5617,,,
423000,,,50,41,3,133.337,-583.5828,39.1201,7.4867,-18.46,9.9322,134.2955,16.7651,,,
423000,,,,,,,,,,,,,,1000,6233.0868,31.0953
423500,,,50,36,3,159.8071,-581.7453,11.4909,5.1905,-17.9707,9.264,95.2896,8.6834,,,
424000,,,50,43,3,126.7803,-595.3557,10.9773,3.7405,-9.7595,9.1054,181.5171,11.7088,,,
424000,,,,,,,,,,,,,,1000,6138.1024,32.6394
424500,,,50,39,3,145.4684,-592.1355,14.613,5.2279,-20.811,12.1612,237.7573,11.7143,,,
425000,,,50,37,3,150.6153,-585.347,11.1963,4.5424,-7.4746,11.8232,186.5068,23.1568,,,
425000,6812.4154,1000.0,,,,,,,,,,,,,,
425000,,,,,,,,,,,,,,1000,593.4379,28.6805
425500,,,50,43,3,128.5189,-584.5424,15.0589,3.778,-8.9409,13.5798,334.3978,7.9329,,,
426000,,,50,41,3,143.7237,-583.6911,11.4971,4.307,-13.0576,12.668,230.3306,9.6786,,,
426000,,,,,,,,,,,,,,1000,6390.1037,31.1984
426500,,,50,42,3,140.7093,-581.3163,21.15,3.8349,-11.4351,11.9806,173.3939,15.7138,,,
427000,,,50,42,3,130.2373,-589.2264,21.3942,5.7179,-13.0405,8.8118,182.1132,7.0607,,,
427000,,,,,,,,,,,,,,1000,5602.8956,32.3679
427500,,,50,38,3,154.2967,-572.0524,10.5826,5.4356,-22.5527,10.9645,210.6188,26.8113,,,
428000,,,50,42,3,130.2781,-580.5181,12.1464,3.8646,-8.5698,14.0572,178.7875,9.9452,,,
428000,,,,,,,,,,,,,,1000,6177.2366,31.3999
428500,,,50,44,3,127.6132,-586.2109,23.5409,4.0107,-9.2231,15.9229,297.2914,8.6338,,,
429000,,,50,44,3,135.425,-590.0988,9.0555,3.0797,-10.0649,10.923,154.2818,7.1849,,,
429000,,,,,,,,,,,,,,1000,6332.026,31.5981
429500,,,50,46,3,130.8507,-584.0054,10.6235,3.8832,-8.8169,16.1187,311.373,7.9154,,,
430000,,,50,40,3,144.6585,-577.9617,20.1349,3.1734,-19.459,10.5136,114.9243,8.2018,,,
430000,6490.2272,1000.0,,,,,,,,,,,,,,
430000,,,,,,,,,,,,,,1000,5801.3987,28.3246
430500,,,50,39,3,145.1371,-581.6022,15.0691,3.9343,-9.8423,9.4902,224.1568,6.545,,,
431000,,,50,39,3,154.7839,-594.0641,15.031,3.4927,-15.4717,9.3146,157.6076,7.7677,,,
431000,,,,,,,,,,,,,,1000,5157.8546,32.2081
431500,,,50,37,3,159.0836,-593.9877,16.6873,3.0625,-16.5278,9.1068,165.4668,10.0853,,,
432000,,,50,35,3,180.7742,-579.3344,11.879,3.7982,-21.5786,8.1629,300.9279,10.752,,,
432000,,,,,,,,,,,,,,1000,6145.9061,32.0007
432500,,,50,30,3,208.0399,-601.8899,9.6705,2.4016,-27.7949,11.605,265.6225,13.9517,,,
433000,,,50,31,3,199.1212,-598.7715,17.5899,3.1177,-11.6221,8.1432,223.8796,14.582,,,
433000,,,,,,,,,,,,,,1000,6040.7634,31.787
433500,,,50,43,3,134.7978,-593.2693,14.4417,1.9008,-9.3784,17.2805,410.3385,10.547,,,
434000,,,50,40,3,143.444,-610.5187,11.8925,3.589,-16.3999,11.6931,451.5653,11.9084,,,
434000,,,,,,,,,,,,,,1000,6121.4155,31.5035
434500,,,50,32,3,190.3773,-607.2953,11.1593,5.1871,-20.9502,8.1444,295.568,10.3774,,,
435000,,,50,38,3,143.4083,-612.9109,24.4902,7.6622,-18.3145,15.5431,206.0355,11.0135,,,
435000,6372.6065,1000.0,,,,,,,,,,,,,,
435000,,,,,,,,,,,,,,1000,6311.6718,29.5335
435500,,,50,34,3,169.7196,-608.1552,22.3014,3.4909,-19.4165,14.3417,205.5585,8.1072,,,
436000,,,50,33,3,192.6006,-596.6708,16.3445,3.3921,-24.2446,20.1376,985.0294,6.2179,,,
436000,,,,,,,,,,,,,,1000,464.5146,32.7282
436500,,,50,37,3,169.4031,-575.1913,16.0992,3.4086,-9.0889,14.4572,251.2257,13.0616,,,
437000,,,50,38,3,160.7869,-612.0602,21.8436,2.3915,-16.6094,9.9483,139.608,12.4868,,,
437000,,,,,,,,,,,,,,1000,5658.3954,31.1747
437500,,,50,31,3,197.5469,-590.3023,15.0426,2.9126,-19.0249,11.1048,365.1593,16.3027,,,
438000,,,50,39,3,152.9121,-600.2584,48.266,4.0105,-25.2139,18.7577,674.3319,10.1795,,,
438000,,,,,,,,,,,,,,1000,4259.2614,31.3179
438500,,,50,37,3,160.8237,-588.5355,14.3047,2.9509,-9.771,10.0077,355.2197,9.1044,,,
439000,,,50,35,3,164.0454,-603.5747,14.9732,5.6742,-28.1099,27.159,806.44,13.345,,,
439000,,,,,,,,,,,,,,1000,6279.4824,31.667
439500,,,50,40,3,139.9277,-597.7349,14.653,2.013,-8.9971,9.6422,116.0107,8.4739,,,
440000,,,50,36,3,152.45,-600.9984,19.0578,4.0297,-20.2002,8.409,213.0076,13.7268,,,
440000,2826.1753,1000.0,,,,,,,,,,,,,,
440000,,,,,,,,,,,,,,1000,5722.5822,28.916
440500,,,50,33,3,176.6262,-599.513,22.6909,2.9442,-16.6587,8.6506,294.2141,20.3565,,,
441000,,,50,32,3,191.2683,-586.7056,20.0995,4.0419,-11.5381,9.5477,199.1543,8.1897,,,
441000,,,,,,,,,,,,,,1000,6213.2365,31.6152
441500,,,50,39,3,150.3845,-586.45,13.2888,3.4163,-7.3687,16.1269,535.449,12.1059,,,
442000,,,50,36,3,169.9702,-596.3311,23.2249,5.2422,-18.1543,12.8537,347.0517,13.503,,,
442000,,,,,,,,,,,,,,1000,500.1566,31.467
442500,,,50,31,3,184.2762,-589.7321,40.1825,3.2019,-6.8027,8.9514,206.9731,11.8604,,,
443000,,,50,39,3,155.3627,-587.1473,17.9071,2.478,-12.1572,17.1207,381.9868,12.6206,,,
443000,,,,,,,,,,,,,,1000,6359.5445,31.4714
443500,,,50,34,3,177.2401,-591.4195,7.4696,5.2123,-21.8721,10.354,137.4881,8.9168,,,
444000,,,50,41,3,137.1549,-593.0292,21.2818,1.9926,-6.5679,11.4859,228.682,13.0364,,,
444000,,,,,,,,,,,,,,1000,5880.9907,32.8106
444500,,,50,37,3,155.9147,-587.6905,11.689,7.0613,-27.6973,12.244,362.0732,6.724,,,
445000,,,50,36,3,171.6109,-592.1373,10.5784,3.3267,-11.9907,13.5769,363.361,10.4474,,,
445000,6502.8578,1000.0,,,,,,,,,,,,,,
445000,,,,,,,,,,,,,,1000,6335.7196,29.3959
445500,,,50,38,3,151.9882,-585.8369,14.1707,3.4679,-9.5854,10.83,194.9823,10.406,,,
446000,,,50,36,3,157.7833,-596.8893,12.2892,6.8322,-30.9185,9.7782,259.5429,16.3297,,,
446000,,,,,,,,,,,,,,1000,6124.5277,32.7269
446500,,,50,37,3,163.0383,-593.6864,17.9787,4.0284,-15.3193,12.4539,437.1991,8.9007,,,
447000,,,50,34,3,176.6251,-589.6956,12.5458,3.6286,-20.457,8.8873,118.6487,8.4451,,,
447000,,,,,,,,,,,,,,1000,380.5228,32.7512
447500,,,50,26,2,223.5772,-573.1014,19.9044,7.215,-42.0527,8.6409,164.8082,13.2247,,,
448000,,,50,40,3,133.1166,-582.3521,21.3575,3.0838,-3.0825,10.4594,169.762,11.3539,,,
448000,,,,,,,,,,,,,,1000,6217.4162,31.9306
448500,,,50,42,3,139.9489,-590.9504,18.7561,3.8789,-9.3628,12.4527,302.7348,7.4237,,,
449000,,,50,35,3,166.9248,-580.1566,12.0564,4.8845,-12.332,13.2432,395.6615,11.835,,,
449000,,,,,,,,,,,,,,1000,457.7693,33.0127
449500,,,50,35,3,177.0992,-575.2776,14.0732,6.1891,-23.3457,7.8289,76.5499,11.7713,,,
450000,,,50,42,3,136.0399,-581.8384,10.3214,3.065,-7.4316,10.3768,196.7921,12.4076,,,
450000,6656.1467,1000.0,,,,,,,,,,,,,,
450000,,,,,,,,,,,,,,1000,6080.233,28.9003
450500,,,50,41,3,149.5517,-569.1263,12.213,6.9935,-21.5566,9.0108,168.9467,9.1309,,,
451000,,,50,39,3,150.123,-590.1974,8.2995,3.4354,-17.6011,9.9775,95.1424,11.2011,,,
451000,,,,,,,,,,,,,,1000,6340.853,31.8565
451500,,,50,35,3,168.3636,-581.4329,20.864,5.2291,-18.6245,18.8971,471.7372,9.8832,,,
452000,,,50,39,3,154.7625,-574.7106,26.2733,7.5538,-28.7734,11.5442,368.7559,14.5081,,,
452000,,,,,,,,,,,,,,1000,6202.0056,31.3968
452500,,,50,42,3,139.96,-582.5527,13.5337,10.1713,-27.6304,11.7922,166.3049,6.5383,,,
453000,,,50,40,3,143.8671,-574.2727,25.7426,12.2385,-28.9395,46.1868,1100.1003,6.1419,,,
453000,,,,,,,,,,,,,,1000,6001.9602,32.3073
453500,,,50,39,3,148.1935,-567.52,40.6174,14.9137,-35.7188,11.4396,178.3975,11.6164,,,
454000,,,50,33,3,201.2248,-575.8842,17.6325,5.5621,-12.4307,19.3206,1178.4059,22.1885,,,
454000,,,,,,,,,,,,,,1000,6322.1939,31.6831
454500,,,50,34,3,167.4431,-568.1252,12.2627,9.3362,-27.7852,13.6976,197.9016,7.5549,,,
455000,,,50,39,3,155.2822,-582.0189,14.2958,8.1148,-30.4746,9.9264,95.2519,15.0252,,,
455000,6646.7818,1000.0,,,,,,,,,,,,,,
455000,,,,,,,,,,,,,,1000,6260.7859,28.6855
455500,,,50,36,3,173.7531,-579.6436,11.4124,7.4015,-24.6885,10.375,211.4545,8.718,,,
456000,,,50,32,3,187.1527,-588.8311,12.7217,6.5583,-29.748,11.1874,212.5977,6.6043,,,
456000,,,,,,,,,,,,,,1000,5749.2645,31.6446
456500,,,50,37,3,158.9995,-578.2575,14.1227,5.0936,-19.2495,11.2949,99.3172,8.8602,,,
457000,,,50,38,3,149.4976,-587.6599,9.3994,4.3371,-7.731,8.3493,162.5148,13.1483,,,
457000,,,,,,,,,,,,,,1000,6355.6596,31.1623
457500,,,50,42,3,138.7794,-592.7633,12.3319,3.3425,-5.7441,13.6173,462.1634,8.7062,,,
458000,,,50,45,3,116.698,-593.2739,59.0301,8.7373,-20.1406,8.8946,157.2638,11.6916,,,
458000,,,,,,,,,,,,,,1000,6295.8181,32.2534
458500,,,50,42,3,134.6429,-592.2136,9.5026,3.8175,-10.9463,8.7438,101.1057,14.664,,,
459000,,,50,43,3,129.7009,-575.7921,24.8911,3.9218,-17.2471,8.8595,197.5378,12.657,,,
459000,,,,,,,,,,,,,,1000,6263.1406,31.5262
459500,,,50,42,3,137.9761,-589.0056,17.7857,11.2426,-31.5098,13.2054,390.2701,8.3152,,,
460000,,,50,42,3,131.9344,-591.891,12.4647,2.7811,-12.8184,9.8945,245.4765,12.7501,,,
460000,6110.8275,1000.0,,,,,,,,,,,,,,
460000,,,,,,,,,,,,,,1000,5886.7332,28.8541
460500,,,50,38,3,145.2442,-581.3421,27.4077,2.847,-25.3232,8.0592,166.7858,12.9132,,,
461000,,,50,40,3,138.2683,-597.8719,12.3775,6.5643,-22.9224,9.6228,194.1914,12.0452,,,
461000,,,,,,,,,,,,,,1000,6461.1154,32.0692
461500,,,50,32,3,175.6375,-580.4318,10.5285,5.5322,-19.6948,9.8202,233.5237,14.1433,,,
462000,,,50,42,3,133.63,-596.3692,11.671,3.2814,-10.9346,8.4181,191.5351,12.3857,,,
462000,,,,,,,,,,,,,,1000,6137.8513,31.7691
462500,,,50,34,3,163.3137,-592.6548,7.0993,6.6391,-23.5918,9.932,182.4019,17.6303,,,
463000,,,50,38,3,157.468,-601.6859,10.3538,3.8904,-11.1289,8.5198,168.4381,10.0197,,,
463000,,,,,,,,,,,,,,1000,5972.4177,32.7774
463500,,,50,45,3,123.0668,-582.5937,60.5553,22.8391,-38.749,10.9112,220.6814,11.5494,,,
464000,,,50,43,3,132.8787,-569.744,27.405,20.9214,-33.4473,10.5126,205.1517,16.0573,,,
464000,,,,,,,,,,,,,,1000,5423.3587,31.7835
464500,,,50,39,3,157.9568,-562.084,15.4901,11.2625,-37.2129,9.7325,203.7945,9.1527,,,
465000,,,50,38,3,152.1729,-577.261,89.7087,4.4001,-16.3423,9.9809,267.9848,13.4383,,,
465000,6933.7203,1000.0,,,,,,,,,,,,,,
465000,,,,,,,,,,,,,,1000,624.1219,28.3254
465500,,,50,31,3,185.5048,-559.5491,11.5153,9.832,-30.0586,11.6533,96.8588,10.5817,,,
466000,,,50,45,3,124.0015,-593.2101,9.2215,2.5903,-8.04,11.5754,239.0324,24.9564,,,
466000,,,,,,,,,,,,,,1000,6300.1152,31.9269
466500,,,50,46,3,122.5263,-568.1429,9.9391,3.94,-9.0811,9.014,188.948,10.346,,,
467000,,,50,43,3,125.0416,-579.4407,59.9468,12.0995,-28.6641,10.4058,234.4454,9.1049,,,
467000,,,,,,,,,,,,,,1000,6183.9641,32.1247
467500,,,50,44,3,127.7218,-559.4485,23.4814,17.0825,-36.7456,14.4867,607.767,13.7673,,,
468000,,,50,40,3,141.1319,-573.4382,11.019,5.9667,-15.9893,20.422,617.783,6.4296,,,
468000,,,,,,,,,,,,,,1000,5951.9937,32.3673
468500,,,50,40,3,151.9182,-566.8453,13.0124,13.8706,-33.9409,14.3519,513.9688,20.954,,,
469000,,,50,45,3,112.7432,-600.288,9.1195,2.5403,-7.6611,14.2994,430.4884,10.2758,,,
469000,,,,,,,,,,,,,,1000,6271.936,31.7544
469500,,,50,46,3,113.4746,-569.7089,12.2847,6.8246,-16.5991,7.6997,104.6532,16.5334,,,
470000,,,50,45,3,127.5301,-580.9007,14.0952,4.6951,-9.2568,10.1582,136.2383,13.2431,,,
470000,6706.2348,1000.0,,,,,,,,,,,,,,
470000,,,,,,,,,,,,,,1000,5968.4813,28.6649
470500,,,50,41,3,139.0739,-598.1689,12.0945,4.4914,-21.4976,9.7114,183.5836,12.63,,,
471000,,,50,42,3,132.423,-576.2147,10.1567,3.5028,-14.2539,11.0521,324.7258,13.5724,,,
471000,,,,,,,,,,,,,,1000,5862.368,31.5768
471500,,,50,45,3,124.6297,-600.0529,9.287,2.3191,-5.5254,10.4288,129.1107,15.1812,,,
472000,,,50,43,3,139.293,-592.7241,35.9856,5.105,-19.9443,10.8825,308.9795,14.6464,,,
472000,,,,,,,,,,,,,,1000,6197.788,31.2675
472500,,,50,35,2,166.6183,-604.1999,15.3799,3.6661,-20.3252,11.8803,162.7897,14.2001,,,
473000,,,50,42,3,127.8487,-606.3309,10.1495,2.8512,-6.9102,8.1026,147.0283,12.3487,,,
