env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
187000,,,,,,,,,,,,,,1000,5676.5591,31.6035
187500,,,50,37,2,140.6691,-542.3558,6.9942,0.4043,-6.2437,7.943,204.1581,4.6499,,,
188000,,,50,36,2,147.3935,-536.4207,17.877,0.9972,-14.1199,5.5459,165.764,11.9552,,,
188000,,,,,,,,,,,,,,1000,5484.9094,31.5075
188500,,,50,42,3,121.8899,-546.7456,10.4539,0.4129,-6.6667,6.767,89.9939,5.5576,,,
189000,,,50,38,2,137.4018,-547.3884,8.2009,0.4199,-5.1559,5.4122,101.9314,6.785,,,
189000,,,,,,,,,,,,,,1000,5578.1932,31.0671
189500,,,50,39,2,135.8008,-544.1078,10.1745,0.4211,-9.4,6.3906,151.2707,4.2578,,,
190000,,,50,37,2,138.6581,-552.2256,15.2473,0.3994,-6.9983,8.6714,341.9723,6.7285,,,
190000,5495.8189,1000.0,,,,,,,,,,,,,,
190000,,,,,,,,,,,,,,1000,5652.7945,28.6635
190500,,,50,39,2,135.6893,-553.8918,6.9071,0.406,-9.1907,6.6904,189.1508,10.6406,,,
191000,,,50,41,2,133.6301,-552.3909,11.2484,0.901,-13.9159,7.266,140.7576,8.9716,,,
191000,,,,,,,,,,,,,,1000,5450.0686,31.3338
191500,,,50,39,2,130.8276,-549.8146,12.1979,0.4816,-7.4069,8.2339,93.8541,10.5633,,,
192000,,,50,41,2,127.9462,-551.8909,4.067,0.4637,-6.983,7.0279,276.924,10.8799,,,
192000,,,,,,,,,,,,,,1000,5506.4728,31.3464
192500,,,50,40,2,132.9953,-552.8552,12.1896,0.4244,-7.4622,6.1967,186.2577,5.6141,,,
193000,,,50,40,2,133.3209,-554.1078,13.6975,0.4102,-5.9424,6.1683,176.9915,19.1308,,,
193000,,,,,,,,,,,,,,1000,5595.4416,31.3657
193500,,,50,42,3,130.6311,-552.9935,13.2341,0.4502,-6.2098,8.3639,211.7682,4.736,,,
194000,,,50,43,3,120.6181,-560.0601,8.2213,0.4151,-5.2246,6.7324,114.6989,4.1966,,,
194000,,,,,,,,,,,,,,1000,5595.0112,30.8006
194500,,,50,45,3,120.1755,-555.5876,18.7959,0.4204,-6.4384,6.2285,162.7945,8.3209,,,
195000,,,50,45,3,120.4552,-557.1352,15.0037,0.4023,-6.1277,7.3032,282.792,3.2553,,,
195000,6185.2083,1000.0,,,,,,,,,,,,,,
195000,,,,,,,,,,,,,,1000,5575.0644,27.9957
195500,,,50,45,3,124.0322,-558.6393,15.2918,0.4101,-6.6223,6.754,237.4401,5.0549,,,
196000,,,50,41,2,120.412,-562.0894,7.2686,0.4075,-6.3918,8.8103,154.5489,4.6837,,,
196000,,,,,,,,,,,,,,1000,5716.8749,31.1904
196500,,,50,42,2,126.6399,-556.4642,24.1402,0.5471,-9.9256,7.7761,191.6926,4.8142,,,
197000,,,50,41,2,135.0057,-554.8818,11.1366,0.6411,-11.8168,7.8353,112.7888,8.1416,,,
197000,,,,,,,,,,,,,,1000,5782.8509,31.2447
197500,,,50,42,3,125.732,-555.8379,4.0448,0.4351,-7.8391,7.4397,95.8468,6.2987,,,
198000,,,50,45,3,116.0364,-558.4611,5.1515,0.3843,-5.8966,6.8647,148.8375,6.8768,,,
198000,,,,,,,,,,,,,,1000,5321.5829,30.8344
198500,,,50,43,3,115.711,-556.7238,13.706,0.4737,-8.3502,6.879,96.2715,3.7298,,,
199000,,,50,50,3,99.7432,-567.2713,11.6479,0.5962,-9.0966,7.0634,98.9446,8.7388,,,
199000,,,,,,,,,,,,,,1000,5923.8993,31.6063
199500,,,50,47,3,113.043,-559.2545,12.0173,0.4182,-7.3227,6.4727,74.8725,5.1511,,,
200000,,,50,46,3,115.9984,-567.7093,10.1606,0.4318,-6.0994,9.2098,184.3778,4.3252,,,
200000,6101.3846,1000.0,,,,,,,,,,,,,,
200000,,,,,,,,,,,,,,1000,5524.346,28.594
200500,,,50,45,3,118.1348,-567.4239,5.846,0.4247,-7.2726,9.065,163.4024,5.8969,,,
201000,,,50,44,3,115.6276,-566.7036,11.7422,0.4549,-6.7521,8.6161,273.1534,8.1394,,,
201000,,,,,,,,,,,,,,1000,5740.1225,31.544
201500,,,50,46,3,110.5334,-569.6917,19.833,0.4507,-6.915,7.3033,167.9281,7.7284,,,
202000,,,50,43,3,121.028,-566.9126,10.784,0.449,-6.7541,6.7705,223.8064,5.6701,,,
202000,,,,,,,,,,,,,,1000,5615.6704,31.1697
202500,,,50,47,3,107.1776,-568.0145,9.8647,0.4195,-5.4768,8.728,117.0706,9.0947,,,
203000,,,50,46,3,110.2402,-568.4899,10.9461,0.4221,-7.0278,7.4204,117.0482,6.5779,,,
203000,,,,,,,,,,,,,,1000,5815.3719,31.652
203500,,,50,50,4,95.4857,-576.8286,6.0242,0.3944,-7.212,8.3417,265.2852,5.628,,,
204000,,,50,44,3,126.4167,-569.6269,9.9173,0.4553,-8.5566,8.7533,221.9802,9.5066,,,
204000,,,,,,,,,,,,,,1000,5556.3138,31.141
204500,,,50,45,3,123.0308,-560.9507,8.0004,0.4615,-6.4085,8.6009,342.0942,6.6897,,,
205000,,,50,49,3,104.1857,-574.3501,6.0072,0.4038,-5.818,7.2267,153.77,10.3667,,,
205000,6279.3904,1000.0,,,,,,,,,,,,,,
205000,,,,,,,,,,,,,,1000,5482.6881,28.0932
205500,,,50,50,4,98.0083,-576.0671,10.221,0.4259,-5.8033,12.2562,157.9399,5.104,,,
206000,,,50,48,3,105.4894,-572.7764,15.0928,0.4288,-6.3642,8.9927,88.4312,5.4307,,,
206000,,,,,,,,,,,,,,1000,5684.6724,31.0543
206500,,,50,48,3,112.172,-576.679,10.2275,0.4302,-6.6199,6.9402,160.2152,5.2482,,,
207000,,,50,45,3,120.8477,-575.4864,7.083,0.46,-6.6559,8.3643,303.2673,9.6229,,,
207000,,,,,,,,,,,,,,1000,5970.2262,31.0364
207500,,,50,44,3,120.2897,-570.012,35.9136,0.4278,-7.2362,8.8888,283.3187,7.1567,,,
208000,,,50,46,3,117.2185,-574.0705,9.2423,0.4226,-6.6407,10.499,153.5831,4.8605,,,
208000,,,,,,,,,,,,,,1000,5496.7262,31.2824
208500,,,50,41,2,123.477,-576.1238,10.6008,0.4467,-8.0222,7.8774,167.7716,6.5539,,,
209000,,,50,47,3,111.2213,-578.1095,8.7436,0.4376,-6.935,6.1958,144.5159,8.1217,,,
209000,,,,,,,,,,,,,,1000,5819.6696,31.5008
209500,,,50,48,3,107.727,-576.6063,14.2328,0.443,-6.6934,9.6295,303.8399,6.318,,,
210000,,,50,43,3,117.9508,-579.7354,17.9131,0.4584,-6.5834,10.2397,125.647,13.8419,,,
210000,6406.1392,1000.0,,,,,,,,,,,,,,
210000,,,,,,,,,,,,,,1000,5899.5864,28.2587
210500,,,50,45,3,129.0261,-572.4803,4.3203,0.4381,-7.6155,9.5153,88.7976,6.8983,,,
211000,,,50,49,3,111.7076,-581.6693,6.5189,0.4205,-6.8264,7.3069,252.0936,5.1678,,,
211000,,,,,,,,,,,,,,1000,5803.8593,31.1194
211500,,,50,46,3,112.7719,-577.9612,10.3923,0.5741,-9.9276,10.6939,210.854,7.003,,,
212000,,,50,43,3,119.5208,-584.7768,18.6338,0.4229,-6.4532,8.9441,436.1506,8.3664,,,
212000,,,,,,,,,,,,,,1000,5651.362,31.2165
212500,,,50,46,3,109.92,-580.6957,11.3159,0.4474,-6.4916,6.8722,220.9346,10.4219,,,
213000,,,50,43,3,121.7134,-580.4172,17.5638,0.5497,-7.1907,9.3475,350.6884,10.6754,,,
213000,,,,,,,,,,,,,,1000,5236.1506,31.3383
213500,,,50,42,3,124.838,-584.6818,14.3827,0.5759,-11.5291,10.5482,308.3997,6.2254,,,
214000,,,50,41,2,125.0351,-588.0982,7.9972,0.5943,-7.3179,9.5456,327.5375,13.3296,,,
214000,,,,,,,,,,,,,,1000,5973.0845,31.1588
214500,,,50,47,3,112.3754,-583.3936,6.2303,0.4116,-7.0859,8.7599,168.2672,5.3961,,,
215000,,,50,46,3,110.4512,-585.2874,16.8771,0.4344,-7.5758,9.6647,248.821,6.8512,,,
215000,6315.7505,1000.0,,,,,,,,,,,,,,
215000,,,,,,,,,,,,,,1000,5733.5913,28.9125
215500,,,50,45,3,116.0172,-586.6555,19.9047,0.4387,-6.7228,9.7448,254.6037,6.299,,,
216000,,,50,46,3,113.7657,-590.1451,5.3433,0.4535,-7.3194,10.6833,118.5133,5.2672,,,
216000,,,,,,,,,,,,,,1000,5821.9156,31.3002
216500,,,50,43,2,123.2947,-587.8827,11.2543,0.5272,-11.0248,8.4951,311.6927,3.9728,,,
217000,,,50,48,3,108.2778,-592.4199,16.4829,0.4165,-5.9885,8.6011,195.2825,11.1642,,,
217000,,,,,,,,,,,,,,1000,5823.5899,31.4273
217500,,,50,48,3,106.7813,-590.6695,11.1937,0.4224,-6.421,9.7284,340.4445,7.7535,,,
218000,,,50,45,3,118.3156,-587.1622,12.6589,0.4928,-9.5636,7.8038,96.248,6.1645,,,
218000,,,,,,,,,,,,,,1000,5766.4354,31.2659
218500,,,50,46,3,111.6311,-596.3384,11.1025,0.4542,-6.3702,9.9339,338.3353,11.0394,,,
219000,,,50,39,2,135.4248,-597.7874,8.3388,0.6948,-12.4922,7.9115,303.6332,5.5192,,,
219000,,,,,,,,,,,,,,1000,5643.3469,32.3785
219500,,,50,48,3,107.5027,-595.0798,6.5905,0.4206,-7.0126,7.8,114.2867,5.4006,,,
220000,,,50,47,3,110.925,-596.8452,26.4373,0.4161,-6.0933,8.0,167.3832,3.2911,,,
220000,3749.8249,1000.0,,,,,,,,,,,,,,
220000,,,,,,,,,,,,,,1000,5867.2728,28.9081
220500,,,50,42,2,122.6221,-592.936,21.1717,0.834,-14.4822,10.4511,182.2267,8.5936,,,
221000,,,50,49,3,100.9733,-601.8058,9.6326,0.445,-5.8814,8.5515,276.9569,5.4136,,,
221000,,,,,,,,,,,,,,1000,5472.8822,31.3597
221500,,,50,47,3,107.8557,-596.7008,19.721,0.4483,-6.6019,9.5787,120.0066,9.4352,,,
222000,,,50,40,2,134.3961,-601.1497,13.4556,0.4482,-7.2903,10.2385,345.7882,5.7141,,,
222000,,,,,,,,,,,,,,1000,4889.1776,31.6156
222500,,,50,47,3,112.331,-593.5267,9.7985,0.4803,-6.2922,10.2634,307.2434,16.4091,,,
223000,,,50,43,2,128.3697,-592.3757,12.443,0.5181,-9.1592,8.9786,199.1949,5.7706,,,
223000,,,,,,,,,,,,,,1000,5454.438,31.1072
223500,,,50,49,4,103.8331,-598.9203,13.9182,0.7114,-10.3835,7.2202,366.2719,9.1745,,,
224000,,,50,44,3,116.8599,-599.7982,16.2812,0.5307,-7.0383,7.4269,186.7858,7.0926,,,
224000,,,,,,,,,,,,,,1000,6075.2697,31.9434
224500,,,50,47,3,116.9871,-599.4037,8.2437,0.43,-6.0651,9.3691,407.368,5.4939,,,
225000,,,50,46,3,112.7139,-599.0466,10.9073,0.4475,-6.2321,9.8272,290.6957,13.0711,,,
225000,6162.6355,1000.0,,,,,,,,,,,,,,
225000,,,,,,,,,,,,,,1000,5871.5496,28.7764
225500,,,50,40,2,131.37,-603.2711,6.2289,0.4419,-7.2894,9.5804,465.0601,14.6637,,,
226000,,,50,42,2,129.3509,-598.9225,19.329,1.5108,-16.2659,8.0329,83.5728,7.9897,,,
226000,,,,,,,,,,,,,,1000,5758.9617,32.2721
226500,,,50,46,3,116.791,-601.3173,11.1457,0.4411,-6.2709,6.5518,273.4347,14.3416,,,
227000,,,50,41,2,128.0492,-606.7214,8.301,0.5244,-9.9724,11.8561,231.6878,18.2913,,,
227000,,,,,,,,,,,,,,1000,5776.8315,32.7462
227500,,,50,45,3,110.8346,-603.2222,13.7227,0.4803,-5.5247,11.6462,462.4478,5.8696,,,
228000,,,50,43,2,118.9227,-602.9474,8.7749,0.4455,-7.9135,8.2876,168.1971,7.4466,,,
228000,,,,,,,,,,,,,,1000,5881.6179,32.1434
228500,,,50,47,3,108.168,-604.3091,20.6996,0.4298,-5.8845,9.4595,204.7013,8.6102,,,
229000,,,50,39,2,139.5503,-604.4128,12.6672,0.4271,-8.2465,9.0905,165.753,11.7319,,,
229000,,,,,,,,,,,,,,1000,5820.0174,31.5974
229500,,,50,48,3,108.5923,-607.2385,13.105,0.4221,-4.7083,8.5888,244.4252,6.5101,,,
230000,,,50,41,2,131.8477,-612.0475,17.946,0.4885,-6.0668,9.2782,176.8416,11.2506,,,
230000,6411.4187,1000.0,,,,,,,,,,,,,,
230000,,,,,,,,,,,,,,1000,5586.9501,28.8651
230500,,,50,44,3,120.1744,-612.4848,11.028,0.4349,-5.9398,9.7473,443.2323,4.1333,,,
231000,,,50,45,2,122.406,-602.9013,9.6459,0.4521,-5.7393,6.7707,144.521,10.7643,,,
231000,,,,,,,,,,,,,,1000,5947.7972,32.452
231500,,,50,45,2,117.6706,-611.9677,5.5116,0.4875,-6.0343,8.9888,143.9968,20.7419,,,
232000,,,50,47,3,108.2727,-612.2332,13.9848,0.4436,-5.618,6.4882,204.1824,9.4576,,,
232000,,,,,,,,,,,,,,1000,5795.4747,31.2894
232500,,,50,45,3,118.0579,-609.7747,8.8499,0.4405,-6.9014,8.6938,150.1456,16.6245,,,
233000,,,50,44,2,119.9296,-613.8458,12.2527,0.3961,-5.7373,7.5751,202.2898,6.1813,,,
233000,,,,,,,,,,,,,,1000,6024.5885,32.1049
233500,,,50,47,3,108.443,-610.6005,15.9757,0.4303,-5.9874,8.3665,220.071,10.1479,,,
234000,,,50,47,3,110.7861,-612.1297,20.0223,0.4364,-6.516,9.0237,162.9673,9.2196,,,
234000,,,,,,,,,,,,,,1000,5787.3306,31.8554
234500,,,50,46,3,115.6108,-611.3362,13.546,0.8005,-11.0686,12.7021,227.391,11.042,,,
235000,,,50,45,2,114.2536,-614.8762,12.0241,0.4542,-5.826,9.7196,202.9175,7.5928,,,
235000,5717.8216,1000.0,,,,,,,,,,,,,,
235000,,,,,,,,,,,,,,1000,6055.7113,28.2712
235500,,,50,42,2,126.4857,-612.2512,12.1288,0.854,-13.6455,9.0491,220.4312,5.6434,,,
236000,,,50,45,3,119.5773,-611.8583,12.6175,0.4299,-6.8546,8.1764,210.9088,9.819,,,
236000,,,,,,,,,,,,,,1000,5775.5007,31.6907
236500,,,50,46,3,114.8132,-616.3161,8.2082,0.4355,-6.6926,6.926,107.6038,4.6499,,,
237000,,,50,44,2,123.9786,-617.6234,5.286,0.4152,-5.729,8.5389,118.7517,12.4392,,,
237000,,,,,,,,,,,,,,1000,5911.8872,31.1777
237500,,,50,43,2,122.5287,-619.3344,8.7163,0.4263,-4.8902,9.5218,311.6766,8.6123,,,
238000,,,50,43,2,123.0533,-612.0609,10.8727,0.5101,-10.4771,5.9023,191.0847,8.9673,,,
238000,,,,,,,,,,,,,,1000,5782.9022,31.1121
238500,,,50,43,2,123.9153,-615.5836,11.5047,3.8275,-19.5918,8.2883,307.3842,12.3653,,,
239000,,,50,43,2,123.6028,-620.0352,18.5669,0.4415,-5.349,10.5682,467.0563,13.4732,,,
239000,,,,,,,,,,,,,,1000,5733.5086,31.9738
239500,,,50,42,2,128.3586,-624.5942,13.5993,0.4249,-5.3265,10.8774,366.5979,11.389,,,
240000,,,50,43,2,119.7829,-615.9611,8.7887,0.4805,-4.9285,8.0314,175.247,15.3407,,,
240000,6366.0937,1000.0,,,,,,,,,,,,,,
240000,,,,,,,,,,,,,,1000,5982.5627,28.4785
240500,,,50,42,2,131.8606,-615.6782,18.7604,0.6599,-10.7449,8.5884,281.1623,9.5899,,,
241000,,,50,42,2,125.9075,-624.4771,14.7081,0.405,-7.4725,8.4988,210.3173,9.1451,,,
241000,,,,,,,,,,,,,,1000,5830.2558,31.4714
241500,,,50,46,2,119.1692,-620.2651,6.1458,0.5042,-6.4655,8.8094,130.2643,8.6452,,,
242000,,,50,41,2,124.6469,-623.7524,15.1717,0.3979,-5.3777,7.4513,289.6458,12.4253,,,
242000,,,,,,,,,,,,,,1000,6066.314,31.2705
242500,,,50,44,2,119.208,-618.3487,9.9794,0.4975,-6.8684,8.7762,328.9002,11.2334,,,
243000,,,50,44,2,119.5806,-623.9,7.8547,0.4051,-5.261,9.6977,507.6325,9.02,,,
243000,,,,,,,,,,,,,,1000,5897.0885,31.4142
243500,,,50,44,2,123.4666,-620.0359,7.6681,0.4747,-6.1121,7.0393,183.0823,13.8238,,,
244000,,,50,41,2,134.502,-617.2814,7.4494,0.4684,-6.2047,7.1741,209.8792,11.2493,,,
244000,,,,,,,,,,,,,,1000,653.7631,31.8776
244500,,,50,42,2,131.5499,-622.9932,7.3389,0.4102,-5.3611,9.1468,130.4625,6.9328,,,
245000,,,50,40,2,134.5296,-616.9222,13.6134,0.5668,-7.5051,9.0806,203.9692,8.0568,,,
245000,6046.0513,1000.0,,,,,,,,,,,,,,
245000,,,,,,,,,,,,,,1000,5923.5584,29.4568
245500,,,50,41,2,132.0999,-619.0745,7.8086,0.4851,-5.4,8.5655,131.0874,6.4549,,,
246000,,,50,39,2,140.6468,-614.0276,12.5608,0.6183,-7.2905,13.5114,454.9043,12.2811,,,
246000,,,,,,,,,,,,,,1000,515.0647,32.041
246500,,,50,38,2,140.917,-624.0031,13.7269,0.4372,-5.9866,7.8116,297.0167,10.1389,,,
247000,,,50,37,2,145.4722,-621.0275,20.2562,0.5098,-5.3418,10.1319,371.7711,6.1201,,,
247000,,,,,,,,,,,,,,1000,5774.1704,32.4872
247500,,,50,38,2,138.5343,-617.8776,17.8512,0.6076,-8.2024,7.72,182.1847,9.5044,,,
248000,,,50,37,2,141.1695,-616.9707,12.3956,0.6817,-7.6079,7.6023,364.5255,34.4595,,,
248000,,,,,,,,,,,,,,1000,5900.6604,32.0609
248500,,,50,36,2,149.4547,-614.9339,13.3109,0.6749,-7.6964,8.0784,250.3084,9.4944,,,
249000,,,50,37,2,144.1789,-613.0211,14.8049,6.0296,-21.6936,9.1785,175.6482,7.4024,,,
249000,,,,,,,,,,,,,,1000,5684.3336,31.3788
249500,,,50,37,2,139.4399,-615.2549,10.9708,0.4951,-7.1672,9.7221,256.671,12.5465,,,
250000,,,50,35,2,148.5459,-604.2603,10.3126,2.7097,-13.015,7.4801,305.9308,12.7237,,,
250000,6503.7814,1000.0,,,,,,,,,,,,,,
250000,,,,,,,,,,,,,,1000,5863.5202,28.868
250500,,,50,37,2,148.8466,-616.4023,6.3688,0.4387,-5.979,7.9306,547.4598,8.3179,,,
251000,,,50,35,2,154.2511,-619.4111,16.1506,0.4763,-6.1973,8.5232,469.0612,8.7888,,,
251000,,,,,,,,,,,,,,1000,5684.9159,31.5356
251500,,,50,36,2,145.5241,-624.2891,9.144,0.5177,-5.8417,8.2044,256.9312,13.6917,,,
252000,,,50,34,2,159.9562,-612.6758,17.0981,1.4975,-10.7164,9.4321,204.9577,6.6069,,,
252000,,,,,,,,,,,,,,1000,5849.5963,32.4218
252500,,,50,35,2,157.01,-620.3799,7.6213,0.431,-6.0344,8.7715,226.1954,4.7074,,,
253000,,,50,35,2,155.3968,-617.9575,10.9259,0.5362,-6.4292,7.8683,140.8494,7.7398,,,
253000,,,,,,,,,,,,,,1000,6037.3277,31.9581
253500,,,50,36,2,159.5506,-614.3768,17.1686,0.683,-9.8568,10.7858,282.6693,7.1164,,,
254000,,,50,35,2,150.5196,-621.8168,17.9776,0.4829,-5.2415,8.493,351.4619,11.3614,,,
254000,,,,,,,,,,,,,,1000,5473.7717,31.7539
254500,,,50,35,2,157.1089,-624.6315,7.5365,0.5373,-6.4163,7.5486,168.6692,11.0272,,,
255000,,,50,36,2,152.0681,-621.3214,8.804,0.503,-5.5073,7.8205,314.5796,7.258,,,
255000,6233.8227,1000.0,,,,,,,,,,,,,,
255000,,,,,,,,,,,,,,1000,5719.4936,28.6325
255500,,,50,35,2,152.6239,-621.3203,6.5658,0.6137,-9.0254,7.8169,416.6857,14.3605,,,
256000,,,50,34,2,159.008,-621.6045,10.5701,0.4561,-6.2474,7.5435,217.8978,8.348,,,
256000,,,,,,,,,,,,,,1000,5774.3245,31.8619
256500,,,50,32,2,166.698,-626.0825,9.9946,0.4778,-5.21,6.8309,302.9333,12.5304,,,
257000,,,50,32,2,179.3196,-625.1036,7.345,0.5029,-6.0254,12.8418,631.5084,6.9277,,,
257000,,,,,,,,,,,,,,1000,5994.9303,31.4695
257500,,,50,32,2,174.981,-615.1401,10.2973,0.606,-5.6927,7.9207,220.1925,11.5767,,,
258000,,,50,32,2,178.6293,-624.0262,12.4923,0.5087,-5.0094,10.3845,319.9033,10.2864,,,
258000,,,,,,,,,,,,,,1000,6037.2593,31.0678
258500,,,50,32,2,181.6875,-623.0921,27.4255,1.8332,-15.22,7.7378,296.3664,9.3652,,,
259000,,,50,31,2,172.6434,-617.7898,10.2092,0.6276,-8.8687,10.1215,187.0273,12.8592,,,
259000,,,,,,,,,,,,,,1000,5792.004,31.4512
259500,,,50,33,2,162.8956,-619.1646,22.2616,3.4009,-15.4578,7.8102,246.1192,6.9373,,,
260000,,,50,31,2,173.1298,-627.9985,10.705,0.442,-5.666,7.7696,220.2024,13.4892,,,
260000,5031.76,1000.0,,,,,,,,,,,,,,
260000,,,,,,,,,,,,,,1000,5842.9764,28.1289
260500,,,50,32,2,169.2254,-633.5845,13.3821,0.4419,-4.7781,7.637,387.9597,22.6906,,,
261000,,,50,32,2,164.8261,-626.4586,12.6898,2.5771,-15.0557,7.2306,363.9012,7.2553,,,
261000,,,,,,,,,,,,,,1000,5931.4574,31.5965
261500,,,50,31,2,173.0482,-632.9978,26.4394,0.4249,-6.0474,9.4039,281.4504,18.804,,,
262000,,,50,32,2,172.8912,-629.3073,8.4866,0.4361,-5.7213,6.9468,243.975,8.2431,,,
262000,,,,,,,,,,,,,,1000,5856.7896,31.6532
262500,,,50,30,2,185.1514,-630.5677,10.0299,0.4471,-3.9626,8.7688,248.7929,6.6458,,,
263000,,,50,32,2,178.3989,-621.9963,15.3671,0.6552,-8.9889,6.3766,182.7076,7.4359,,,
263000,,,,,,,,,,,,,,1000,389.8059,31.7517
263500,,,50,33,2,174.5381,-620.0332,17.3673,0.5171,-6.4043,8.4029,167.3579,14.6965,,,
264000,,,50,33,2,169.9959,-621.6224,10.7648,0.5073,-5.3424,8.5049,338.1646,14.3751,,,
264000,,,,,,,,,,,,,,1000,6004.6847,31.9064
264500,,,50,32,2,178.4944,-622.4811,18.7482,0.4486,-5.3308,8.0221,209.4673,11.5764,,,
265000,,,50,32,2,174.7837,-624.4175,8.9795,0.4753,-6.5312,9.7203,371.0015,7.5221,,,
265000,6184.0971,1000.0,,,,,,,,,,,,,,
265000,,,,,,,,,,,,,,1000,6019.7785,28.5897
265500,,,50,30,2,166.9947,-626.9238,10.955,0.5018,-6.764,10.1822,422.6581,10.3183,,,
266000,,,50,30,2,181.6214,-625.1035,9.4662,0.5953,-5.6381,6.9453,351.9576,16.3895,,,
266000,,,,,,,,,,,,,,1000,6083.8951,32.2921
266500,,,50,29,2,175.9995,-622.0853,10.2685,0.7156,-4.1755,7.5083,157.0817,7.9165,,,
267000,,,50,29,2,180.0765,-619.0461,12.0941,0.6535,-4.7629,9.6693,273.9477,5.3472,,,
267000,,,,,,,,,,,,,,1000,5832.3131,31.5936
267500,,,50,28,2,195.801,-623.0448,13.7572,0.5481,-6.3688,10.9161,171.3644,10.3983,,,
268000,,,50,29,2,185.7077,-626.291,10.2142,0.5534,-8.3981,8.2733,345.471,11.4623,,,
268000,,,,,,,,,,,,,,1000,5983.9826,31.6577
268500,,,50,28,2,206.0168,-625.5267,7.3376,0.4578,-5.7753,5.0422,124.7861,13.6507,,,
269000,,,50,26,2,201.7791,-627.1073,14.2545,0.7323,-6.8165,6.5137,373.1481,11.2783,,,
269000,,,,,,,,,,,,,,1000,6015.1532,31.4615
269500,,,50,25,2,213.3588,-625.3381,10.168,0.5694,-8.6364,9.2437,323.8131,15.7417,,,
270000,,,50,25,2,206.8719,-595.4127,60.7716,29.2502,-39.3928,9.3201,421.913,10.707,,,
270000,6383.2542,1000.0,,,,,,,,,,,,,,
270000,,,,,,,,,,,,,,1000,6244.3619,28.4081
270500,,,50,24,2,213.0966,-632.2495,8.0244,0.442,-6.2057,9.8706,617.167,14.0282,,,
271000,,,50,25,2,211.5267,-627.8448,11.8071,0.4942,-5.472,6.8074,153.9445,8.7735,,,
271000,,,,,,,,,,,,,,1000,4865.7341,31.7923
271500,,,50,23,2,222.2062,-627.8768,15.4467,4.9597,-20.3143,9.1652,403.9271,11.7852,,,
272000,,,50,25,2,208.8945,-628.1575,8.8662,0.4957,-4.4884,9.1675,623.8704,11.2632,,,
272000,,,,,,,,,,,,,,1000,5806.8786,31.6129
272500,,,50,24,2,229.0355,-626.4297,12.9085,1.5071,-7.444,9.8223,587.5049,14.7179,,,
273000,,,50,25,2,231.8744,-615.7522,8.5423,4.9182,-22.1357,6.6943,661.8568,7.3583,,,
273000,,,,,,,,,,,,,,1000,6021.9683,31.1422
273500,,,50,22,2,241.5259,-629.5254,8.7211,3.6235,-16.6091,10.9809,467.8951,10.2468,,,
274000,,,50,23,2,239.2365,-632.2719,10.7664,0.5063,-5.223,8.4305,396.2824,10.5241,,,
274000,,,,,,,,,,,,,,1000,5989.7089,31.9778
274500,,,50,23,2,236.3401,-629.8233,12.5501,0.6843,-5.9302,10.5578,658.6943,13.6437,,,
275000,,,50,22,2,237.5131,-626.1443,21.1165,0.67,-6.7998,10.2382,271.8727,17.84,,,
275000,6494.946,1000.0,,,,,,,,,,,,,,
275000,,,,,,,,,,,,,,1000,5970.3808,28.4405
275500,,,50,21,2,256.8178,-640.3915,10.4544,0.4913,-5.9403,7.3937,351.15,10.1382,,,
276000,,,50,23,2,234.8081,-623.1674,7.7682,0.7694,-5.6362,7.5546,410.6199,7.9581,,,
276000,,,,,,,,,,,,,,1000,5574.7946,31.8702
276500,,,50,22,2,239.7165,-628.2006,30.0981,0.5961,-6.4655,10.9747,517.787,11.2979,,,
277000,,,50,21,2,257.8782,-630.7299,8.1746,0.5599,-4.316,9.0373,251.3924,6.0603,,,
277000,,,,,,,,,,,,,,1000,5664.3623,32.3275
277500,,,50,21,2,257.8795,-627.7982,8.6391,1.9902,-12.3529,7.6379,322.1027,14.7843,,,
278000,,,50,21,2,240.1033,-628.3701,18.3331,1.5368,-15.0635,25.6662,658.3527,7.2697,,,
278000,,,,,,,,,,,,,,1000,5913.3162,31.9228
278500,,,50,20,2,255.8714,-633.1287,11.8478,0.5626,-8.6934,8.6437,576.9354,7.974,,,
279000,,,50,22,2,235.2069,-630.1098,9.7616,2.7795,-13.7847,8.4432,367.993,14.1531,,,
279000,,,,,,,,,,,,,,1000,6001.1849,31.7397
279500,,,50,21,2,237.7263,-637.0712,13.691,0.513,-5.8328,7.4799,276.4965,8.4295,,,
280000,,,50,21,2,253.7303,-632.8237,14.6418,4.6089,-16.5547,9.5344,374.0044,23.9279,,,
280000,6262.6591,1000.0,,,,,,,,,,,,,,
280000,,,,,,,,,,,,,,1000,5959.9184,28.6268
280500,,,50,20,2,252.4815,-637.0668,7.1859,0.5265,-6.6289,8.9546,501.0517,15.0194,,,
281000,,,50,20,2,251.3523,-638.1107,8.6121,0.4627,-5.3938,7.3968,387.0083,8.9909,,,
281000,,,,,,,,,,,,,,1000,5895.8645,32.3668
281500,,,50,22,2,241.1545,-635.1937,9.6339,0.619,-9.2031,7.0381,147.6859,12.3419,,,
282000,,,50,23,2,221.4174,-628.4608,13.1325,3.6962,-19.7419,5.8564,350.9822,15.2537,,,
282000,,,,,,,,,,,,,,1000,5691.912,32.3385
