env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
454500,,,50,22,2,229.5744,-635.6387,22.0682,11.6046,608.3646,11.0285,,,
455000,,,50,23,2,242.1622,-636.1674,10.358,11.6176,945.2885,13.5373,,,
455000,5425.9517,1000.0,,,,,,,,,,,,
455000,,,,,,,,,,,,1000,5698.2043,16.2983
455500,,,50,26,2,219.8819,-644.7313,19.2539,11.0719,516.8318,25.5876,,,
456000,,,50,27,2,213.0552,-640.1252,6.3898,10.6015,196.4267,20.8986,,,
456000,,,,,,,,,,,,1000,6001.5241,21.0712
456500,,,50,27,2,212.7354,-634.1461,16.0632,9.051,154.5085,9.5372,,,
457000,,,50,29,2,211.2729,-641.3986,6.7869,10.8585,476.1742,9.8334,,,
457000,,,,,,,,,,,,1000,6132.9494,20.5504
457500,,,50,23,2,238.2433,-626.8191,15.5501,10.6325,319.4636,11.3708,,,
458000,,,50,26,2,216.1038,-632.0873,14.2519,11.5978,507.796,12.7734,,,
458000,,,,,,,,,,,,1000,5713.3483,21.0624
458500,,,50,26,2,218.5539,-633.4276,9.1,10.1654,653.4237,13.0373,,,
459000,,,50,25,2,223.0422,-627.8002,13.9446,12.0901,600.1082,9.3716,,,
459000,,,,,,,,,,,,1000,6175.2471,21.5773
459500,,,50,25,2,225.1668,-633.2385,9.2549,8.7865,229.3473,11.308,,,
460000,,,50,27,2,195.2242,-639.1992,17.8485,7.8042,369.4747,10.0574,,,
460000,6947.427,1000.0,,,,,,,,,,,,
460000,,,,,,,,,,,,1000,6263.9744,16.2796
460500,,,50,27,2,199.6923,-639.4979,12.7506,8.9666,482.6637,14.2813,,,
461000,,,50,32,3,171.7377,-645.4753,12.3754,9.6095,177.8959,10.806,,,
461000,,,,,,,,,,,,1000,6265.869,21.967
461500,,,50,29,2,187.1762,-645.9874,5.2784,10.1162,274.6921,18.1414,,,
462000,,,50,29,2,197.3673,-646.196,8.628,9.1961,849.1929,9.5275,,,
462000,,,,,,,,,,,,1000,5861.6526,21.8374
462500,,,50,29,2,192.3949,-639.3947,12.4503,9.3482,296.1378,11.8731,,,
463000,,,50,27,2,204.9553,-637.4293,6.8816,9.9459,338.0286,11.9692,,,
463000,,,,,,,,,,,,1000,6221.8465,23.3392
463500,,,50,29,2,202.861,-631.742,6.4569,8.1433,182.722,7.8047,,,
464000,,,50,29,2,201.6975,-638.6198,9.7846,11.7528,922.0759,14.9781,,,
464000,,,,,,,,,,,,1000,512.8889,21.884
464500,,,50,31,2,184.6683,-650.7653,10.9318,12.5105,786.9704,10.9206,,,
465000,,,50,30,2,189.9066,-644.7882,9.861,8.8474,536.5765,17.1625,,,
465000,6937.4848,1000.0,,,,,,,,,,,,
465000,,,,,,,,,,,,1000,6309.4405,15.6316
465500,,,50,30,2,185.5942,-652.5124,7.4576,11.6308,417.8948,9.6073,,,
466000,,,50,30,2,196.9028,-639.728,13.4527,15.2328,796.267,8.5518,,,
466000,,,,,,,,,,,,1000,5808.7107,22.7335
466500,,,50,32,2,191.3985,-646.2685,7.1405,10.1409,187.3624,13.2921,,,
467000,,,50,28,3,215.6306,-637.41,8.435,10.0861,625.0416,7.3332,,,
467000,,,,,,,,,,,,1000,5858.2562,21.3511
467500,,,50,30,2,188.4704,-647.0889,8.5901,10.3921,487.1179,21.233,,,
468000,,,50,29,2,200.6751,-643.8777,8.7153,10.4839,756.4948,9.6928,,,
468000,,,,,,,,,,,,1000,5960.713,21.3658
468500,,,50,31,2,194.6839,-646.5957,7.915,10.9906,331.1255,19.4301,,,
469000,,,50,31,2,185.6221,-649.0799,6.8317,8.3907,559.1817,8.3106,,,
469000,,,,,,,,,,,,1000,5946.693,21.3598
469500,,,50,29,2,200.079,-648.9723,6.7613,8.4475,197.6858,9.2968,,,
470000,,,50,33,2,178.1947,-654.1273,6.4456,14.3523,739.6402,13.1237,,,
470000,6914.9672,1000.0,,,,,,,,,,,,
470000,,,,,,,,,,,,1000,6492.6464,16.0756
470500,,,50,29,2,200.2433,-652.8415,6.2276,6.8599,199.9077,11.8626,,,
471000,,,50,32,3,173.6489,-646.5404,12.3451,9.6559,647.4859,7.5198,,,
471000,,,,,,,,,,,,1000,6289.5187,22.8623
471500,,,50,33,2,168.7799,-654.1689,10.1002,10.3378,474.2181,9.2889,,,
472000,,,50,31,2,183.2534,-656.0148,13.1454,9.4466,324.8856,8.0804,,,
472000,,,,,,,,,,,,1000,5655.7174,24.4744
472500,,,50,30,2,190.5854,-657.3707,9.7478,19.2515,876.1223,8.6679,,,
473000,,,50,31,2,181.3772,-654.6193,8.3571,13.1521,684.9963,11.7606,,,
473000,,,,,,,,,,,,1000,5964.5112,25.2048
473500,,,50,30,2,197.9805,-645.3486,26.1014,9.235,613.6525,13.3976,,,
474000,,,50,31,3,186.5938,-646.7232,12.0811,9.7332,288.7798,7.4989,,,
474000,,,,,,,,,,,,1000,6287.1399,23.8744
474500,,,50,32,2,184.5827,-654.1735,7.3955,11.8628,463.7851,12.7269,,,
475000,,,50,30,2,195.0563,-640.4184,10.0164,11.0668,231.7532,7.7835,,,
475000,6140.7553,1000.0,,,,,,,,,,,,
475000,,,,,,,,,,,,1000,6255.2344,16.4763
475500,,,50,31,3,191.1949,-645.5186,18.1413,9.9523,240.2404,10.731,,,
476000,,,50,31,2,181.333,-659.5029,15.2703,9.4167,292.6226,8.6764,,,
476000,,,,,,,,,,,,1000,6510.4202,24.0917
476500,,,50,29,2,185.0515,-649.6581,6.1489,12.5546,231.5296,16.509,,,
477000,,,50,30,2,195.7396,-652.8869,7.9134,9.6561,130.7368,15.6319,,,
477000,,,,,,,,,,,,1000,6105.9896,23.2889
477500,,,50,30,2,200.6915,-653.4561,8.76,9.7054,184.6302,9.6616,,,
478000,,,50,29,2,187.4047,-652.0269,5.3344,10.5536,233.5538,19.3321,,,
478000,,,,,,,,,,,,1000,6183.9305,23.7556
478500,,,50,27,2,208.7882,-659.1583,9.22,10.133,265.0873,9.4797,,,
479000,,,50,28,2,198.0948,-652.7482,9.7059,9.2527,255.5653,9.6106,,,
479000,,,,,,,,,,,,1000,6073.4291,23.3309
479500,,,50,30,2,192.4252,-649.6122,6.16,13.716,694.1863,13.1642,,,
480000,,,50,32,2,179.7943,-648.3185,4.3929,9.6706,221.1602,14.348,,,
480000,7157.948,1000.0,,,,,,,,,,,,
480000,,,,,,,,,,,,1000,5564.5204,16.7734
480500,,,50,31,3,180.7781,-645.6821,8.917,13.8038,198.4539,16.3766,,,
481000,,,50,29,2,202.7013,-652.7214,17.1413,9.7846,736.6129,10.2704,,,
481000,,,,,,,,,,,,1000,6067.9208,24.6691
481500,,,50,30,2,199.568,-651.5981,6.4968,10.5363,585.1894,7.4523,,,
482000,,,50,26,2,213.6579,-654.2596,19.8646,10.0258,353.4098,13.3733,,,
482000,,,,,,,,,,,,1000,5873.5687,24.2396
482500,,,50,26,2,207.9018,-651.7975,6.7749,8.5587,279.8313,12.2523,,,
483000,,,50,26,2,212.2303,-650.7121,7.3936,14.3095,318.5413,11.5896,,,
483000,,,,,,,,,,,,1000,6187.2401,24.3013
483500,,,50,27,2,214.9612,-645.8301,15.9958,9.8509,372.2932,10.0801,,,
484000,,,50,27,2,208.9094,-648.7358,6.6074,13.2995,575.3174,9.825,,,
484000,,,,,,,,,,,,1000,1602.8487,23.0685
484500,,,50,27,2,218.9532,-647.3322,20.0012,15.2102,548.9404,18.6155,,,
485000,,,50,25,2,217.0889,-649.0016,7.1151,10.6509,288.3464,10.5507,,,
485000,6662.5468,1000.0,,,,,,,,,,,,
485000,,,,,,,,,,,,1000,6328.589,17.1912
485500,,,50,25,2,212.8554,-655.4957,20.9273,8.7113,360.1313,9.1026,,,
486000,,,50,26,2,218.0747,-648.1679,7.0836,9.3333,337.2747,12.8436,,,
486000,,,,,,,,,,,,1000,6259.5953,25.4986
486500,,,50,26,2,222.4204,-645.7504,9.679,10.4805,489.3121,7.305,,,
487000,,,50,25,2,221.4723,-641.9291,12.2546,11.3831,364.5198,11.9758,,,
487000,,,,,,,,,,,,1000,6506.4029,23.5523
487500,,,50,25,2,234.1627,-645.975,12.059,9.6354,703.9567,11.2774,,,
488000,,,50,26,2,229.6398,-650.5343,6.3527,10.1026,591.379,21.7694,,,
488000,,,,,,,,,,,,1000,6312.3003,25.2742
488500,,,50,22,2,257.8738,-649.1668,19.5468,8.0348,558.8582,9.3443,,,
489000,,,50,25,2,224.9993,-652.7295,7.6639,11.0246,187.1689,10.1096,,,
489000,,,,,,,,,,,,1000,6344.9808,23.7834
489500,,,50,26,2,227.6934,-655.1636,9.0717,23.6084,883.0497,13.7889,,,
490000,,,50,27,2,213.3049,-642.2233,17.0412,9.9001,532.9117,15.7205,,,
490000,7050.8412,1000.0,,,,,,,,,,,,
490000,,,,,,,,,,,,1000,5774.2503,17.3423
490500,,,50,25,2,231.5604,-640.5803,13.0424,11.1752,748.3345,10.8884,,,
491000,,,50,26,2,216.3784,-656.3713,31.8902,21.9775,799.5164,25.004,,,
491000,,,,,,,,,,,,1000,5831.9048,24.716
491500,,,50,25,2,235.725,-642.6074,7.6965,10.6868,896.1302,20.5923,,,
492000,,,50,25,2,226.2037,-649.8477,6.7928,8.8822,215.7534,14.4606,,,
492000,,,,,,,,,,,,1000,6108.1761,24.7337
492500,,,50,25,2,231.5025,-640.5283,8.9309,10.208,850.1666,14.3303,,,
493000,,,50,26,2,208.528,-644.8353,10.2675,11.9662,686.0218,10.272,,,
493000,,,,,,,,,,,,1000,6417.4653,25.9968
493500,,,50,26,2,231.6502,-649.26,11.3616,10.2694,296.1182,12.7886,,,
494000,,,50,26,2,227.3395,-660.126,13.7773,11.3618,250.0053,18.5107,,,
494000,,,,,,,,,,,,1000,6208.7939,21.9956
494500,,,50,27,2,209.022,-651.6042,19.4547,11.6447,176.4943,8.9013,,,
495000,,,50,26,2,215.3222,-649.317,8.3305,8.7587,329.7662,12.3269,,,
495000,6853.4759,1000.0,,,,,,,,,,,,
495000,,,,,,,,,,,,1000,6339.9437,17.056
