env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
226500,,,50,25,2,199.7323,-574.1994,4.8275,6.7765,155.1911,8.3716,,,
227000,,,50,26,3,193.1947,-586.9421,8.3035,7.8619,258.1681,13.6949,,,
227000,,,,,,,,,,,,1000,5810.8035,22.409
227500,,,50,26,2,198.7385,-582.3318,10.2722,7.0373,311.0083,9.3665,,,
228000,,,50,26,2,200.3774,-588.4576,7.2309,7.6809,347.4037,14.7767,,,
228000,,,,,,,,,,,,1000,5884.6716,22.8243
228500,,,50,27,2,196.5648,-581.5344,11.7771,6.8406,351.5837,9.5826,,,
229000,,,50,28,3,181.8998,-585.9767,13.7349,6.1033,133.0584,18.4662,,,
229000,,,,,,,,,,,,1000,5754.0091,22.6407
229500,,,50,25,2,200.2484,-590.6296,7.4707,8.5506,635.7347,9.2888,,,
230000,,,50,27,3,193.696,-576.576,9.5899,6.5667,193.6519,12.6924,,,
230000,6314.2015,1000.0,,,,,,,,,,,,
230000,,,,,,,,,,,,1000,5601.7212,16.7723
230500,,,50,28,3,184.8589,-586.7436,7.5409,7.5127,463.4251,6.9166,,,
231000,,,50,30,3,179.0833,-580.1857,27.4506,9.4803,288.2235,12.9189,,,
231000,,,,,,,,,,,,1000,5832.22,22.5315
231500,,,50,28,3,183.4307,-582.6356,12.8022,8.5216,944.4282,6.3104,,,
232000,,,50,26,3,190.2156,-582.7635,8.0086,7.5811,669.3442,8.0468,,,
232000,,,,,,,,,,,,1000,5448.2542,22.7263
232500,,,50,29,3,197.7109,-587.7218,8.6182,12.0453,648.5625,5.6907,,,
233000,,,50,25,2,211.4887,-584.0251,10.2728,5.9666,142.9502,8.7759,,,
233000,,,,,,,,,,,,1000,5517.3411,22.6368
233500,,,50,25,2,201.5981,-586.4119,11.2812,9.9989,582.6465,5.464,,,
234000,,,50,27,3,188.9612,-587.5148,11.6163,7.0917,385.5695,10.3626,,,
234000,,,,,,,,,,,,1000,5465.2157,23.2354
234500,,,50,24,2,215.2188,-585.1288,10.6132,8.3371,400.6235,10.8567,,,
235000,,,50,25,2,206.3066,-587.8145,10.0202,6.7744,630.0504,6.7445,,,
235000,6284.6458,1000.0,,,,,,,,,,,,
235000,,,,,,,,,,,,1000,5678.8456,16.6525
235500,,,50,23,2,219.1709,-589.7978,5.9737,6.4405,228.9041,14.6033,,,
236000,,,50,26,2,197.0282,-591.0692,12.4934,7.9955,283.8542,10.7028,,,
236000,,,,,,,,,,,,1000,5807.7908,23.2268
236500,,,50,21,2,234.7477,-586.7252,19.3179,9.8097,568.2628,14.6271,,,
237000,,,50,23,2,213.5434,-590.3124,7.4655,9.3247,733.9857,9.4845,,,
237000,,,,,,,,,,,,1000,5951.69,23.5658
237500,,,50,24,2,221.3585,-593.6892,6.8477,8.6494,415.717,10.5915,,,
238000,,,50,24,2,221.2343,-578.4816,8.3795,6.3393,821.3137,4.7888,,,
238000,,,,,,,,,,,,1000,5837.6087,23.2697
238500,,,50,25,2,211.3321,-595.9052,4.9362,6.1171,539.4943,6.4972,,,
239000,,,50,28,3,199.1194,-583.8928,7.086,7.5464,435.0018,20.4276,,,
239000,,,,,,,,,,,,1000,5674.0008,23.4473
239500,,,50,28,2,185.9091,-587.353,9.706,6.4361,334.4144,9.3316,,,
240000,,,50,29,3,186.3128,-597.6495,13.7393,8.8063,714.0782,7.1483,,,
240000,6401.3406,1000.0,,,,,,,,,,,,
240000,,,,,,,,,,,,1000,5659.2894,16.8403
240500,,,50,28,3,200.7227,-593.1757,8.976,9.216,709.6198,13.335,,,
241000,,,50,25,2,203.5681,-586.8078,8.6179,7.1025,612.2744,5.1676,,,
241000,,,,,,,,,,,,1000,5705.5576,22.8028
241500,,,50,28,2,197.3852,-590.0392,7.8165,7.5211,249.7683,6.18,,,
242000,,,50,26,2,205.586,-585.9643,8.5243,7.1427,202.1948,9.5135,,,
242000,,,,,,,,,,,,1000,5649.4165,23.0715
242500,,,50,27,2,199.2822,-592.5224,7.5824,7.3391,296.2194,7.7287,,,
243000,,,50,28,2,191.3772,-591.6941,6.7136,9.2942,373.1656,9.9078,,,
243000,,,,,,,,,,,,1000,5955.1371,23.0699
243500,,,50,26,2,205.6253,-592.2198,11.6683,6.2937,297.4116,7.4719,,,
244000,,,50,25,2,213.3078,-601.9222,4.4405,6.838,202.7487,7.8917,,,
244000,,,,,,,,,,,,1000,5644.0048,23.4144
244500,,,50,28,3,186.3742,-595.0632,10.0074,8.074,184.2711,13.3883,,,
245000,,,50,25,2,207.267,-587.2443,4.3779,8.5773,571.1451,6.2267,,,
245000,6244.9439,1000.0,,,,,,,,,,,,
245000,,,,,,,,,,,,1000,5730.5747,16.9631
245500,,,50,25,2,200.296,-587.6199,9.8918,6.58,204.7099,14.4604,,,
246000,,,50,24,2,203.0036,-591.7784,7.9125,6.476,234.596,6.3637,,,
246000,,,,,,,,,,,,1000,5722.2905,22.8688
246500,,,50,25,3,197.8473,-595.6235,11.013,6.5468,234.0658,7.3271,,,
247000,,,50,24,2,215.9394,-596.2267,8.3398,11.7928,683.7511,4.637,,,
247000,,,,,,,,,,,,1000,6057.076,23.3979
247500,,,50,23,2,236.8143,-588.4075,11.8663,6.988,410.5822,16.414,,,
248000,,,50,25,2,210.7041,-589.9464,10.293,7.539,140.2514,7.8538,,,
248000,,,,,,,,,,,,1000,6004.7345,23.1446
248500,,,50,25,2,200.838,-594.1366,3.7364,8.6238,712.3165,11.1496,,,
249000,,,50,23,2,221.7637,-598.0696,6.384,8.6294,464.9935,11.3547,,,
249000,,,,,,,,,,,,1000,5794.8872,22.5816
249500,,,50,21,2,235.4299,-604.2228,11.808,7.6301,620.1315,5.0505,,,
250000,,,50,22,2,249.5452,-599.4058,16.5611,9.153,1000.1376,9.325,,,
250000,5754.8415,1000.0,,,,,,,,,,,,
250000,,,,,,,,,,,,1000,5939.8613,16.8097
250500,,,50,22,2,236.3858,-597.6008,8.4116,6.792,214.9612,7.6152,,,
251000,,,50,22,2,232.2714,-595.6108,9.948,6.2509,374.6565,12.0937,,,
251000,,,,,,,,,,,,1000,5393.2412,23.1829
251500,,,50,23,2,232.5409,-600.0601,8.0247,7.6636,222.6462,13.2399,,,
252000,,,50,25,2,217.3319,-603.7368,11.4223,8.8931,570.0425,21.2063,,,
252000,,,,,,,,,,,,1000,5712.4407,23.8144
252500,,,50,24,2,224.7635,-590.4695,6.9308,5.8258,359.7074,9.4699,,,
253000,,,50,26,2,196.3988,-592.9954,7.7305,8.191,135.9718,6.6262,,,
253000,,,,,,,,,,,,1000,6067.9326,22.3655
253500,,,50,22,2,218.3739,-597.0373,6.8935,8.6405,481.9944,11.0531,,,
254000,,,50,26,2,216.3539,-602.4483,5.7669,7.9567,214.109,14.2905,,,
254000,,,,,,,,,,,,1000,5765.306,23.0501
254500,,,50,24,2,210.8295,-598.8961,15.9147,6.2402,287.2144,6.5841,,,
255000,,,50,27,2,185.8934,-604.5956,5.7069,8.4796,476.8722,8.7653,,,
255000,6443.3949,1000.0,,,,,,,,,,,,
255000,,,,,,,,,,,,1000,6137.8625,16.8197
255500,,,50,26,2,197.8642,-587.9614,8.3305,7.9582,335.0212,7.4343,,,
256000,,,50,27,2,206.3264,-601.8836,15.2167,7.2325,267.107,8.3502,,,
256000,,,,,,,,,,,,1000,5742.8136,23.8096
256500,,,50,24,2,216.7411,-602.9268,6.0518,8.7559,781.3027,9.2061,,,
257000,,,50,21,2,237.7954,-597.3956,8.4824,9.9234,316.1016,6.5856,,,
257000,,,,,,,,,,,,1000,5947.2766,23.7035
257500,,,50,20,2,239.7442,-607.3495,6.7251,6.5535,345.5994,11.0324,,,
258000,,,50,20,2,246.7116,-595.2062,15.1838,8.6352,432.058,8.8835,,,
258000,,,,,,,,,,,,1000,5828.4478,22.6806
258500,,,50,21,2,230.6693,-600.202,16.7114,8.3558,699.9059,12.7893,,,
259000,,,50,24,2,207.1018,-591.7896,7.2349,7.3569,299.9899,7.1095,,,
259000,,,,,,,,,,,,1000,168.8723,22.3661
259500,,,50,24,2,217.0189,-592.4452,8.4927,7.3858,259.513,10.1219,,,
260000,,,50,23,2,237.2396,-597.5478,7.5394,8.8826,682.5119,5.3423,,,
260000,6229.0788,1000.0,,,,,,,,,,,,
260000,,,,,,,,,,,,1000,5819.2188,17.033
260500,,,50,20,2,254.2214,-593.7382,10.8736,8.6479,250.7019,10.0322,,,
261000,,,50,24,2,226.0862,-596.0485,9.6299,10.2627,328.4388,8.6684,,,
261000,,,,,,,,,,,,1000,6085.6826,22.8765
261500,,,50,21,2,229.346,-599.8259,9.384,22.1269,781.6906,6.6944,,,
262000,,,50,22,2,221.7917,-596.395,10.246,11.9434,981.9692,11.9995,,,
262000,,,,,,,,,,,,1000,5895.3638,23.3581
262500,,,50,24,2,217.1011,-599.3201,6.7285,7.9176,203.5265,9.2999,,,
263000,,,50,26,2,205.3666,-589.6832,11.0331,8.1234,594.3965,8.6129,,,
263000,,,,,,,,,,,,1000,5852.5098,22.5506
263500,,,50,26,2,198.044,-597.9146,8.786,9.8277,239.4331,5.5394,,,
264000,,,50,28,2,192.3646,-597.0316,10.5159,6.6105,347.8317,5.9378,,,
264000,,,,,,,,,,,,1000,5988.6995,22.3492
264500,,,50,25,2,204.7265,-595.2407,6.454,11.49,385.4712,7.0641,,,
265000,,,50,26,2,212.9253,-602.0192,7.2369,8.3052,437.5786,8.5332,,,
265000,6278.5592,1000.0,,,,,,,,,,,,
265000,,,,,,,,,,,,1000,5913.04,14.6323
265500,,,50,24,2,217.1229,-595.1981,9.251,6.2485,250.3754,9.1316,,,
266000,,,50,24,2,207.4181,-598.8605,5.8085,7.7199,663.5001,10.2623,,,
266000,,,,,,,,,,,,1000,5775.8801,22.1866
266500,,,50,23,2,222.0977,-598.7098,11.0327,8.9231,271.9011,7.6082,,,
267000,,,50,23,2,218.494,-602.957,4.9089,7.8516,244.5584,14.5236,,,
267000,,,,,,,,,,,,1000,6002.4514,22.7101
267500,,,50,25,2,219.6996,-596.2834,6.6035,9.457,430.4481,7.8114,,,
268000,,,50,23,2,232.7341,-591.96,7.9399,8.432,310.6665,6.7021,,,
268000,,,,,,,,,,,,1000,5994.1277,22.6911
268500,,,50,20,2,243.1449,-603.6021,6.0778,7.3867,634.4109,10.2388,,,
269000,,,50,20,2,241.9494,-596.8906,8.155,8.7125,428.9018,8.3493,,,
269000,,,,,,,,,,,,1000,5816.4363,22.3223
269500,,,50,19,2,262.0027,-595.0415,12.8614,9.4814,893.4582,35.1195,,,
270000,,,50,20,2,253.2607,-603.9588,5.2403,9.0594,285.0408,6.1132,,,
270000,2618.2849,1000.0,,,,,,,,,,,,
270000,,,,,,,,,,,,1000,5569.4685,16.3886
270500,,,50,20,2,247.2284,-589.9603,6.6377,9.7941,508.593,7.3359,,,
271000,,,50,23,2,225.1234,-605.6287,6.2688,7.6302,467.1941,11.4986,,,
271000,,,,,,,,,,,,1000,5793.3317,22.8723
271500,,,50,22,2,236.4938,-601.1161,6.6944,8.5655,274.316,7.7807,,,
272000,,,50,22,2,230.4005,-597.4869,12.15,12.4393,460.3356,6.9421,,,
272000,,,,,,,,,,,,1000,4873.0763,22.6429
272500,,,50,23,2,234.1805,-604.7125,7.737,8.2073,435.6382,11.2871,,,
273000,,,50,23,2,228.1331,-589.715,4.5651,7.9436,240.0045,8.1624,,,
273000,,,,,,,,,,,,1000,14.0479,22.3453
273500,,,50,21,2,231.0717,-594.8238,10.5146,12.3034,667.0625,6.0457,,,
274000,,,50,20,2,244.2138,-599.1382,24.6914,8.5797,165.0784,6.1438,,,
274000,,,,,,,,,,,,1000,5864.5197,22.3051
274500,,,50,18,2,258.4789,-589.2991,16.7569,12.7903,773.9195,13.5674,,,
275000,,,50,19,2,247.6604,-604.8434,5.4142,7.5026,592.1484,10.6946,,,
275000,6381.0301,1000.0,,,,,,,,,,,,
275000,,,,,,,,,,,,1000,5676.5179,16.8149
275500,,,50,22,2,231.7209,-591.4423,14.1352,13.7019,514.1457,5.9674,,,
276000,,,50,22,2,228.1462,-597.2048,5.628,6.8218,372.6844,8.4849,,,
276000,,,,,,,,,,,,1000,6040.8629,23.1391
276500,,,50,19,2,269.3382,-592.359,6.9691,9.8856,813.9212,7.4852,,,
277000,,,50,22,2,233.534,-583.6351,10.5866,14.4645,626.2379,11.4419,,,
277000,,,,,,,,,,,,1000,5829.9752,22.8065
277500,,,50,21,2,233.8932,-597.1937,6.7971,9.4562,959.1362,9.8726,,,
278000,,,50,24,2,214.4228,-600.6888,5.0237,8.777,385.6147,12.8208,,,
278000,,,,,,,,,,,,1000,77.1597,22.9621
278500,,,50,23,2,215.9118,-589.3735,7.7894,10.1722,421.6381,7.4985,,,
279000,,,50,23,2,226.7998,-582.496,10.0696,10.5776,497.4561,5.9716,,,
279000,,,,,,,,,,,,1000,5774.1808,22.1551
279500,,,50,21,2,258.222,-585.6509,6.0584,10.0491,515.4149,6.9514,,,
280000,,,50,21,2,239.3759,-587.8331,13.8119,9.6887,945.7703,6.7512,,,
280000,6348.3901,1000.0,,,,,,,,,,,,
280000,,,,,,,,,,,,1000,4483.6758,16.5012
280500,,,50,23,2,250.2303,-595.0397,12.1524,6.8712,246.562,5.1741,,,
281000,,,50,23,2,224.8448,-588.9581,14.211,8.4774,429.7984,14.426,,,
281000,,,,,,,,,,,,1000,5785.1427,22.731
281500,,,50,25,2,220.0186,-595.012,7.2782,14.7645,829.454,7.6256,,,
282000,,,50,20,2,249.7149,-582.2813,13.2492,7.7639,222.2309,12.3104,,,
282000,,,,,,,,,,,,1000,5923.9556,23.094
282500,,,50,23,2,223.4037,-595.3761,16.8938,6.3985,433.7129,8.4021,,,
283000,,,50,25,2,210.2665,-600.0369,9.1502,8.4261,269.0551,10.1166,,,
283000,,,,,,,,,,,,1000,5804.22,22.7131
283500,,,50,24,2,218.9792,-598.1957,8.9834,7.5679,279.9182,7.5841,,,
284000,,,50,24,2,218.7014,-595.8486,10.4168,8.3773,270.2892,10.6573,,,
284000,,,,,,,,,,,,1000,6006.0286,22.4191
284500,,,50,21,2,236.7955,-590.5045,9.2597,6.9004,468.2065,17.5775,,,
285000,,,50,26,2,226.6563,-595.546,11.3345,8.3526,336.1857,4.7676,,,
285000,6385.4999,1000.0,,,,,,,,,,,,
285000,,,,,,,,,,,,1000,5734.1298,16.4102
285500,,,50,22,2,250.102,-600.8986,19.2132,8.495,386.534,10.0786,,,
286000,,,50,21,2,228.8405,-605.5372,9.3977,8.2904,423.6762,11.7048,,,
286000,,,,,,,,,,,,1000,5536.6673,23.7246
286500,,,50,24,2,232.8114,-597.2031,8.8031,10.3036,368.8218,13.9734,,,
287000,,,50,25,2,223.9175,-593.9401,8.3904,7.6269,570.7344,10.4492,,,
287000,,,,,,,,,,,,1000,464.9698,23.8429
287500,,,50,22,2,218.5156,-591.2563,6.588,7.1383,496.7794,17.9189,,,
288000,,,50,24,2,217.3618,-591.8077,16.0209,8.9407,437.623,5.615,,,
288000,,,,,,,,,,,,1000,5992.8375,22.8951
288500,,,50,23,2,221.5417,-595.2867,17.1344,8.243,458.8859,6.4553,,,
289000,,,50,25,2,215.3526,-598.0297,12.4863,7.9784,322.1936,12.4866,,,
289000,,,,,,,,,,,,1000,5848.7538,23.0155
289500,,,50,25,2,216.1581,-585.229,6.272,7.1076,150.6181,4.3948,,,
290000,,,50,24,2,227.5939,-586.4966,11.6826,24.3398,587.051,6.8946,,,
290000,6281.3965,1000.0,,,,,,,,,,,,
290000,,,,,,,,,,,,1000,6051.6204,16.7055
290500,,,50,25,2,198.6666,-603.7814,9.4276,10.1626,598.867,18.0665,,,
291000,,,50,23,2,260.1486,-586.0554,3.9137,7.3663,318.0536,6.6913,,,
291000,,,,,,,,,,,,1000,5822.2865,22.9218
291500,,,50,23,2,228.5413,-595.2136,6.3051,7.232,275.9395,21.1391,,,
292000,,,50,24,2,219.8263,-590.7431,8.8985,9.7006,574.652,7.2075,,,
292000,,,,,,,,,,,,1000,274.1487,22.8178
292500,,,50,25,2,212.6858,-594.7485,7.4565,11.2092,733.8057,8.4551,,,
293000,,,50,25,2,220.3314,-576.6566,8.7653,10.7024,479.9621,10.8664,,,
293000,,,,,,,,,,,,1000,5808.888,23.7182
293500,,,50,21,2,236.9142,-598.6302,5.2868,13.3698,803.7487,9.9535,,,
294000,,,50,20,2,244.3662,-590.9189,7.6527,9.2303,408.6571,7.2254,,,
294000,,,,,,,,,,,,1000,4217.1935,23.2964
294500,,,50,18,2,263.7473,-582.4504,8.6081,12.0229,516.9105,11.2992,,,
295000,,,50,21,2,236.4259,-572.2872,9.602,9.3141,345.1502,10.3161,,,
295000,6117.6659,1000.0,,,,,,,,,,,,
295000,,,,,,,,,,,,1000,5714.4538,16.3713
295500,,,50,20,2,238.9375,-581.2776,7.0214,9.2935,567.6584,6.4414,,,
296000,,,50,22,2,227.7464,-590.0764,6.5817,13.19,986.4586,10.5466,,,
296000,,,,,,,,,,,,1000,5876.8201,21.62
296500,,,50,21,2,242.8534,-584.6862,14.9998,9.806,1133.7611,4.9297,,,
297000,,,50,21,2,240.9702,-586.2062,8.0284,9.6194,613.3096,8.6124,,,
297000,,,,,,,,,,,,1000,241.9358,20.7201
297500,,,50,21,2,230.0526,-583.6199,11.7707,9.5366,522.9289,5.3911,,,
298000,,,50,20,2,245.3208,-584.5497,8.5291,10.0452,818.4628,5.4644,,,
298000,,,,,,,,,,,,1000,311.7131,20.9645
298500,,,50,22,2,242.5746,-576.2807,11.7443,18.0028,935.1869,7.2382,,,
299000,,,50,22,2,222.3332,-585.6142,5.2975,11.5156,714.6941,10.681,,,
299000,,,,,,,,,,,,1000,5702.494,20.5778
299500,,,50,24,2,218.9262,-598.4999,8.7525,28.8856,2386.0725,11.799,,,
300000,,,50,23,2,226.5595,-591.8052,8.113,18.1234,1280.0885,11.1331,,,
300000,4810.7419,1000.0,,,,,,,,,,,,
300000,,,,,,,,,,,,1000,5417.3012,15.0445
300500,,,50,19,2,257.3157,-574.5088,7.9312,9.9942,370.6261,7.8171,,,
301000,,,50,21,2,244.7598,-581.7893,5.8663,11.387,761.6718,11.8864,,,
301000,,,,,,,,,,,,1000,5976.8224,19.8274
301500,,,50,20,2,239.5854,-573.1183,12.5586,9.0394,403.1136,8.2961,,,
302000,,,50,22,2,231.8376,-586.5378,8.9491,7.6033,204.4013,13.6615,,,
302000,,,,,,,,,,,,1000,5919.8079,20.4882
302500,,,50,20,2,247.9692,-576.4569,15.0712,10.88,752.9794,9.3692,,,
303000,,,50,22,2,239.0143,-589.1107,7.9295,13.1002,644.5103,19.3566,,,
303000,,,,,,,,,,,,1000,5851.9229,20.2028
303500,,,50,24,2,237.674,-576.8332,4.24,9.8326,448.8934,7.1535,,,
304000,,,50,21,2,251.9313,-578.0408,10.9189,8.8844,222.7265,7.6696,,,
304000,,,,,,,,,,,,1000,5815.2205,20.438
304500,,,50,22,2,237.0392,-571.4077,11.566,65.9082,1574.5984,14.1685,,,
305000,,,50,24,3,209.9112,-577.8154,7.9489,11.62,451.4123,5.2133,,,
305000,4931.2825,1000.0,,,,,,,,,,,,
305000,,,,,,,,,,,,1000,4836.8507,15.4357
305500,,,50,27,3,209.5138,-580.6124,16.1434,13.6937,326.7822,8.5888,,,
306000,,,50,26,3,206.0929,-576.2808,10.7805,10.2738,422.9491,10.3023,,,
306000,,,,,,,,,,,,1000,5783.0718,21.5325
306500,,,50,23,3,227.6023,-580.6584,9.3529,7.2297,298.2344,7.7068,,,
307000,,,50,26,3,219.2093,-588.8133,5.9537,11.0082,314.728,5.7974,,,
307000,,,,,,,,,,,,1000,5502.1063,21.4701
307500,,,50,23,2,232.5255,-575.9216,10.8853,7.182,373.1597,6.7312,,,
308000,,,50,24,3,220.9707,-585.0281,6.7112,8.3605,248.2687,12.0919,,,
308000,,,,,,,,,,,,1000,5907.144,21.8751
308500,,,50,23,2,223.6662,-584.9576,6.0621,8.1543,444.4167,11.0235,,,
309000,,,50,25,2,230.9273,-594.9802,15.8713,10.1749,681.5262,17.2342,,,
309000,,,,,,,,,,,,1000,5894.8299,21.8729
309500,,,50,21,2,247.5909,-582.3875,15.3463,11.1111,297.9786,10.6852,,,
310000,,,50,23,2,221.1787,-592.3473,11.1539,8.6677,342.7731,11.7649,,,
310000,5608.3219,1000.0,,,,,,,,,,,,
310000,,,,,,,,,,,,1000,6039.9404,15.7511
310500,,,50,23,3,217.9456,-583.8279,10.9788,7.9603,368.8162,5.7227,,,
311000,,,50,23,3,227.0019,-598.8562,9.15,18.7765,2081.4568,9.3452,,,
311000,,,,,,,,,,,,1000,6124.234,21.3322
311500,,,50,23,3,225.4096,-583.2686,7.6168,10.7097,500.4878,13.9293,,,
312000,,,50,24,2,243.3486,-597.4666,7.5604,7.3681,495.2686,13.4793,,,
312000,,,,,,,,,,,,1000,396.5118,22.1988
312500,,,50,22,2,223.4503,-560.8107,17.3797,8.4338,673.5845,17.345,,,
313000,,,50,26,3,218.6143,-586.6306,10.746,10.5516,645.5984,8.5267,,,
313000,,,,,,,,,,,,1000,306.8224,22.0114
313500,,,50,25,3,226.4537,-573.8877,4.8093,7.7843,134.7228,7.4538,,,
314000,,,50,25,2,221.0515,-571.5797,4.9693,11.4146,454.0445,8.4855,,,
314000,,,,,,,,,,,,1000,5734.7841,21.5498
314500,,,50,24,2,208.4803,-594.1757,7.6966,9.9593,477.2625,18.4935,,,
315000,,,50,25,3,220.6762,-570.3286,7.332,12.4247,460.6842,8.2653,,,
315000,5412.6979,1000.0,,,,,,,,,,,,
315000,,,,,,,,,,,,1000,471.5979,16.286
315500,,,50,27,3,205.7911,-572.1898,9.7269,9.8955,256.8207,10.9099,,,
316000,,,50,25,2,213.9146,-578.0104,9.4263,9.8709,419.2049,9.5213,,,
316000,,,,,,,,,,,,1000,5773.1947,21.3732
316500,,,50,26,3,213.5759,-588.3474,5.6071,7.61,562.8275,7.2288,,,
317000,,,50,25,2,212.5417,-582.4663,6.2838,9.2508,233.4881,7.311,,,
317000,,,,,,,,,,,,1000,5904.2819,21.6783
317500,,,50,26,3,202.293,-585.6774,12.3626,8.7994,279.558,12.3848,,,
318000,,,50,26,3,217.0861,-577.5859,10.1666,7.2141,380.3946,9.6836,,,
318000,,,,,,,,,,,,1000,5494.2044,21.835
318500,,,50,23,2,227.6734,-569.8419,11.3227,9.4676,240.0527,6.1837,,,
319000,,,50,24,2,208.1519,-596.2493,8.9487,13.7699,285.6272,18.5451,,,
319000,,,,,,,,,,,,1000,6061.1437,21.4669
319500,,,50,26,3,210.5896,-580.9628,5.4729,8.5404,343.6478,13.5528,,,
320000,,,50,25,3,216.5638,-582.8229,11.3405,10.2672,201.6797,12.0713,,,
320000,6300.0177,1000.0,,,,,,,,,,,,
320000,,,,,,,,,,,,1000,437.815,15.2445
320500,,,50,24,2,226.7493,-562.8645,14.6085,9.9593,723.151,16.411,,,
321000,,,50,24,2,228.0054,-589.5574,21.9534,12.0666,793.7311,6.4892,,,
321000,,,,,,,,,,,,1000,6133.1496,20.9558
321500,,,50,20,2,244.2331,-553.8439,4.8185,7.4097,236.5605,7.676,,,
322000,,,50,23,2,237.9097,-579.7695,5.8384,15.9708,804.7028,5.5802,,,
322000,,,,,,,,,,,,1000,5644.7344,21.2657
322500,,,50,24,2,221.0914,-581.564,9.7727,6.6533,207.4003,13.2395,,,
323000,,,50,25,3,218.0462,-573.96,8.069,9.4879,449.0596,11.0976,,,
323000,,,,,,,,,,,,1000,5761.454,21.3997
323500,,,50,23,2,227.6758,-567.4963,4.7991,10.2063,223.4746,7.7302,,,
324000,,,50,23,2,223.8611,-575.2256,6.5147,40.78,2427.501,9.4522,,,
324000,,,,,,,,,,,,1000,5709.3491,21.0482
324500,,,50,24,2,228.8075,-585.0129,6.164,9.7007,652.1534,7.4533,,,
325000,,,50,24,3,218.2678,-557.9492,11.3348,8.2656,304.2425,9.6914,,,
325000,5060.6141,1000.0,,,,,,,,,,,,
325000,,,,,,,,,,,,1000,5610.0884,15.9195
325500,,,50,23,3,218.6725,-569.7473,10.2945,9.0291,435.6012,10.4104,,,
326000,,,50,24,3,228.6851,-558.364,9.253,23.4982,1141.8101,6.0203,,,
326000,,,,,,,,,,,,1000,5840.4616,21.208
326500,,,50,24,2,232.3549,-567.5681,10.2077,11.4928,588.099,8.3014,,,
327000,,,50,26,3,218.0804,-598.1695,17.0074,9.6288,255.5754,7.4634,,,
327000,,,,,,,,,,,,1000,5729.2153,21.4615
327500,,,50,21,2,229.8107,-555.5093,8.0701,11.9306,476.3168,14.575,,,
328000,,,50,24,3,225.1467,-577.7309,9.7696,9.4441,279.0227,14.0777,,,
328000,,,,,,,,,,,,1000,5874.8725,22.1198
328500,,,50,22,2,230.3962,-568.9418,12.8075,13.7313,711.8704,9.9326,,,
329000,,,50,21,2,257.0489,-559.796,14.4875,9.231,811.174,7.2554,,,
329000,,,,,,,,,,,,1000,5862.9299,20.9076
329500,,,50,24,2,228.4962,-582.9943,7.5882,11.2703,664.2844,6.6466,,,
330000,,,50,20,2,244.7389,-571.8015,8.1379,9.2134,414.7118,12.5694,,,
330000,5816.2713,1000.0,,,,,,,,,,,,
330000,,,,,,,,,,,,1000,5838.3692,15.7019
330500,,,50,21,2,250.7458,-558.4111,6.1411,9.55,261.0112,8.9472,,,
331000,,,50,20,2,253.0218,-586.4707,6.8521,30.4013,2258.7234,10.7648,,,
331000,,,,,,,,,,,,1000,5663.207,21.2049
331500,,,50,21,2,228.5061,-579.9907,5.9009,13.9858,663.1364,10.5284,,,
332000,,,50,19,2,248.3684,-572.688,5.5211,8.7319,265.7362,7.1059,,,
332000,,,,,,,,,,,,1000,5886.3878,21.2067
332500,,,50,20,2,258.5952,-586.3683,5.4099,7.6346,277.962,9.4336,,,
333000,,,50,21,3,245.9027,-575.8226,11.1722,12.9177,753.6913,14.0073,,,
333000,,,,,,,,,,,,1000,5886.9549,21.1645
333500,,,50,19,2,260.8061,-574.7028,10.3555,11.2037,1031.0215,9.7805,,,
334000,,,50,20,2,254.2338,-586.2081,15.9222,8.419,320.5058,12.4509,,,
334000,,,,,,,,,,,,1000,5911.6882,20.898
334500,,,50,22,2,241.8387,-563.5913,16.6419,11.1351,963.3859,9.2223,,,
335000,,,50,21,2,232.8312,-587.7602,7.7919,8.5683,368.1185,9.1185,,,
335000,6409.6306,1000.0,,,,,,,,,,,,
335000,,,,,,,,,,,,1000,458.3325,15.801
335500,,,50,20,2,252.0758,-548.6827,13.3616,12.441,467.4312,4.0734,,,
336000,,,50,21,2,255.9307,-571.105,9.4548,8.4054,476.081,5.9137,,,
336000,,,,,,,,,,,,1000,5861.2098,20.9892
336500,,,50,20,2,264.5873,-555.0532,8.9142,7.3402,225.348,12.7819,,,
337000,,,50,20,2,254.2457,-564.2247,8.8732,8.2171,414.5624,7.4737,,,
337000,,,,,,,,,,,,1000,5861.788,20.983
337500,,,50,20,2,259.3672,-558.593,7.4991,7.6085,620.9718,6.7709,,,
338000,,,50,19,2,260.1069,-560.8796,10.2767,7.105,480.9833,4.5171,,,
338000,,,,,,,,,,,,1000,5844.7277,21.6109
338500,,,50,19,2,269.0077,-562.7466,5.6498,8.4721,456.1799,4.8385,,,
339000,,,50,20,2,254.8626,-574.4953,8.8703,9.4245,297.9809,5.3031,,,
339000,,,,,,,,,,,,1000,5585.0451,21.3358
339500,,,50,19,2,270.3683,-570.5339,6.2497,21.5457,1325.7003,10.7132,,,
340000,,,50,20,2,255.672,-592.584,14.7696,12.3032,520.4368,15.3132,,,
340000,5908.6551,1000.0,,,,,,,,,,,,
340000,,,,,,,,,,,,1000,5916.082,15.8255
