env_steps,return,length,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
231500,,,0.0142,-998.2039,9.276,0.0142,15.3072,2142.8088,14.4884,,,
232000,,,0.0133,-1001.8013,9.4793,0.0133,15.5044,1712.1415,14.263,,,
232000,,,,,,,,,,1000,10179.7806,101.6618
232500,,,0.0124,-1009.2732,7.4056,0.0124,15.262,3026.7461,8.6905,,,
233000,,,0.015,-998.2405,14.2351,0.015,14.0262,1501.3777,12.1194,,,
233000,,,,,,,,,,1000,10295.7604,103.5857
233500,,,0.0134,-1006.4203,9.9415,0.0134,12.0728,1251.1931,11.6395,,,
234000,,,0.0135,-1003.007,10.6504,0.0135,12.5927,1655.1012,13.0595,,,
234000,,,,,,,,,,1000,10466.8319,103.0322
234500,,,0.0128,-1012.5656,6.3124,0.0128,10.8344,1615.8708,9.5907,,,
235000,,,0.014,-1004.8798,8.1469,0.014,12.8418,1268.6445,14.5033,,,
235000,10870.0359,1000.0,,,,,,,,,,
235000,,,,,,,,,,1000,10287.1791,90.3689
235500,,,0.0141,-1001.8721,13.3613,0.0141,12.4862,815.6982,8.9012,,,
236000,,,0.0118,-1002.5527,6.995,0.0118,9.6681,659.8678,17.2419,,,
236000,,,,,,,,,,1000,10216.1977,102.4774
236500,,,0.015,-1005.1977,8.7067,0.015,10.835,714.9971,11.1951,,,
237000,,,0.0127,-998.8273,8.1714,0.0127,13.8597,1404.8071,9.9564,,,
237000,,,,,,,,,,1000,10616.7,101.4624
237500,,,0.0153,-1005.2556,9.2099,0.0153,11.7932,1703.9678,20.7321,,,
238000,,,0.012,-1015.5298,5.9069,0.012,13.6004,872.467,11.662,,,
238000,,,,,,,,,,1000,10404.9742,101.821
238500,,,0.0132,-1005.3116,10.8943,0.0132,12.9587,1635.7048,17.4829,,,
239000,,,0.0131,-1011.1257,12.8842,0.0131,14.6953,2110.7874,9.127,,,
239000,,,,,,,,,,1000,10431.0976,101.6545
239500,,,0.0142,-1015.2334,8.6114,0.0142,15.1288,2322.0945,8.6467,,,
240000,,,0.0137,-1016.9824,6.2101,0.0137,10.3478,1469.9161,7.5764,,,
240000,10823.8984,1000.0,,,,,,,,,,
240000,,,,,,,,,,1000,10308.173,91.8466
240500,,,0.0115,-1011.434,7.51,0.0115,13.4394,2370.2305,6.6351,,,
241000,,,0.0135,-1007.4826,8.493,0.0135,14.4881,2235.4587,13.3634,,,
241000,,,,,,,,,,1000,10491.2102,105.1899
241500,,,0.0125,-1021.6687,8.7595,0.0125,13.6218,1303.019,13.9402,,,
242000,,,0.0125,-1017.3711,8.8042,0.0125,15.6178,1597.0505,7.3443,,,
242000,,,,,,,,,,1000,10236.0321,106.1084
242500,,,0.0134,-1018.8034,7.373,0.0134,14.3303,1837.5591,12.7452,,,
243000,,,0.0132,-1017.2587,9.2215,0.0132,13.7283,1127.2162,10.4653,,,
243000,,,,,,,,,,1000,10419.2578,105.626
243500,,,0.0133,-1024.7697,16.0625,0.0133,16.6841,3005.5339,13.5031,,,
244000,,,0.0135,-1017.5479,6.837,0.0135,14.8329,1698.2142,12.5712,,,
244000,,,,,,,,,,1000,10530.4901,103.5587
244500,,,0.0152,-1011.5611,13.1495,0.0152,12.4209,1338.4296,19.7026,,,
245000,,,0.0121,-1018.6576,11.971,0.0121,13.401,1104.2319,12.1241,,,
245000,9240.6922,1000.0,,,,,,,,,,
245000,,,,,,,,,,1000,10563.7719,89.3415
245500,,,0.0141,-1023.733,9.1958,0.0141,12.5232,1212.6534,14.1096,,,
246000,,,0.0148,-1021.0058,12.4563,0.0148,19.7337,2259.8062,14.7229,,,
246000,,,,,,,,,,1000,10711.7054,102.1725
246500,,,0.0137,-1027.3341,8.7478,0.0137,18.2762,2720.7488,9.902,,,
247000,,,0.016,-1013.9297,13.6289,0.016,11.7869,845.3773,12.2258,,,
247000,,,,,,,,,,1000,10010.2606,103.615
247500,,,0.0144,-1034.407,15.7765,0.0144,11.9043,1219.4786,15.2217,,,
248000,,,0.0134,-1024.6508,11.894,0.0134,12.5979,1456.1997,13.7468,,,
248000,,,,,,,,,,1000,10750.9014,103.2404
248500,,,0.0123,-1027.7017,7.4923,0.0123,14.6927,1071.7402,19.4573,,,
249000,,,0.014,-1030.9512,11.403,0.014,11.8952,2138.5388,12.5588,,,
249000,,,,,,,,,,1000,10416.5777,104.189
249500,,,0.0145,-1032.9932,10.5386,0.0145,15.5636,946.5463,9.488,,,
250000,,,0.015,-1037.3665,10.7845,0.015,15.8295,1030.8016,14.8474,,,
250000,6432.1445,1000.0,,,,,,,,,,
250000,,,,,,,,,,1000,10524.4023,88.9936
250500,,,0.0163,-1034.0098,8.4369,0.0163,10.722,1057.4459,9.155,,,
251000,,,0.0137,-1031.9072,7.3463,0.0137,18.5501,3255.1262,7.0969,,,
251000,,,,,,,,,,1000,10215.0597,103.809
251500,,,0.0117,-1033.8153,11.3028,0.0117,13.0168,1242.585,14.0321,,,
252000,,,0.0129,-1029.0497,11.3525,0.0129,14.3271,2199.0244,22.1494,,,
252000,,,,,,,,,,1000,2372.0758,103.4928
252500,,,0.0147,-1034.9113,10.7887,0.0147,15.2986,1448.9667,7.313,,,
253000,,,0.0145,-1030.9207,11.5152,0.0145,18.0397,2405.9893,18.0361,,,
253000,,,,,,,,,,1000,5103.6708,104.7422
253500,,,0.017,-1032.8926,16.3226,0.017,16.7769,1777.5289,7.5709,,,
254000,,,0.0132,-1027.8722,9.3442,0.0132,11.6687,669.4471,10.6686,,,
254000,,,,,,,,,,1000,10606.0524,101.9978
254500,,,0.0158,-1033.0635,10.1073,0.0158,17.0275,2745.4761,20.0343,,,
255000,,,0.0137,-1043.0211,6.0774,0.0137,14.5037,2402.4983,7.7606,,,
255000,10866.106,1000.0,,,,,,,,,,
255000,,,,,,,,,,1000,10769.4715,88.1511
255500,,,0.0143,-1033.0459,9.8765,0.0143,11.9137,854.3806,13.3378,,,
256000,,,0.0124,-1037.4515,6.6683,0.0124,15.198,1015.6162,7.4775,,,
256000,,,,,,,,,,1000,10618.1894,104.0423
256500,,,0.0131,-1036.3156,7.7512,0.0131,12.3937,1402.5634,12.0258,,,
257000,,,0.0133,-1044.9045,10.4458,0.0133,10.682,863.8264,14.1853,,,
257000,,,,,,,,,,1000,10336.2081,104.1976
257500,,,0.0144,-1048.1063,10.2015,0.0144,14.4653,2379.749,10.4248,,,
258000,,,0.016,-1033.1947,14.9843,0.016,12.9953,1458.2334,11.4492,,,
258000,,,,,,,,,,1000,10503.9816,102.3778
258500,,,0.0138,-1035.676,8.4098,0.0138,12.0201,1077.1903,12.4367,,,
259000,,,0.0129,-1041.5656,6.932,0.0129,12.4637,1200.516,11.9419,,,
259000,,,,,,,,,,1000,10671.6772,103.2225
259500,,,0.015,-1039.907,7.8502,0.015,10.799,987.0229,11.3332,,,
260000,,,0.0138,-1042.8958,11.2762,0.0138,11.722,1253.9003,10.1761,,,
260000,11272.7912,1000.0,,,,,,,,,,
260000,,,,,,,,,,1000,10581.9535,91.3315
260500,,,0.0127,-1040.49,7.5821,0.0127,18.4642,2881.947,13.4945,,,
261000,,,0.0142,-1048.2148,11.0579,0.0142,11.8296,2054.7976,9.6677,,,
261000,,,,,,,,,,1000,10674.0109,104.4333
261500,,,0.016,-1042.1,10.7987,0.016,13.4116,2492.9421,16.5903,,,
262000,,,0.015,-1041.7913,9.4528,0.015,14.9579,3232.1631,8.0378,,,
262000,,,,,,,,,,1000,10583.1406,101.8745
262500,,,0.0143,-1038.7341,7.8292,0.0143,15.0928,2876.7012,12.6553,,,
263000,,,0.013,-1040.5884,13.6994,0.013,14.8179,1930.4161,9.9653,,,
263000,,,,,,,,,,1000,10693.4237,105.4614
263500,,,0.0129,-1044.1713,7.4083,0.0129,12.3622,1572.1093,9.7917,,,
264000,,,0.0137,-1046.3782,5.7723,0.0137,12.4957,2132.4119,6.1106,,,
264000,,,,,,,,,,1000,10687.0904,103.6839
264500,,,0.0158,-1044.5581,9.074,0.0158,13.1593,2336.8928,16.4447,,,
265000,,,0.0113,-1044.0547,7.7949,0.0113,11.7159,1982.9078,14.4686,,,
265000,11033.8646,1000.0,,,,,,,,,,
265000,,,,,,,,,,1000,10748.7224,89.8146
265500,,,0.0139,-1049.8162,10.7198,0.0139,10.809,1645.7471,10.4881,,,
266000,,,0.0143,-1061.2952,11.3532,0.0143,11.8504,1685.5713,17.365,,,
266000,,,,,,,,,,1000,10264.357,103.0939
266500,,,0.014,-1046.9561,18.9087,0.014,11.6317,952.8148,15.9919,,,
267000,,,0.0155,-1056.5004,16.6241,0.0155,15.3847,1916.5333,16.2306,,,
267000,,,,,,,,,,1000,10478.5978,103.0737
267500,,,0.0146,-1052.4084,16.285,0.0146,16.2078,1609.1595,15.3189,,,
268000,,,0.014,-1063.2274,7.7721,0.014,10.331,1523.2263,8.1257,,,
268000,,,,,,,,,,1000,10887.6139,103.0681
268500,,,0.0121,-1057.3126,11.5562,0.0121,12.9663,1682.9569,19.08,,,
269000,,,0.014,-1051.4349,6.3961,0.014,20.7541,1490.3665,8.5978,,,
269000,,,,,,,,,,1000,9980.9667,102.7335
269500,,,0.0143,-1060.5657,7.1956,0.0143,15.273,1754.0618,8.8742,,,
270000,,,0.0153,-1070.1161,9.9417,0.0153,14.4456,2039.634,10.2646,,,
270000,11266.8391,1000.0,,,,,,,,,,
270000,,,,,,,,,,1000,10835.7332,89.4243
270500,,,0.0128,-1073.5562,10.0572,0.0128,14.4966,2068.0854,15.9869,,,
271000,,,0.014,-1068.3395,9.9506,0.014,13.357,745.3626,15.4587,,,
271000,,,,,,,,,,1000,9633.2959,104.9368
271500,,,0.0146,-1066.1034,10.58,0.0146,11.9796,1472.5497,14.1832,,,
272000,,,0.0144,-1079.5604,14.3392,0.0144,11.7151,1214.0587,15.5403,,,
272000,,,,,,,,,,1000,10747.8282,105.9482
272500,,,0.0133,-1068.6029,7.8383,0.0133,13.6141,1717.2271,13.4351,,,
273000,,,0.0111,-1071.683,7.5079,0.0111,10.1665,977.0369,18.0494,,,
273000,,,,,,,,,,1000,4997.105,105.5596
273500,,,0.0146,-1064.7136,13.7349,0.0146,15.3663,2189.8318,26.977,,,
274000,,,0.0132,-1068.807,12.9074,0.0132,15.3684,1140.3853,13.2783,,,
274000,,,,,,,,,,1000,10287.9802,105.79
274500,,,0.0148,-1066.9037,14.3056,0.0148,13.3621,769.392,16.3329,,,
275000,,,0.0153,-1069.4264,10.3479,0.0153,26.3704,2903.866,10.7423,,,
275000,11266.0321,1000.0,,,,,,,,,,
275000,,,,,,,,,,1000,10741.191,91.2343
275500,,,0.0146,-1076.7113,15.6504,0.0146,14.3034,1734.0652,11.1089,,,
276000,,,0.0142,-1069.1195,8.2703,0.0142,15.104,2431.2651,16.4603,,,
276000,,,,,,,,,,1000,10711.872,101.9298
276500,,,0.0148,-1074.0487,10.6342,0.0148,14.1712,1521.6038,8.2796,,,
277000,,,0.0141,-1075.479,9.8427,0.0141,12.3586,1785.9005,10.1386,,,
277000,,,,,,,,,,1000,10791.54,102.9376
277500,,,0.014,-1068.334,7.845,0.014,21.3196,3750.8628,10.5662,,,
278000,,,0.0138,-1074.3782,10.1437,0.0138,12.1349,799.2927,9.9096,,,
278000,,,,,,,,,,1000,10204.1593,104.0459
278500,,,0.0124,-1079.3158,13.8549,0.0124,11.4726,1831.2118,11.4726,,,
279000,,,0.011,-1076.8982,13.1306,0.011,15.3776,3643.4126,15.4427,,,
279000,,,,,,,,,,1000,9030.2398,104.6108
279500,,,0.0113,-1072.9116,10.8369,0.0113,11.3919,871.3728,8.786,,,
280000,,,0.0126,-1072.6726,11.412,0.0126,18.1065,2009.547,12.9178,,,
280000,11320.2319,1000.0,,,,,,,,,,
280000,,,,,,,,,,1000,10712.394,89.5121
280500,,,0.0127,-1071.8208,6.3886,0.0127,14.005,1133.2776,15.2091,,,
281000,,,0.0136,-1086.8186,9.9513,0.0136,10.4006,1015.6675,7.8493,,,
281000,,,,,,,,,,1000,10986.6112,104.3453
281500,,,0.0113,-1088.4187,8.3444,0.0113,14.3313,2024.2334,5.8344,,,
282000,,,0.0134,-1076.6949,10.4786,0.0134,12.1491,1272.3641,9.626,,,
282000,,,,,,,,,,1000,10894.664,101.5425
282500,,,0.0132,-1082.5743,7.9402,0.0132,15.1374,2202.3403,9.6598,,,
283000,,,0.0145,-1079.9994,15.4385,0.0145,14.3523,2838.0754,6.7883,,,
283000,,,,,,,,,,1000,9961.4346,103.7421
283500,,,0.0131,-1078.4397,11.4463,0.0131,14.1485,1885.14,10.4747,,,
284000,,,0.0138,-1085.9844,7.8032,0.0138,12.5332,1178.7972,13.3027,,,
284000,,,,,,,,,,1000,10298.0092,105.0918
284500,,,0.0129,-1082.0249,16.8581,0.0129,13.3649,1803.5623,10.423,,,
285000,,,0.0145,-1084.6378,6.1005,0.0145,15.3108,2402.7454,6.3412,,,
285000,10604.6282,1000.0,,,,,,,,,,
285000,,,,,,,,,,1000,10762.9386,90.8604
285500,,,0.0163,-1091.6572,19.9966,0.0163,14.9234,2821.0708,18.8532,,,
286000,,,0.012,-1095.226,13.6109,0.012,14.7546,1677.717,23.7625,,,
286000,,,,,,,,,,1000,10903.598,101.7335
286500,,,0.0139,-1093.6675,8.8559,0.0139,12.4664,1118.656,17.0047,,,
287000,,,0.0144,-1087.3264,6.4084,0.0144,13.8009,1486.0482,8.5506,,,
287000,,,,,,,,,,1000,10848.6327,102.0838
287500,,,0.0124,-1094.7229,12.3717,0.0124,12.3819,2557.9333,11.1178,,,
288000,,,0.0124,-1094.2642,9.469,0.0124,12.6781,913.0078,8.0119,,,
288000,,,,,,,,,,1000,10612.6379,102.0576
288500,,,0.0124,-1100.4502,8.7067,0.0124,11.3891,803.7766,6.911,,,
289000,,,0.0128,-1100.3127,8.8162,0.0128,11.953,2400.1404,12.6055,,,
289000,,,,,,,,,,1000,10766.2542,103.2334
289500,,,0.0123,-1094.8959,9.8976,0.0123,13.3067,1752.2324,11.6006,,,
290000,,,0.0133,-1097.9934,6.2784,0.0133,15.059,1491.8486,7.7856,,,
290000,11330.1749,1000.0,,,,,,,,,,
290000,,,,,,,,,,1000,10298.363,88.3927
290500,,,0.0139,-1096.7217,7.3196,0.0139,13.1801,1074.5974,11.6331,,,
291000,,,0.0137,-1100.7034,5.9952,0.0137,11.2777,1584.3302,9.8236,,,
291000,,,,,,,,,,1000,10681.1001,103.0702
291500,,,0.0135,-1097.3048,10.4953,0.0135,12.6001,2302.2622,9.6801,,,
292000,,,0.0131,-1101.1454,14.1449,0.0131,11.6102,1592.6193,9.5093,,,
292000,,,,,,,,,,1000,10637.8531,101.3211
292500,,,0.012,-1103.9395,12.9915,0.012,12.1316,1647.9042,15.733,,,
293000,,,0.0133,-1100.443,6.83,0.0133,11.6743,1332.4406,8.1584,,,
293000,,,,,,,,,,1000,10801.711,103.1313
293500,,,0.0121,-1106.8983,13.4537,0.0121,12.3647,863.7877,12.0754,,,
294000,,,0.0125,-1101.5861,9.8791,0.0125,11.9693,2034.4658,18.1867,,,
294000,,,,,,,,,,1000,10641.1292,103.3536
294500,,,0.0136,-1103.7681,13.9016,0.0136,11.1118,1501.6964,15.8156,,,
295000,,,0.0133,-1107.8483,9.4582,0.0133,13.5956,1430.7498,14.211,,,
295000,11133.7044,1000.0,,,,,,,,,,
295000,,,,,,,,,,1000,10488.1907,91.5662
295500,,,0.0119,-1107.1649,10.602,0.0119,12.7259,1777.7526,9.4915,,,
296000,,,0.0142,-1106.4298,12.1106,0.0142,10.9147,1818.8605,20.666,,,
296000,,,,,,,,,,1000,10708.9254,101.5349
296500,,,0.0147,-1105.9974,4.2867,0.0147,13.9402,1820.4563,7.7557,,,
297000,,,0.0124,-1107.0533,22.5203,0.0124,13.2642,779.2233,30.7284,,,
297000,,,,,,,,,,1000,9746.0094,101.5518
297500,,,0.0135,-1109.0153,7.5621,0.0135,13.3844,2477.198,12.2918,,,
298000,,,0.0118,-1107.1407,14.9064,0.0118,13.8071,1215.5186,14.9798,,,
298000,,,,,,,,,,1000,10809.4678,102.722
298500,,,0.0119,-1104.3643,9.3195,0.0119,13.9269,1553.9717,7.1996,,,
299000,,,0.0116,-1106.4374,6.7366,0.0116,16.9345,2697.4885,8.4479,,,
299000,,,,,,,,,,1000,11096.493,102.4763
299500,,,0.0126,-1108.661,6.9822,0.0126,12.4105,1359.5563,8.2678,,,
300000,,,0.0138,-1110.4347,10.6829,0.0138,13.4515,2743.7861,7.9433,,,
300000,11222.9467,1000.0,,,,,,,,,,
300000,,,,,,,,,,1000,10440.8126,89.0966
300500,,,0.0124,-1107.8606,7.0365,0.0124,13.8469,2116.0708,8.2306,,,
301000,,,0.0113,-1109.7847,8.1897,0.0113,20.6178,1850.4773,10.5843,,,
301000,,,,,,,,,,1000,11018.7159,102.8605
301500,,,0.0135,-1108.7429,9.3441,0.0135,12.6519,967.8113,14.3294,,,
302000,,,0.0123,-1108.2845,10.6836,0.0123,15.3839,1828.0369,7.4924,,,
302000,,,,,,,,,,1000,10873.472,102.8534
302500,,,0.0115,-1111.4412,13.6636,0.0115,15.0951,1187.2733,24.6863,,,
303000,,,0.0129,-1109.7865,9.8649,0.0129,18.0558,2769.4553,7.8388,,,
303000,,,,,,,,,,1000,10974.241,103.9404
303500,,,0.0131,-1113.9108,10.7432,0.0131,13.9998,1069.9432,12.6737,,,
304000,,,0.0142,-1113.4872,9.1486,0.0142,13.5071,1083.4476,10.077,,,
304000,,,,,,,,,,1000,9973.6492,102.8007
304500,,,0.0135,-1106.9725,7.7197,0.0135,13.1079,1750.0343,10.1358,,,
305000,,,0.0132,-1107.8595,8.293,0.0132,12.2294,1148.5261,11.3548,,,
305000,11204.2399,1000.0,,,,,,,,,,
305000,,,,,,,,,,1000,10542.8652,89.1777
305500,,,0.0133,-1112.9761,9.9173,0.0133,17.4581,1583.4474,12.1661,,,
306000,,,0.0125,-1119.3779,12.2432,0.0125,12.4344,2382.6055,17.5668,,,
306000,,,,,,,,,,1000,10609.9508,105.8791
306500,,,0.0114,-1112.9852,5.7058,0.0114,12.112,1749.8583,7.4681,,,
307000,,,0.014,-1119.9412,24.8311,0.014,12.0653,577.6072,20.3115,,,
307000,,,,,,,,,,1000,9971.7224,102.2839
307500,,,0.0127,-1120.0339,8.8282,0.0127,14.4712,1316.8035,8.8188,,,
308000,,,0.0124,-1111.5082,13.1205,0.0124,14.2136,1396.5353,10.7801,,,
308000,,,,,,,,,,1000,9782.43,102.3308
308500,,,0.0138,-1115.4763,10.4548,0.0138,16.7018,2059.5496,17.2771,,,
309000,,,0.0145,-1118.8936,7.5021,0.0145,17.3044,1796.4863,7.2571,,,
309000,,,,,,,,,,1000,11057.3248,105.5242
309500,,,0.0149,-1113.3997,11.9203,0.0149,15.286,1781.8563,6.5626,,,
310000,,,0.0128,-1113.0262,10.9541,0.0128,14.6071,2598.5049,9.1284,,,
310000,10921.0265,1000.0,,,,,,,,,,
310000,,,,,,,,,,1000,10830.8993,91.1836
310500,,,0.0127,-1115.6431,14.0139,0.0127,13.6972,1888.0118,15.2933,,,
311000,,,0.0131,-1115.9628,13.0467,0.0131,15.9789,1007.0107,6.484,,,
311000,,,,,,,,,,1000,9470.6309,104.6173
311500,,,0.0127,-1112.5553,9.942,0.0127,12.4023,1399.0919,12.0061,,,
312000,,,0.0131,-1115.9246,16.6919,0.0131,17.6799,1301.618,15.15,,,
312000,,,,,,,,,,1000,10840.7434,105.3008
312500,,,0.0135,-1115.0477,11.664,0.0135,14.8723,2078.1768,9.0208,,,
313000,,,0.0124,-1112.2803,7.5434,0.0124,13.5516,1852.6665,10.7404,,,
313000,,,,,,,,,,1000,4104.0796,103.9085
313500,,,0.0136,-1109.9899,10.0257,0.0136,17.7516,828.2502,18.3276,,,
314000,,,0.0138,-1115.4375,12.6019,0.0138,17.0504,2925.0051,7.528,,,
314000,,,,,,,,,,1000,10699.3531,103.2087
314500,,,0.0136,-1113.2041,15.0466,0.0136,15.2726,1433.6301,11.9887,,,
315000,,,0.0106,-1116.0133,7.5147,0.0106,15.812,1979.9963,12.2605,,,
315000,11296.6562,1000.0,,,,,,,,,,
315000,,,,,,,,,,1000,10554.9825,89.1375
315500,,,0.012,-1121.0681,8.7136,0.012,15.9276,1561.7897,9.7988,,,
316000,,,0.0127,-1115.5399,9.3978,0.0127,16.7872,2727.0684,7.3235,,,
316000,,,,,,,,,,1000,10293.5717,101.6353
316500,,,0.0124,-1113.5037,7.4612,0.0124,19.8546,3342.3975,10.4088,,,
317000,,,0.0135,-1113.2614,9.4949,0.0135,15.9296,1808.5088,6.1126,,,
317000,,,,,,,,,,1000,10801.094,102.5492
317500,,,0.0127,-1111.299,9.3917,0.0127,12.8768,1133.2915,9.2077,,,
318000,,,0.0138,-1121.9424,8.267,0.0138,15.6925,1838.4714,7.3699,,,
318000,,,,,,,,,,1000,10947.3205,101.4991
318500,,,0.0151,-1116.9471,14.6916,0.0151,14.8244,1551.791,10.7385,,,
319000,,,0.0146,-1119.2463,17.3726,0.0146,17.4741,2591.7024,16.4546,,,
319000,,,,,,,,,,1000,10407.7168,103.9074
319500,,,0.0115,-1115.2974,10.1592,0.0115,12.6202,1306.3467,9.4908,,,
320000,,,0.0138,-1123.9618,10.2207,0.0138,13.2873,963.5654,9.4593,,,
320000,11355.611,1000.0,,,,,,,,,,
320000,,,,,,,,,,1000,10665.3305,90.1421
320500,,,0.0128,-1120.9266,9.8495,0.0128,12.9435,1332.9055,16.6994,,,
321000,,,0.0134,-1121.3657,8.0342,0.0134,16.6762,2453.1838,10.4403,,,
321000,,,,,,,,,,1000,10850.7383,104.8614
321500,,,0.0129,-1124.0958,11.5819,0.0129,13.4624,1586.9795,10.7669,,,
322000,,,0.0135,-1122.6217,14.6093,0.0135,12.5387,1741.3945,12.0897,,,
322000,,,,,,,,,,1000,10686.7852,103.9374
322500,,,0.0114,-1118.9927,6.3803,0.0114,12.9458,1700.5011,8.2214,,,
323000,,,0.0117,-1118.5272,8.5386,0.0117,16.2348,1494.4272,10.9598,,,
323000,,,,,,,,,,1000,7085.5807,102.0024
323500,,,0.0145,-1117.851,13.7354,0.0145,13.9411,933.9243,24.257,,,
324000,,,0.0132,-1114.8257,6.9133,0.0132,15.5649,1430.5474,19.6539,,,
324000,,,,,,,,,,1000,10406.5162,103.9727
324500,,,0.0128,-1116.9833,12.5848,0.0128,14.2963,1398.2445,12.3882,,,
325000,,,0.0123,-1114.9923,11.4424,0.0123,11.9108,1645.6123,10.2732,,,
325000,11417.6757,1000.0,,,,,,,,,,
325000,,,,,,,,,,1000,10655.6393,91.2869
325500,,,0.0131,-1124.8666,14.6393,0.0131,13.7222,960.9546,6.5733,,,
326000,,,0.0132,-1109.8224,12.0744,0.0132,12.9951,2056.3667,12.5419,,,
326000,,,,,,,,,,1000,7064.9447,105.8989
326500,,,0.0131,-1117.4994,20.5483,0.0131,9.9132,820.9528,12.4238,,,
327000,,,0.0132,-1117.7456,6.6574,0.0132,14.1387,1207.3282,8.2331,,,
327000,,,,,,,,,,1000,10816.9356,105.1116
327500,,,0.0134,-1124.6173,12.0767,0.0134,18.457,1829.9523,14.8243,,,
328000,,,0.0147,-1124.5593,13.3015,0.0147,13.6243,973.2903,13.6937,,,
328000,,,,,,,,,,1000,11053.348,105.8484
328500,,,0.0117,-1122.6881,9.7326,0.0117,13.5715,1289.7396,8.2286,,,
329000,,,0.0136,-1121.8866,7.301,0.0136,11.9388,1150.4036,11.2783,,,
329000,,,,,,,,,,1000,10371.5705,105.4174
329500,,,0.0142,-1113.5565,7.6303,0.0142,17.3947,1655.7338,7.6485,,,
330000,,,0.0136,-1117.3044,8.5249,0.0136,14.6959,1341.8853,11.4291,,,
330000,11068.9374,1000.0,,,,,,,,,,
330000,,,,,,,,,,1000,10841.0189,89.0058
330500,,,0.0142,-1121.6217,8.624,0.0142,15.467,2329.9036,8.9052,,,
331000,,,0.0124,-1121.9194,15.9126,0.0124,14.5046,1634.059,13.2218,,,
331000,,,,,,,,,,1000,10696.2938,102.5027
331500,,,0.0125,-1124.9363,12.0144,0.0125,16.3422,2469.4783,8.6737,,,
332000,,,0.0124,-1127.0477,17.0754,0.0124,15.1779,1651.8967,6.9183,,,
332000,,,,,,,,,,1000,11047.5189,104.7001
332500,,,0.0121,-1108.7592,8.3968,0.0121,13.399,1876.774,13.2262,,,
333000,,,0.0125,-1122.7163,10.7644,0.0125,15.7045,1561.2937,14.8062,,,
333000,,,,,,,,,,1000,10840.3602,104.3614
333500,,,0.0133,-1120.3588,7.5194,0.0133,12.0308,1500.0016,13.0194,,,
334000,,,0.014,-1119.2806,8.0283,0.014,12.556,664.559,5.6349,,,
334000,,,,,,,,,,1000,10839.5885,104.5078
334500,,,0.0138,-1125.3624,14.1959,0.0138,14.9568,937.506,14.2968,,,
335000,,,0.0136,-1119.426,7.9807,0.0136,11.936,1771.2722,8.1415,,,
335000,11229.5514,1000.0,,,,,,,,,,
335000,,,,,,,,,,1000,10335.8447,90.6873
335500,,,0.0131,-1131.7174,14.6179,0.0131,13.8861,1646.3741,18.5591,,,
336000,,,0.014,-1118.5369,8.3729,0.014,19.0536,2523.4961,7.8114,,,
336000,,,,,,,,,,1000,10856.7321,102.925
336500,,,0.0144,-1127.4288,13.3385,0.0144,14.3607,1794.0564,10.0095,,,
337000,,,0.0125,-1126.5743,9.9715,0.0125,13.6257,2590.3613,7.4205,,,
337000,,,,,,,,,,1000,10630.1058,101.4001
337500,,,0.015,-1124.0787,14.3406,0.015,14.503,835.1249,15.6557,,,
338000,,,0.0136,-1131.2794,11.5779,0.0136,14.2582,1104.7306,11.1725,,,
338000,,,,,,,,,,1000,9864.4998,102.8919
338500,,,0.0124,-1122.9647,6.4629,0.0124,12.5655,1348.8225,9.7422,,,
339000,,,0.0129,-1129.5779,12.7342,0.0129,15.0996,1142.4393,11.9743,,,
339000,,,,,,,,,,1000,10390.1735,104.6944
339500,,,0.0114,-1120.5464,12.5535,0.0114,14.3459,1733.0732,10.6008,,,
340000,,,0.0128,-1129.6125,8.7849,0.0128,19.2528,1449.3003,10.7119,,,
340000,10232.6107,1000.0,,,,,,,,,,
340000,,,,,,,,,,1000,10743.1765,88.3229
340500,,,0.0117,-1129.3568,7.6137,0.0117,17.1753,3292.2786,8.4154,,,
341000,,,0.0134,-1134.0795,7.2357,0.0134,16.9553,1353.4099,10.2352,,,
341000,,,,,,,,,,1000,11146.168,104.8884
341500,,,0.0118,-1125.6205,13.751,0.0118,18.9814,1241.0785,15.1937,,,
342000,,,0.0117,-1131.2457,6.5712,0.0117,15.2223,1303.2236,10.5481,,,
342000,,,,,,,,,,1000,10933.5436,102.3616
342500,,,0.0121,-1127.2583,13.1477,0.0121,14.3085,2066.6357,19.5892,,,
343000,,,0.013,-1131.8801,9.2299,0.013,12.5355,1223.5791,12.1627,,,
343000,,,,,,,,,,1000,9883.1277,104.0806
343500,,,0.0131,-1130.9342,10.9604,0.0131,12.2013,2127.1824,10.0139,,,
344000,,,0.0112,-1130.4297,12.6228,0.0112,17.7231,2253.3579,16.3767,,,
344000,,,,,,,,,,1000,11282.7515,105.0537
344500,,,0.0123,-1132.3218,11.0108,0.0123,16.7651,2939.1057,10.098,,,
345000,,,0.014,-1131.7209,11.6273,0.014,17.4751,817.0294,13.6997,,,
345000,11519.572,1000.0,,,,,,,,,,
345000,,,,,,,,,,1000,11028.9741,89.712
345500,,,0.0135,-1135.6053,10.4686,0.0135,15.2573,1980.0374,7.9037,,,
346000,,,0.0128,-1130.5991,10.8865,0.0128,14.3507,1259.5745,14.166,,,
346000,,,,,,,,,,1000,10818.0044,101.7742
346500,,,0.014,-1132.6801,14.8222,0.014,16.9382,783.1764,10.1172,,,
