env_steps,return,length,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
462000,,,,,,,,,,1000,11178.646,105.1188
462500,,,0.0149,-1194.2148,19.0839,0.0149,15.4337,1337.6064,20.0426,,,
463000,,,0.0156,-1198.2356,11.7201,0.0156,22.7679,4392.7925,16.1493,,,
463000,,,,,,,,,,1000,11559.6203,105.5035
463500,,,0.016,-1187.7136,8.8286,0.016,16.1065,1149.9268,14.8597,,,
464000,,,0.0147,-1197.3101,11.1746,0.0147,13.2861,1096.6421,12.1746,,,
464000,,,,,,,,,,1000,11029.2128,105.2543
464500,,,0.0159,-1187.2554,11.4441,0.0159,14.5987,1113.5847,14.1836,,,
465000,,,0.0155,-1199.5913,10.075,0.0155,16.1236,1587.5254,12.5336,,,
465000,11960.08,1000.0,,,,,,,,,,
465000,,,,,,,,,,1000,11095.8084,91.2595
465500,,,0.0182,-1192.4996,16.6602,0.0182,15.4498,986.8875,17.3787,,,
466000,,,0.0155,-1200.7421,10.9946,0.0155,14.6241,1489.3213,13.3785,,,
466000,,,,,,,,,,1000,11674.3503,105.723
466500,,,0.0158,-1190.0323,9.6575,0.0158,12.9014,1284.3387,7.9773,,,
467000,,,0.0137,-1196.0941,14.9935,0.0137,14.5218,817.9475,18.3145,,,
467000,,,,,,,,,,1000,11720.3051,105.5423
467500,,,0.017,-1194.1631,9.0873,0.017,21.4123,894.6856,11.4004,,,
468000,,,0.0147,-1193.5673,11.1467,0.0147,16.5549,869.4716,19.6302,,,
468000,,,,,,,,,,1000,11565.2517,104.295
468500,,,0.0152,-1203.145,8.1942,0.0152,15.9381,1321.2253,5.7517,,,
469000,,,0.0148,-1200.9531,12.0283,0.0148,13.6838,1068.0942,9.2918,,,
469000,,,,,,,,,,1000,11786.1569,101.7335
469500,,,0.0156,-1195.8983,8.4864,0.0156,15.8386,1373.7932,12.0209,,,
470000,,,0.0143,-1200.5776,12.7796,0.0143,14.7055,853.1131,10.2861,,,
470000,11485.6875,1000.0,,,,,,,,,,
470000,,,,,,,,,,1000,11428.0527,89.4065
470500,,,0.0143,-1202.5145,8.5892,0.0143,20.7372,3714.3042,7.8372,,,
471000,,,0.0166,-1203.1024,19.2145,0.0166,15.1379,1368.5331,16.849,,,
471000,,,,,,,,,,1000,11493.8451,102.4562
471500,,,0.0158,-1207.9906,9.9794,0.0158,14.729,891.7598,7.7548,,,
472000,,,0.0148,-1206.7235,7.8546,0.0148,13.3355,881.5298,7.4542,,,
472000,,,,,,,,,,1000,10605.8923,102.9482
472500,,,0.0157,-1198.2112,10.5164,0.0157,14.2514,1338.499,19.1076,,,
473000,,,0.0148,-1198.9435,9.8473,0.0148,14.4537,1422.9255,9.8913,,,
473000,,,,,,,,,,1000,11631.098,104.2458
473500,,,0.016,-1205.968,14.0346,0.016,14.9322,1613.1514,11.746,,,
474000,,,0.0156,-1208.8195,9.7417,0.0156,17.1756,2106.7192,12.032,,,
474000,,,,,,,,,,1000,11932.7291,101.7281
474500,,,0.0159,-1203.4657,7.4162,0.0159,16.091,2164.3181,15.6823,,,
475000,,,0.0167,-1187.1716,16.2831,0.0167,15.0008,1644.7632,25.493,,,
475000,10427.3322,1000.0,,,,,,,,,,
475000,,,,,,,,,,1000,3875.2608,88.7692
475500,,,0.0146,-1205.2637,8.6088,0.0146,15.897,1208.6649,5.9666,,,
476000,,,0.0161,-1199.5088,9.2427,0.0161,15.0154,1809.884,16.5518,,,
476000,,,,,,,,,,1000,11634.1662,105.3743
476500,,,0.0149,-1205.5374,16.7829,0.0149,15.8331,1142.0809,13.6672,,,
477000,,,0.0151,-1201.2548,16.5005,0.0151,16.5695,1807.1758,8.7505,,,
477000,,,,,,,,,,1000,11768.0846,101.6995
477500,,,0.0144,-1193.7045,15.0829,0.0144,15.5344,1694.7092,7.6757,,,
478000,,,0.0148,-1206.0409,8.7065,0.0148,14.0967,1471.1703,10.2549,,,
478000,,,,,,,,,,1000,11890.1415,102.8581
478500,,,0.0157,-1204.6907,9.3131,0.0157,17.1006,2457.7998,10.4347,,,
479000,,,0.0166,-1205.5238,11.275,0.0166,15.4271,886.6233,6.6512,,,
479000,,,,,,,,,,1000,11960.3699,104.1357
479500,,,0.0153,-1206.7625,10.4406,0.0153,16.9538,1605.5295,16.8644,,,
480000,,,0.0147,-1210.4822,9.281,0.0147,18.9691,1372.5532,13.9554,,,
480000,12081.8033,1000.0,,,,,,,,,,
480000,,,,,,,,,,1000,10052.0366,91.2427
480500,,,0.0139,-1207.0275,14.5937,0.0139,19.3806,1307.6747,11.1856,,,
481000,,,0.0165,-1207.2601,10.2309,0.0165,16.2195,985.3867,14.6665,,,
481000,,,,,,,,,,1000,11559.126,102.5407
481500,,,0.0146,-1203.2323,16.3957,0.0146,15.2218,1552.5466,20.7918,,,
482000,,,0.0139,-1206.8188,8.6832,0.0139,16.343,1314.755,7.9294,,,
482000,,,,,,,,,,1000,11771.8006,101.8975
482500,,,0.0147,-1211.7506,12.41,0.0147,12.6867,1485.739,16.7576,,,
483000,,,0.0147,-1198.1925,16.6292,0.0147,17.9598,841.5468,10.016,,,
483000,,,,,,,,,,1000,6387.121,101.9362
483500,,,0.0151,-1197.8087,7.3106,0.0151,15.5872,1430.4121,10.3986,,,
484000,,,0.0151,-1206.5074,10.7958,0.0151,15.733,1521.1705,9.3588,,,
484000,,,,,,,,,,1000,11619.5217,102.9204
484500,,,0.0166,-1203.9923,13.3271,0.0166,13.997,782.228,11.6671,,,
485000,,,0.0138,-1202.5811,20.0968,0.0138,13.6634,1284.4255,8.4467,,,
485000,11635.7026,1000.0,,,,,,,,,,
485000,,,,,,,,,,1000,11549.9829,90.3623
485500,,,0.0148,-1212.0861,10.4174,0.0148,13.2954,848.7319,11.5241,,,
486000,,,0.0138,-1206.3816,10.4544,0.0138,17.1149,1907.35,7.8867,,,
486000,,,,,,,,,,1000,11625.5298,103.9551
486500,,,0.0147,-1210.6687,14.5238,0.0147,13.7323,843.1948,11.536,,,
487000,,,0.0143,-1204.5669,11.0163,0.0143,15.073,1232.5193,23.3492,,,
487000,,,,,,,,,,1000,10638.0038,102.0819
487500,,,0.0147,-1206.062,14.4709,0.0147,15.3288,1111.8658,15.5437,,,
488000,,,0.0154,-1210.3232,15.1786,0.0154,15.8883,2062.5481,24.4791,,,
488000,,,,,,,,,,1000,11522.0064,104.3537
488500,,,0.0157,-1213.9093,9.9531,0.0157,14.3541,1125.818,10.1498,,,
489000,,,0.0136,-1209.1815,9.3981,0.0136,18.9433,1381.8885,11.8626,,,
489000,,,,,,,,,,1000,11137.763,105.1069
489500,,,0.0142,-1211.5828,13.9868,0.0142,12.4609,638.7255,5.8093,,,
490000,,,0.0145,-1208.1527,17.0483,0.0145,20.4459,1308.0905,17.1313,,,
490000,12401.143,1000.0,,,,,,,,,,
490000,,,,,,,,,,1000,11483.9689,89.4661
490500,,,0.0153,-1209.3729,8.2689,0.0153,16.1735,1872.9384,12.1015,,,
491000,,,0.0148,-1212.1125,9.0778,0.0148,13.6335,912.2217,12.308,,,
491000,,,,,,,,,,1000,11313.0281,104.2543
491500,,,0.0163,-1218.9146,8.6682,0.0163,13.5491,929.9516,11.1186,,,
492000,,,0.0148,-1216.8904,10.5161,0.0148,13.6696,931.4803,6.7322,,,
492000,,,,,,,,,,1000,11677.0574,102.9291
492500,,,0.0135,-1214.4164,14.0581,0.0135,18.1905,2009.2506,8.0187,,,
493000,,,0.0158,-1222.8892,11.6529,0.0158,13.933,919.1127,11.0251,,,
493000,,,,,,,,,,1000,11259.5954,101.8867
493500,,,0.0135,-1218.2906,21.8782,0.0135,17.8506,936.8843,20.188,,,
494000,,,0.0136,-1218.1654,12.9365,0.0136,14.3454,1034.4363,11.6621,,,
494000,,,,,,,,,,1000,10220.1484,102.4963
494500,,,0.0142,-1226.1803,8.876,0.0142,16.5647,1442.3523,17.1834,,,
495000,,,0.0148,-1219.196,7.9715,0.0148,16.1257,989.8301,10.7853,,,
495000,12070.1796,1000.0,,,,,,,,,,
495000,,,,,,,,,,1000,10852.7678,91.2667
