env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
60000,,,,,,,,,,1000,4706.9517,63.0922
60500,,,516.6431,516276.8438,24236852.0,516.6431,4.1622,241.5831,6.1746,,,
61000,,,496.6732,496309.375,18577748.0,496.6732,5.4299,280.5783,5.6368,,,
61000,,,,,,,,,,1000,4604.0641,78.5307
61500,,,492.3011,491931.6562,17990954.0,492.3011,4.8533,303.5995,5.894,,,
62000,,,472.8091,472439.75,13964832.0,472.8091,8.3029,274.7523,5.8092,,,
62000,,,,,,,,,,1000,4768.1306,76.86
62500,,,507.4278,507051.625,19770108.0,507.4278,5.449,474.3304,6.3814,,,
63000,,,485.6205,485241.75,20158710.0,485.6205,6.0986,157.5568,7.2093,,,
63000,,,,,,,,,,1000,4724.5651,78.0505
63500,,,485.9761,485599.7188,17964088.0,485.9761,5.3827,360.552,7.0113,,,
64000,,,534.2945,533916.875,19424998.0,534.2945,4.9983,236.0447,8.0001,,,
64000,,,,,,,,,,1000,4927.1768,78.9031
64500,,,588.8905,588510.8125,48310452.0,588.8905,5.2834,329.1856,3.9237,,,
65000,,,495.5966,495214.5625,26006508.0,495.5966,5.4044,236.2021,8.4477,,,
65000,6621.6856,1000.0,,,,,,,,,,
65000,,,,,,,,,,1000,4871.6807,62.3058
65500,,,533.1602,532773.0625,22246916.0,533.1602,4.7101,397.2227,4.8151,,,
66000,,,485.2439,484851.0312,27714672.0,485.2439,5.1482,488.2995,4.6676,,,
66000,,,,,,,,,,1000,4948.2641,76.7644
66500,,,518.7054,518312.4062,33883096.0,518.7054,5.5661,372.6928,4.0844,,,
67000,,,492.1418,491745.6875,13748181.0,492.1418,4.7265,277.7221,5.627,,,
67000,,,,,,,,,,1000,5041.9178,76.377
67500,,,511.2006,510801.3438,18029528.0,511.2006,5.9683,355.3242,6.6963,,,
68000,,,524.0518,523651.25,24445698.0,524.0518,4.574,416.0994,5.2737,,,
68000,,,,,,,,,,1000,5315.4788,75.5396
68500,,,469.3355,468930.9062,15166126.0,469.3355,4.2586,273.1294,3.2835,,,
69000,,,478.8733,478469.0312,12531257.0,478.8733,5.1262,434.3538,5.8737,,,
69000,,,,,,,,,,1000,5278.988,77.1895
69500,,,512.9015,512496.0625,31069780.0,512.9015,5.8177,368.7098,5.2372,,,
70000,,,482.4725,482062.5625,16630993.0,482.4725,4.8532,350.418,4.8997,,,
70000,6920.3951,1000.0,,,,,,,,,,
70000,,,,,,,,,,1000,5456.0228,62.633
70500,,,511.0136,510599.375,17380432.0,511.0136,4.4432,313.2338,2.9096,,,
71000,,,511.1088,510690.7812,21246992.0,511.1088,5.3419,250.3291,12.3797,,,
71000,,,,,,,,,,1000,5558.7797,76.6013
71500,,,481.3905,480970.4062,18824596.0,481.3905,4.5028,210.4313,5.3965,,,
72000,,,464.7244,464305.4062,14173566.0,464.7244,6.2676,590.7878,5.6378,,,
72000,,,,,,,,,,1000,5435.9742,78.2611
72500,,,529.26,528835.0,27842412.0,529.26,5.3616,240.0059,7.6614,,,
73000,,,460.352,459928.8438,15885339.0,460.352,5.1541,322.1725,9.6337,,,
73000,,,,,,,,,,1000,5567.4816,76.7985
73500,,,471.002,470574.7812,22753514.0,471.002,5.3134,435.7707,12.5347,,,
74000,,,494.4164,493984.1875,28397546.0,494.4164,10.7853,724.116,8.4017,,,
74000,,,,,,,,,,1000,5687.9748,79.778
74500,,,489.8071,489375.375,19898258.0,489.8071,5.4004,282.3384,5.8726,,,
75000,,,520.7017,520271.9688,25440718.0,520.7017,4.7092,438.978,4.8949,,,
75000,7056.8628,1000.0,,,,,,,,,,
75000,,,,,,,,,,1000,5883.9938,62.4061
75500,,,469.9326,469491.4375,16530664.0,469.9326,4.8362,415.8404,7.6442,,,
76000,,,487.5311,487087.1562,13745117.0,487.5311,4.7405,220.0385,5.3948,,,
76000,,,,,,,,,,1000,5549.728,75.929
76500,,,489.5323,489088.625,21484708.0,489.5323,5.2778,343.6963,4.224,,,
