env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
119320,,,41,-123.0363,25.0168,,,,,,,,,,
119362,,,42,-123.1811,26.0577,,,,,,,,,,
119403,,,41,-123.3421,26.1193,,,,,,,,,,
119444,,,41,-123.3989,25.6568,,,,,,,,,,
119485,,,41,-123.2467,23.5097,,,,,,,,,,
119500,,,,,,3,1,1,2929.0173,38.2611,3.0033,0.2235,11.5279,2363.427,0.0
119526,,,41,-123.5829,25.2267,,,,,,,,,,
119568,,,42,-123.4398,26.9797,,,,,,,,,,
119610,,,42,-123.721,24.4759,,,,,,,,,,
119652,,,42,-122.9255,28.2646,,,,,,,,,,
119694,,,42,-123.1324,25.8729,,,,,,,,,,
119735,,,41,-123.3338,24.5535,,,,,,,,,,
119776,,,41,-123.5121,25.1494,,,,,,,,,,
119817,,,41,-123.2723,27.7377,,,,,,,,,,
119860,,,43,-123.0032,28.9251,,,,,,,,,,
119901,,,41,-123.5953,25.1952,,,,,,,,,,
119944,,,43,-122.9502,31.0068,,,,,,,,,,
119985,,,41,-124.0982,27.7422,,,,,,,,,,
120000,,,,,,3,2,1,2982.1091,42.7406,250.1157,3.1944,4.3645,1617.5427,0.0
120000,-123.7856,41.3,,,,,,,,,,,,,
120026,,,41,-123.6987,16.4737,,,,,,,,,,
120067,,,41,-124.1598,28.1395,,,,,,,,,,
120109,,,42,-124.2645,24.1017,,,,,,,,,,
120150,,,41,-124.2035,23.438,,,,,,,,,,
120191,,,41,-123.8403,26.4975,,,,,,,,,,
120232,,,41,-124.2775,29.7273,,,,,,,,,,
120273,,,41,-123.7113,31.1799,,,,,,,,,,
120314,,,41,-124.1782,25.472,,,,,,,,,,
120355,,,41,-124.1131,28.7746,,,,,,,,,,
120396,,,41,-123.851,24.337,,,,,,,,,,
120437,,,41,-124.1087,25.7803,,,,,,,,,,
120478,,,41,-123.7691,24.8034,,,,,,,,,,
120500,,,,,,4,3,1,3102.2297,40.6049,106.7928,1.5714,6.6133,1806.8748,0.0
120519,,,41,-124.2666,27.5641,,,,,,,,,,
120561,,,42,-123.6113,22.2851,,,,,,,,,,
120603,,,42,-123.5006,24.861,,,,,,,,,,
120645,,,42,-123.3984,23.5483,,,,,,,,,,
120686,,,41,-123.3561,27.5519,,,,,,,,,,
120729,,,43,-122.7666,29.9422,,,,,,,,,,
120770,,,41,-123.4921,28.1625,,,,,,,,,,
120811,,,41,-123.2184,26.0592,,,,,,,,,,
120852,,,41,-123.3468,27.1453,,,,,,,,,,
120893,,,41,-123.7266,30.6091,,,,,,,,,,
120934,,,41,-123.391,27.433,,,,,,,,,,
120976,,,42,-123.5039,25.021,,,,,,,,,,
121000,,,,,,3,2,1,2923.051,61.7693,40.9566,26.7909,6.2133,1946.1875,0.0
121017,,,41,-123.067,24.9093,,,,,,,,,,
121059,,,42,-123.6874,25.0717,,,,,,,,,,
121101,,,42,-123.8579,23.8828,,,,,,,,,,
121142,,,41,-123.2498,25.6918,,,,,,,,,,
121184,,,42,-123.5035,30.0204,,,,,,,,,,
121226,,,42,-123.4627,30.7505,,,,,,,,,,
121268,,,42,-123.5338,25.4505,,,,,,,,,,
121310,,,42,-123.6191,25.8915,,,,,,,,,,
121351,,,41,-123.1827,25.0686,,,,,,,,,,
121392,,,41,-123.3429,25.7403,,,,,,,,,,
121434,,,42,-122.6408,24.3829,,,,,,,,,,
121475,,,41,-123.5787,23.4385,,,,,,,,,,
121500,,,,,,3,2,1,2925.8176,64.3794,630.9324,28.537,4.6271,1681.1222,0.0
121517,,,42,-123.6846,23.1785,,,,,,,,,,
121558,,,41,-123.4297,24.4887,,,,,,,,,,
121599,,,41,-123.6883,25.339,,,,,,,,,,
121641,,,42,-124.1763,31.2675,,,,,,,,,,
121683,,,42,-123.9707,32.3011,,,,,,,,,,
121724,,,41,-123.9923,25.8036,,,,,,,,,,
121766,,,42,-124.1615,29.8179,,,,,,,,,,
121808,,,42,-123.6728,31.5463,,,,,,,,,,
121849,,,41,-123.848,32.0484,,,,,,,,,,
121890,,,41,-123.591,31.306,,,,,,,,,,
121931,,,41,-123.923,27.3668,,,,,,,,,,
121972,,,41,-123.8991,26.0103,,,,,,,,,,
122000,,,,,,4,2,1,3025.6448,47.3315,185.9124,9.6192,10.5872,5413.6123,0.0
122013,,,41,-123.7073,29.2353,,,,,,,,,,
122054,,,41,-123.8727,32.0685,,,,,,,,,,
122095,,,41,-123.679,28.7512,,,,,,,,,,
122137,,,42,-123.8352,23.7537,,,,,,,,,,
122178,,,41,-123.94,24.1098,,,,,,,,,,
122219,,,41,-123.992,26.7517,,,,,,,,,,
122260,,,41,-123.9455,27.2008,,,,,,,,,,
122302,,,42,-123.0836,25.0365,,,,,,,,,,
122344,,,42,-123.3063,26.7095,,,,,,,,,,
122385,,,41,-123.2103,24.8235,,,,,,,,,,
122426,,,41,-123.1598,29.6612,,,,,,,,,,
122467,,,41,-120.934,27.5919,,,,,,,,,,
122500,,,,,,3,2,1,3024.3469,47.7811,15.0322,13.3064,4.6495,1124.9734,0.0
122509,,,42,-123.3653,27.2259,,,,,,,,,,
122550,,,41,-123.0112,27.0194,,,,,,,,,,
122592,,,42,-123.2635,23.1702,,,,,,,,,,
122634,,,42,-123.769,25.6198,,,,,,,,,,
122675,,,41,-123.5365,26.9864,,,,,,,,,,
122718,,,43,-122.7832,23.7581,,,,,,,,,,
122759,,,41,-123.5014,26.2305,,,,,,,,,,
122802,,,43,-123.1982,23.5495,,,,,,,,,,
122843,,,41,-123.5435,26.8913,,,,,,,,,,
122884,,,41,-123.8004,26.0962,,,,,,,,,,
122926,,,42,-123.4109,27.6544,,,,,,,,,,
122967,,,41,-123.3857,27.8148,,,,,,,,,,
123000,,,,,,3,2,1,3022.6799,45.1634,6.9605,8.1536,2.8553,1011.334,0.0
123008,,,41,-123.2267,26.2727,,,,,,,,,,
123049,,,41,-123.3324,26.0154,,,,,,,,,,
123090,,,41,-123.5027,24.8155,,,,,,,,,,
123133,,,43,-122.7971,26.5106,,,,,,,,,,
123174,,,41,-123.4785,27.0631,,,,,,,,,,
123254,,,80,-119.2184,24.3231,,,,,,,,,,
123334,,,80,-119.0476,23.8345,,,,,,,,,,
123401,,,67,-117.903,23.5602,,,,,,,,,,
123469,,,68,-118.0692,25.6644,,,,,,,,,,
123500,,,,,,3,2,1,2970.8459,50.1581,5.4706,13.0204,10.1587,4135.1958,0.0
123537,,,68,-117.7921,25.3548,,,,,,,,,,
123604,,,67,-117.5542,25.1451,,,,,,,,,,
123672,,,68,-118.0415,28.1007,,,,,,,,,,
123739,,,67,-117.6372,25.0363,,,,,,,,,,
123806,,,67,-117.7482,26.2468,,,,,,,,,,
123874,,,68,-117.8676,26.5518,,,,,,,,,,
123942,,,68,-117.9569,27.3932,,,,,,,,,,
124000,,,,,,3,2,1,2933.9597,57.0397,254.2705,20.8594,8.5813,4287.8789,0.0
124009,,,67,-117.7032,24.7808,,,,,,,,,,
124077,,,68,-118.0198,26.2773,,,,,,,,,,
124144,,,67,-117.5398,29.7067,,,,,,,,,,
124211,,,67,-117.5905,27.0327,,,,,,,,,,
124279,,,68,-117.845,27.2615,,,,,,,,,,
124347,,,68,-117.9014,30.3781,,,,,,,,,,
124415,,,68,-117.7842,26.0313,,,,,,,,,,
124483,,,68,-118.0246,26.2077,,,,,,,,,,
124500,,,,,,4,2,1,2950.4583,65.553,19.961,25.6359,4.8062,3111.6274,0.0
124563,,,80,-119.0553,27.1592,,,,,,,,,,
124634,,,71,-118.0103,24.0496,,,,,,,,,,
124705,,,71,-117.9997,24.0338,,,,,,,,,,
124786,,,81,-119.2939,26.6757,,,,,,,,,,
124858,,,72,-118.4486,24.9373,,,,,,,,,,
124929,,,71,-118.0564,25.142,,,,,,,,,,
125000,,,,,,3,2,1,3010.7798,54.9782,31.5171,15.7213,11.8464,6233.4082,0.0
125000,-119.0873,77.6,,,,,,,,,,,,,
125000,,,71,-117.9432,17.5308,,,,,,,,,,
125080,,,80,-119.0008,27.0778,,,,,,,,,,
125160,,,80,-118.8588,26.7036,,,,,,,,,,
125240,,,80,-118.8286,27.636,,,,,,,,,,
125321,,,81,-119.347,31.4762,,,,,,,,,,
125392,,,71,-117.9668,23.3836,,,,,,,,,,
125472,,,80,-119.0051,25.8811,,,,,,,,,,
125500,,,,,,4,2,1,2909.4822,46.1966,224.8486,6.0055,6.8078,2121.5337,0.0
125543,,,71,-118.1478,27.9627,,,,,,,,,,
125623,,,80,-118.952,24.1862,,,,,,,,,,
125703,,,80,-119.1775,25.4622,,,,,,,,,,
125783,,,80,-119.026,30.3295,,,,,,,,,,
125854,,,71,-118.0287,30.9416,,,,,,,,,,
125925,,,71,-118.0648,26.6447,,,,,,,,,,
125997,,,72,-118.4855,24.626,,,,,,,,,,
126000,,,,,,4,2,1,3021.8223,76.9102,438.8121,35.5625,4.0256,1539.6915,0.0
126069,,,72,-118.1966,26.1369,,,,,,,,,,
126141,,,72,-118.161,26.7022,,,,,,,,,,
126221,,,80,-119.0173,26.3333,,,,,,,,,,
126288,,,67,-117.6644,26.2933,,,,,,,,,,
126355,,,67,-117.4801,23.4307,,,,,,,,,,
126422,,,67,-117.5252,23.9593,,,,,,,,,,
126489,,,67,-117.5223,24.0391,,,,,,,,,,
126500,,,,,,3,2,1,2985.7288,40.0147,4.7151,0.3855,2.9486,1663.1722,0.0
126557,,,68,-117.8373,26.2554,,,,,,,,,,
126624,,,67,-117.6653,25.4299,,,,,,,,,,
126692,,,68,-117.7249,24.4266,,,,,,,,,,
126759,,,67,-117.6362,23.7915,,,,,,,,,,
126827,,,68,-117.7195,23.9947,,,,,,,,,,
126895,,,68,-117.8433,24.9563,,,,,,,,,,
126963,,,68,-117.7197,25.1061,,,,,,,,,,
127000,,,,,,3,2,1,2992.2815,48.3171,155.1511,2.4636,2.6106,875.4006,0.0
127031,,,68,-117.8512,25.8272,,,,,,,,,,
127099,,,68,-118.0021,26.0067,,,,,,,,,,
127166,,,67,-117.7083,24.5584,,,,,,,,,,
127234,,,68,-117.7501,25.2204,,,,,,,,,,
127302,,,68,-117.8085,23.8527,,,,,,,,,,
127369,,,67,-117.9455,22.2969,,,,,,,,,,
127437,,,68,-117.9065,24.8885,,,,,,,,,,
127500,,,,,,3,2,1,3018.8132,55.1689,6.4835,13.1211,6.6815,1312.5302,0.0
127508,,,71,-118.0051,26.8857,,,,,,,,,,
127579,,,71,-117.9456,25.3195,,,,,,,,,,
127660,,,81,-119.1804,23.5622,,,,,,,,,,
127732,,,72,-118.175,27.5242,,,,,,,,,,
127803,,,71,-117.9853,26.7061,,,,,,,,,,
127875,,,72,-118.1729,26.541,,,,,,,,,,
127958,,,83,-119.5432,24.2242,,,,,,,,,,
128000,,,,,,3,2,1,2992.0962,44.9317,4.3938,0.1867,3.5604,1050.1614,0.0
128029,,,71,-117.9777,25.0634,,,,,,,,,,
128109,,,80,-118.9856,27.1075,,,,,,,,,,
128181,,,72,-118.4372,25.6625,,,,,,,,,,
128261,,,80,-119.0764,25.9683,,,,,,,,,,
128341,,,80,-119.1807,27.2741,,,,,,,,,,
128412,,,71,-118.017,29.1863,,,,,,,,,,
128492,,,80,-119.2091,24.6619,,,,,,,,,,
128500,,,,,,3,2,1,3011.6194,46.9049,5.5538,0.4722,5.6637,929.8972,0.0
128573,,,81,-119.0762,24.8733,,,,,,,,,,
128645,,,72,-118.3436,31.3956,,,,,,,,,,
128725,,,80,-118.918,32.4415,,,,,,,,,,
128805,,,80,-118.7706,27.2229,,,,,,,,,,
128877,,,72,-118.4409,26.5281,,,,,,,,,,
128958,,,81,-119.2278,24.9716,,,,,,,,,,
129000,,,,,,4,2,1,2907.564,58.3564,214.2405,11.5814,12.3345,487.1265,0.0
129037,,,79,-118.6614,24.104,,,,,,,,,,
129118,,,81,-119.2587,24.4827,,,,,,,,,,
129186,,,68,-117.7694,24.2413,,,,,,,,,,
129254,,,68,-117.9008,25.8285,,,,,,,,,,
129322,,,68,-118.04,23.7483,,,,,,,,,,
129390,,,68,-117.714,27.177,,,,,,,,,,
129458,,,68,-117.788,26.1034,,,,,,,,,,
129500,,,,,,3,2,1,2981.3,65.3531,16.9074,17.2143,7.1948,2208.8372,0.0
129526,,,68,-117.9044,23.6701,,,,,,,,,,
129593,,,67,-117.5784,25.9129,,,,,,,,,,
129661,,,68,-117.9867,21.7135,,,,,,,,,,
129729,,,68,-117.7811,19.2963,,,,,,,,,,
129796,,,67,-117.7669,19.4683,,,,,,,,,,
129863,,,67,-117.6806,19.6171,,,,,,,,,,
129931,,,68,-117.7439,19.4435,,,,,,,,,,
129998,,,67,-117.6389,19.5012,,,,,,,,,,
130000,,,,,,4,3,1,2876.062,55.8987,512.4804,6.8523,3.1221,525.662,0.0
130000,-119.0827,76.8,,,,,,,,,,,,,
130066,,,68,-117.9636,13.1829,,,,,,,,,,
130133,,,67,-117.6102,18.7742,,,,,,,,,,
130200,,,67,-117.5707,19.4781,,,,,,,,,,
130267,,,67,-117.6541,19.6976,,,,,,,,,,
130334,,,67,-117.5052,18.9389,,,,,,,,,,
130402,,,68,-117.8646,20.2952,,,,,,,,,,
130483,,,81,-119.1932,20.013,,,,,,,,,,
130500,,,,,,4,3,1,2949.1819,54.336,6.7109,7.0187,7.946,400.8015,0.0
130563,,,80,-118.8194,18.9653,,,,,,,,,,
130635,,,72,-118.4839,19.4767,,,,,,,,,,
130707,,,72,-118.1735,19.8414,,,,,,,,,,
130787,,,80,-118.771,19.735,,,,,,,,,,
130867,,,80,-119.122,19.1516,,,,,,,,,,
130939,,,72,-118.3331,19.0573,,,,,,,,,,
131000,,,,,,4,2,1,2953.6106,82.4128,323.6566,30.8031,8.1642,4411.0093,0.0
131020,,,81,-119.1807,19.4771,,,,,,,,,,
131100,,,80,-118.978,20.009,,,,,,,,,,
131181,,,81,-119.2161,19.578,,,,,,,,,,
131261,,,80,-119.1467,19.794,,,,,,,,,,
131333,,,72,-118.1795,19.6089,,,,,,,,,,
131414,,,81,-119.3401,20.1844,,,,,,,,,,
131494,,,80,-119.1861,19.8067,,,,,,,,,,
131500,,,,,,3,2,1,2972.833,69.0707,7.357,17.0759,2.2295,1139.7975,0.0
131574,,,80,-119.2262,19.4588,,,,,,,,,,
131655,,,81,-119.0591,19.6777,,,,,,,,,,
131726,,,71,-117.9888,19.2837,,,,,,,,,,
131797,,,71,-118.1427,19.0446,,,,,,,,,,
131877,,,80,-118.9708,18.885,,,,,,,,,,
131957,,,80,-119.2349,19.8985,,,,,,,,,,
132000,,,,,,3,2,1,2912.8877,64.8619,71.5803,13.7704,5.8549,878.9782,0.0
132037,,,80,-118.9482,20.1126,,,,,,,,,,
132104,,,67,-117.5501,20.1106,,,,,,,,,,
132172,,,68,-118.1744,19.2929,,,,,,,,,,
132500,,,,,,4,2,1,2957.5906,85.5031,454.4354,36.2102,4.6293,1268.4709,0.0
133000,,,,,,4,2,1,2920.8511,82.9372,506.5145,33.9556,5.7734,1033.4768,0.0
133500,,,,,,4,2,1,2947.9165,73.8909,416.0646,26.5882,2.567,347.7808,0.0
133772,,,1600,-174.6782,20.4353,,,,,,,,,,
134000,,,,,,3,2,1,2914.741,59.2425,5.0356,14.5756,1.2937,233.2874,0.0
134500,,,,,,3,2,1,3041.3857,51.1215,3.9878,6.4673,2.8116,624.7492,0.0
135000,,,,,,4,2,1,2943.6641,64.5333,502.8421,22.1612,4.3974,1126.2354,0.0
135000,-181.7831,1600.0,,,,,,,,,,,,,
135372,,,1600,-174.6792,19.1435,,,,,,,,,,
135500,,,,,,3,2,1,2965.2932,59.8872,3.7328,19.4552,2.517,1659.8719,0.0
136000,,,,,,3,3,1,2889.7969,63.2983,207.0905,24.9667,1.8948,838.9117,0.0
136500,,,,,,4,2,1,2879.2629,62.7725,6.6222,23.375,1.7882,206.164,0.0
136972,,,1600,-174.7036,25.3277,,,,,,,,,,
137000,,,,,,4,2,1,2933.9819,47.5522,138.6039,9.6081,1.376,716.4645,0.0
137500,,,,,,4,3,1,2897.7422,46.7544,109.0034,8.1419,1.0385,446.6565,0.0
138000,,,,,,4,2,1,2874.8,53.4651,16.3254,15.6015,1.7048,455.4871,0.0
138500,,,,,,4,2,1,2983.7688,75.3123,77.715,37.7405,1.6949,994.2416,0.0
138572,,,1600,-174.8156,27.4288,,,,,,,,,,
139000,,,,,,4,2,1,3068.5007,57.1123,378.9036,21.8233,2.106,1065.7926,0.0
139500,,,,,,3,2,1,2971.99,53.6823,156.6718,19.0299,2.5317,1587.4139,0.0
140000,,,,,,4,2,1,2863.4299,68.0442,57.4582,32.0723,0.9313,287.9948,0.0
140000,-181.6947,1600.0,,,,,,,,,,,,,
140172,,,1600,-174.3981,18.1963,,,,,,,,,,
140500,,,,,,3,2,1,2891.2808,53.5306,74.5204,21.0927,1.5699,457.1591,0.0
141000,,,,,,3,2,1,3050.2566,64.2045,143.5568,28.3722,1.8453,1172.7764,0.0
141500,,,,,,3,2,1,2882.4221,39.787,44.8975,7.1114,4.7588,1303.6976,0.0
141772,,,1600,-174.2536,25.9259,,,,,,,,,,
142000,,,,,,4,3,1,3008.1938,70.9159,60.3146,34.9814,1.4652,558.9569,0.0
142500,,,,,,3,2,1,2989.2695,48.3872,7.2274,13.8262,1.7848,733.208,0.0
143000,,,,,,3,2,1,3127.0381,56.9294,14.9955,23.6067,2.134,1260.9204,0.0
143372,,,1600,-174.7509,25.3107,,,,,,,,,,
143500,,,,,,3,1,1,3109.239,38.6732,20.6496,8.483,3.1235,1724.825,0.0
144000,,,,,,3,2,1,3053.3545,54.1018,317.3546,22.1975,0.6751,327.0878,0.0
144500,,,,,,3,2,1,3010.7397,53.2426,100.5325,22.1396,2.2366,892.6779,0.001
144972,,,1600,-174.5876,24.9668,,,,,,,,,,
145000,,,,,,3,2,1,2929.6096,46.0376,6.2485,14.8257,2.1737,847.3271,0.0
145000,-181.8048,1600.0,,,,,,,,,,,,,
145500,,,,,,3,2,1,2960.7009,41.2956,7.4359,8.6514,1.6223,335.6742,0.0
146000,,,,,,3,1,1,3022.2454,59.0697,91.8936,28.6079,3.4299,1559.7579,0.0
146500,,,,,,3,2,1,2810.6226,61.3544,127.9262,30.6823,2.2006,1083.1459,0.0
146572,,,1600,-171.14,18.3414,,,,,,,,,,
147000,,,,,,3,1,1,3050.4175,46.0584,4.9213,16.8237,1.5718,653.872,0.0
147500,,,,,,4,2,1,2937.2705,60.6855,437.0501,31.3691,1.9226,944.2979,0.0
148000,,,,,,3,2,1,2990.9395,33.9148,13.6331,6.7868,2.0774,552.8055,0.0
148172,,,1600,-171.501,24.3212,,,,,,,,,,
148270,,,98,-107.1932,24.8759,,,,,,,,,,
148385,,,115,-107.7053,24.2721,,,,,,,,,,
148467,,,82,-105.9898,23.6586,,,,,,,,,,
148500,,,,,,3,2,1,2897.2234,50.5902,311.937,20.8104,1.1043,181.1983,0.0
148581,,,114,-107.5782,22.4434,,,,,,,,,,
148695,,,114,-107.7973,23.6851,,,,,,,,,,
148806,,,111,-107.2564,23.3374,,,,,,,,,,
148919,,,113,-107.4027,25.1729,,,,,,,,,,
149000,,,,,,3,2,1,2995.5994,41.4433,4.8968,12.9898,1.3288,420.3668,0.0
149033,,,114,-107.902,23.9499,,,,,,,,,,
149500,,,,,,3,2,1,2928.9653,36.968,5.3692,8.4554,2.6756,1344.5319,0.0
150000,,,,,,5,2,1,2830.0659,28.9644,6.5144,0.9871,2.7586,1499.3418,0.0
150000,-179.3032,1600.0,,,,,,,,,,,,,
150500,,,,,,3,2,1,2943.7927,38.4345,6.2368,8.9705,1.6088,459.2484,0.0
150633,,,1600,-173.2397,18.6331,,,,,,,,,,
151000,,,,,,3,2,1,2917.4739,43.8767,4.7019,14.8911,2.8294,1083.4399,0.0
151500,,,,,,4,2,1,2859.4443,61.9148,331.5463,31.2585,2.1898,928.3465,0.0
152000,,,,,,3,2,1,2939.6931,34.6371,4.1343,6.7202,1.1727,561.2565,0.0
152233,,,1600,-172.31,25.4137,,,,,,,,,,
152500,,,,,,4,2,1,3062.9045,49.9614,273.5346,24.1763,0.8655,336.9943,0.0
153000,,,,,,4,2,1,2980.5723,37.615,224.2529,11.6607,0.6955,288.1496,0.0
153500,,,,,,4,2,1,2988.363,32.2753,42.097,7.2086,1.956,411.7987,0.0
153833,,,1600,-173.425,25.2601,,,,,,,,,,
153948,,,115,-106.3275,28.1298,,,,,,,,,,
154000,,,,,,3,1,1,3038.2283,31.5636,3.6452,6.4446,3.4779,1102.222,0.0
154500,,,,,,3,1,1,2862.8513,39.4027,79.0533,15.3671,2.9039,688.5955,0.0
155000,,,,,,3,2,1,3055.3821,32.2432,327.3038,7.0509,1.4556,733.8631,0.0
155000,-179.2894,1600.0,,,,,,,,,,,,,
155500,,,,,,3,2,1,2875.9929,34.1781,5.2483,8.7018,3.8805,911.9915,0.0
155548,,,1600,-172.5428,19.1041,,,,,,,,,,
156000,,,,,,4,2,1,2924.5125,65.0855,319.9172,40.6246,1.1687,657.8571,0.0
156500,,,,,,3,2,1,2959.3521,25.6367,5.8442,0.3823,3.0967,1809.7095,0.0
157000,,,,,,3,2,1,2963.7751,41.6265,67.526,16.2699,1.3338,705.0383,0.0
157148,,,1600,-172.6279,25.708,,,,,,,,,,
157264,,,116,-107.2915,29.1109,,,,,,,,,,
157500,,,,,,3,2,1,2961.2795,32.5682,4.5219,8.3342,1.1832,395.0243,0.0
158000,,,,,,4,2,1,2931.6045,34.2248,226.1782,8.9697,1.6862,317.0407,0.0
158500,,,,,,4,2,1,3044.425,51.2685,399.1688,27.904,0.6076,126.0065,0.0
158864,,,1600,-173.3483,25.829,,,,,,,,,,
159000,,,,,,4,2,1,3129.3572,33.2434,172.6555,8.9687,1.1133,609.1648,0.0
159500,,,,,,3,2,1,3058.5425,30.1759,5.2192,8.7699,2.0273,1105.641,0.0
160000,,,,,,3,1,1,2962.4868,29.7266,16.1181,8.5006,0.8834,175.3032,0.0
160000,-108.3506,113.1,,,,,,,,,,,,,
160464,,,1600,-172.2033,25.8357,,,,,,,,,,
160500,,,,,,3,2,1,2977.5222,39.2927,77.5005,17.0326,2.3744,1242.3671,0.0
160583,,,119,-108.1665,24.2342,,,,,,,,,,
160708,,,125,-109.2406,24.7866,,,,,,,,,,
161000,,,,,,3,2,1,3090.8679,29.4673,26.8801,7.8569,1.1152,126.7667,0.0
161500,,,,,,3,2,1,2992.781,43.1799,7.4472,21.3824,1.24,547.8818,0.0
162000,,,,,,3,2,1,2939.0154,34.3352,8.571,13.1239,0.8423,441.0335,0.0
162308,,,1600,-172.3271,25.5297,,,,,,,,,,
162500,,,,,,4,2,1,3027.4021,36.528,32.6619,15.3847,1.0705,727.8022,0.0
163000,,,,,,3,2,1,2949.354,36.0422,4.9767,12.9138,0.5535,159.5503,0.0
163500,,,,,,3,2,1,2983.8362,37.856,256.6036,16.7056,0.9008,177.3999,0.0
163908,,,1600,-171.9271,25.6352,,,,,,,,,,
164000,,,,,,4,2,1,2901.6772,70.3356,679.6671,49.5588,1.453,782.9748,0.0
164500,,,,,,3,2,1,2919.6721,22.3399,4.4065,0.8357,1.0965,453.5166,0.0
165000,,,,,,3,2,1,2943.0505,22.5795,4.0144,0.4508,1.7299,946.6785,0.0
165000,-179.2865,1600.0,,,,,,,,,,,,,
165500,,,,,,3,2,1,3001.6389,36.969,10.6549,16.8162,1.1768,428.9185,0.0
165508,,,1600,-172.2477,18.686,,,,,,,,,,
165635,,,127,-113.4784,26.7574,,,,,,,,,,
166000,,,,,,3,1,1,3184.2874,35.894,4.9039,16.6321,1.4901,352.457,0.0
166500,,,,,,4,1,1,2942.9204,60.3535,305.8344,40.4936,2.1683,1351.7355,0.0
167000,,,,,,3,2,1,2992.405,27.27,4.4493,8.5766,1.2302,575.0082,0.0
167235,,,1600,-172.31,26.3675,,,,,,,,,,
167353,,,118,-107.1436,24.5721,,,,,,,,,,
167467,,,114,-107.0549,27.3623,,,,,,,,,,
167500,,,,,,3,1,1,3068.9265,27.0414,2.9316,8.4016,0.9801,198.4319,0.0
168000,,,,,,3,1,1,3040.1545,31.0367,390.8539,11.1898,1.4026,226.0067,0.0
168500,,,,,,3,1,1,3016.8706,36.8736,4.8476,16.7615,1.0503,531.8505,0.0
169000,,,,,,3,2,1,2918.6963,29.1125,6.2828,9.232,2.4749,160.2879,0.0
169067,,,1600,-173.6027,27.1428,,,,,,,,,,
169500,,,,,,3,1,1,2890.7566,18.1074,2.7392,0.2509,1.8059,440.7685,0.0
170000,,,,,,3,1,1,3015.2102,36.2762,4.0523,16.9349,1.6049,753.9064,0.0
170000,-172.4227,1451.2,,,,,,,,,,,,,
170500,,,,,,3,2,1,2963.8765,29.4697,312.9181,10.9149,0.8373,518.9453,0.0
170667,,,1600,-172.4332,18.7558,,,,,,,,,,
170783,,,116,-107.7374,21.4532,,,,,,,,,,
170897,,,114,-107.5202,22.2602,,,,,,,,,,
171000,,,,,,4,2,1,2972.8811,21.1118,106.8272,1.4846,1.0777,282.8073,0.0
171002,,,105,-107.831,21.1354,,,,,,,,,,
171116,,,114,-107.6414,22.625,,,,,,,,,,
171218,,,102,-105.1494,21.768,,,,,,,,,,
171333,,,115,-107.6898,23.4184,,,,,,,,,,
171447,,,114,-107.5876,21.6282,,,,,,,,,,
171500,,,,,,3,2,1,3093.0762,33.561,21.6991,15.0811,1.6908,828.9975,0.0
171579,,,132,-110.2805,21.1177,,,,,,,,,,
171680,,,101,-105.2027,20.4231,,,,,,,,,,
171766,,,86,-106.3843,23.1681,,,,,,,,,,
171881,,,115,-107.6668,22.2506,,,,,,,,,,
171983,,,102,-106.6474,20.1768,,,,,,,,,,
172000,,,,,,3,2,1,2978.2925,34.8645,5.5606,15.7902,1.9049,361.1531,0.0
172097,,,114,-107.615,20.9762,,,,,,,,,,
172211,,,114,-107.7126,22.0352,,,,,,,,,,
172322,,,111,-107.0982,21.9995,,,,,,,,,,
172435,,,113,-107.4481,21.0349,,,,,,,,,,
172500,,,,,,3,2,1,3055.5012,28.0946,18.3652,8.9087,1.9842,661.7748,0.0
172542,,,107,-106.843,22.0758,,,,,,,,,,
172658,,,116,-107.832,20.8302,,,,,,,,,,
172775,,,117,-107.9357,20.4417,,,,,,,,,,
172887,,,112,-107.3709,21.6847,,,,,,,,,,
173000,,,,,,3,1,1,2938.7549,38.1484,344.8492,19.647,1.7622,915.0087,0.0
173001,,,114,-107.7501,21.2841,,,,,,,,,,
173500,,,,,,3,1,1,3000.4338,27.2379,545.0051,9.0182,4.7205,615.3175,0.0
174000,,,,,,4,2,1,3054.5237,33.8071,222.3679,13.7514,0.6981,265.7679,0.0
174500,,,,,,4,3,1,2941.3337,78.3018,526.3099,55.9595,2.7563,301.3018,0.0
174601,,,1600,-173.4049,21.4701,,,,,,,,,,
175000,,,,,,4,2,1,3021.1775,37.2959,216.1201,18.7762,3.2337,745.2161,0.0
175000,-172.4132,1451.3,,,,,,,,,,,,,
175500,,,,,,3,1,1,2980.4312,32.8424,229.7602,15.3235,2.1992,749.1503,0.0
176000,,,,,,3,2,1,2986.6655,39.3909,70.3958,21.7371,2.1554,951.3423,0.0
176201,,,1600,-173.276,15.9937,,,,,,,,,,
176500,,,,,,3,2,1,2946.5767,35.8127,24.8397,17.2901,1.8512,405.8352,0.0
177000,,,,,,3,1,1,3041.6777,34.5076,15.4894,16.7788,2.0987,666.5214,0.0
177500,,,,,,3,2,1,2984.5249,34.8526,6.7653,17.2617,3.0092,554.5582,0.0
177801,,,1600,-172.7916,21.9125,,,,,,,,,,
178000,,,,,,3,2,1,3024.6724,15.2695,4.9085,0.2592,2.2278,435.1948,0.0
