env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
309507,,,43,-121.7294,21.0303,,,,,,,,,,
309550,,,43,-122.2162,20.5496,,,,,,,,,,
309592,,,42,-122.8413,20.8767,,,,,,,,,,
309634,,,42,-123.3688,20.7343,,,,,,,,,,
309677,,,43,-122.3926,20.4022,,,,,,,,,,
309720,,,43,-122.2107,21.8491,,,,,,,,,,
309763,,,43,-122.3385,24.7791,,,,,,,,,,
309806,,,43,-121.1645,22.7546,,,,,,,,,,
309921,,,115,-115.2989,22.3471,,,,,,,,,,
309964,,,43,-121.6434,21.295,,,,,,,,,,
310000,,,,,,3,2,1,2912.8694,84.584,22.9345,19.691,1.3467,160.2789,0.0
310000,-137.1342,261.7,,,,,,,,,,,,,
310007,,,43,-122.473,5.8836,,,,,,,,,,
310049,,,42,-123.4924,20.8853,,,,,,,,,,
310092,,,43,-122.5254,20.2199,,,,,,,,,,
310135,,,43,-122.7617,20.8067,,,,,,,,,,
310178,,,43,-121.2464,20.4055,,,,,,,,,,
310221,,,43,-122.357,21.2735,,,,,,,,,,
310264,,,43,-122.3932,21.23,,,,,,,,,,
310307,,,43,-121.9543,21.578,,,,,,,,,,
310407,,,100,-128.8376,20.9743,,,,,,,,,,
310453,,,46,-119.3416,20.6225,,,,,,,,,,
310500,,,,,,3,1,1,3098.9429,97.6289,7.2104,31.4411,1.1719,134.6892,0.0
310602,,,149,-119.9004,20.5904,,,,,,,,,,
310705,,,103,-129.3533,24.6909,,,,,,,,,,
310804,,,99,-128.7523,23.5852,,,,,,,,,,
310935,,,131,-118.2019,21.9707,,,,,,,,,,
311000,,,,,,4,1,1,2988.6311,120.7516,1965.2241,52.7425,1.3038,177.566,0.0
311030,,,95,-113.3184,21.902,,,,,,,,,,
311074,,,44,-122.4945,20.0725,,,,,,,,,,
311117,,,43,-120.2171,22.3211,,,,,,,,,,
311160,,,43,-121.5175,21.0153,,,,,,,,,,
311203,,,43,-121.8607,21.0545,,,,,,,,,,
311246,,,43,-122.1118,21.2102,,,,,,,,,,
311288,,,42,-119.4741,22.8666,,,,,,,,,,
311331,,,43,-121.8443,24.9674,,,,,,,,,,
311373,,,42,-119.5348,21.8305,,,,,,,,,,
311416,,,43,-122.0038,22.3264,,,,,,,,,,
311458,,,42,-121.9007,21.1935,,,,,,,,,,
311500,,,,,,4,2,1,2895.551,80.2112,406.1102,10.544,1.2317,174.6946,0.0
311501,,,43,-120.9951,20.907,,,,,,,,,,
311544,,,43,-121.8763,22.3496,,,,,,,,,,
311587,,,43,-120.9383,23.0316,,,,,,,,,,
311630,,,43,-121.7622,22.0976,,,,,,,,,,
311710,,,80,-112.5427,22.5508,,,,,,,,,,
311751,,,41,-123.8928,22.1459,,,,,,,,,,
311795,,,44,-122.3774,19.8477,,,,,,,,,,
311838,,,43,-121.8444,20.6518,,,,,,,,,,
311881,,,43,-121.5326,21.9914,,,,,,,,,,
311924,,,43,-121.214,22.4002,,,,,,,,,,
311967,,,43,-122.1613,19.944,,,,,,,,,,
312000,,,,,,3,2,1,3020.0078,102.6585,10.8267,31.6945,1.3649,224.8459,0.0
312009,,,42,-122.1551,19.8941,,,,,,,,,,
312051,,,42,-122.0115,23.3529,,,,,,,,,,
312093,,,42,-123.6948,19.6026,,,,,,,,,,
312136,,,43,-120.4968,24.5275,,,,,,,,,,
312179,,,43,-120.6361,21.5635,,,,,,,,,,
312222,,,43,-122.1854,22.3021,,,,,,,,,,
312265,,,43,-122.3416,22.3668,,,,,,,,,,
312308,,,43,-122.0353,24.3479,,,,,,,,,,
312351,,,43,-122.462,24.2747,,,,,,,,,,
312393,,,42,-123.1521,24.9812,,,,,,,,,,
312436,,,43,-122.0167,23.4502,,,,,,,,,,
312477,,,41,-119.7782,20.856,,,,,,,,,,
312500,,,,,,3,2,1,3002.1792,90.5907,136.7809,18.9748,1.0738,118.4874,0.0
312519,,,42,-122.9195,21.6661,,,,,,,,,,
312625,,,106,-116.1216,22.134,,,,,,,,,,
312731,,,106,-116.1048,21.394,,,,,,,,,,
312778,,,47,-120.4298,21.2716,,,,,,,,,,
312940,,,162,-121.1705,21.7544,,,,,,,,,,
313000,,,,,,3,2,1,3111.6111,82.7492,5.2087,8.5931,1.4087,271.5339,0.0
313035,,,95,-128.027,22.9411,,,,,,,,,,
313115,,,80,-112.5763,20.2075,,,,,,,,,,
313157,,,42,-119.5429,19.6217,,,,,,,,,,
313224,,,67,-112.3384,22.4944,,,,,,,,,,
313267,,,43,-122.8579,23.1849,,,,,,,,,,
313307,,,40,-118.6991,23.8663,,,,,,,,,,
313349,,,42,-119.2891,23.4569,,,,,,,,,,
313389,,,40,-118.6539,20.5145,,,,,,,,,,
313432,,,43,-122.3787,23.992,,,,,,,,,,
313475,,,43,-122.433,20.7879,,,,,,,,,,
313500,,,,,,3,2,1,2949.7,127.8805,73.4992,50.775,1.2231,146.8651,0.0
313518,,,43,-121.8619,19.9166,,,,,,,,,,
313561,,,43,-122.1107,23.5647,,,,,,,,,,
313602,,,41,-123.4224,24.6952,,,,,,,,,,
313644,,,42,-119.2909,20.9166,,,,,,,,,,
313687,,,43,-121.7044,20.753,,,,,,,,,,
313730,,,43,-121.5686,20.9897,,,,,,,,,,
313770,,,40,-119.039,21.6926,,,,,,,,,,
313813,,,43,-121.7411,23.2739,,,,,,,,,,
313856,,,43,-122.0244,20.7902,,,,,,,,,,
313899,,,43,-122.1529,20.798,,,,,,,,,,
313942,,,43,-121.8854,20.7032,,,,,,,,,,
313985,,,43,-122.1612,21.5822,,,,,,,,,,
314000,,,,,,3,2,1,2982.7703,93.0055,17.0422,15.1796,1.0997,416.4239,0.0
314025,,,40,-119.0415,19.3694,,,,,,,,,,
314069,,,44,-121.766,20.2856,,,,,,,,,,
314112,,,43,-122.2488,21.0002,,,,,,,,,,
314154,,,42,-119.7376,19.7807,,,,,,,,,,
314197,,,43,-122.4481,20.0047,,,,,,,,,,
314348,,,151,-135.2479,22.4448,,,,,,,,,,
314391,,,43,-120.2084,22.2223,,,,,,,,,,
314434,,,43,-122.5778,22.1959,,,,,,,,,,
314475,,,41,-123.8967,25.2567,,,,,,,,,,
314500,,,,,,4,2,1,2910.9246,94.8655,618.3733,17.491,0.8052,173.4023,0.0
314517,,,42,-124.4275,20.6315,,,,,,,,,,
314560,,,43,-121.9298,19.7805,,,,,,,,,,
314603,,,43,-122.5497,22.7892,,,,,,,,,,
314646,,,43,-122.5306,24.6198,,,,,,,,,,
314689,,,43,-122.3609,21.6672,,,,,,,,,,
314732,,,43,-122.1564,22.4501,,,,,,,,,,
314883,,,151,-136.7542,21.1762,,,,,,,,,,
314961,,,78,-112.5039,21.5169,,,,,,,,,,
315000,,,,,,5,1,1,2967.116,88.5356,296.0534,11.4192,0.6454,172.0474,0.0
315000,-129.5281,123.3,,,,,,,,,,,,,
315062,,,101,-129.0421,14.4571,,,,,,,,,,
315137,,,75,-112.5614,21.3155,,,,,,,,,,
315180,,,43,-122.6289,20.3103,,,,,,,,,,
315223,,,43,-122.1801,20.5723,,,,,,,,,,
315266,,,43,-122.0983,20.6961,,,,,,,,,,
315308,,,42,-123.5193,22.7783,,,,,,,,,,
315351,,,43,-121.8951,22.1119,,,,,,,,,,
315391,,,40,-118.9128,20.9826,,,,,,,,,,
315435,,,44,-122.0833,24.4084,,,,,,,,,,
315500,,,,,,3,2,1,2979.863,86.0988,124.2682,8.9515,0.4817,98.245,0.0
315532,,,97,-113.5082,22.1085,,,,,,,,,,
315575,,,43,-122.1572,19.0006,,,,,,,,,,
315655,,,80,-112.5486,21.3162,,,,,,,,,,
315698,,,43,-121.0298,20.3118,,,,,,,,,,
315740,,,42,-123.9944,21.8875,,,,,,,,,,
315783,,,43,-120.8529,19.9055,,,,,,,,,,
315826,,,43,-121.0704,19.4338,,,,,,,,,,
315869,,,43,-122.2173,20.3104,,,,,,,,,,
315908,,,39,-118.0253,20.2499,,,,,,,,,,
315951,,,43,-122.557,20.2629,,,,,,,,,,
315993,,,42,-123.6926,19.7902,,,,,,,,,,
316000,,,,,,4,2,1,3034.7351,111.8629,263.1591,35.7957,0.7264,210.6733,0.0
316036,,,43,-121.8212,21.629,,,,,,,,,,
316079,,,43,-122.3553,20.6126,,,,,,,,,,
316157,,,78,-112.4997,22.0789,,,,,,,,,,
316200,,,43,-122.6,22.2667,,,,,,,,,,
316241,,,41,-123.3481,25.3779,,,,,,,,,,
316283,,,42,-123.1138,24.8767,,,,,,,,,,
316325,,,42,-122.5261,22.8591,,,,,,,,,,
316368,,,43,-122.4246,21.3078,,,,,,,,,,
316408,,,40,-118.8475,20.5981,,,,,,,,,,
316449,,,41,-119.3685,21.6712,,,,,,,,,,
316489,,,40,-118.5991,21.2643,,,,,,,,,,
316500,,,,,,4,2,1,2962.1687,134.7506,990.3781,58.7655,0.7151,281.7041,0.0
316532,,,43,-121.9814,20.6343,,,,,,,,,,
316574,,,42,-124.7893,22.0737,,,,,,,,,,
316617,,,43,-121.4784,21.6154,,,,,,,,,,
316659,,,42,-124.9044,22.6111,,,,,,,,,,
316699,,,40,-119.0735,23.5623,,,,,,,,,,
316742,,,43,-120.3668,21.0509,,,,,,,,,,
316785,,,43,-121.9621,21.5143,,,,,,,,,,
316828,,,43,-120.7952,19.3311,,,,,,,,,,
317000,,,,,,3,2,1,2996.9053,93.2564,227.4116,17.8594,0.8479,345.0373,0.0
317026,,,198,-125.065,21.6985,,,,,,,,,,
317069,,,43,-121.7983,21.1052,,,,,,,,,,
317253,,,184,-123.1951,22.8415,,,,,,,,,,
317294,,,41,-121.1199,21.0845,,,,,,,,,,
317336,,,42,-122.916,20.0368,,,,,,,,,,
317379,,,43,-121.5076,21.375,,,,,,,,,,
317422,,,43,-122.2255,22.1511,,,,,,,,,,
317465,,,43,-122.1707,23.1591,,,,,,,,,,
317500,,,,,,3,2,1,3069.6558,104.5602,662.8773,29.9167,0.5456,147.869,0.0
317508,,,43,-122.4857,21.0856,,,,,,,,,,
317551,,,43,-122.4993,24.4336,,,,,,,,,,
317593,,,42,-123.4447,20.8887,,,,,,,,,,
317633,,,40,-118.9499,19.3742,,,,,,,,,,
317676,,,43,-121.5789,20.2568,,,,,,,,,,
317719,,,43,-122.0758,22.1169,,,,,,,,,,
317762,,,43,-122.0261,21.8398,,,,,,,,,,
317804,,,42,-123.7168,24.4511,,,,,,,,,,
317847,,,43,-122.511,22.3062,,,,,,,,,,
317890,,,43,-120.8478,20.5303,,,,,,,,,,
317933,,,43,-120.2419,23.8874,,,,,,,,,,
317976,,,43,-122.0749,22.6456,,,,,,,,,,
318000,,,,,,3,2,1,2999.9407,112.7653,742.0042,38.4102,0.4027,175.7257,0.0
318096,,,120,-115.4643,21.613,,,,,,,,,,
318138,,,42,-119.1965,20.1626,,,,,,,,,,
318181,,,43,-121.1794,21.5423,,,,,,,,,,
318223,,,42,-123.5639,20.211,,,,,,,,,,
318265,,,42,-123.1146,21.2258,,,,,,,,,,
318308,,,43,-122.0054,21.3227,,,,,,,,,,
318413,,,105,-114.2445,22.7711,,,,,,,,,,
318454,,,41,-118.4147,24.8986,,,,,,,,,,
318497,,,43,-121.6284,20.6903,,,,,,,,,,
318500,,,,,,3,1,1,2936.2126,72.9912,4.7086,0.1664,0.5918,266.511,0.0
318540,,,43,-121.4947,20.6458,,,,,,,,,,
318581,,,41,-121.0098,23.0084,,,,,,,,,,
318624,,,43,-122.5494,23.0108,,,,,,,,,,
318667,,,43,-121.6022,25.8309,,,,,,,,,,
318709,,,42,-122.9453,24.7184,,,,,,,,,,
318752,,,43,-120.6285,24.6662,,,,,,,,,,
318795,,,43,-122.2468,25.619,,,,,,,,,,
318838,,,43,-121.6213,24.9653,,,,,,,,,,
318881,,,43,-120.9084,23.0981,,,,,,,,,,
318924,,,43,-121.946,21.6591,,,,,,,,,,
318963,,,39,-117.9954,23.1002,,,,,,,,,,
319000,,,,,,3,2,1,2989.6575,105.3906,21.3792,32.2365,1.3964,144.9676,0.0
319006,,,43,-122.199,20.6274,,,,,,,,,,
319136,,,130,-134.1035,22.251,,,,,,,,,,
319179,,,43,-122.5634,20.3989,,,,,,,,,,
319221,,,42,-123.7146,24.952,,,,,,,,,,
319263,,,42,-119.1603,20.227,,,,,,,,,,
319306,,,43,-122.1981,23.9915,,,,,,,,,,
319349,,,43,-120.7875,25.6831,,,,,,,,,,
319428,,,79,-112.6603,25.3796,,,,,,,,,,
319470,,,42,-119.2085,19.7306,,,,,,,,,,
319500,,,,,,3,2,1,2953.2893,98.2591,76.8511,25.1715,0.9295,81.2946,0.0
319513,,,43,-121.9905,20.9236,,,,,,,,,,
319556,,,43,-121.5239,19.4841,,,,,,,,,,
319596,,,40,-119.1712,20.8284,,,,,,,,,,
319639,,,43,-121.7675,20.7902,,,,,,,,,,
319682,,,43,-121.9651,20.7337,,,,,,,,,,
319725,,,43,-121.6438,22.6685,,,,,,,,,,
319769,,,44,-122.2952,22.1566,,,,,,,,,,
319811,,,42,-122.2542,20.6325,,,,,,,,,,
319854,,,43,-122.4476,21.2864,,,,,,,,,,
319894,,,40,-118.6611,21.1189,,,,,,,,,,
319937,,,43,-121.9394,21.8241,,,,,,,,,,
319980,,,43,-122.4445,20.7097,,,,,,,,,,
320000,,,,,,3,2,1,2963.0251,84.5227,10.1793,11.8327,0.5975,117.1839,0.0
320000,-120.9976,47.3,,,,,,,,,,,,,
320024,,,44,-122.3262,14.9445,,,,,,,,,,
320067,,,43,-121.4763,23.4936,,,,,,,,,,
320109,,,42,-123.1138,22.3601,,,,,,,,,,
320152,,,43,-122.3649,20.8287,,,,,,,,,,
320195,,,43,-121.9584,23.0837,,,,,,,,,,
320235,,,40,-118.8873,22.5572,,,,,,,,,,
320277,,,42,-123.3552,20.0737,,,,,,,,,,
320320,,,43,-122.6868,21.0518,,,,,,,,,,
320363,,,43,-122.3303,20.9997,,,,,,,,,,
320406,,,43,-121.7332,23.4001,,,,,,,,,,
320500,,,,,,3,2,1,2890.0391,105.7267,228.8145,35.2892,0.8482,206.9497,0.0
320500,,,94,-113.243,22.1055,,,,,,,,,,
320543,,,43,-121.949,22.3483,,,,,,,,,,
320586,,,43,-122.3447,19.7421,,,,,,,,,,
320666,,,80,-112.6574,20.3028,,,,,,,,,,
320709,,,43,-122.1744,22.3068,,,,,,,,,,
320750,,,41,-118.7874,20.2302,,,,,,,,,,
320837,,,87,-112.6538,20.1188,,,,,,,,,,
320930,,,93,-113.0266,20.3969,,,,,,,,,,
320973,,,43,-122.3195,21.5553,,,,,,,,,,
321000,,,,,,4,2,1,2970.5996,87.2684,427.5271,16.5619,1.1966,498.07,0.0
321013,,,40,-119.0689,21.1561,,,,,,,,,,
321056,,,43,-121.912,22.0819,,,,,,,,,,
321156,,,100,-129.2982,20.6627,,,,,,,,,,
321199,,,43,-121.69,19.6789,,,,,,,,,,
321240,,,41,-123.7093,22.6385,,,,,,,,,,
321281,,,41,-118.3785,22.5286,,,,,,,,,,
321324,,,43,-120.2911,20.8015,,,,,,,,,,
321366,,,42,-124.2051,22.4923,,,,,,,,,,
321408,,,42,-121.8548,21.4884,,,,,,,,,,
321450,,,42,-122.4296,20.6476,,,,,,,,,,
321493,,,43,-122.3737,21.0386,,,,,,,,,,
321500,,,,,,3,2,1,3084.802,87.892,15.0112,17.2816,0.9578,269.7824,0.0
321536,,,43,-122.4099,25.1946,,,,,,,,,,
321579,,,43,-122.343,20.875,,,,,,,,,,
321622,,,43,-121.4762,19.3733,,,,,,,,,,
321665,,,43,-122.8597,20.8849,,,,,,,,,,
321708,,,43,-121.5293,21.0711,,,,,,,,,,
321751,,,43,-122.3245,20.6108,,,,,,,,,,
321793,,,42,-123.3545,20.9413,,,,,,,,,,
321836,,,43,-121.3039,24.7816,,,,,,,,,,
321879,,,43,-121.055,23.5135,,,,,,,,,,
321919,,,40,-119.0094,20.8554,,,,,,,,,,
321962,,,43,-122.1604,20.4063,,,,,,,,,,
322000,,,,,,3,2,1,3002.2722,114.635,338.0147,44.6472,0.6488,298.8521,0.0
322005,,,43,-121.9978,20.588,,,,,,,,,,
322045,,,40,-118.616,19.1968,,,,,,,,,,
322088,,,43,-122.4027,20.8354,,,,,,,,,,
322130,,,42,-122.0021,23.698,,,,,,,,,,
322173,,,43,-122.1318,21.7307,,,,,,,,,,
322215,,,42,-122.5701,20.1933,,,,,,,,,,
322259,,,44,-122.528,23.8604,,,,,,,,,,
322302,,,43,-121.792,23.5191,,,,,,,,,,
322345,,,43,-121.2601,23.9155,,,,,,,,,,
322386,,,41,-119.0891,19.836,,,,,,,,,,
322429,,,43,-122.2903,19.5382,,,,,,,,,,
322472,,,43,-121.4462,19.8571,,,,,,,,,,
322500,,,,,,4,3,1,3111.7427,102.3599,104.6953,32.1602,1.1619,272.5197,0.0
322515,,,43,-122.1447,22.9263,,,,,,,,,,
322555,,,40,-118.7637,20.061,,,,,,,,,,
322597,,,42,-121.907,21.8991,,,,,,,,,,
322640,,,43,-120.6325,20.0115,,,,,,,,,,
322683,,,43,-120.056,21.9127,,,,,,,,,,
322724,,,41,-119.7614,21.8497,,,,,,,,,,
322767,,,43,-122.3838,23.4889,,,,,,,,,,
322807,,,40,-118.9589,20.7239,,,,,,,,,,
322851,,,44,-122.2471,22.3542,,,,,,,,,,
322893,,,42,-123.4874,20.9112,,,,,,,,,,
322939,,,46,-119.9881,22.2442,,,,,,,,,,
323000,,,,,,3,2,1,2989.1433,91.7117,13.4058,21.5186,0.7987,271.0634,0.0
323065,,,126,-117.7234,22.9112,,,,,,,,,,
323167,,,102,-129.4172,19.4422,,,,,,,,,,
323209,,,42,-124.4496,21.551,,,,,,,,,,
323456,,,247,-130.3586,21.6382,,,,,,,,,,
323500,,,,,,4,1,1,2906.0396,101.2308,656.3402,30.5826,0.884,275.2279,0.0
323669,,,213,-144.1761,21.733,,,,,,,,,,
323842,,,173,-121.7134,20.1513,,,,,,,,,,
324000,,,,,,3,2,1,2892.509,76.5278,92.0182,7.9894,1.0145,400.147,0.0
324049,,,207,-125.6988,20.58,,,,,,,,,,
324143,,,94,-115.4142,21.7311,,,,,,,,,,
324190,,,47,-120.4502,20.3957,,,,,,,,,,
324232,,,42,-123.0464,21.9529,,,,,,,,,,
324274,,,42,-123.5438,19.2553,,,,,,,,,,
324321,,,47,-120.3764,21.5839,,,,,,,,,,
324364,,,43,-122.4681,20.0856,,,,,,,,,,
324468,,,104,-129.8425,20.4542,,,,,,,,,,
324500,,,,,,3,1,1,2912.6946,103.839,9.2578,33.5324,1.4546,283.526,0.0
324514,,,46,-119.3408,20.7903,,,,,,,,,,
324598,,,84,-124.9036,21.3661,,,,,,,,,,
324639,,,41,-119.2591,21.8747,,,,,,,,,,
324685,,,46,-119.8731,23.2244,,,,,,,,,,
324727,,,42,-123.6807,20.8348,,,,,,,,,,
324958,,,231,-146.1548,22.18,,,,,,,,,,
325000,,,,,,3,2,1,2912.0432,135.8286,572.0242,63.5109,1.2563,425.3242,0.0
325000,-121.2932,60.7,,,,,,,,,,,,,
325174,,,216,-127.0617,20.2476,,,,,,,,,,
325216,,,42,-123.3537,23.7574,,,,,,,,,,
325398,,,182,-122.9731,20.983,,,,,,,,,,
325444,,,46,-119.3025,20.2081,,,,,,,,,,
325500,,,,,,3,1,1,2909.8447,101.7823,12.1924,31.6095,1.7524,573.1318,0.0
325641,,,197,-124.4135,20.1025,,,,,,,,,,
325745,,,104,-115.8236,23.0673,,,,,,,,,,
325787,,,42,-123.2842,19.5071,,,,,,,,,,
325904,,,117,-132.4256,20.5213,,,,,,,,,,
325947,,,43,-121.2154,20.9944,,,,,,,,,,
326000,,,,,,3,2,1,3041.3281,86.4904,7.8357,17.0748,1.683,136.0585,0.0
326066,,,119,-117.1903,21.4312,,,,,,,,,,
326237,,,171,-121.7386,20.0307,,,,,,,,,,
326283,,,46,-119.2966,23.1656,,,,,,,,,,
326478,,,195,-124.3199,21.2725,,,,,,,,,,
326500,,,,,,4,2,1,2913.0864,85.6458,20.406,15.6171,1.6407,276.1736,0.0
326579,,,101,-115.6407,22.3214,,,,,,,,,,
326747,,,168,-120.9686,20.7563,,,,,,,,,,
326852,,,105,-130.0523,21.4749,,,,,,,,,,
326982,,,130,-118.2196,20.5238,,,,,,,,,,
327000,,,,,,3,2,1,3038.6057,70.6131,5.1468,0.7593,0.8173,193.3838,0.0
327088,,,106,-130.188,24.1738,,,,,,,,,,
327128,,,40,-119.0265,22.7868,,,,,,,,,,
327229,,,101,-128.9037,20.4314,,,,,,,,,,
327410,,,181,-122.6693,20.8771,,,,,,,,,,
327500,,,,,,3,2,1,3000.2695,80.5337,44.609,9.2959,3.6056,717.0457,0.0
327537,,,127,-117.8482,21.816,,,,,,,,,,
327638,,,101,-129.2711,21.0865,,,,,,,,,,
327729,,,91,-127.0647,21.4601,,,,,,,,,,
327772,,,43,-122.4553,20.8107,,,,,,,,,,
327820,,,48,-121.3816,19.9389,,,,,,,,,,
327903,,,83,-124.4783,20.6649,,,,,,,,,,
328000,,,,,,3,1,1,2946.3413,86.373,5.902,16.832,2.5692,476.097,0.0
328002,,,99,-128.8152,20.8582,,,,,,,,,,
328112,,,110,-130.9906,21.3252,,,,,,,,,,
328216,,,104,-129.8418,22.2598,,,,,,,,,,
328407,,,191,-124.2825,21.4452,,,,,,,,,,
328453,,,46,-119.2916,22.2595,,,,,,,,,,
328500,,,,,,3,2,1,2953.6184,111.1565,85.4773,41.3937,1.5999,332.5821,0.0
328595,,,142,-135.4085,20.9967,,,,,,,,,,
328641,,,46,-119.2314,23.5276,,,,,,,,,,
328769,,,128,-118.0358,21.0365,,,,,,,,,,
328811,,,42,-124.0594,19.996,,,,,,,,,,
328853,,,42,-123.1328,20.7308,,,,,,,,,,
328893,,,40,-117.4314,23.935,,,,,,,,,,
329000,,,,,,3,2,1,2968.4468,76.3958,323.4209,8.6587,3.4209,577.2107,0.0
329070,,,177,-122.5605,22.3352,,,,,,,,,,
329500,,,,,,3,2,1,2951.4258,80.7792,295.1912,9.9076,3.142,475.7222,0.0
330000,,,,,,3,2,1,3041.113,77.9719,6.3708,9.0345,2.2816,332.341,0.0
330000,-130.5167,117.1,,,,,,,,,,,,,
330500,,,,,,3,2,1,2971.7905,106.6808,406.5287,38.7668,4.2139,250.301,0.0
330670,,,1600,-171.2827,21.0833,,,,,,,,,,
330806,,,136,-110.7657,22.2249,,,,,,,,,,
330967,,,161,-107.0587,20.7506,,,,,,,,,,
331000,,,,,,3,2,1,2903.2571,81.7977,10.4733,15.4092,3.4299,755.2886,0.0
331500,,,,,,3,2,1,3008.7905,66.4442,5.2801,0.4708,2.4065,200.6991,0.0
332000,,,,,,3,2,1,2965.6533,81.9606,6.6761,16.9488,2.5463,233.1713,0.0
332500,,,,,,3,2,1,2979.1113,63.5227,5.0344,0.6501,0.552,73.5265,0.0
332567,,,1600,-172.2613,22.0694,,,,,,,,,,
333000,,,,,,3,2,1,2967.0774,96.8136,258.1972,34.3086,1.4662,435.1834,0.0
333500,,,,,,4,2,1,2921.6028,82.5498,1039.8171,21.9516,1.2624,370.1372,0.0
334000,,,,,,3,2,1,2994.8396,76.8263,43.0907,17.3059,1.2415,173.5537,0.0
334167,,,1600,-172.5889,22.1173,,,,,,,,,,
334500,,,,,,3,2,1,3015.2048,81.0862,252.76,22.3559,4.8897,149.5812,0.0
335000,,,,,,3,2,1,2925.5991,67.5743,5.4483,8.9487,2.6758,757.9081,0.0
335000,-165.5243,1302.6,,,,,,,,,,,,,
335500,,,,,,3,2,1,2978.7617,96.0598,68.5355,38.5894,2.1473,155.5126,0.0
335767,,,1600,-172.636,15.9016,,,,,,,,,,
336000,,,,,,3,2,1,3000.4233,74.3311,4.7986,16.6509,2.4206,378.5296,0.0
336500,,,,,,3,2,1,2985.2336,81.5476,417.7542,24.4039,1.1179,101.7945,0.0
337000,,,,,,3,2,1,2972.9463,96.4632,58.8815,40.3694,0.8037,164.1293,0.0
337367,,,1600,-172.218,21.3042,,,,,,,,,,
337488,,,121,-105.6867,21.5709,,,,,,,,,,
337500,,,,,,3,2,1,3024.4216,92.683,294.1454,38.1899,2.4759,306.9048,0.0
338000,,,,,,3,2,1,2884.1882,61.5284,47.3403,7.1596,0.6435,105.284,0.0
338500,,,,,,3,2,1,2936.438,80.6934,203.2587,26.6449,1.6196,156.494,0.0
339000,,,,,,3,2,1,3048.1331,83.176,6.4212,29.591,1.7656,158.9727,0.0
339088,,,1600,-172.1687,22.4863,,,,,,,,,,
339204,,,116,-106.9693,20.8906,,,,,,,,,,
339500,,,,,,3,2,1,2965.2266,52.6359,5.91,0.7177,1.1211,158.5539,0.0
340000,,,,,,3,2,1,3031.7854,67.3705,123.2545,15.6941,2.1321,355.7889,0.0153
340000,-115.1156,260.9,,,,,,,,,,,,,
340500,,,,,,3,2,1,2993.6377,102.1761,26.3013,50.3637,1.5776,100.9736,0.0
340804,,,1600,-173.3481,20.0795,,,,,,,,,,
341000,,,,,,4,2,1,3083.5771,77.7436,85.7364,26.6922,3.838,647.1693,0.0
341500,,,,,,4,2,1,2998.6675,105.1308,1104.3622,54.9331,1.1437,234.101,0.0
342000,,,,,,3,2,1,2910.5483,78.1124,195.8991,28.4045,1.0161,200.8102,0.0
342404,,,1600,-173.5956,21.7533,,,,,,,,,,
342500,,,,,,3,2,1,3158.7175,64.364,6.5213,14.9983,1.4562,178.236,0.0
343000,,,,,,3,2,1,2998.2737,70.6533,142.4993,23.371,1.4068,460.0246,0.0
343500,,,,,,3,2,1,2948.3037,79.7605,152.0087,32.9446,1.0605,115.5135,0.0
344000,,,,,,3,2,1,3001.3596,64.107,23.0822,16.8969,1.9535,876.3106,0.0
344004,,,1600,-173.623,21.3615,,,,,,,,,,
344500,,,,,,3,2,1,2929.9104,58.9225,5.7208,13.3097,1.9028,236.5314,0.0
345000,,,,,,3,2,1,3038.9048,69.6918,30.855,21.9572,0.9391,336.0399,0.0
345000,-114.973,260.7,,,,,,,,,,,,,
345500,,,,,,3,1,1,2919.802,83.0072,22.7664,37.8897,1.5707,480.5973,0.0
345604,,,1600,-173.6877,20.4962,,,,,,,,,,
346000,,,,,,3,2,1,3014.9675,63.5229,7.9125,16.9029,0.9724,471.0991,0.0
346500,,,,,,4,2,1,2931.093,63.2631,288.8693,18.0825,1.4347,214.7751,0.0
347000,,,,,,3,1,1,3029.2551,76.9697,74.7839,33.7246,1.2628,285.99,0.0
347204,,,1600,-172.7095,21.8896,,,,,,,,,,
347500,,,,,,3,2,1,3041.4019,90.2839,672.1954,47.0587,1.2527,486.9619,0.0
348000,,,,,,3,2,1,2965.127,45.055,5.0789,0.5268,1.8726,512.4744,0.0
348500,,,,,,4,2,1,2913.4333,60.4779,344.7092,18.0769,0.9706,143.4568,0.0
348804,,,1600,-172.8184,21.8096,,,,,,,,,,
348924,,,120,-107.8332,21.4158,,,,,,,,,,
349000,,,,,,3,2,1,2985.5281,72.8268,15.919,28.0922,1.4496,362.0133,0.0
349500,,,,,,3,2,1,2961.0098,80.7741,208.1638,39.3403,1.2357,485.2626,0.0
350000,,,,,,3,2,1,3033.1165,42.6709,5.9683,0.79,1.6661,570.3089,0.0
350000,-179.2936,1600.0,,,,,,,,,,,,,
350500,,,,,,3,2,1,2890.7693,91.3077,212.9492,47.8917,1.8369,746.263,0.0
350524,,,1600,-172.4619,15.1289,,,,,,,,,,
351000,,,,,,3,2,1,2988.6616,92.8076,382.1468,51.5271,1.8176,636.4044,0.0
351500,,,,,,3,2,1,3053.2434,73.3622,314.1169,31.6546,1.55,470.735,0.0
352000,,,,,,3,2,1,2943.8623,63.5894,826.9782,23.4522,2.5801,1238.1542,0.0
