env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
60000,,,1.1191,0.7928,0.1114,-136.1503,10.6888,0.32,4.0435,29.3586,1.925,,,
60000,2739.0107,1000.0,,,,,,,,,,,,
60000,,,,,,,,,,,,1000,2185.8199,80.0905
60500,,,1.1061,0.7933,0.1089,-131.7349,8.9406,0.3287,3.5635,15.5566,1.796,,,
61000,,,1.1051,0.7907,0.1104,-135.6015,9.5812,0.3082,4.6757,28.5044,2.0066,,,
61000,,,,,,,,,,,,1000,1451.98,96.8805
61500,,,1.0878,0.786,0.107,-134.2606,10.0755,0.2938,5.6551,40.9657,2.4993,,,
62000,,,1.1051,0.7869,0.1079,-138.8707,8.9521,0.3147,4.6192,37.1091,1.7048,,,
62000,,,,,,,,,,,,1000,2056.0334,92.609
62500,,,1.0643,0.7813,0.1062,-138.6592,8.3102,0.2699,3.1042,39.3106,2.5969,,,
63000,,,1.0916,0.7898,0.1081,-136.5042,7.8915,0.3035,4.707,56.1185,1.7976,,,
63000,,,,,,,,,,,,1000,1568.3056,92.1743
63500,,,1.0816,0.7896,0.1057,-138.1589,10.8466,0.2934,4.4396,38.4852,2.4245,,,
64000,,,1.1323,0.8011,0.1112,-138.1515,9.4461,0.3412,3.2143,17.1947,1.6567,,,
64000,,,,,,,,,,,,1000,1599.6391,92.4048
64500,,,1.1213,0.8002,0.1127,-144.992,11.0887,0.3205,4.213,23.9045,2.727,,,
65000,,,1.1008,0.8043,0.1086,-139.1013,10.4757,0.3068,3.9859,25.8556,2.0196,,,
65000,2719.8354,1000.0,,,,,,,,,,,,
65000,,,,,,,,,,,,1000,1599.363,77.1583
65500,,,1.1146,0.8014,0.1098,-145.3199,9.9458,0.327,5.5716,46.7937,2.0689,,,
66000,,,1.0814,0.7946,0.1063,-145.3384,10.4499,0.2847,5.1253,33.2136,2.375,,,
66000,,,,,,,,,,,,1000,2322.7746,94.2791
66500,,,1.0578,0.8008,0.1029,-144.0269,10.123,0.2619,4.5155,52.16,2.1577,,,
67000,,,1.073,0.8008,0.1067,-143.0598,12.3041,0.2734,4.8535,81.9483,1.8103,,,
67000,,,,,,,,,,,,1000,1258.7402,95.3258
67500,,,1.0916,0.7898,0.1076,-144.4913,10.7585,0.3111,4.7489,38.8825,1.8539,,,
68000,,,1.0907,0.8024,0.1076,-149.7447,7.6676,0.2907,5.2075,48.5197,1.7144,,,
68000,,,,,,,,,,,,1000,2159.7597,92.4941
68500,,,1.0974,0.8003,0.1087,-147.6119,8.4334,0.3115,5.049,36.609,1.8555,,,
69000,,,1.0688,0.7907,0.1063,-145.0517,9.1291,0.283,4.4288,30.523,2.0002,,,
69000,,,,,,,,,,,,1000,2220.0564,94.5283
69500,,,1.1011,0.804,0.1086,-153.2503,8.2089,0.2962,4.162,44.0418,1.5369,,,
70000,,,1.1251,0.8077,0.111,-153.6306,9.5182,0.3305,4.6193,50.3229,1.3946,,,
70000,2702.0724,1000.0,,,,,,,,,,,,
70000,,,,,,,,,,,,1000,1609.0705,81.7018
70500,,,1.1009,0.8154,0.1084,-150.8969,8.4423,0.2889,5.7578,36.7388,2.3479,,,
71000,,,1.1202,0.8041,0.1105,-155.9171,9.5776,0.3262,4.7888,32.2009,2.2098,,,
71000,,,,,,,,,,,,1000,2460.1253,93.5021
71500,,,1.1055,0.8074,0.1088,-151.993,9.0939,0.304,4.1084,30.7398,2.5199,,,
72000,,,1.1005,0.8042,0.1084,-155.0199,9.6935,0.308,5.1497,29.5181,2.3788,,,
72000,,,,,,,,,,,,1000,1144.091,92.3186
72500,,,1.0734,0.8132,0.1049,-155.5306,9.4402,0.2603,4.0262,41.5774,2.7372,,,
73000,,,1.0813,0.8148,0.1062,-157.2616,11.8853,0.2655,4.4778,22.4881,2.2899,,,
73000,,,,,,,,,,,,1000,2329.914,92.4691
73500,,,1.1027,0.8091,0.1095,-160.9203,9.2887,0.2974,5.0991,34.156,2.8301,,,
74000,,,1.0604,0.8178,0.1032,-160.5577,10.0144,0.2427,5.2653,34.9497,2.4701,,,
74000,,,,,,,,,,,,1000,2500.9337,95.2385
74500,,,1.0992,0.8127,0.1085,-162.6983,7.5179,0.2803,4.2272,32.6727,2.1672,,,
75000,,,1.0794,0.8059,0.1063,-163.5144,8.3015,0.2699,3.5825,17.763,1.1362,,,
75000,2813.6434,1000.0,,,,,,,,,,,,
75000,,,,,,,,,,,,1000,2291.4419,79.3339
75500,,,1.097,0.8127,0.1065,-168.4545,8.5867,0.2843,5.425,49.9733,1.7982,,,
76000,,,1.085,0.816,0.1065,-167.7859,7.6359,0.2656,4.6504,27.0971,2.3083,,,
76000,,,,,,,,,,,,1000,2047.8642,92.3372
76500,,,1.1022,0.8196,0.1091,-165.7448,8.0313,0.2891,5.3231,85.179,1.4646,,,
77000,,,1.0586,0.8164,0.1031,-167.0963,8.7583,0.2382,5.5311,32.7838,1.784,,,
77000,,,,,,,,,,,,1000,2011.6704,92.4406
77500,,,1.1233,0.8059,0.112,-165.4776,13.0188,0.3195,5.5035,64.6365,1.9688,,,
78000,,,1.099,0.823,0.1092,-170.2089,10.9336,0.2716,4.3441,45.6382,2.1916,,,
78000,,,,,,,,,,,,1000,2616.025,92.2114
78500,,,1.1009,0.8202,0.108,-170.241,9.5815,0.2971,4.5276,61.2596,2.0245,,,
79000,,,1.1068,0.8139,0.1098,-173.7896,10.6978,0.2824,3.9801,27.0826,2.8752,,,
79000,,,,,,,,,,,,1000,2758.4031,93.2777
79500,,,1.1267,0.826,0.1121,-171.8979,8.5611,0.3082,4.7842,87.0209,1.5385,,,
80000,,,1.0935,0.8248,0.1077,-172.7644,8.4456,0.2796,3.8425,35.3354,2.0259,,,
80000,2358.9193,1000.0,,,,,,,,,,,,
80000,,,,,,,,,,,,1000,2574.9147,77.4354
80500,,,1.0905,0.82,0.1065,-174.2347,9.5337,0.2797,4.687,30.2261,2.0126,,,
81000,,,1.0872,0.8251,0.1057,-175.0061,9.5853,0.262,4.9802,33.5796,1.5098,,,
81000,,,,,,,,,,,,1000,2711.5356,92.4434
81500,,,1.1226,0.8257,0.1113,-178.657,9.1092,0.2898,4.8842,36.2343,2.3169,,,
82000,,,1.0979,0.8129,0.1075,-182.7504,12.6279,0.2805,5.4203,37.8514,2.0491,,,
82000,,,,,,,,,,,,1000,2539.9891,93.439
82500,,,1.1233,0.8258,0.1103,-182.9057,9.5678,0.2982,6.4762,40.0686,2.1323,,,
83000,,,1.0671,0.8143,0.1033,-173.389,8.7901,0.2569,4.8131,27.1566,2.7396,,,
83000,,,,,,,,,,,,1000,2839.8629,92.5745
83500,,,1.0893,0.8234,0.1058,-176.5591,8.7552,0.2767,4.6531,38.9072,1.5868,,,
84000,,,1.1193,0.8213,0.1097,-184.0111,12.7411,0.294,5.0918,97.8823,1.7383,,,
84000,,,,,,,,,,,,1000,2846.5742,93.8272
84500,,,1.0963,0.8277,0.108,-183.0078,8.9958,0.2723,4.0559,17.8952,1.7175,,,
85000,,,1.1186,0.8268,0.111,-180.2475,12.1284,0.2945,6.396,36.7112,2.017,,,
85000,3070.3596,1000.0,,,,,,,,,,,,
