env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
63000,,,,,,,,,,,,,1000,3621.0102,83.1632
63500,,,0.3935,0.8661,0.1472,-260.1252,5.7922,0.0662,-0.2877,3.6653,166.1992,3.2065,,,
64000,,,0.3956,0.8659,0.141,-251.6784,4.9588,0.071,-0.2792,3.1084,116.2479,1.7889,,,
64000,,,,,,,,,,,,,1000,3703.9201,86.6974
64500,,,0.3951,0.8737,0.1486,-258.2362,5.7851,0.0663,-0.2887,3.9692,237.3195,3.9163,,,
65000,,,0.3979,0.8628,0.1407,-259.5928,4.7482,0.0726,-0.2774,6.7139,247.4309,2.0705,,,
65000,4643.6207,1000.0,,,,,,,,,,,,,
65000,,,,,,,,,,,,,1000,3477.2253,75.5423
65500,,,0.3993,0.8708,0.1381,-261.2716,5.6219,0.0741,-0.2724,3.7481,228.6151,2.6984,,,
66000,,,0.4013,0.8765,0.1465,-261.6696,5.8399,0.0708,-0.2865,3.3091,141.3093,2.5586,,,
66000,,,,,,,,,,,,,1000,3670.5899,81.4612
66500,,,0.4029,0.8643,0.1455,-264.4827,7.3958,0.0724,-0.2877,3.772,204.3343,5.6606,,,
67000,,,0.4083,0.8794,0.1567,-267.6743,9.4869,0.0697,-0.3053,3.7903,176.7464,6.6185,,,
67000,,,,,,,,,,,,,1000,3765.8361,82.9494
67500,,,0.4039,0.8787,0.1462,-274.9337,5.3425,0.0722,-0.2877,3.4324,132.1249,3.1203,,,
68000,,,0.4011,0.8787,0.1554,-272.2098,5.8885,0.0661,-0.2943,3.4478,208.9841,4.0528,,,
68000,,,,,,,,,,,,,1000,3987.7846,82.688
68500,,,0.4046,0.8725,0.1395,-275.3175,6.2635,0.0764,-0.2881,3.9981,194.8596,4.1472,,,
69000,,,0.3979,0.8789,0.1433,-278.1773,5.8719,0.0706,-0.2875,4.1019,148.8594,4.3138,,,
69000,,,,,,,,,,,,,1000,4052.4935,82.8665
69500,,,0.3885,0.8757,0.1582,-275.6942,6.7021,0.0586,-0.307,4.7181,403.8145,5.6452,,,
70000,,,0.3959,0.8787,0.1365,-283.5839,5.8827,0.0732,-0.2728,3.6737,355.2794,2.3624,,,
70000,5139.5047,1000.0,,,,,,,,,,,,,
70000,,,,,,,,,,,,,1000,4165.643,77.3624
70500,,,0.3882,0.8771,0.1368,-286.1572,5.8855,0.0683,-0.2737,4.0295,95.6333,2.5637,,,
71000,,,0.3918,0.8762,0.1351,-285.8133,6.1285,0.0717,-0.2664,5.2741,180.2807,3.405,,,
71000,,,,,,,,,,,,,1000,4200.4308,87.2157
71500,,,0.3977,0.88,0.1388,-287.7658,5.9259,0.0728,-0.2788,3.9304,155.0152,3.7359,,,
72000,,,0.3975,0.8806,0.1438,-291.0906,5.2931,0.0701,-0.2877,3.779,265.7984,2.3353,,,
72000,,,,,,,,,,,,,1000,3992.204,82.6693
72500,,,0.3857,0.8858,0.134,-297.894,6.4267,0.0689,-0.2675,5.4142,175.6529,3.2267,,,
73000,,,0.4031,0.8882,0.1409,-286.0496,5.9565,0.0752,-0.2829,6.3844,447.985,4.606,,,
73000,,,,,,,,,,,,,1000,4507.7126,80.6414
73500,,,0.4061,0.8868,0.1427,-292.8567,6.5213,0.0756,-0.2787,4.2891,219.0296,3.1901,,,
74000,,,0.4059,0.889,0.1486,-293.3871,5.4626,0.0725,-0.2975,5.0078,282.3441,2.8961,,,
74000,,,,,,,,,,,,,1000,4471.2748,80.7759
74500,,,0.3949,0.8792,0.1563,-301.3412,5.5754,0.0636,-0.3116,3.9968,118.2625,4.2719,,,
75000,,,0.3905,0.8827,0.1348,-304.0296,7.0765,0.0708,-0.267,3.7885,234.3522,4.1508,,,
75000,5654.5993,1000.0,,,,,,,,,,,,,
75000,,,,,,,,,,,,,1000,4682.3303,72.3149
75500,,,0.3933,0.8921,0.1447,-306.5509,6.2479,0.0678,-0.2874,4.7982,401.1802,2.5142,,,
76000,,,0.3891,0.8843,0.1385,-310.678,6.0209,0.0684,-0.2775,4.232,259.899,4.0865,,,
76000,,,,,,,,,,,,,1000,4654.2269,82.8393
76500,,,0.3917,0.8962,0.1478,-311.3972,6.0365,0.0653,-0.2939,3.9,258.6909,3.874,,,
77000,,,0.3898,0.8998,0.1321,-314.2447,6.0436,0.0719,-0.2674,3.8385,151.5625,4.1611,,,
77000,,,,,,,,,,,,,1000,4724.9623,82.0298
77500,,,0.3827,0.898,0.1371,-322.0766,5.9513,0.0658,-0.27,4.3613,221.7041,3.1201,,,
78000,,,0.3971,0.8957,0.1381,-316.5927,6.3391,0.0724,-0.2719,11.4114,344.8743,6.1534,,,
78000,,,,,,,,,,,,,1000,4693.1528,84.7665
78500,,,0.39,0.906,0.1346,-318.6222,6.8694,0.0705,-0.2624,3.6527,166.9746,3.0685,,,
79000,,,0.382,0.9023,0.1346,-326.0486,5.9908,0.0666,-0.2692,4.9306,468.0737,4.973,,,
79000,,,,,,,,,,,,,1000,5048.1691,85.872
79500,,,0.3794,0.9073,0.1444,-324.9862,5.993,0.0608,-0.2802,5.8047,470.6266,2.7877,,,
80000,,,0.3838,0.9015,0.1371,-323.4547,6.7017,0.0664,-0.2679,4.2527,259.8252,3.2205,,,
80000,5840.0339,1000.0,,,,,,,,,,,,,
80000,,,,,,,,,,,,,1000,5243.4231,72.1648
80500,,,0.3779,0.9031,0.1275,-333.026,5.645,0.0678,-0.2607,4.2815,252.6189,3.1446,,,
81000,,,0.3805,0.8998,0.1352,-331.7516,5.4935,0.0658,-0.2751,4.6414,200.1542,2.7677,,,
81000,,,,,,,,,,,,,1000,5196.1007,81.2447
81500,,,0.3729,0.8973,0.129,-342.257,5.1991,0.0643,-0.2593,4.4562,322.7361,3.0173,,,
82000,,,0.382,0.9021,0.1328,-340.6645,8.0932,0.0676,-0.26,6.2108,279.4314,6.4794,,,
82000,,,,,,,,,,,,,1000,4963.1565,80.8641
82500,,,0.3827,0.9109,0.1308,-337.5527,6.8979,0.0687,-0.2584,6.1635,283.7771,4.6125,,,
83000,,,0.3857,0.9149,0.1511,-343.1666,6.311,0.0607,-0.2893,7.8711,444.843,4.6108,,,
83000,,,,,,,,,,,,,1000,5152.5917,82.1137
83500,,,0.3782,0.9202,0.1395,-344.6532,6.68,0.0626,-0.2764,4.4744,149.9704,4.5896,,,
84000,,,0.385,0.9147,0.1387,-345.2528,8.3743,0.0663,-0.2701,5.2821,236.5177,3.677,,,
84000,,,,,,,,,,,,,1000,5586.4838,85.4825
84500,,,0.384,0.9194,0.1471,-349.4778,5.6467,0.0619,-0.2872,5.1575,222.3979,4.5667,,,
85000,,,0.3712,0.9023,0.1339,-346.4015,5.961,0.0621,-0.2636,5.7112,220.3799,3.8505,,,
85000,6461.9626,1000.0,,,,,,,,,,,,,
85000,,,,,,,,,,,,,1000,5416.8729,72.7283
85500,,,0.3713,0.9118,0.1261,-362.0206,6.4045,0.0653,-0.252,5.8677,403.5878,5.384,,,
86000,,,0.3725,0.935,0.1363,-355.61,7.467,0.0612,-0.2712,7.3532,340.3126,4.4559,,,
86000,,,,,,,,,,,,,1000,5464.3426,82.2812
86500,,,0.3598,0.9087,0.1193,-371.0062,7.2941,0.0626,-0.2398,5.7343,371.6439,4.6744,,,
87000,,,0.3655,0.921,0.1316,-359.8692,6.9091,0.0595,-0.2608,4.8208,208.4711,3.6387,,,
87000,,,,,,,,,,,,,1000,5643.9898,80.8035
87500,,,0.3671,0.9204,0.1261,-373.1458,5.8011,0.0631,-0.2516,7.0031,219.0003,4.0685,,,
88000,,,0.3698,0.9216,0.1296,-368.5848,6.1431,0.063,-0.2558,5.2075,449.6563,4.7499,,,
88000,,,,,,,,,,,,,1000,5828.2757,80.4729
88500,,,0.3569,0.9148,0.1203,-375.9814,6.852,0.0611,-0.2385,6.3073,378.5368,4.1973,,,
89000,,,0.3628,0.9194,0.1246,-378.5434,6.1638,0.0617,-0.2509,5.3803,410.3883,4.6865,,,
89000,,,,,,,,,,,,,1000,5880.925,79.5478
