env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
4697,,,1000,-1259.997,39.5712,,,,,,,,,,,,
4727,,,30,-28.3412,39.5691,,,,,,,,,,,,
4743,,,16,-11.2698,39.4077,,,,,,,,,,,,
4795,,,52,-75.5386,39.639,,,,,,,,,,,,
4835,,,40,-49.9123,39.9479,,,,,,,,,,,,
4970,,,135,-167.2336,39.991,,,,,,,,,,,,
5000,,,,,,50,50,28,53.2214,92.2757,48.1881,-44.1809,93.4847,75.7452,1.784,35.6799,1.3887
5000,78.1966,448.4,,,,,,,,,,,,,,,
5079,,,109,-102.3664,13.3177,,,,,,,,,,,,
5150,,,71,-64.8522,39.3853,,,,,,,,,,,,
5175,,,25,-26.5494,39.4913,,,,,,,,,,,,
5500,,,,,,50,50,28,54.4614,92.5379,48.6761,-44.1812,93.4876,85.9489,1.9541,51.4329,1.6779
6000,,,,,,50,50,28,52.0274,94.6265,50.2563,-44.1818,95.7234,80.6553,1.5892,42.7113,1.5343
6044,,,869,-1051.5175,39.6972,,,,,,,,,,,,
6058,,,14,-5.6955,39.9954,,,,,,,,,,,,
6115,,,57,-60.1043,39.8427,,,,,,,,,,,,
6133,,,18,-6.4873,39.4731,,,,,,,,,,,,
6168,,,35,-36.6967,39.4938,,,,,,,,,,,,
6500,,,,,,50,50,28,51.7992,95.8374,52.5953,-44.1821,97.2471,88.7521,2.1953,61.9555,1.5382
7000,,,,,,50,50,28,54.2381,95.8534,50.6329,-44.1822,96.1237,103.9102,1.8869,47.4039,1.6193
7168,,,1000,-1104.0842,39.2958,,,,,,,,,,,,
7192,,,24,-35.2903,39.458,,,,,,,,,,,,
7204,,,12,-9.4633,38.0576,,,,,,,,,,,,
7308,,,104,-131.6455,38.4631,,,,,,,,,,,,
7328,,,20,-16.9766,39.1356,,,,,,,,,,,,
7500,,,,,,50,50,28,58.5761,96.0478,51.1752,-44.1822,96.0566,107.2873,1.9245,58.0505,1.6604
8000,,,,,,50,50,28,57.4371,94.5699,51.4592,-44.1823,95.1879,115.1437,1.8032,50.4882,1.6801
8328,,,1000,-1046.7873,39.3679,,,,,,,,,,,,
8500,,,,,,50,50,28,58.5218,92.9114,49.7076,-44.1823,93.5662,117.3198,1.8515,46.5855,1.7851
9000,,,,,,50,50,28,59.8251,92.4131,49.2923,-44.1823,93.284,118.6328,1.6043,53.9334,1.7536
9328,,,1000,-1034.8313,39.2334,,,,,,,,,,,,
9349,,,21,-56.0589,39.5879,,,,,,,,,,,,
9419,,,70,-104.2863,39.4825,,,,,,,,,,,,
9500,,,,,,50,50,28,64.0575,94.7166,49.9102,-44.1823,94.0235,134.4261,1.7186,64.7895,1.9731
9582,,,163,-263.8835,39.4185,,,,,,,,,,,,
9635,,,53,-54.8264,39.2208,,,,,,,,,,,,
9703,,,68,-86.0568,39.2126,,,,,,,,,,,,
9731,,,28,-24.1485,39.2675,,,,,,,,,,,,
9847,,,116,-174.6909,39.4881,,,,,,,,,,,,
9938,,,91,-37.8329,39.504,,,,,,,,,,,,
9952,,,14,-19.2503,39.4438,,,,,,,,,,,,
9970,,,18,-53.736,39.4023,,,,,,,,,,,,
10000,,,,,,50,50,28,63.6068,94.2976,51.6481,-44.1823,94.6773,127.3988,1.6728,60.5847,2.1076
10000,314.3267,624.0,,,,,,,,,,,,,,,
10119,,,149,-191.5425,13.2502,,,,,,,,,,,,
10173,,,54,-6.7866,39.5285,,,,,,,,,,,,
10199,,,26,-40.9944,39.5175,,,,,,,,,,,,
10219,,,20,-18.0293,39.4704,,,,,,,,,,,,
10242,,,23,-41.5153,39.543,,,,,,,,,,,,
10359,,,117,-151.0915,39.5179,,,,,,,,,,,,
10428,,,69,-99.2396,39.4252,,,,,,,,,,,,
10441,,,13,-11.8781,39.5346,,,,,,,,,,,,
10489,,,48,-62.357,39.5222,,,,,,,,,,,,
10500,,,,,,50,50,28,59.7104,95.9119,51.3465,-44.1823,95.3295,122.4323,2.6729,100.7114,1.9082
10538,,,49,-42.4322,39.4934,,,,,,,,,,,,
10551,,,13,-17.8846,39.5468,,,,,,,,,,,,
10563,,,12,-22.9079,39.479,,,,,,,,,,,,
10577,,,14,-17.6911,39.4674,,,,,,,,,,,,
10588,,,11,-8.8706,39.5245,,,,,,,,,,,,
10617,,,29,-18.6877,39.5096,,,,,,,,,,,,
11000,,,,,,50,50,28,57.481,96.5909,51.7024,-44.1823,96.7961,136.3936,2.4699,96.8681,1.7356
11500,,,,,,50,50,28,59.1312,96.1076,49.9463,-44.1823,95.8691,176.0013,2.274,81.2258,1.9435
11617,,,1000,-1018.6417,39.7247,,,,,,,,,,,,
11784,,,167,-259.9724,39.3526,,,,,,,,,,,,
11799,,,15,-18.2581,39.2897,,,,,,,,,,,,
12000,,,,,,50,50,28,60.1202,95.429,51.6601,-44.1823,95.3771,143.0898,2.3723,77.9747,2.4151
12500,,,,,,50,50,28,66.6184,94.0235,47.9736,-44.1823,95.85,158.6131,2.3661,64.8202,2.01
12799,,,1000,-1025.9646,39.4315,,,,,,,,,,,,
12828,,,29,-21.9015,39.3996,,,,,,,,,,,,
12932,,,104,-140.6107,39.5051,,,,,,,,,,,,
13000,,,,,,50,50,28,61.1092,93.5,49.3826,-44.1823,95.1846,164.6743,2.3189,87.4434,2.0186
13000,,,68,-21.8628,39.5029,,,,,,,,,,,,
13500,,,,,,50,50,28,60.9124,95.8412,50.4428,-44.1823,97.3744,166.677,2.4311,87.4459,2.2097
14000,,,,,,50,50,28,68.0069,94.8308,50.6821,-44.1823,96.8244,155.4,1.9178,65.3407,2.1822
14000,,,1000,-1035.7787,39.3386,,,,,,,,,,,,
14500,,,,,,50,50,28,62.044,94.4121,50.3884,-44.1823,95.2453,166.2,2.8286,131.7322,2.1192
15000,,,,,,50,50,28,62.1212,93.3197,48.72,-44.1823,97.2205,164.3971,2.0994,60.501,2.3031
15000,-34.5109,710.6,,,,,,,,,,,,,,,
15000,,,1000,-1026.2417,29.4909,,,,,,,,,,,,
15051,,,51,-58.2093,39.3918,,,,,,,,,,,,
15068,,,17,-9.8278,39.4188,,,,,,,,,,,,
15371,,,303,-223.602,39.426,,,,,,,,,,,,
15402,,,31,-37.2162,39.3831,,,,,,,,,,,,
15450,,,48,-77.2491,39.4984,,,,,,,,,,,,
15483,,,33,-38.9146,39.5077,,,,,,,,,,,,
15500,,,,,,50,50,28,60.3336,92.7284,48.6964,-44.1823,95.9007,166.9766,3.289,119.0242,2.3262
15542,,,59,-43.522,39.4893,,,,,,,,,,,,
15583,,,41,-20.9311,39.4579,,,,,,,,,,,,
15621,,,38,-37.2812,39.4758,,,,,,,,,,,,
15766,,,145,-203.7509,39.4622,,,,,,,,,,,,
16000,,,,,,50,50,28,63.4043,92.8783,49.4083,-44.1823,94.6013,167.974,4.2618,173.3128,2.7185
16500,,,,,,50,50,28,64.7983,93.145,48.6173,-44.1823,96.7155,191.1848,2.5478,98.6353,2.512
16766,,,1000,-947.2927,39.5933,,,,,,,,,,,,
16789,,,23,-20.6987,39.4764,,,,,,,,,,,,
17000,,,,,,50,50,28,62.8535,93.4246,50.8023,-44.1823,96.6087,160.4127,3.3022,94.0142,2.2695
17500,,,,,,50,50,28,62.9549,94.7365,51.7257,-44.1823,98.0342,183.3165,2.7747,117.009,2.4943
17789,,,1000,-939.1671,39.4437,,,,,,,,,,,,
17832,,,43,-17.0632,39.4298,,,,,,,,,,,,
18000,,,,,,50,50,28,63.4157,94.2918,47.9339,-44.1823,97.6496,226.0978,2.9464,117.1119,2.6243
18500,,,,,,50,50,28,64.2104,95.5529,49.517,-44.1823,97.9377,179.8508,2.9858,140.254,2.6488
18832,,,1000,-932.2589,39.3899,,,,,,,,,,,,
18948,,,116,-124.3181,39.5242,,,,,,,,,,,,
19000,,,,,,50,50,28,65.2488,91.0233,47.7056,-44.1823,94.0836,179.0703,3.2531,168.9691,2.8593
19500,,,,,,50,50,28,61.3071,92.3088,48.8894,-44.1823,93.7389,163.4122,3.8631,226.5682,2.9759
19948,,,1000,-922.2493,39.5111,,,,,,,,,,,,
19982,,,34,-27.3707,39.3868,,,,,,,,,,,,
20000,,,,,,50,50,29,63.4208,93.7944,49.7929,-44.1823,98.3874,186.4418,3.0573,124.9755,3.0937
20000,-123.8895,819.1,,,,,,,,,,,,,,,
20017,,,35,-29.2629,3.3008,,,,,,,,,,,,
20187,,,170,-195.8282,39.8447,,,,,,,,,,,,
20199,,,12,-11.2059,39.6123,,,,,,,,,,,,
20301,,,102,-89.2438,39.6985,,,,,,,,,,,,
20342,,,41,-37.7794,39.3259,,,,,,,,,,,,
20369,,,27,-33.1707,39.4306,,,,,,,,,,,,
20457,,,88,-153.9458,39.1096,,,,,,,,,,,,
20500,,,,,,50,50,28,69.8181,92.908,49.1368,-44.1823,99.9422,189.7896,6.2476,332.9743,2.9316
20526,,,69,-104.9399,39.5555,,,,,,,,,,,,
21000,,,,,,50,50,29,62.1493,94.7726,50.5205,-44.1823,96.87,193.958,3.8932,136.2215,3.1573
21500,,,,,,50,50,29,59.3247,92.5165,48.0005,-44.1823,94.1774,179.0366,4.065,243.6457,3.1755
21526,,,1000,-945.5447,39.6786,,,,,,,,,,,,
21541,,,15,-16.9106,39.8328,,,,,,,,,,,,
21674,,,133,-135.2557,39.8833,,,,,,,,,,,,
21747,,,73,-92.1235,39.2124,,,,,,,,,,,,
22000,,,,,,50,50,29,60.0715,94.2907,49.3438,-44.1823,97.8143,205.8228,6.6251,259.7581,3.434
22500,,,,,,50,50,29,57.83,95.4056,51.8045,-44.1823,98.0711,167.5927,5.3344,214.2663,3.3774
22747,,,1000,-947.5362,39.7628,,,,,,,,,,,,
22759,,,12,-3.0239,38.5547,,,,,,,,,,,,
22916,,,157,-162.665,39.3351,,,,,,,,,,,,
23000,,,,,,50,50,29,59.3746,95.1694,51.073,-44.1823,95.2243,180.7955,7.9215,399.6056,3.3591
23033,,,117,-154.0132,39.4853,,,,,,,,,,,,
23060,,,27,-38.1354,39.4764,,,,,,,,,,,,
23121,,,61,-58.6745,39.4501,,,,,,,,,,,,
23341,,,220,-184.3718,39.4523,,,,,,,,,,,,
23431,,,90,-86.9304,39.4638,,,,,,,,,,,,
23493,,,62,-9.9012,39.468,,,,,,,,,,,,
23500,,,,,,50,50,29,58.8387,92.8962,49.6799,-44.1823,95.9263,181.9159,7.6331,317.2915,3.626
23545,,,52,-50.4012,39.3635,,,,,,,,,,,,
23778,,,233,-244.347,39.4609,,,,,,,,,,,,
23820,,,42,-58.8881,39.4184,,,,,,,,,,,,
24000,,,,,,50,50,29,63.6428,94.4115,51.7275,-44.1823,93.0491,204.6251,9.6114,509.2758,3.862
24035,,,215,-160.3129,39.4435,,,,,,,,,,,,
24175,,,140,-112.4061,39.4932,,,,,,,,,,,,
24237,,,62,-59.4691,39.4781,,,,,,,,,,,,
24314,,,77,-32.014,39.5146,,,,,,,,,,,,
24500,,,,,,50,50,29,62.2498,94.8923,50.4952,-44.1823,98.4282,196.945,8.7459,348.9519,3.8509
25000,,,,,,50,50,29,59.8762,94.1062,51.4158,-44.1823,95.2058,165.1991,8.4554,446.9641,3.6145
25000,198.5247,950.6,,,,,,,,,,,,,,,
25314,,,1000,-880.162,27.124,,,,,,,,,,,,
25500,,,,,,50,50,29,60.3517,93.797,48.8313,-44.1823,96.8977,214.343,8.0867,317.3573,3.7852
26000,,,,,,50,50,28,62.1064,94.1871,49.2103,-44.1823,94.3976,210.159,6.3673,311.7759,3.8788
26314,,,1000,-859.0705,39.4518,,,,,,,,,,,,
26500,,,,,,50,50,29,61.8043,92.8523,49.5538,-44.1823,96.9015,195.5804,8.2882,300.7817,4.1339
27000,,,,,,50,50,29,59.1005,93.8473,49.0692,-44.1823,96.6471,242.3125,6.6183,359.2988,4.1993
27314,,,1000,-916.6477,39.505,,,,,,,,,,,,
27458,,,144,-133.3732,39.9289,,,,,,,,,,,,
27500,,,,,,50,50,29,58.0871,94.4818,51.2923,-44.1823,93.0264,200.3415,8.9618,469.669,4.4297
27742,,,284,-297.6607,39.6821,,,,,,,,,,,,
27824,,,82,-87.3225,39.438,,,,,,,,,,,,
28000,,,,,,50,50,29,64.718,92.7424,48.9121,-44.1823,92.4254,235.9874,12.3433,521.6783,4.3915
28008,,,184,-124.1042,39.4389,,,,,,,,,,,,
28046,,,38,-24.3896,39.4407,,,,,,,,,,,,
28239,,,193,-154.5116,39.4708,,,,,,,,,,,,
28378,,,139,-159.7449,39.4735,,,,,,,,,,,,
28458,,,80,-89.8711,39.4512,,,,,,,,,,,,
28500,,,,,,50,50,29,61.8664,95.2803,49.4993,-44.1823,97.3655,207.921,21.1599,759.2189,5.2296
28656,,,198,-203.2806,39.4383,,,,,,,,,,,,
28701,,,45,-8.4956,39.4297,,,,,,,,,,,,
28874,,,173,-184.0282,39.3269,,,,,,,,,,,,
28931,,,57,-24.6665,39.3899,,,,,,,,,,,,
29000,,,,,,50,50,29,59.1861,94.4185,50.0511,-44.1823,91.2182,202.9833,15.6033,771.7745,4.7303
29293,,,362,-420.0567,39.4299,,,,,,,,,,,,
29343,,,50,-27.1908,39.4447,,,,,,,,,,,,
29371,,,28,0.1987,39.3004,,,,,,,,,,,,
29500,,,,,,50,50,29,62.4375,95.4342,49.2165,-44.1823,96.3912,229.7085,10.988,425.513,4.6224
29571,,,200,-120.4089,39.3064,,,,,,,,,,,,
29600,,,29,-33.7811,39.3223,,,,,,,,,,,,
29668,,,68,-30.519,39.4479,,,,,,,,,,,,
30000,,,,,,50,50,29,61.9666,94.4848,50.0209,-44.1823,90.4308,198.9007,16.8568,545.8152,5.2486
30000,-207.3271,821.2,,,,,,,,,,,,,,,
30500,,,,,,50,50,29,61.828,94.4907,49.7853,-44.1823,91.4422,200.5133,12.47,448.6198,4.4011
30668,,,1000,-912.3,28.3608,,,,,,,,,,,,
30761,,,93,-73.0391,39.4038,,,,,,,,,,,,
31000,,,,,,50,50,29,63.0783,95.7525,52.3,-44.1823,95.5673,202.9519,13.2285,469.797,4.8328
31086,,,325,-261.1209,39.4339,,,,,,,,,,,,
31175,,,89,-97.2013,39.503,,,,,,,,,,,,
31258,,,83,-83.4265,39.524,,,,,,,,,,,,
31305,,,47,-76.9606,39.5446,,,,,,,,,,,,
31379,,,74,-59.2412,39.4345,,,,,,,,,,,,
31500,,,,,,50,50,29,60.9369,94.4216,49.8098,-44.1823,97.6154,189.7495,24.1196,517.2839,5.196
32000,,,,,,50,50,29,61.1019,94.5808,50.1845,-44.1823,93.6714,214.2195,15.9779,632.5836,5.0638
32379,,,1000,-906.8995,39.439,,,,,,,,,,,,
32443,,,64,-53.3058,39.9057,,,,,,,,,,,,
32500,,,,,,50,50,29,59.1999,93.9864,50.2543,-44.1823,94.4385,193.4706,19.8667,800.6082,5.4993
32545,,,102,-132.3904,39.9115,,,,,,,,,,,,
32695,,,150,-145.0259,39.8517,,,,,,,,,,,,
32768,,,73,-83.6097,39.4633,,,,,,,,,,,,
32788,,,20,-24.3364,39.399,,,,,,,,,,,,
32954,,,166,-178.7833,39.4103,,,,,,,,,,,,
33000,,,,,,50,50,29,59.2192,94.7053,50.98,-44.1823,91.8373,192.1015,18.1694,628.9097,5.59
33500,,,,,,50,50,29,59.1132,95.9383,52.1955,-44.1823,94.2199,214.3612,14.5335,578.0194,5.3779
33954,,,1000,-930.144,39.2833,,,,,,,,,,,,
34000,,,,,,50,50,29,58.4311,93.6315,49.9774,-44.1823,92.831,226.3634,17.9432,904.0073,5.5289
34036,,,82,-30.7888,39.3783,,,,,,,,,,,,
34067,,,31,-12.3654,39.4036,,,,,,,,,,,,
34133,,,66,-68.6291,39.3895,,,,,,,,,,,,
34245,,,112,-99.7897,39.4099,,,,,,,,,,,,
34500,,,,,,50,50,29,58.2977,94.0754,49.7803,-44.1823,95.8959,239.083,18.0525,576.8601,6.9547
35000,,,,,,50,50,29,57.6132,98.8844,53.8352,-44.1823,86.3631,234.2853,21.3489,802.1121,5.8736
35000,154.1975,1000.0,,,,,,,,,,,,,,,
35245,,,1000,-942.8961,26.6235,,,,,,,,,,,,
35500,,,,,,50,50,29,59.319,95.8632,50.6711,-44.1823,95.1362,207.7421,17.8408,694.5027,5.9266
36000,,,,,,50,50,29,57.326,96.2047,52.2262,-44.1823,87.7205,210.7737,15.8825,587.6505,6.7505
36245,,,1000,-925.237,39.3143,,,,,,,,,,,,
36296,,,51,-46.8842,39.3551,,,,,,,,,,,,
36312,,,16,-27.3806,39.39,,,,,,,,,,,,
36464,,,152,-81.2808,39.3884,,,,,,,,,,,,
36500,,,,,,50,50,29,59.8502,95.1581,52.1837,-44.1823,97.2352,211.8397,20.1601,724.707,6.1283
37000,,,,,,50,50,29,60.554,95.4176,50.6773,-44.1823,95.9102,248.8048,17.2211,753.5906,6.1035
37464,,,1000,-958.6427,39.0801,,,,,,,,,,,,
37500,,,,,,50,50,29,57.4139,94.4014,50.6615,-44.1823,94.6083,227.8085,21.7193,615.373,6.6709
37749,,,285,-194.3527,39.6899,,,,,,,,,,,,
37940,,,191,-176.2021,39.3977,,,,,,,,,,,,
38000,,,,,,50,50,29,61.5552,95.6462,48.3394,-44.1823,96.4231,271.5469,21.2995,796.4771,6.5964
38089,,,149,-98.5203,39.3563,,,,,,,,,,,,
38156,,,67,-71.3379,39.4096,,,,,,,,,,,,
38345,,,189,-132.6162,39.087,,,,,,,,,,,,
38417,,,72,-111.9156,39.3981,,,,,,,,,,,,
38500,,,,,,50,50,29,57.7507,96.4137,52.2833,-44.1823,87.6148,198.3759,24.3495,954.8249,6.4027
38533,,,116,-76.0825,39.2765,,,,,,,,,,,,
39000,,,,,,50,50,29,57.9772,95.5237,50.559,-44.1823,89.7972,237.5827,20.9299,810.567,7.199
39500,,,,,,50,50,29,56.8139,96.4486,51.482,-44.1823,93.5288,254.6471,23.4656,1045.1185,7.1897
39533,,,1000,-1056.9998,39.3747,,,,,,,,,,,,
39654,,,121,-121.5292,39.4179,,,,,,,,,,,,
39817,,,163,-136.1832,39.3162,,,,,,,,,,,,
39889,,,72,-48.6899,39.4028,,,,,,,,,,,,
40000,,,,,,50,50,29,57.4847,97.1011,53.7427,-44.1823,84.5041,209.2775,20.0322,915.0934,6.5881
40000,-65.7937,907.4,,,,,,,,,,,,,,,
40500,,,,,,50,50,29,58.4282,95.5658,48.4843,-44.1823,91.0816,244.332,25.7645,785.7812,6.6837
40889,,,1000,-1130.0511,27.6841,,,,,,,,,,,,
41000,,,,,,50,50,29,57.7658,95.6923,49.4549,-44.1823,89.1143,227.3053,20.2576,591.0251,6.813
41500,,,,,,50,50,29,56.0517,93.7382,48.4287,-44.1823,91.0041,229.6867,19.718,787.9975,7.0827
41889,,,1000,-1007.1088,39.3811,,,,,,,,,,,,
41944,,,55,-48.005,39.467,,,,,,,,,,,,
42000,,,,,,50,50,29,57.4732,96.193,51.223,-44.1823,89.9472,239.1816,26.4009,1113.0621,7.8196
42007,,,63,-103.5956,39.3987,,,,,,,,,,,,
42156,,,149,-170.4958,39.4609,,,,,,,,,,,,
42201,,,45,-28.6393,39.4382,,,,,,,,,,,,
42238,,,37,-37.9416,39.5105,,,,,,,,,,,,
42387,,,149,-146.7044,39.4217,,,,,,,,,,,,
42406,,,19,-21.6536,39.4409,,,,,,,,,,,,
42500,,,,,,50,50,29,56.009,95.8161,52.0017,-44.1823,86.9433,212.3623,28.6496,757.5817,6.7461
42542,,,136,-43.5436,39.4374,,,,,,,,,,,,
42656,,,114,-120.992,39.6039,,,,,,,,,,,,
42802,,,146,-93.3197,39.8255,,,,,,,,,,,,
42835,,,33,-16.0263,39.8158,,,,,,,,,,,,
42919,,,84,-61.0837,39.8563,,,,,,,,,,,,
42958,,,39,-49.3431,39.8423,,,,,,,,,,,,
43000,,,,,,50,50,29,57.6514,96.5862,51.6613,-44.1823,85.2663,217.7341,27.4842,970.4051,6.9588
43150,,,192,-159.733,39.6213,,,,,,,,,,,,
43206,,,56,-54.1485,39.5093,,,,,,,,,,,,
43347,,,141,-129.1377,39.4458,,,,,,,,,,,,
43500,,,,,,50,50,29,56.6591,97.4764,53.0998,-44.1823,89.8844,190.6998,27.9142,1016.0523,7.0492
43575,,,228,-207.3116,39.3984,,,,,,,,,,,,
43824,,,249,-235.4792,39.3977,,,,,,,,,,,,
43870,,,46,-66.2425,39.4484,,,,,,,,,,,,
44000,,,,,,50,50,29,58.7407,95.2226,51.173,-44.1823,86.3771,229.4246,29.1146,1081.7765,7.7065
44500,,,,,,50,50,29,56.4102,96.4135,51.3662,-44.1823,85.7288,223.2692,43.5652,1352.4802,7.735
44870,,,1000,-1081.1723,39.3862,,,,,,,,,,,,
44955,,,85,-133.3542,39.4538,,,,,,,,,,,,
45000,,,,,,50,50,29,57.0473,95.4186,51.8745,-44.1823,89.3052,196.2178,34.7456,1372.8502,7.3541
45000,-398.8161,495.9,,,,,,,,,,,,,,,
45500,,,,,,50,50,29,54.0074,96.3076,50.1858,-44.1823,90.205,237.4708,30.6577,1359.4495,7.8639
45955,,,1000,-1057.8843,31.8212,,,,,,,,,,,,
46000,,,,,,50,50,29,55.2791,97.1147,53.7234,-44.1823,87.7598,248.3706,24.646,877.4865,8.2935
46061,,,106,-134.7517,39.4285,,,,,,,,,,,,
46500,,,,,,50,50,29,55.4303,97.1282,52.5025,-44.1823,89.9169,225.2968,37.1408,1573.9974,8.1644
47000,,,,,,50,50,29,54.8509,96.827,53.2226,-44.1823,91.2364,226.9381,33.4893,1220.6935,8.0435
47061,,,1000,-983.7666,39.545,,,,,,,,,,,,
47090,,,29,-51.7644,39.7465,,,,,,,,,,,,
47500,,,,,,50,50,29,56.7595,96.4998,52.6038,-44.1823,94.5312,238.8428,31.8573,1138.3899,8.3949
48000,,,,,,50,50,29,54.0723,96.117,51.6661,-44.1823,87.0545,225.8207,32.7122,1166.0997,7.6115
48090,,,1000,-974.0933,39.3385,,,,,,,,,,,,
48122,,,32,-29.8278,39.5228,,,,,,,,,,,,
48171,,,49,-29.0978,39.7395,,,,,,,,,,,,
48239,,,68,-74.4536,39.4665,,,,,,,,,,,,
48301,,,62,-74.0248,39.5049,,,,,,,,,,,,
48500,,,,,,50,50,29,56.4163,97.1246,54.339,-44.1823,90.8716,203.8341,41.0172,1279.6069,7.8279
48666,,,365,-322.2312,26.0592,,,,,,,,,,,,
49000,,,,,,50,50,29,55.0502,97.0425,55.0805,-44.1823,94.9102,213.1841,47.3318,1533.7079,8.0036
49500,,,,,,50,50,29,56.96,96.1018,52.1484,-44.1823,88.6756,218.5017,34.2818,925.5986,7.426
49666,,,1000,-1032.8891,32.206,,,,,,,,,,,,
50000,,,,,,50,50,29,55.8392,96.2818,49.5038,-44.1823,92.2516,252.0809,28.0792,991.6921,8.0101
50000,-460.7628,702.8,,,,,,,,,,,,,,,
50500,,,,,,50,50,29,56.4371,95.2797,53.5959,-44.1823,92.9829,234.072,31.7861,1365.1068,8.1753
50666,,,1000,-1051.7355,29.9468,,,,,,,,,,,,
51000,,,,,,50,50,29,58.2421,95.6551,51.2401,-44.1823,90.1715,239.8083,59.1237,1422.262,8.7944
51033,,,367,-301.6178,39.5582,,,,,,,,,,,,
51141,,,108,-63.2806,39.8812,,,,,,,,,,,,
51186,,,45,-42.0431,39.863,,,,,,,,,,,,
51500,,,,,,50,50,29,51.8487,96.671,54.2338,-44.1823,85.4451,194.6149,36.5447,1559.3225,8.6125
52000,,,,,,50,50,29,55.3839,95.2106,50.0219,-44.1823,95.8849,239.7171,33.8825,2277.4116,9.2842
52186,,,1000,-1142.3636,39.8448,,,,,,,,,,,,
52202,,,16,-20.6631,39.7785,,,,,,,,,,,,
52245,,,43,-35.0381,35.6552,,,,,,,,,,,,
52372,,,127,-96.024,36.4685,,,,,,,,,,,,
52485,,,113,-30.8851,39.8758,,,,,,,,,,,,
52500,,,,,,50,50,29,56.1747,94.6457,49.6255,-44.1823,86.6872,223.2689,44.8999,1400.9292,9.6096
52977,,,492,-381.1564,39.8404,,,,,,,,,,,,
53000,,,,,,50,50,28,56.3179,96.4937,49.5121,-44.1823,96.3927,287.3036,44.1517,1824.0009,9.3662
53500,,,,,,50,50,29,59.2622,95.4922,53.3989,-44.1823,94.2608,216.2971,41.8182,2048.0535,8.4093
53977,,,1000,-1071.819,39.7499,,,,,,,,,,,,
54000,,,,,,50,50,28,53.9701,94.8386,51.3156,-44.1823,92.7848,241.4769,47.8041,1678.0562,8.9637
54024,,,47,-38.5402,39.9189,,,,,,,,,,,,
54253,,,229,-206.9518,39.9418,,,,,,,,,,,,
54325,,,72,14.8328,39.9942,,,,,,,,,,,,
54500,,,,,,50,50,29,54.4132,95.732,51.8304,-44.1823,83.0866,244.1633,52.1423,1737.8754,8.7895
55000,,,,,,50,50,29,53.3749,95.1912,48.5071,-44.1823,95.2753,287.4464,36.5554,1039.0487,9.7243
55000,-297.5821,417.4,,,,,,,,,,,,,,,
55325,,,1000,-1097.3431,32.3067,,,,,,,,,,,,
55500,,,,,,50,50,29,55.1828,96.6276,51.6548,-44.1823,96.5552,213.9892,50.7558,1418.5452,10.9371
55554,,,229,-223.2699,33.1544,,,,,,,,,,,,
55673,,,119,-182.8428,34.5373,,,,,,,,,,,,
56000,,,,,,50,50,29,52.0391,96.9736,53.6577,-44.1823,81.7566,195.7569,44.8503,1733.4368,8.795
56500,,,,,,50,50,29,51.1542,96.9841,54.3396,-44.1823,82.0231,209.4345,43.5439,1998.1904,9.687
56673,,,1000,-1050.2671,39.7435,,,,,,,,,,,,
56765,,,92,-83.1788,39.6942,,,,,,,,,,,,
