env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
102000,,,556.3724,606.2446,99684.2188,556.3724,4.431,289.6158,3.3551,,,
102000,,,,,,,,,,1000,6429.6096,94.1168
102500,,,619.9727,729.8027,91857.3438,619.9727,4.4838,248.213,4.1194,,,
103000,,,548.731,577.8386,36599.7812,548.731,4.4767,166.7774,3.9809,,,
103000,,,,,,,,,,1000,6820.6949,97.1325
103500,,,688.2501,858.7172,108289.2266,688.2501,4.0352,126.6037,6.5476,,,
104000,,,548.5356,572.4948,65467.5352,548.5356,5.1603,414.8878,3.1177,,,
104000,,,,,,,,,,1000,6842.784,93.267
104500,,,614.3354,702.9686,109739.1016,614.3354,5.2771,291.7489,2.8072,,,
105000,,,516.8116,503.5548,37986.8867,516.8116,5.0757,260.1656,3.0882,,,
105000,7182.3164,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,6733.3081,73.8199
105500,,,577.5623,627.1078,53266.3984,577.5623,5.394,322.7576,4.3866,,,
106000,,,562.84,590.5043,33616.7383,562.84,4.3739,384.7337,2.6873,,,
106000,,,,,,,,,,1000,6808.8418,92.0111
106500,,,534.5082,533.1875,54898.4062,534.5082,6.5411,239.8355,4.2511,,,
107000,,,578.2448,618.0077,105344.4062,578.2448,5.6796,348.2022,4.4176,,,
107000,,,,,,,,,,1000,6856.2999,91.2004
107500,,,626.0223,711.6177,104106.375,626.0223,5.886,458.9338,4.4671,,,
108000,,,537.3715,529.9417,30929.3711,537.3715,4.834,256.0103,3.2092,,,
108000,,,,,,,,,,1000,7072.5883,91.3994
108500,,,535.3516,524.18,47863.0234,535.3516,6.3603,662.8497,3.2698,,,
109000,,,580.9368,615.9681,56366.6914,580.9368,5.4582,279.7008,3.5106,,,
109000,,,,,,,,,,1000,7025.3234,91.2725
109500,,,543.6008,536.7194,79866.6406,543.6008,4.7688,348.7845,4.2613,,,
110000,,,620.6359,686.9637,95527.75,620.6359,5.0935,269.5359,2.9895,,,
110000,7238.9656,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,7008.5115,75.662
110500,,,551.0549,548.9557,106684.3594,551.0549,5.1549,331.1779,3.0897,,,
111000,,,518.9081,477.7401,72356.8828,518.9081,4.9348,349.9759,2.8116,,,
111000,,,,,,,,,,1000,7200.4341,96.2623
111500,,,544.5293,530.9993,67171.8906,544.5293,6.7501,184.8425,2.776,,,
112000,,,569.0222,576.2596,42681.2734,569.0222,4.7038,148.45,4.6581,,,
112000,,,,,,,,,,1000,6918.3628,94.8603
112500,,,480.4953,397.5423,32924.9844,480.4953,4.992,340.7086,6.0718,,,
113000,,,549.6832,533.0373,81086.8203,549.6832,4.8804,195.3855,2.7793,,,
113000,,,,,,,,,,1000,6938.3174,94.6857
113500,,,592.6585,620.3242,79428.625,592.6585,4.9661,278.0594,4.6673,,,
114000,,,505.631,439.4233,32260.1816,505.631,5.5742,432.6318,4.7192,,,
114000,,,,,,,,,,1000,7047.0216,96.8989
114500,,,591.4302,607.3737,89304.2969,591.4302,4.8531,278.4314,3.3738,,,
115000,,,582.611,591.9728,102713.2969,582.611,6.2748,489.1126,4.2379,,,
115000,7410.4505,1000.0,,,,,,,,,,
115000,,,,,,,,,,1000,7168.9514,75.4403
115500,,,544.6477,514.4774,69562.5938,544.6477,5.3949,392.9334,4.5377,,,
116000,,,497.4678,414.8101,75964.5547,497.4678,4.1669,119.3308,3.0517,,,
116000,,,,,,,,,,1000,7269.8399,91.988
