env_steps,return,length,train/length,train/return,FPS,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
289500,,,,,,4352.7261,-44.1823,-44.1823,4342.0605,57881.3008,0.1482,11.2762,0.449
290000,,,,,,4162.6357,-44.1823,-44.1823,4152.7822,77041.4141,0.5004,26.3966,0.2453
290000,-153.9047,1063.1,,,,,,,,,,,
290500,,,,,,4070.2981,-44.1823,-44.1823,4060.0203,91918.4219,0.4027,31.6188,0.1782
290777,,,1600,-151.1709,57.0049,,,,,,,,
290863,,,86,-107.1947,82.0214,,,,,,,,
291000,,,,,,4680.0869,-44.1823,-44.1823,4669.0327,52871.7227,0.4252,36.1564,0.2058
291500,,,,,,3507.7192,-44.1823,-44.1823,3497.4507,49488.918,0.4576,32.6492,0.2457
292000,,,,,,3785.0759,-44.1823,-44.1823,3774.835,50519.3594,0.2898,35.5812,0.1859
292463,,,1600,-159.8521,81.8727,,,,,,,,
292500,,,,,,4130.8486,-44.1823,-44.1823,4119.9146,94847.2812,0.275,18.9376,0.2368
293000,,,,,,4755.2988,-44.1823,-44.1823,4745.9028,96168.1797,0.1903,17.5197,0.3699
293500,,,,,,3216.6812,-44.1823,-44.1823,3206.7432,44313.3477,0.1915,15.5348,0.4978
294000,,,,,,4676.0596,-44.1823,-44.1823,4665.6792,58693.2383,0.2776,18.6256,0.3108
294063,,,1600,-92.5101,81.6889,,,,,,,,
294158,,,95,-115.265,81.6591,,,,,,,,
294264,,,106,-113.5341,80.8749,,,,,,,,
294361,,,97,-112.391,81.1669,,,,,,,,
294500,,,,,,3382.188,-44.1823,-44.1823,3372.5608,44304.1992,0.6391,37.2674,0.2338
294512,,,151,-117.2346,81.2973,,,,,,,,
294617,,,105,-112.0882,80.9399,,,,,,,,
294790,,,173,-115.719,80.943,,,,,,,,
294928,,,138,-113.7688,81.0815,,,,,,,,
295000,,,,,,3881.2812,-44.1823,-44.1823,3872.9714,59142.1797,1.6139,101.066,0.2302
295000,-122.0779,369.9,,,,,,,,,,,
295082,,,154,-114.6613,30.5428,,,,,,,,
295500,,,,,,4225.3584,-44.1823,-44.1823,4215.2471,45622.9141,0.7079,38.9457,0.4353
296000,,,,,,3697.7395,-44.1823,-44.1823,3688.9238,62322.0742,0.4518,29.2328,0.1995
296500,,,,,,3676.2852,-44.1823,-44.1823,3668.3315,67742.7656,0.6686,20.7714,0.3442
296682,,,1600,-182.1864,82.2119,,,,,,,,
297000,,,,,,4313.6777,-44.1823,-44.1823,4304.0713,50762.4375,0.421,20.32,0.2595
297383,,,701,-107.7665,81.6268,,,,,,,,
297499,,,116,-102.9786,82.7481,,,,,,,,
297500,,,,,,4247.7529,-44.1823,-44.1823,4238.8291,94472.7578,0.3456,22.174,0.2364
297683,,,184,-106.0539,82.611,,,,,,,,
298000,,,,,,4313.6807,-44.1823,-44.1823,4303.9482,58694.2344,0.4225,24.656,0.3456
298500,,,,,,4046.5737,-44.1823,-44.1823,4038.8862,91018.4688,0.7397,34.3959,0.5662
299000,,,,,,4020.51,-44.1823,-44.1823,4011.3613,42190.7148,0.8319,44.19,0.2265
299283,,,1600,49.9894,82.0657,,,,,,,,
299500,,,,,,3459.0098,-44.1823,-44.1823,3449.4158,68425.1875,0.776,26.808,0.2672
299914,,,631,-81.1426,81.1021,,,,,,,,
300000,,,,,,3933.8123,-44.1823,-44.1823,3923.4399,77348.6719,0.3574,29.5455,0.4945
300000,-137.7578,977.9,,,,,,,,,,,
300500,,,,,,4398.2754,-44.1823,-44.1823,4388.9214,95170.3594,0.4705,21.3362,0.2805
300780,,,866,-168.5489,47.9927,,,,,,,,
300942,,,162,-124.2616,82.6984,,,,,,,,
301000,,,,,,3762.8101,-44.1823,-44.1823,3753.469,56587.8438,0.3735,19.0398,0.5231
301433,,,491,-133.6561,82.9051,,,,,,,,
301500,,,,,,3861.9048,-44.1823,-44.1823,3851.4126,58771.2578,0.4065,16.3073,0.3992
302000,,,,,,4070.573,-44.1823,-44.1823,4059.9854,57196.4883,0.5468,26.64,0.3265
302500,,,,,,3859.6904,-44.1823,-44.1823,3851.3103,59656.7539,0.6968,29.1493,0.7552
303000,,,,,,3829.4121,-44.1823,-44.1823,3818.7888,58898.5156,0.6469,26.5949,0.5713
303033,,,1600,4.0796,82.5998,,,,,,,,
303500,,,,,,3412.0288,-44.1823,-44.1823,3402.6316,55012.5234,0.9078,43.3426,0.4231
304000,,,,,,3634.1238,-44.1823,-44.1823,3623.7485,45843.5742,0.4791,20.4712,0.3843
304500,,,,,,3673.5986,-44.1823,-44.1823,3663.3118,78378.6562,0.7155,29.4115,0.4368
304633,,,1600,63.0307,81.8948,,,,,,,,
305000,,,,,,3551.2998,-44.1823,-44.1823,3542.3792,56977.4883,0.4708,34.4482,0.31
305000,-9.0023,1279.3,,,,,,,,,,,
305500,,,,,,4008.5476,-44.1823,-44.1823,3999.4844,88103.0938,0.7735,39.0152,0.6241
306000,,,,,,3604.7886,-44.1823,-44.1823,3595.5476,52599.9102,0.5298,30.8512,0.2937
306233,,,1600,27.509,52.708,,,,,,,,
306500,,,,,,3397.0415,-44.1823,-44.1823,3388.2151,50596.9492,0.5282,26.4164,0.488
307000,,,,,,3591.0015,-44.1823,-44.1823,3581.9971,45155.5156,0.3367,13.3691,0.4759
307500,,,,,,3551.2271,-44.1823,-44.1823,3541.4529,43606.082,0.5508,33.188,0.425
307833,,,1600,-96.7595,82.3064,,,,,,,,
308000,,,,,,3704.8823,-44.1823,-44.1823,3695.9043,71883.3203,0.457,32.7902,0.3693
308500,,,,,,3711.2158,-44.1823,-44.1823,3701.0676,40274.8789,0.383,15.9534,0.3336
309000,,,,,,3325.313,-44.1823,-44.1823,3318.0522,55454.2422,0.4867,44.7418,0.2796
309433,,,1600,-102.7584,90.8761,,,,,,,,
309500,,,,,,3445.1206,-44.1823,-44.1823,3436.7012,40753.9375,0.2557,15.0349,0.3407
310000,,,,,,3527.5645,-44.1823,-44.1823,3519.2874,70433.3984,0.3443,33.5582,0.3555
310000,130.965,1421.2,,,,,,,,,,,
310500,,,,,,6076.0986,-44.1823,-44.1823,6068.1514,58822.5898,0.3625,18.3791,0.4349
311000,,,,,,3578.9658,-44.1823,-44.1823,3570.9392,38478.9805,0.4356,16.4811,0.5991
311033,,,1600,141.2535,85.8339,,,,,,,,
311500,,,,,,3560.2554,-44.1823,-44.1823,3550.9194,48924.0078,0.3018,16.9217,0.3102
312000,,,,,,3874.4238,-44.1823,-44.1823,3865.6528,41221.1094,0.2108,11.8633,0.521
312500,,,,,,3678.657,-44.1823,-44.1823,3670.051,57312.1836,0.3414,17.9633,0.5286
312633,,,1600,179.1706,124.9864,,,,,,,,
313000,,,,,,5267.7158,-44.1823,-44.1823,5260.4019,36273.9414,0.271,17.1353,0.3315
313500,,,,,,3734.2051,-44.1823,-44.1823,3726.0559,81292.7891,0.9508,60.111,0.3238
314000,,,,,,4447.499,-44.1823,-44.1823,4439.9102,45850.2422,0.4619,28.3766,0.4193
314233,,,1600,183.349,124.7726,,,,,,,,
314500,,,,,,3876.2227,-44.1823,-44.1823,3868.259,88413.9297,0.426,36.6364,0.234
315000,,,,,,3606.3042,-44.1823,-44.1823,3598.1809,63323.8711,0.2813,22.1493,0.3086
315000,178.0238,1600.0,,,,,,,,,,,
315500,,,,,,3250.2749,-44.1823,-44.1823,3240.7703,60680.9023,0.2526,20.4485,0.3116
315833,,,1600,193.9209,83.8453,,,,,,,,
316000,,,,,,3671.6313,-44.1823,-44.1823,3663.1792,82560.5,0.805,63.6088,0.3971
316500,,,,,,3705.6392,-44.1823,-44.1823,3698.0869,58530.5078,0.3442,21.844,0.2666
317000,,,,,,3608.8328,-44.1823,-44.1823,3600.8696,35382.8164,0.287,23.4372,0.6439
317433,,,1600,199.1396,128.4524,,,,,,,,
317500,,,,,,4171.7236,-44.1823,-44.1823,4162.8691,56070.7383,0.3927,26.6654,0.241
318000,,,,,,3753.7168,-44.1823,-44.1823,3745.9692,56412.6016,0.2815,16.0638,0.2814
318500,,,,,,3543.249,-44.1823,-44.1823,3536.0383,47009.4414,0.2797,20.7341,0.3247
319000,,,,,,3827.686,-44.1823,-44.1823,3819.2778,60936.3984,0.2462,17.9303,0.3777
319033,,,1600,201.1223,126.1852,,,,,,,,
319122,,,89,-102.8882,127.4146,,,,,,,,
319500,,,,,,3950.0034,-44.1823,-44.1823,3942.8767,36677.3281,0.4,32.982,0.3305
319953,,,831,-172.2512,124.1039,,,,,,,,
320000,,,,,,3788.4182,-44.1823,-44.1823,3779.842,45526.7188,0.273,15.71,0.5196
320000,-79.0305,1370.4,,,,,,,,,,,
320500,,,,,,3379.7288,-44.1823,-44.1823,3372.7478,45764.75,0.338,26.036,0.5361
321000,,,,,,3234.6948,-44.1823,-44.1823,3227.3281,48580.8633,0.4857,28.7673,0.3696
321500,,,,,,3430.541,-44.1823,-44.1823,3423.842,41274.3672,0.6093,72.4295,0.2458
321553,,,1600,-141.4537,88.646,,,,,,,,
322000,,,,,,3535.2026,-44.1823,-44.1823,3527.8269,37114.0586,0.4535,18.0975,0.48
322500,,,,,,3893.6904,-44.1823,-44.1823,3886.9878,73871.6641,0.2875,19.4508,0.2181
323000,,,,,,3825.6519,-44.1823,-44.1823,3818.552,41782.2031,0.2271,26.8128,0.4815
323090,,,1537,214.1907,129.0282,,,,,,,,
323500,,,,,,3164.2935,-44.1823,-44.1823,3159.7161,63816.5547,0.3011,13.6007,0.2252
324000,,,,,,3990.6189,-44.1823,-44.1823,3984.3179,81852.6172,0.3555,21.8217,0.2711
324500,,,,,,3618.6104,-44.1823,-44.1823,3611.8428,96215.7266,0.3796,33.7474,0.4301
324633,,,1543,213.8274,127.2193,,,,,,,,
325000,,,,,,3649.8601,-44.1823,-44.1823,3643.4546,52478.2148,0.5105,48.462,0.5938
325000,5.1413,782.9,,,,,,,,,,,
325500,,,,,,3232.4192,-44.1823,-44.1823,3226.2788,35733.7109,0.2491,19.7188,0.3091
326000,,,,,,3512.2734,-44.1823,-44.1823,3504.9521,84820.0781,0.1912,15.7634,0.221
326233,,,1600,204.8055,101.6006,,,,,,,,
326500,,,,,,3782.5579,-44.1823,-44.1823,3775.7773,72071.3672,0.2382,18.1039,0.3512
327000,,,,,,3162.1506,-44.1823,-44.1823,3155.355,58878.6328,0.2003,12.7772,0.4248
327500,,,,,,3263.0879,-44.1823,-44.1823,3256.6663,67296.1953,0.177,12.3434,0.3776
327519,,,1286,3.308,129.5345,,,,,,,,
327746,,,227,-126.3446,129.9802,,,,,,,,
328000,,,,,,3893.1174,-44.1823,-44.1823,3887.8728,52119.4922,0.2735,25.1961,0.271
328324,,,578,-48.8857,129.4995,,,,,,,,
328467,,,143,-104.082,129.9636,,,,,,,,
328500,,,,,,3317.6787,-44.1823,-44.1823,3312.5266,47362.3281,0.2483,18.8268,0.3705
328620,,,153,-105.2076,129.4232,,,,,,,,
328837,,,217,-114.9074,130.253,,,,,,,,
328973,,,136,-116.7628,129.7165,,,,,,,,
329000,,,,,,5025.5566,-44.1823,-44.1823,5019.9253,61311.9219,0.6893,29.1041,0.5122
329014,,,41,-110.2089,129.6409,,,,,,,,
329128,,,114,-104.0971,129.2568,,,,,,,,
329243,,,115,-102.0139,129.7337,,,,,,,,
329500,,,,,,3198.8157,-44.1823,-44.1823,3191.7954,38309.0859,0.3737,25.285,0.4399
330000,,,,,,3432.6577,-44.1823,-44.1823,3425.7051,80096.9219,0.4216,34.0181,0.3825
330000,5.8343,738.9,,,,,,,,,,,
330500,,,,,,3210.8232,-44.1823,-44.1823,3206.3293,70265.0547,0.4639,32.4789,0.536
330727,,,1484,218.3275,102.8937,,,,,,,,
331000,,,,,,3504.5322,-44.1823,-44.1823,3498.3049,57012.3164,0.752,43.1172,0.6188
331500,,,,,,3698.9045,-44.1823,-44.1823,3694.5505,71528.1797,0.3225,16.3228,0.3528
332000,,,,,,3577.6646,-44.1823,-44.1823,3572.1355,53685.8125,0.2627,16.1723,0.3009
332327,,,1600,163.3637,128.7797,,,,,,,,
332500,,,,,,3384.4863,-44.1823,-44.1823,3378.0615,56448.7422,0.3602,20.6247,0.3054
333000,,,,,,3682.5928,-44.1823,-44.1823,3677.3882,73097.2656,0.6715,24.5264,0.4721
333500,,,,,,3189.8364,-44.1823,-44.1823,3183.4727,64515.4961,0.3565,30.5483,0.2761
333927,,,1600,201.1606,128.9702,,,,,,,,
334000,,,,,,3706.0239,-44.1823,-44.1823,3699.8193,73362.9922,0.4348,24.2485,0.4139
334038,,,111,-100.9685,128.6267,,,,,,,,
334150,,,112,-106.3731,129.0672,,,,,,,,
334259,,,109,-101.0648,128.9717,,,,,,,,
334345,,,86,-109.075,129.1621,,,,,,,,
334455,,,110,-112.1402,128.5576,,,,,,,,
334500,,,,,,3304.4023,-44.1823,-44.1823,3299.6335,57379.2422,0.4103,24.9881,0.3863
334663,,,208,-105.3011,128.4594,,,,,,,,
334777,,,114,-117.6457,128.8892,,,,,,,,
335000,,,,,,3074.0447,-44.1823,-44.1823,3068.5366,34639.0117,1.7562,61.2292,0.4889
335000,-52.585,429.9,,,,,,,,,,,
335500,,,,,,2940.207,-44.1823,-44.1823,2935.6497,40282.8086,0.7312,55.5904,0.6061
336000,,,,,,3696.292,-44.1823,-44.1823,3691.6001,49614.9766,1.3017,53.3634,0.4552
336331,,,1554,209.4635,112.6997,,,,,,,,
336407,,,76,-102.9271,128.3551,,,,,,,,
336481,,,74,-102.8995,129.3499,,,,,,,,
336500,,,,,,4061.5093,-44.1823,-44.1823,4056.6467,72285.1406,0.3598,22.0916,0.6991
336932,,,451,-135.1538,129.0243,,,,,,,,
337000,,,,,,3280.2549,-44.1823,-44.1823,3275.4038,57587.7109,0.8665,52.6397,0.469
337050,,,118,-106.4106,129.6996,,,,,,,,
337140,,,90,-118.8033,129.6687,,,,,,,,
337500,,,,,,3393.8767,-44.1823,-44.1823,3389.4897,60512.1992,0.4055,35.8344,0.5001
337519,,,379,-127.3507,129.9349,,,,,,,,
337832,,,313,-121.3741,128.9463,,,,,,,,
338000,,,,,,3498.9763,-44.1823,-44.1823,3494.877,118781.125,0.257,19.157,0.3762
338500,,,,,,3202.7505,-44.1823,-44.1823,3197.8518,44559.2656,0.4526,33.3204,0.4435
339000,,,,,,3433.6929,-44.1823,-44.1823,3430.324,44424.5977,0.3049,16.363,0.4598
339324,,,1492,218.1241,129.209,,,,,,,,
339500,,,,,,3302.7998,-44.1823,-44.1823,3298.6936,42816.6953,0.814,57.0275,0.4254
340000,,,,,,3247.5771,-44.1823,-44.1823,3244.0361,62856.8164,0.5212,27.9357,0.4703
340000,218.2831,1418.4,,,,,,,,,,,
340500,,,,,,3517.3989,-44.1823,-44.1823,3513.3401,67406.7422,0.6725,27.1778,0.3386
340873,,,1549,212.6147,87.4166,,,,,,,,
341000,,,,,,3749.8643,-44.1823,-44.1823,3745.3135,99720.3516,0.3194,17.1456,0.3417
341500,,,,,,2926.4497,-44.1823,-44.1823,2922.8899,38498.4922,0.4805,38.4546,0.4194
342000,,,,,,2924.1396,-44.1823,-44.1823,2920.2292,46555.8945,0.7971,42.9676,0.4491
342286,,,1413,222.3262,128.9827,,,,,,,,
342500,,,,,,3019.0098,-44.1823,-44.1823,3014.2009,51813.6719,0.4734,35.1067,0.4181
343000,,,,,,3465.3076,-44.1823,-44.1823,3461.585,63461.3672,0.2196,17.5604,0.8117
343500,,,,,,3467.4502,-44.1823,-44.1823,3462.7959,41240.3672,0.2031,14.0067,0.5533
343667,,,1381,220.0792,128.5106,,,,,,,,
344000,,,,,,2897.6187,-44.1823,-44.1823,2893.8914,39122.625,0.299,27.4374,0.3477
344500,,,,,,2996.4924,-44.1823,-44.1823,2992.5215,45269.2188,0.3361,20.4305,0.5207
345000,,,,,,3237.5405,-44.1823,-44.1823,3233.6633,40222.082,0.5492,39.3088,0.4869
345000,209.2562,1309.0,,,,,,,,,,,
345010,,,1343,229.0779,85.3066,,,,,,,,
345500,,,,,,3273.4158,-44.1823,-44.1823,3269.4749,41988.0977,0.2524,20.4141,0.4844
346000,,,,,,3483.9404,-44.1823,-44.1823,3477.6995,64902.6406,0.2712,12.2081,0.2275
346365,,,1355,227.7777,129.0098,,,,,,,,
346500,,,,,,3721.071,-44.1823,-44.1823,3718.4187,112169.375,0.6123,45.8067,0.5007
347000,,,,,,3135.2751,-44.1823,-44.1823,3130.2471,41030.4102,0.2037,11.293,0.4046
347500,,,,,,3032.0864,-44.1823,-44.1823,3027.2041,42760.6875,0.3498,33.1118,0.3253
347734,,,1369,228.811,129.0554,,,,,,,,
348000,,,,,,2971.7837,-44.1823,-44.1823,2967.3662,46634.0508,0.4519,29.6823,0.3758
348500,,,,,,3298.606,-44.1823,-44.1823,3294.6079,58888.5586,0.6241,66.8096,0.247
349000,,,,,,3401.0693,-44.1823,-44.1823,3396.0718,39101.2617,0.2265,26.2899,0.3877
349103,,,1369,229.992,128.8815,,,,,,,,
349500,,,,,,3107.9907,-44.1823,-44.1823,3103.5493,47754.1055,0.578,53.4791,0.3196
350000,,,,,,3017.623,-44.1823,-44.1823,3013.1033,50518.043,0.2287,23.6958,0.5417
350000,130.7495,1091.9,,,,,,,,,,,
350500,,,,,,3362.8828,-44.1823,-44.1823,3359.127,115330.5938,0.2851,19.282,0.5216
350514,,,1411,226.9258,91.5609,,,,,,,,
351000,,,,,,3003.4109,-44.1823,-44.1823,2998.6643,47652.0195,0.3212,24.6279,0.3019
351500,,,,,,3096.5503,-44.1823,-44.1823,3091.4722,49648.0117,0.179,16.3811,0.5279
352000,,,,,,2977.5493,-44.1823,-44.1823,2973.3062,57346.1172,0.1892,12.1119,0.3129
352048,,,1534,216.2175,128.8027,,,,,,,,
352500,,,,,,3514.9307,-44.1823,-44.1823,3510.6453,77500.3594,0.3431,28.8917,0.5591
353000,,,,,,3214.9578,-44.1823,-44.1823,3211.4907,47592.875,0.1406,11.5857,0.4218
353500,,,,,,3135.7898,-44.1823,-44.1823,3131.3904,53660.0898,0.2777,20.263,0.5239
353509,,,1461,223.5414,128.7204,,,,,,,,
354000,,,,,,3268.8096,-44.1823,-44.1823,3264.0986,80373.2188,0.2056,16.0267,0.3008
354296,,,787,5.7345,128.8243,,,,,,,,
354500,,,,,,3471.7976,-44.1823,-44.1823,3466.3174,62044.4961,0.2325,10.3801,0.6224
355000,,,,,,3307.3003,-44.1823,-44.1823,3301.5027,70174.5469,0.25,12.9386,0.461
355000,220.2012,1467.1,,,,,,,,,,,
355500,,,,,,3397.6172,-44.1823,-44.1823,3391.4509,61814.3477,0.5133,30.6211,0.5675
355757,,,1461,223.7115,84.6187,,,,,,,,
356000,,,,,,3454.9644,-44.1823,-44.1823,3448.8477,68187.2891,0.3364,26.3056,0.3986
356500,,,,,,3019.7383,-44.1823,-44.1823,3013.752,51635.4102,0.304,21.2441,0.4188
356999,,,1242,99.9176,126.6979,,,,,,,,
357000,,,,,,3069.1631,-44.1823,-44.1823,3062.3684,45371.2734,1.1054,44.2018,0.6233
357148,,,149,-108.9849,123.2577,,,,,,,,
357500,,,,,,3123.4297,-44.1823,-44.1823,3117.4304,56129.2812,0.5205,32.7433,0.5919
358000,,,,,,2716.0732,-44.1823,-44.1823,2710.5508,65339.6523,1.0156,15.5813,0.3647
358429,,,1281,238.6109,123.4155,,,,,,,,
358500,,,,,,3603.792,-44.1823,-44.1823,3597.2786,101939.1094,0.2214,12.8285,0.4851
359000,,,,,,2789.2996,-44.1823,-44.1823,2784.2275,44998.0898,0.515,18.5541,0.4515
359500,,,,,,3195.9229,-44.1823,-44.1823,3190.2361,46390.2188,0.2521,17.189,0.4403
359714,,,1285,237.2133,126.3787,,,,,,,,
360000,,,,,,3196.855,-44.1823,-44.1823,3189.9668,78279.1562,0.2449,18.7684,0.539
360000,150.0865,1024.5,,,,,,,,,,,
360500,,,,,,3298.4229,-44.1823,-44.1823,3293.7427,71998.6875,0.3896,24.0025,0.3835
360975,,,1261,237.5163,88.3066,,,,,,,,
361000,,,,,,3205.4158,-44.1823,-44.1823,3199.585,40748.1602,0.1525,13.8417,0.4721
361500,,,,,,3359.0146,-44.1823,-44.1823,3353.3499,72755.6875,0.2933,20.9822,0.4322
362000,,,,,,3076.3589,-44.1823,-44.1823,3070.4822,71901.9844,0.348,18.4118,0.4724
362211,,,1236,240.6254,123.1326,,,,,,,,
362500,,,,,,3137.2812,-44.1823,-44.1823,3131.4048,51791.5391,0.2517,19.0832,0.3635
363000,,,,,,3251.4189,-44.1823,-44.1823,3245.356,55322.7852,0.2812,17.4988,0.6074
363466,,,1255,239.3854,123.3975,,,,,,,,
363500,,,,,,3747.7732,-44.1823,-44.1823,3741.4124,75543.2734,0.2425,23.1788,0.4399
363544,,,78,-102.654,123.8518,,,,,,,,
363640,,,96,-105.4028,123.9015,,,,,,,,
363826,,,186,-112.3801,123.8186,,,,,,,,
363961,,,135,-108.9582,124.8717,,,,,,,,
364000,,,,,,3459.1787,-44.1823,-44.1823,3453.4529,81443.1797,0.6274,45.0625,0.5827
364500,,,,,,3040.2217,-44.1823,-44.1823,3034.8538,62494.1445,0.7055,31.791,0.4709
364506,,,545,-142.3205,128.7455,,,,,,,,
364594,,,88,-103.8609,129.109,,,,,,,,
364685,,,91,-103.6102,129.1521,,,,,,,,
364809,,,124,-107.9444,130.0554,,,,,,,,
364897,,,88,-104.4435,129.3425,,,,,,,,
365000,,,,,,3159.6755,-44.1823,-44.1823,3154.8225,103699.1016,0.3638,23.5851,0.3322
365000,165.5756,1075.0,,,,,,,,,,,
365069,,,172,-112.2277,30.305,,,,,,,,
365208,,,139,-108.8586,129.0533,,,,,,,,
365500,,,,,,3056.4609,-44.1823,-44.1823,3051.5627,56830.8047,0.414,29.0242,0.3793
365571,,,363,-135.3553,129.5166,,,,,,,,
366000,,,,,,3444.6304,-44.1823,-44.1823,3438.0837,105499.2891,0.4248,25.6766,0.4815
366500,,,,,,2992.0801,-44.1823,-44.1823,2985.2817,70255.8906,0.2649,17.5073,0.4973
366864,,,1293,238.6691,127.6077,,,,,,,,
367000,,,,,,3187.0417,-44.1823,-44.1823,3179.3823,51344.8906,0.3037,25.9918,0.5682
367500,,,,,,3147.6453,-44.1823,-44.1823,3141.9277,32207.3672,0.4674,33.435,0.5454
367718,,,854,35.7523,125.8402,,,,,,,,
368000,,,,,,2964.7427,-44.1823,-44.1823,2961.4648,66586.9688,0.2534,26.5274,0.5462
368500,,,,,,3092.5083,-44.1823,-44.1823,3087.4656,68460.5547,0.2549,19.7098,0.3929
369000,,,,,,3140.6187,-44.1823,-44.1823,3135.2009,41576.0039,0.321,25.2354,0.4403
369123,,,1405,229.8234,123.4981,,,,,,,,
369500,,,,,,3581.6499,-44.1823,-44.1823,3577.6697,92820.0859,0.3573,24.8276,0.6027
369621,,,498,-77.4619,123.0124,,,,,,,,
370000,,,,,,3125.1011,-44.1823,-44.1823,3119.5967,90710.7422,0.3645,22.6023,0.5096
370000,-8.1611,940.8,,,,,,,,,,,
370500,,,,,,3776.4631,-44.1823,-44.1823,3770.6643,132114.1875,0.4019,24.3538,0.5743
371000,,,,,,2740.3916,-44.1823,-44.1823,2734.6172,80212.6875,0.5019,44.2987,0.6728
371221,,,1600,181.3797,95.3973,,,,,,,,
371500,,,,,,2886.8994,-44.1823,-44.1823,2880.8909,35025.2344,0.2101,12.0026,0.4542
371727,,,506,-44.9766,123.2694,,,,,,,,
372000,,,,,,3077.0037,-44.1823,-44.1823,3071.3855,87737.0703,0.4744,25.6853,0.4522
372035,,,308,-93.5686,124.1669,,,,,,,,
372500,,,,,,3346.9607,-44.1823,-44.1823,3341.5559,44181.9492,0.6371,19.5828,0.4699
373000,,,,,,2775.3193,-44.1823,-44.1823,2769.2866,38289.1836,0.3286,21.3409,0.631
373010,,,975,12.0494,125.0976,,,,,,,,
373500,,,,,,3603.7837,-44.1823,-44.1823,3599.1514,80630.7969,0.5056,29.7867,0.4286
374000,,,,,,3294.9871,-44.1823,-44.1823,3288.3411,103792.9141,0.4192,22.8097,0.6595
374348,,,1338,234.989,123.2279,,,,,,,,
374500,,,,,,2974.9705,-44.1823,-44.1823,2969.1438,117226.6953,0.3513,21.1266,0.3821
375000,,,,,,3218.8989,-44.1823,-44.1823,3212.7314,39878.3398,0.6879,14.5551,0.6029
375000,227.2302,1368.3,,,,,,,,,,,
375500,,,,,,3082.3896,-44.1823,-44.1823,3077.6348,81227.7891,0.482,27.8972,0.485
375640,,,1292,238.0342,81.5182,,,,,,,,
376000,,,,,,2799.3303,-44.1823,-44.1823,2794.7041,63882.6758,0.4203,27.2759,0.4073
376500,,,,,,2874.3013,-44.1823,-44.1823,2868.481,48501.7617,0.2652,16.9582,0.4174
376891,,,1251,241.4979,128.9549,,,,,,,,
377000,,,,,,3213.5627,-44.1823,-44.1823,3207.4041,75607.0781,0.1981,10.2342,0.3342
377500,,,,,,2926.0591,-44.1823,-44.1823,2918.6077,72192.3516,0.4366,42.9733,0.3958
378000,,,,,,3201.605,-44.1823,-44.1823,3193.4216,82490.875,0.4679,42.0007,0.3802
378124,,,1233,242.9928,127.1494,,,,,,,,
378500,,,,,,3031.5854,-44.1823,-44.1823,3024.6282,45533.6484,0.4368,34.7409,0.3295
379000,,,,,,2766.2192,-44.1823,-44.1823,2758.9417,58074.1172,0.3033,28.0613,0.4665
379362,,,1238,243.3513,128.4404,,,,,,,,
379500,,,,,,2811.8318,-44.1823,-44.1823,2804.9639,47341.8008,0.3353,29.5763,0.634
380000,,,,,,2851.5137,-44.1823,-44.1823,2843.4814,86370.4453,0.2798,20.7456,0.3592
380000,217.9187,1192.8,,,,,,,,,,,
380500,,,,,,3109.4094,-44.1823,-44.1823,3102.6157,77008.5859,0.4658,44.2242,0.5764
380625,,,1263,240.6478,85.1188,,,,,,,,
381000,,,,,,3272.436,-44.1823,-44.1823,3265.2468,65859.9531,0.315,25.0053,0.3707
381500,,,,,,3442.4685,-44.1823,-44.1823,3433.9207,57512.7852,0.232,18.4018,0.3735
381862,,,1237,242.6621,125.089,,,,,,,,
382000,,,,,,3289.4287,-44.1823,-44.1823,3281.2429,73694.8594,0.2272,18.0277,0.4401
382500,,,,,,2963.7144,-44.1823,-44.1823,2955.2329,79373.0781,0.2929,21.9169,0.5876
383000,,,,,,3313.533,-44.1823,-44.1823,3304.8555,84653.9141,0.2328,15.2122,0.3556
383126,,,1264,240.0039,123.3553,,,,,,,,
383500,,,,,,3301.2324,-44.1823,-44.1823,3292.6467,46416.7266,0.2384,15.7634,0.5141
384000,,,,,,3484.355,-44.1823,-44.1823,3474.8513,175926.6719,0.4517,12.8829,0.4954
384375,,,1249,241.4497,126.2013,,,,,,,,
384500,,,,,,3028.6401,-44.1823,-44.1823,3020.2717,44838.9062,0.2652,18.9054,0.3485
385000,,,,,,3306.8418,-44.1823,-44.1823,3298.5811,77401.7344,0.2195,19.4217,0.3919
385000,207.9436,1149.0,,,,,,,,,,,
385500,,,,,,3116.6245,-44.1823,-44.1823,3107.8975,73052.6875,0.1791,8.2141,0.4421
385622,,,1247,242.3763,85.4628,,,,,,,,
386000,,,,,,2946.9739,-44.1823,-44.1823,2938.4919,73416.5469,0.3588,32.2781,0.6534
386500,,,,,,3155.6123,-44.1823,-44.1823,3146.6289,80893.0703,1.0368,17.8825,0.4289
386872,,,1250,243.6797,124.0958,,,,,,,,
387000,,,,,,3176.7925,-44.1823,-44.1823,3167.887,65192.0898,0.2898,19.4212,0.3104
387500,,,,,,3275.3936,-44.1823,-44.1823,3265.6902,51345.9062,0.6613,38.2454,0.3974
388000,,,,,,2608.8813,-44.1823,-44.1823,2599.8801,66357.2344,0.2023,13.179,0.3284
388122,,,1250,241.5165,123.621,,,,,,,,
