env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
37888,,,61,288.4193,23.2833,,,,,,,,,,,,,
37961,,,73,338.8166,23.448,,,,,,,,,,,,,
38000,,,,,,50,50,46,11.1439,99.6364,56.2166,-44.1822,-441.2998,184.2228,99.6364,1059.9275,7154.9644,19.0917
38012,,,51,250.3827,24.0213,,,,,,,,,,,,,
38124,,,112,568.7151,27.661,,,,,,,,,,,,,
38228,,,104,558.6136,24.8337,,,,,,,,,,,,,
38287,,,59,312.7905,23.2343,,,,,,,,,,,,,
38383,,,96,499.688,22.4439,,,,,,,,,,,,,
38432,,,49,241.2135,23.757,,,,,,,,,,,,,
38488,,,56,290.5703,25.3553,,,,,,,,,,,,,
38500,,,,,,50,50,48,10.8273,101.632,57.8317,-44.1823,-396.3638,189.8868,101.632,1374.9406,9340.2256,18.0713
38528,,,40,198.7196,29.9064,,,,,,,,,,,,,
38602,,,74,363.5199,25.9845,,,,,,,,,,,,,
38670,,,68,337.8289,25.6496,,,,,,,,,,,,,
38745,,,75,324.9858,23.4529,,,,,,,,,,,,,
38816,,,71,352.9273,26.8971,,,,,,,,,,,,,
38894,,,78,392.3119,26.7935,,,,,,,,,,,,,
38951,,,57,305.4043,28.0949,,,,,,,,,,,,,
39000,,,,,,50,50,47,11.1608,100.3955,57.1094,-44.1823,-393.9825,187.7288,100.3955,1156.646,10392.7852,24.1987
39008,,,57,290.0835,28.3335,,,,,,,,,,,,,
39050,,,42,202.001,25.4567,,,,,,,,,,,,,
39146,,,96,492.1814,24.1823,,,,,,,,,,,,,
39244,,,98,443.0778,23.6259,,,,,,,,,,,,,
39306,,,62,330.2515,22.5421,,,,,,,,,,,,,
39403,,,97,426.0014,24.2328,,,,,,,,,,,,,
39460,,,57,311.443,23.0858,,,,,,,,,,,,,
39500,,,,,,50,50,46,11.9204,101.2089,55.7551,-44.1823,-390.1833,224.9311,101.2089,1335.3009,10000.5078,18.153
39515,,,55,295.203,21.8701,,,,,,,,,,,,,
39641,,,126,638.5275,25.0319,,,,,,,,,,,,,
39674,,,33,142.1975,26.5173,,,,,,,,,,,,,
39723,,,49,243.9221,23.8682,,,,,,,,,,,,,
39807,,,84,462.6789,28.7457,,,,,,,,,,,,,
39868,,,61,324.1559,29.5829,,,,,,,,,,,,,
39925,,,57,291.0086,28.1717,,,,,,,,,,,,,
40000,,,,,,50,50,47,12.0616,100.6426,56.8272,-44.1822,-385.1811,206.8239,100.6426,1476.1174,8601.8945,21.1626
40000,294.631,60.6,,,,,,,,,,,,,,,,
40005,,,80,425.1936,17.4217,,,,,,,,,,,,,
40099,,,94,491.7529,28.6427,,,,,,,,,,,,,
40148,,,49,241.7866,23.5427,,,,,,,,,,,,,
40191,,,43,225.1087,23.6311,,,,,,,,,,,,,
40274,,,83,424.2237,22.8965,,,,,,,,,,,,,
40369,,,95,440.3732,27.1455,,,,,,,,,,,,,
40470,,,101,509.5634,29.2406,,,,,,,,,,,,,
40500,,,,,,50,50,48,11.4058,100.733,56.469,-44.1823,-396.6605,224.5194,100.733,1573.8849,11658.1006,18.5159
40521,,,51,265.9056,23.6581,,,,,,,,,,,,,
40585,,,64,345.835,25.835,,,,,,,,,,,,,
40637,,,52,267.1827,22.3907,,,,,,,,,,,,,
40695,,,58,302.7398,23.4068,,,,,,,,,,,,,
40764,,,69,333.1302,23.7068,,,,,,,,,,,,,
40819,,,55,281.1786,28.4375,,,,,,,,,,,,,
40891,,,72,388.2756,27.2376,,,,,,,,,,,,,
40977,,,86,390.0786,26.1693,,,,,,,,,,,,,
41000,,,,,,50,50,47,11.8064,100.167,56.3311,-44.1823,-387.3873,224.4364,100.167,1435.6547,14353.4521,19.524
41042,,,65,323.1303,29.0968,,,,,,,,,,,,,
41124,,,82,423.0077,25.4668,,,,,,,,,,,,,
41184,,,60,312.0125,24.3,,,,,,,,,,,,,
41263,,,79,393.0902,22.2139,,,,,,,,,,,,,
41319,,,56,274.7873,22.698,,,,,,,,,,,,,
41384,,,65,282.014,22.5282,,,,,,,,,,,,,
41445,,,61,298.6045,23.3448,,,,,,,,,,,,,
41500,,,,,,50,50,49,10.3073,101.67,57.0011,-44.1822,-377.891,239.8398,101.67,1308.2806,12349.5889,22.149
41519,,,74,370.1041,23.359,,,,,,,,,,,,,
41585,,,66,289.6269,24.6104,,,,,,,,,,,,,
41711,,,126,642.236,22.2504,,,,,,,,,,,,,
41765,,,54,249.1915,23.2522,,,,,,,,,,,,,
41820,,,55,259.071,23.6198,,,,,,,,,,,,,
41877,,,57,280.5992,25.0333,,,,,,,,,,,,,
42000,,,,,,50,50,49,10.7221,101.72,58.1411,-44.1823,-436.2562,257.26,101.72,1513.8939,11834.9326,32.7522
42001,,,124,550.058,25.3904,,,,,,,,,,,,,
42098,,,97,499.5557,23.4255,,,,,,,,,,,,,
42208,,,110,524.762,24.2455,,,,,,,,,,,,,
42276,,,68,358.7284,22.7108,,,,,,,,,,,,,
42338,,,62,266.1609,22.6903,,,,,,,,,,,,,
42391,,,53,262.9653,23.7902,,,,,,,,,,,,,
42445,,,54,271.8048,23.7606,,,,,,,,,,,,,
42500,,,,,,50,50,48,11.0317,103.018,57.6253,-44.1823,-372.1964,244.5669,103.018,1268.059,15341.2256,26.8202
42520,,,75,348.7652,23.3029,,,,,,,,,,,,,
42554,,,34,158.3881,23.5357,,,,,,,,,,,,,
42648,,,94,448.8656,23.5068,,,,,,,,,,,,,
42717,,,69,317.5685,27.7606,,,,,,,,,,,,,
42759,,,42,203.3468,26.4802,,,,,,,,,,,,,
42834,,,75,367.7537,24.6878,,,,,,,,,,,,,
42906,,,72,326.7588,23.8816,,,,,,,,,,,,,
43000,,,,,,50,50,48,10.6844,100.8364,56.4074,-44.1823,-408.6541,241.9294,100.8364,2168.5518,12135.3633,23.9039
43004,,,98,435.0341,22.4044,,,,,,,,,,,,,
43048,,,44,229.4132,25.9483,,,,,,,,,,,,,
43153,,,105,477.653,23.1216,,,,,,,,,,,,,
43236,,,83,435.4496,24.2238,,,,,,,,,,,,,
43331,,,95,450.8569,22.6656,,,,,,,,,,,,,
43454,,,123,568.4697,24.5972,,,,,,,,,,,,,
43500,,,,,,50,50,48,10.8656,101.4454,56.1935,-44.1823,-378.1859,245.736,101.4454,1823.1775,13515.7588,22.2829
43507,,,53,221.2915,23.6049,,,,,,,,,,,,,
43568,,,61,307.9117,22.587,,,,,,,,,,,,,
43696,,,128,640.4191,25.7174,,,,,,,,,,,,,
43756,,,60,263.1095,27.853,,,,,,,,,,,,,
43823,,,67,342.4809,29.2036,,,,,,,,,,,,,
43881,,,58,251.4755,25.9069,,,,,,,,,,,,,
43939,,,58,252.6128,22.8205,,,,,,,,,,,,,
44000,,,,,,50,50,48,11.408,100.5785,56.1331,-44.1823,-444.4124,236.3353,100.5785,1677.8408,17224.1133,24.1056
44020,,,81,355.8691,23.5216,,,,,,,,,,,,,
44082,,,62,260.5625,25.0706,,,,,,,,,,,,,
44196,,,114,536.3347,23.9961,,,,,,,,,,,,,
44272,,,76,379.896,25.185,,,,,,,,,,,,,
44323,,,51,237.2939,22.0487,,,,,,,,,,,,,
44384,,,61,284.7176,22.2042,,,,,,,,,,,,,
44444,,,60,264.8334,25.2498,,,,,,,,,,,,,
44494,,,50,243.9736,22.4529,,,,,,,,,,,,,
44500,,,,,,50,50,49,10.9749,102.4131,58.4963,-44.1822,-390.8788,227.661,102.4131,1834.3683,14071.7393,41.4502
44550,,,56,271.3906,25.2461,,,,,,,,,,,,,
44616,,,66,271.305,28.5991,,,,,,,,,,,,,
44671,,,55,236.4595,23.5372,,,,,,,,,,,,,
44719,,,48,239.9704,22.863,,,,,,,,,,,,,
44753,,,34,161.1724,23.5999,,,,,,,,,,,,,
44812,,,59,279.9935,24.1895,,,,,,,,,,,,,
44872,,,60,256.5639,28.3369,,,,,,,,,,,,,
44929,,,57,277.4214,22.679,,,,,,,,,,,,,
44994,,,65,349.6301,22.5511,,,,,,,,,,,,,
45000,,,,,,50,50,48,11.3349,102.4222,58.6286,-44.1823,-390.7138,263.156,102.4222,1754.5715,14776.3379,30.8547
45000,269.7417,59.8,,,,,,,,,,,,,,,,
45071,,,77,312.0499,17.7884,,,,,,,,,,,,,
45129,,,58,292.7534,27.0672,,,,,,,,,,,,,
45206,,,77,359.0842,22.8061,,,,,,,,,,,,,
45282,,,76,338.8719,23.3348,,,,,,,,,,,,,
45349,,,67,318.5314,28.9698,,,,,,,,,,,,,
45413,,,64,292.1442,26.0402,,,,,,,,,,,,,
45500,,,,,,50,50,49,10.0364,101.2145,57.4293,-44.1817,-394.8417,244.1839,101.2145,1443.1172,14720.8672,29.3534
45509,,,96,438.8683,23.6599,,,,,,,,,,,,,
45586,,,77,381.9722,22.4305,,,,,,,,,,,,,
45685,,,99,460.6502,23.9388,,,,,,,,,,,,,
45739,,,54,279.7244,23.3889,,,,,,,,,,,,,
45787,,,48,243.0166,23.8266,,,,,,,,,,,,,
45837,,,50,235.1866,26.3853,,,,,,,,,,,,,
45936,,,99,555.2209,23.1711,,,,,,,,,,,,,
45998,,,62,337.4131,25.4578,,,,,,,,,,,,,
46000,,,,,,50,50,47,11.2404,102.1262,57.4858,-44.1823,-441.0834,269.5321,102.1262,1413.3221,15246.4746,38.3842
46049,,,51,238.3109,22.7749,,,,,,,,,,,,,
46109,,,60,315.0771,25.1447,,,,,,,,,,,,,
46201,,,92,457.1997,23.164,,,,,,,,,,,,,
46268,,,67,349.3786,23.1739,,,,,,,,,,,,,
46390,,,122,637.0039,23.9575,,,,,,,,,,,,,
46500,,,,,,50,50,48,11.1561,102.228,57.6117,-44.1823,-369.6461,269.3747,102.228,1784.0045,17691.3086,38.8068
46511,,,121,614.0055,22.8299,,,,,,,,,,,,,
46568,,,57,284.1341,23.2224,,,,,,,,,,,,,
46622,,,54,259.6362,21.5099,,,,,,,,,,,,,
46664,,,42,215.4158,23.2632,,,,,,,,,,,,,
46757,,,93,434.8229,25.8807,,,,,,,,,,,,,
46809,,,52,254.7697,23.3739,,,,,,,,,,,,,
46858,,,49,254.675,28.583,,,,,,,,,,,,,
46946,,,88,475.1855,26.3492,,,,,,,,,,,,,
46994,,,48,230.7788,21.9665,,,,,,,,,,,,,
47000,,,,,,50,50,49,10.0199,100.4835,56.5459,-44.1823,-427.0343,246.6172,100.4835,1708.3538,16089.5225,28.6599
47070,,,76,387.2051,28.6333,,,,,,,,,,,,,
47136,,,66,327.5736,23.8086,,,,,,,,,,,,,
47205,,,69,347.1602,22.9116,,,,,,,,,,,,,
47294,,,89,411.3862,22.6122,,,,,,,,,,,,,
47372,,,78,359.9569,24.0252,,,,,,,,,,,,,
47439,,,67,315.5875,23.8336,,,,,,,,,,,,,
47500,,,,,,50,50,48,11.5299,100.9343,55.6735,-44.1823,-424.3555,324.249,100.9343,1864.459,18465.0859,37.8051
47519,,,80,416.08,22.7631,,,,,,,,,,,,,
47587,,,68,328.9315,25.1104,,,,,,,,,,,,,
47694,,,107,516.7442,22.4875,,,,,,,,,,,,,
47782,,,88,430.5546,22.434,,,,,,,,,,,,,
47847,,,65,324.9656,23.4974,,,,,,,,,,,,,
47927,,,80,402.2583,23.0892,,,,,,,,,,,,,
48000,,,,,,50,50,49,10.9867,101.257,57.7801,-44.1823,-440.4907,278.3584,101.257,1947.8585,20770.1367,34.21
48020,,,93,444.542,22.0797,,,,,,,,,,,,,
48108,,,88,452.3762,22.6707,,,,,,,,,,,,,
48175,,,67,319.3745,23.5855,,,,,,,,,,,,,
48200,,,25,118.9292,29.7576,,,,,,,,,,,,,
48290,,,90,417.5061,23.9254,,,,,,,,,,,,,
48346,,,56,290.5063,25.6536,,,,,,,,,,,,,
48410,,,64,290.7724,23.9176,,,,,,,,,,,,,
48500,,,,,,50,50,49,10.079,101.6977,56.5991,-44.1823,-424.966,306.0446,101.6977,1560.655,19242.3965,34.1103
48538,,,128,606.9327,23.8748,,,,,,,,,,,,,
48604,,,66,334.5887,23.4373,,,,,,,,,,,,,
48723,,,119,583.2262,22.1597,,,,,,,,,,,,,
48782,,,59,300.8803,24.3853,,,,,,,,,,,,,
48846,,,64,301.1444,23.7848,,,,,,,,,,,,,
48890,,,44,212.2832,20.6615,,,,,,,,,,,,,
48986,,,96,492.1077,22.4746,,,,,,,,,,,,,
49000,,,,,,50,50,49,10.5918,101.5007,57.5927,-44.1823,-390.7926,311.3076,101.5007,1605.0642,17326.4766,33.5176
49077,,,91,416.9857,23.6969,,,,,,,,,,,,,
49172,,,95,449.173,24.4227,,,,,,,,,,,,,
49247,,,75,375.1258,24.4237,,,,,,,,,,,,,
49329,,,82,413.9738,23.4888,,,,,,,,,,,,,
49411,,,82,354.1457,27.1593,,,,,,,,,,,,,
49490,,,79,369.2243,27.356,,,,,,,,,,,,,
49500,,,,,,50,50,49,11.2346,101.4196,57.0645,-44.1823,-420.8766,256.6473,101.4196,1602.0764,24463.043,47.4622
49635,,,145,699.7827,27.7543,,,,,,,,,,,,,
49720,,,85,426.3163,23.2935,,,,,,,,,,,,,
49810,,,90,401.989,23.9729,,,,,,,,,,,,,
49857,,,47,237.18,22.656,,,,,,,,,,,,,
49912,,,55,267.6613,23.4278,,,,,,,,,,,,,
49976,,,64,311.3065,21.7685,,,,,,,,,,,,,
50000,,,,,,50,50,48,11.5648,101.475,57.138,-44.1823,-406.6013,260.4999,101.475,1436.7231,16772.5098,46.7636
50000,285.1536,60.1,,,,,,,,,,,,,,,,
50021,,,45,223.8458,14.9815,,,,,,,,,,,,,
50079,,,58,287.1487,25.847,,,,,,,,,,,,,
50148,,,69,335.4503,23.798,,,,,,,,,,,,,
50210,,,62,283.4249,23.64,,,,,,,,,,,,,
50298,,,88,398.8762,22.765,,,,,,,,,,,,,
50395,,,97,502.8959,23.4837,,,,,,,,,,,,,
50467,,,72,367.3085,22.6693,,,,,,,,,,,,,
50500,,,,,,50,50,49,10.0791,102.3067,58.1572,-44.1823,-399.0828,236.6526,102.3067,1514.7352,13427.6787,37.9767
50521,,,54,265.4034,25.1695,,,,,,,,,,,,,
50572,,,51,257.5695,27.7585,,,,,,,,,,,,,
50665,,,93,483.9977,26.759,,,,,,,,,,,,,
50724,,,59,312.4164,22.6085,,,,,,,,,,,,,
50786,,,62,335.3804,23.3308,,,,,,,,,,,,,
50874,,,88,486.7838,24.9931,,,,,,,,,,,,,
50909,,,35,173.6979,25.3303,,,,,,,,,,,,,
50983,,,74,362.1562,24.9735,,,,,,,,,,,,,
51000,,,,,,50,50,49,10.598,101.8887,57.7585,-44.1823,-443.5859,267.4263,101.8887,1169.2566,16476.0273,37.524
51054,,,71,362.2784,23.1298,,,,,,,,,,,,,
51171,,,117,616.7554,25.1796,,,,,,,,,,,,,
51209,,,38,212.8466,22.6752,,,,,,,,,,,,,
51287,,,78,392.2714,26.4165,,,,,,,,,,,,,
51335,,,48,249.9427,25.321,,,,,,,,,,,,,
51387,,,52,292.0874,18.2961,,,,,,,,,,,,,
51495,,,108,492.8168,17.9523,,,,,,,,,,,,,
51500,,,,,,50,50,49,10.1923,102.5081,58.5272,-44.1823,-444.7182,263.0966,102.5081,1411.7688,12542.0742,37.8692
51531,,,36,203.7696,17.7413,,,,,,,,,,,,,
51570,,,39,203.5956,18.3791,,,,,,,,,,,,,
51618,,,48,263.3337,18.1108,,,,,,,,,,,,,
51672,,,54,290.2733,17.9272,,,,,,,,,,,,,
51729,,,57,307.7393,18.363,,,,,,,,,,,,,
51767,,,38,170.7818,18.4979,,,,,,,,,,,,,
51793,,,26,109.2958,18.5587,,,,,,,,,,,,,
51842,,,49,262.6126,17.5797,,,,,,,,,,,,,
51980,,,138,730.441,18.2208,,,,,,,,,,,,,
52000,,,,,,50,50,49,10.0851,102.0491,56.9452,-44.1823,-428.9434,284.8361,102.0491,1428.2769,19477.2637,33.076
52023,,,43,209.9395,17.9477,,,,,,,,,,,,,
52101,,,78,413.1094,18.3545,,,,,,,,,,,,,
52170,,,69,351.0775,18.3388,,,,,,,,,,,,,
52237,,,67,354.0258,22.3524,,,,,,,,,,,,,
52293,,,56,285.279,22.9075,,,,,,,,,,,,,
52348,,,55,263.6729,21.9362,,,,,,,,,,,,,
52395,,,47,223.7404,23.2207,,,,,,,,,,,,,
52500,,,,,,50,50,49,10.5337,101.0994,57.0134,-44.1823,-443.3353,257.7473,101.0994,1742.3516,15709.1045,42.5476
52547,,,152,786.6767,24.2877,,,,,,,,,,,,,
52620,,,73,383.5812,24.6251,,,,,,,,,,,,,
52671,,,51,256.4696,23.6081,,,,,,,,,,,,,
52789,,,118,612.7918,25.5941,,,,,,,,,,,,,
52876,,,87,399.1273,22.477,,,,,,,,,,,,,
52918,,,42,208.5729,24.1436,,,,,,,,,,,,,
52979,,,61,310.2429,24.0996,,,,,,,,,,,,,
53000,,,,,,50,50,49,10.5264,101.4074,57.0423,-44.179,-437.7777,297.8166,101.4074,1631.0592,34106.5781,44.0376
53040,,,61,299.5585,24.04,,,,,,,,,,,,,
53122,,,82,368.8859,22.8614,,,,,,,,,,,,,
53164,,,42,198.3465,21.7678,,,,,,,,,,,,,
53283,,,119,565.5747,23.2078,,,,,,,,,,,,,
53346,,,63,316.9203,22.7957,,,,,,,,,,,,,
53453,,,107,574.5817,22.4288,,,,,,,,,,,,,
53500,,,,,,50,50,50,9.8842,101.5914,56.9585,-44.1823,-428.389,271.4446,101.5914,1265.6968,12691.501,39.4947
53539,,,86,461.9502,23.5856,,,,,,,,,,,,,
53630,,,91,419.2744,24.017,,,,,,,,,,,,,
53667,,,37,196.22,23.3375,,,,,,,,,,,,,
53707,,,40,183.0166,24.5647,,,,,,,,,,,,,
53775,,,68,344.6376,23.0544,,,,,,,,,,,,,
53837,,,62,300.131,23.3125,,,,,,,,,,,,,
53950,,,113,595.6939,22.8837,,,,,,,,,,,,,
54000,,,,,,50,50,50,9.7879,103.3227,59.7682,-44.1823,-420.1686,308.2951,103.3227,1747.2562,20041.0391,43.9105
54021,,,71,358.4728,23.828,,,,,,,,,,,,,
54104,,,83,447.3976,22.8885,,,,,,,,,,,,,
54180,,,76,331.5492,25.1934,,,,,,,,,,,,,
54223,,,43,208.3891,22.7927,,,,,,,,,,,,,
54342,,,119,599.8049,24.9312,,,,,,,,,,,,,
54392,,,50,250.9674,22.9377,,,,,,,,,,,,,
54450,,,58,297.7555,25.1147,,,,,,,,,,,,,
54500,,,,,,50,50,49,10.0595,101.9228,57.6566,-44.1823,-425.2899,316.1589,101.9228,2037.2024,26290.2988,41.6523
54560,,,110,506.361,23.5762,,,,,,,,,,,,,
54647,,,87,439.7887,22.4594,,,,,,,,,,,,,
54710,,,63,284.0441,22.3095,,,,,,,,,,,,,
54764,,,54,242.2483,23.0713,,,,,,,,,,,,,
54815,,,51,253.0219,26.774,,,,,,,,,,,,,
54852,,,37,178.3775,27.3495,,,,,,,,,,,,,
54940,,,88,431.4141,26.9091,,,,,,,,,,,,,
55000,,,,,,50,50,50,9.4474,102.6633,58.8508,-44.1823,-421.8221,327.6368,102.6633,1309.0352,18526.6445,59.651
55000,352.4587,71.9,,,,,,,,,,,,,,,,
55009,,,69,340.9238,16.6544,,,,,,,,,,,,,
55117,,,108,512.9506,24.5856,,,,,,,,,,,,,
55224,,,107,521.4134,26.6824,,,,,,,,,,,,,
55312,,,88,430.9083,27.0842,,,,,,,,,,,,,
55400,,,88,455.092,23.0361,,,,,,,,,,,,,
55450,,,50,259.7142,23.1364,,,,,,,,,,,,,
55500,,,,,,50,50,50,9.4836,102.6579,58.0845,-44.1823,-372.1245,275.4223,102.6579,1922.4164,17682.2148,52.4393
55506,,,56,257.1661,23.6998,,,,,,,,,,,,,
55572,,,66,317.3173,24.1966,,,,,,,,,,,,,
55616,,,44,217.1006,23.5517,,,,,,,,,,,,,
55688,,,72,358.7492,24.9119,,,,,,,,,,,,,
55757,,,69,319.4442,25.6381,,,,,,,,,,,,,
55827,,,70,351.9365,22.4522,,,,,,,,,,,,,
55896,,,69,300.9686,22.6463,,,,,,,,,,,,,
55955,,,59,314.8467,23.9648,,,,,,,,,,,,,
56000,,,,,,50,50,50,9.0497,102.5012,58.4846,-44.1823,-434.3267,325.8509,102.5012,1568.1827,21365.291,48.3385
56041,,,86,421.4198,23.7325,,,,,,,,,,,,,
56116,,,75,383.3567,23.2627,,,,,,,,,,,,,
56213,,,97,436.7961,23.0579,,,,,,,,,,,,,
56287,,,74,360.3127,22.7533,,,,,,,,,,,,,
56335,,,48,211.7716,21.9569,,,,,,,,,,,,,
56397,,,62,309.6355,24.9713,,,,,,,,,,,,,
56489,,,92,447.7983,22.5455,,,,,,,,,,,,,
56500,,,,,,50,50,50,9.3028,102.8148,59.2961,-44.1823,-431.8848,289.1537,102.8148,1301.2883,19790.082,40.6952
56560,,,71,327.846,23.5308,,,,,,,,,,,,,
56634,,,74,358.4377,22.6072,,,,,,,,,,,,,
56777,,,143,690.8288,23.3673,,,,,,,,,,,,,
56856,,,79,361.9279,21.8758,,,,,,,,,,,,,
56924,,,68,330.1517,22.687,,,,,,,,,,,,,
57000,,,,,,50,50,50,9.5567,102.8753,59.1745,-44.1823,-438.9694,363.1692,102.8753,1780.5784,15745.9268,49.1346
57015,,,91,396.213,23.2176,,,,,,,,,,,,,
57086,,,71,355.3395,27.0286,,,,,,,,,,,,,
57175,,,89,424.048,24.697,,,,,,,,,,,,,
57243,,,68,326.6455,30.3754,,,,,,,,,,,,,
57318,,,75,381.1514,23.4659,,,,,,,,,,,,,
57412,,,94,451.4179,25.059,,,,,,,,,,,,,
57478,,,66,319.2231,28.5255,,,,,,,,,,,,,
57500,,,,,,50,50,50,9.5876,102.9084,58.1201,-44.1823,-425.0573,275.2004,102.9084,1458.6877,17670.3594,55.0386
57570,,,92,428.5924,24.0912,,,,,,,,,,,,,
57673,,,103,529.4598,24.8032,,,,,,,,,,,,,
57739,,,66,321.3617,24.2538,,,,,,,,,,,,,
57805,,,66,338.9439,23.1913,,,,,,,,,,,,,
57860,,,55,280.2848,23.965,,,,,,,,,,,,,
57932,,,72,336.0202,22.9776,,,,,,,,,,,,,
58000,,,,,,50,50,50,9.7919,103.3372,59.9196,-44.1823,-423.9481,302.3898,103.3372,1499.5999,20667.7988,49.1571
58012,,,80,411.8591,23.662,,,,,,,,,,,,,
58065,,,53,262.9534,23.7952,,,,,,,,,,,,,
58143,,,78,407.8128,26.3491,,,,,,,,,,,,,
58241,,,98,475.8593,22.7935,,,,,,,,,,,,,
58319,,,78,342.9748,23.6012,,,,,,,,,,,,,
58463,,,144,725.157,25.2335,,,,,,,,,,,,,
58500,,,,,,50,50,50,9.7513,105.429,61.1213,-44.1822,-390.4835,303.0796,105.429,1499.6548,19556.0137,62.3134
58538,,,75,393.3927,26.9253,,,,,,,,,,,,,
58620,,,82,396.92,24.9171,,,,,,,,,,,,,
58682,,,62,296.8454,26.3624,,,,,,,,,,,,,
58804,,,122,577.3366,22.8836,,,,,,,,,,,,,
58860,,,56,277.4111,21.766,,,,,,,,,,,,,
58953,,,93,431.9124,23.8566,,,,,,,,,,,,,
59000,,,,,,50,50,50,9.0214,103.2057,58.9022,-44.1823,-436.3478,306.618,103.2057,1439.1953,18676.8477,46.1317
59011,,,58,271.7701,23.9829,,,,,,,,,,,,,
59078,,,67,334.088,22.6106,,,,,,,,,,,,,
59143,,,65,322.3656,25.2995,,,,,,,,,,,,,
59239,,,96,476.2064,23.2069,,,,,,,,,,,,,
59321,,,82,412.6018,22.6959,,,,,,,,,,,,,
59378,,,57,261.3305,24.4936,,,,,,,,,,,,,
59437,,,59,279.5096,23.7616,,,,,,,,,,,,,
59500,,,,,,50,50,50,9.0459,104.5198,59.3483,-44.1823,-423.6072,315.6425,104.5198,1569.0942,27150.2461,46.5757
59525,,,88,417.4468,24.9157,,,,,,,,,,,,,
59582,,,57,264.8144,25.5219,,,,,,,,,,,,,
59675,,,93,451.9813,24.2331,,,,,,,,,,,,,
59742,,,67,295.8009,24.6509,,,,,,,,,,,,,
59839,,,97,445.9795,25.4728,,,,,,,,,,,,,
59931,,,92,461.7679,23.2817,,,,,,,,,,,,,
60000,,,,,,50,50,49,10.4931,104.3851,61.2762,-44.1823,-396.999,317.8475,104.3851,1117.443,16336.9297,48.4387
60000,305.5071,67.2,,,,,,,,,,,,,,,,
60002,,,71,301.9606,15.8546,,,,,,,,,,,,,
60077,,,75,317.0755,24.0516,,,,,,,,,,,,,
60153,,,76,327.5382,21.9728,,,,,,,,,,,,,
60235,,,82,370.6144,22.8168,,,,,,,,,,,,,
60280,,,45,207.8549,20.8501,,,,,,,,,,,,,
60371,,,91,429.1573,20.2997,,,,,,,,,,,,,
60446,,,75,384.0675,19.7798,,,,,,,,,,,,,
60500,,,,,,50,50,50,9.7219,103.0758,58.9104,-44.1823,-411.4758,341.8305,103.0758,1559.2714,20976.8613,49.9668
60501,,,55,245.0144,21.1079,,,,,,,,,,,,,
60575,,,74,362.5601,19.6234,,,,,,,,,,,,,
60646,,,71,313.0008,20.3563,,,,,,,,,,,,,
60767,,,121,564.0709,21.8314,,,,,,,,,,,,,
60865,,,98,464.0965,21.2493,,,,,,,,,,,,,
60962,,,97,500.5528,20.1787,,,,,,,,,,,,,
61000,,,,,,50,50,50,9.1922,103.9813,59.9617,-44.1823,-389.0187,308.1847,103.9813,1322.1664,19459.0449,54.5693
61042,,,80,411.6282,19.6539,,,,,,,,,,,,,
61153,,,111,532.3402,19.9896,,,,,,,,,,,,,
61350,,,197,953.0404,20.4873,,,,,,,,,,,,,
61417,,,67,316.6537,22.2486,,,,,,,,,,,,,
61476,,,59,289.7558,19.791,,,,,,,,,,,,,
61500,,,,,,50,50,50,9.1225,104.59,60.7472,-44.1823,-405.0378,338.9155,104.59,1466.4348,19937.7109,48.1618
61536,,,60,280.3611,21.0239,,,,,,,,,,,,,
61659,,,123,614.5043,20.6375,,,,,,,,,,,,,
61734,,,75,389.1345,20.4328,,,,,,,,,,,,,
61807,,,73,346.9281,22.0532,,,,,,,,,,,,,
61880,,,73,377.6214,19.9242,,,,,,,,,,,,,
62000,,,,,,50,50,50,9.3311,104.339,59.475,-44.1823,-384.9902,309.9589,104.339,1569.5046,21337.6289,50.3941
62026,,,146,719.5469,20.9242,,,,,,,,,,,,,
62140,,,114,543.7145,21.8836,,,,,,,,,,,,,
62205,,,65,343.2272,22.2366,,,,,,,,,,,,,
62251,,,46,234.6797,20.1213,,,,,,,,,,,,,
62325,,,74,387.2646,19.4232,,,,,,,,,,,,,
62494,,,169,800.1204,21.9261,,,,,,,,,,,,,
62500,,,,,,50,50,50,9.5635,105.2175,61.2645,-44.1823,-435.4548,328.2246,105.2175,1617.3594,23428.3398,53.5685
62546,,,52,256.3123,22.0965,,,,,,,,,,,,,
62652,,,106,491.6388,19.5734,,,,,,,,,,,,,
62733,,,81,406.6193,21.7924,,,,,,,,,,,,,
62867,,,134,687.0233,20.4053,,,,,,,,,,,,,
62911,,,44,220.3459,19.8729,,,,,,,,,,,,,
62978,,,67,358.6935,21.3116,,,,,,,,,,,,,
63000,,,,,,50,50,50,9.9584,104.2355,60.4795,-44.1816,-430.9141,333.0278,104.2355,1848.2662,29291.502,54.5978
63081,,,103,497.0811,21.6849,,,,,,,,,,,,,
63137,,,56,274.3358,21.5655,,,,,,,,,,,,,
63186,,,49,247.7421,20.2757,,,,,,,,,,,,,
63314,,,128,602.399,20.5845,,,,,,,,,,,,,
63418,,,104,510.6058,21.357,,,,,,,,,,,,,
63496,,,78,386.5804,19.3906,,,,,,,,,,,,,
63500,,,,,,50,50,50,8.9895,104.4148,60.4163,-44.1823,-463.8056,311.8622,104.4148,1521.5875,30394.5859,61.6079
