env_steps,return,length,train/length,train/return,FPS,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
13150,,,50,-66.4864,107.6155,,,,,,,
13200,,,50,-55.0512,105.3499,,,,,,,
13250,,,50,-58.9893,106.7844,,,,,,,
13300,,,50,-53.0846,106.9195,,,,,,,
13350,,,50,-50.7688,105.5685,,,,,,,
13400,,,50,-44.9438,107.2842,,,,,,,
13450,,,50,-54.2189,105.4405,,,,,,,
13500,,,,,,0.0039,14.731,3.9136,0.0039,0.2707,8.4432,0.4679
13500,,,50,-57.8302,106.2352,,,,,,,
13550,,,50,-56.329,108.0826,,,,,,,
13600,,,50,-58.5619,103.1279,,,,,,,
13650,,,50,-64.2324,105.0177,,,,,,,
13700,,,50,-60.9799,105.7662,,,,,,,
13750,,,50,-61.6538,105.3914,,,,,,,
13800,,,50,-68.4591,105.7457,,,,,,,
13850,,,50,-57.5478,105.5897,,,,,,,
13900,,,50,-57.157,105.3355,,,,,,,
13950,,,50,-60.2046,104.6861,,,,,,,
14000,,,,,,0.004,14.8997,4.5698,0.004,0.249,5.8913,0.5919
14000,,,50,-55.7909,105.4329,,,,,,,
14050,,,50,-54.5302,104.504,,,,,,,
14100,,,50,-51.691,103.7954,,,,,,,
14150,,,50,-55.4112,105.3542,,,,,,,
14200,,,50,-62.1809,104.1664,,,,,,,
14250,,,50,-51.5657,105.8453,,,,,,,
14300,,,50,-53.2348,104.0976,,,,,,,
14350,,,50,-63.2613,102.7687,,,,,,,
14400,,,50,-55.0453,102.0688,,,,,,,
14450,,,50,-58.3685,102.1475,,,,,,,
14500,,,,,,0.0043,15.2775,5.4347,0.0043,0.2487,10.1711,0.6239
14500,,,50,-57.1743,101.9179,,,,,,,
14550,,,50,-55.6928,101.6173,,,,,,,
14600,,,50,-54.9668,105.3908,,,,,,,
14650,,,50,-60.3322,103.4059,,,,,,,
14700,,,50,-56.3028,98.9851,,,,,,,
14750,,,50,-54.9445,102.3126,,,,,,,
14800,,,50,-57.1607,102.4651,,,,,,,
14850,,,50,-53.9972,102.3524,,,,,,,
14900,,,50,-61.2453,102.4682,,,,,,,
14950,,,50,-57.911,102.3053,,,,,,,
15000,,,,,,0.0034,15.7735,6.5226,0.0034,0.2242,18.0315,2.2
15000,-5.5212,50.0,,,,,,,,,,
15000,,,50,-49.3382,88.4067,,,,,,,
15050,,,50,-50.224,101.7647,,,,,,,
15100,,,50,-58.8808,102.6586,,,,,,,
15150,,,50,-52.66,102.5758,,,,,,,
15200,,,50,-50.3012,102.2483,,,,,,,
