env_steps,return,length,train/length,train/return,FPS,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
45438,,,23,-26.6772,76.7104,,,,,,,
45500,,,,,,1458.791,1164.22,8520.958,1458.791,585.3203,16151.8604,31.0883
46000,,,,,,1539.6333,1212.2744,8209.1924,1539.6333,667.939,16472.2441,35.8987
46438,,,1000,-1348.5272,73.4889,,,,,,,
46500,,,,,,1475.9446,1135.9795,11106.7617,1475.9446,597.605,16278.5029,33.7338
46596,,,158,-131.5048,69.3727,,,,,,,
46834,,,238,-190.2825,71.7952,,,,,,,
46952,,,118,-96.3096,68.9361,,,,,,,
47000,,,,,,1492.0646,1162.7939,11102.085,1492.0646,654.4038,14175.9854,33.9879
47500,,,,,,1472.9877,1129.6785,9467.1943,1472.9877,793.2561,15921.8096,34.5851
47614,,,662,-631.2479,73.2396,,,,,,,
47837,,,223,-194.8856,71.0223,,,,,,,
48000,,,,,,1486.3701,1131.5684,9330.8193,1486.3701,766.5953,22431.4688,36.4364
48133,,,296,-272.6407,72.8332,,,,,,,
48220,,,87,-80.636,74.9294,,,,,,,
48358,,,138,-149.2545,77.621,,,,,,,
48500,,,,,,1488.2887,1136.3016,8500.4082,1488.2887,786.2328,19373.8223,36.0567
48508,,,150,-164.4072,71.3263,,,,,,,
48571,,,63,-63.3759,74.887,,,,,,,
48890,,,319,-268.3968,73.0842,,,,,,,
49000,,,,,,1504.0168,1138.1396,8671.791,1504.0168,730.1205,17981.7305,34.9984
49500,,,,,,1484.6501,1140.4786,8438.3428,1484.6501,680.4613,14604.4814,35.0892
49890,,,1000,-1411.5946,71.1714,,,,,,,
49911,,,21,-15.4103,70.0763,,,,,,,
49963,,,52,-24.0145,69.792,,,,,,,
50000,,,,,,1540.5354,1154.6519,14233.1436,1540.5354,707.0243,25195.209,34.2581
50000,-753.791,656.5,,,,,,,,,,
50172,,,209,-212.154,32.9829,,,,,,,
50500,,,,,,1541.4991,1155.3442,10573.0215,1541.4991,682.3381,16511.3379,33.7357
51000,,,,,,1531.1687,1195.2086,9304.9219,1531.1687,657.7833,16011.3047,35.4887
51172,,,1000,-1295.7856,74.2252,,,,,,,
51186,,,14,-6.6524,73.6282,,,,,,,
51500,,,,,,1514.4529,1144.7141,10879.5195,1514.4529,624.6542,13014.2656,35.3852
51598,,,412,-365.8698,75.3325,,,,,,,
51613,,,15,-18.367,69.7669,,,,,,,
52000,,,,,,1578.5154,1212.3378,11304.2998,1578.5154,783.4332,18038.4238,36.4162
52500,,,,,,1570.7856,1183.2556,10613.1074,1570.7856,647.8262,13648.0303,32.2169
52613,,,1000,-1558.513,72.0469,,,,,,,
52650,,,37,-35.5508,73.9781,,,,,,,
53000,,,,,,1547.2889,1159.5791,12337.0391,1547.2889,603.4794,13907.7949,30.3801
53143,,,493,-533.1192,73.6225,,,,,,,
53203,,,60,-81.9131,77.7616,,,,,,,
53297,,,94,-46.9856,76.5244,,,,,,,
53500,,,,,,1527.9719,1136.8727,9047.7139,1527.9719,760.4293,16294.0156,31.7605
53515,,,218,-182.2728,75.0683,,,,,,,
53680,,,165,-148.3858,75.1477,,,,,,,
54000,,,,,,1530.7532,1145.4572,9043.1982,1530.7532,826.8751,17511.7109,33.266
54115,,,435,-339.2938,74.7568,,,,,,,
54185,,,70,-103.3906,79.4986,,,,,,,
54348,,,163,-140.0285,74.6963,,,,,,,
54459,,,111,-112.3611,70.5371,,,,,,,
54486,,,27,-40.9659,70.4581,,,,,,,
54500,,,,,,1566.9414,1185.9412,10961.3916,1566.9414,857.8555,19458.9668,34.5841
54651,,,165,-160.6336,74.3453,,,,,,,
54797,,,146,-172.7256,72.8241,,,,,,,
55000,,,,,,1572.4775,1173.1235,9752.668,1572.4775,949.9509,17475.5098,31.9363
55000,-1132.393,554.3,,,,,,,,,,
55027,,,230,-203.8041,37.9532,,,,,,,
55062,,,35,-16.2847,73.4951,,,,,,,
55500,,,,,,1522.0717,1100.9049,11486.5928,1522.0717,703.6218,13921.0254,34.1231
55834,,,772,-625.5173,74.1327,,,,,,,
56000,,,,,,1586.3832,1164.4248,8563.3193,1586.3832,752.9778,18558.0957,32.0885
56410,,,576,-471.6383,75.1518,,,,,,,
56422,,,12,-2.2921,77.3182,,,,,,,
56500,,,,,,1571.0348,1164.0405,10246.2402,1571.0348,1025.24,14874.7236,31.6128
56605,,,183,-146.3969,73.7112,,,,,,,
56724,,,119,-102.6555,72.0343,,,,,,,
56932,,,208,-138.2813,74.9412,,,,,,,
57000,,,,,,1549.0645,1139.1136,12873.126,1549.0645,877.0488,16400.6152,30.856
57281,,,349,-302.654,72.7823,,,,,,,
57500,,,,,,1629.3134,1218.8613,11918.8232,1629.3134,653.8337,11057.9854,30.1146
58000,,,,,,1528.7219,1123.2219,9625.3105,1528.7219,730.7658,20221.8789,29.3361
58281,,,1000,-1461.1537,74.3366,,,,,,,
58340,,,59,-74.8651,71.079,,,,,,,
58500,,,,,,1598.2611,1190.9384,14370.7012,1598.2611,650.1248,16027.3682,29.0043
58897,,,557,-543.0406,71.0862,,,,,,,
58970,,,73,-76.4068,71.8437,,,,,,,
59000,,,,,,1580.766,1179.2708,9319.5332,1580.766,635.1711,12386.0449,27.5802
59088,,,118,-126.2294,73.8306,,,,,,,
59113,,,25,-0.3095,70.2597,,,,,,,
59222,,,109,-144.3648,73.1242,,,,,,,
59275,,,53,-74.1141,76.0237,,,,,,,
59317,,,42,-40.8729,76.4972,,,,,,,
59397,,,80,-59.8087,76.1585,,,,,,,
59500,,,,,,1643.2349,1234.335,13628.9395,1643.2349,611.2202,17505.9375,31.0486
59503,,,106,-83.2773,76.1407,,,,,,,
59786,,,283,-285.9543,73.3378,,,,,,,
60000,,,,,,1615.1396,1217.5818,11085.8564,1615.1396,568.4086,12792.9668,27.0268
60000,-89.3974,106.2,,,,,,,,,,
60005,,,219,-218.6127,62.9098,,,,,,,
60091,,,86,-80.6895,71.204,,,,,,,
60389,,,298,-212.0278,72.3325,,,,,,,
60500,,,,,,1621.7052,1247.5052,10245.1768,1621.7052,623.0385,11967.3467,28.2788
60525,,,136,-176.5916,75.8795,,,,,,,
60651,,,126,-146.1823,74.7555,,,,,,,
60974,,,323,-316.9617,73.0135,,,,,,,
61000,,,,,,1629.7469,1226.7307,11580.5303,1629.7469,669.0981,12640.4434,26.9989
61218,,,244,-202.8488,72.0473,,,,,,,
61500,,,,,,1570.7852,1182.4512,9317.4756,1570.7852,614.1819,11380.1064,27.5999
62000,,,,,,1611.4658,1200.271,13423.2393,1611.4658,505.2203,14472.9639,24.2282
62111,,,893,-1077.6201,72.7909,,,,,,,
62500,,,,,,1616.7905,1209.621,11275.1221,1616.7905,539.148,11141.7256,24.448
63000,,,,,,1562.1348,1202.5435,9133.25,1562.1348,452.8441,12308.8701,24.8031
63111,,,1000,-1043.4308,73.6624,,,,,,,
63347,,,236,-149.4647,72.6052,,,,,,,
63361,,,14,-15.2264,73.4183,,,,,,,
63500,,,,,,1630.7805,1260.9901,11140.6904,1630.7805,465.6202,12079.9102,24.6358
64000,,,,,,1658.4841,1272.9984,12377.9014,1658.4841,443.7177,9740.6602,26.3526
64361,,,1000,-1612.9195,71.6037,,,,,,,
64429,,,68,-40.4974,70.9638,,,,,,,
64454,,,25,-25.0572,67.8067,,,,,,,
64500,,,,,,1665.2792,1292.5399,9219.6455,1665.2792,456.0277,11373.5459,23.3957
64514,,,60,-115.8643,72.0186,,,,,,,
64676,,,162,-175.7412,72.3167,,,,,,,
64711,,,35,-34.4347,70.1541,,,,,,,
65000,,,,,,1705.5842,1326.0039,10656.5283,1705.5842,425.0692,12423.6553,26.7609
65000,-202.3057,187.7,,,,,,,,,,
65102,,,391,-437.1756,60.5315,,,,,,,
65450,,,348,-319.9251,70.2838,,,,,,,
65500,,,,,,1590.8806,1228.8221,12124.3076,1590.8806,386.1584,13057.0957,24.847
65563,,,113,-187.5069,72.3174,,,,,,,
