env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
22136,,,19,25.6949,92.9499,,,,,,,,,
22155,,,19,18.0483,92.3041,,,,,,,,,
22193,,,38,64.3555,92.8237,,,,,,,,,
22202,,,9,7.3449,92.9355,,,,,,,,,
22210,,,8,5.5997,92.7141,,,,,,,,,
22250,,,40,64.4344,93.0517,,,,,,,,,
22260,,,10,7.8059,93.0789,,,,,,,,,
22289,,,29,40.8711,91.6161,,,,,,,,,
22300,,,11,11.1914,93.3752,,,,,,,,,
22401,,,101,230.2695,92.658,,,,,,,,,
22442,,,41,58.0666,93.1638,,,,,,,,,
22471,,,29,45.4596,90.5693,,,,,,,,,
22484,,,13,13.7413,90.5869,,,,,,,,,
22499,,,15,13.3384,92.9567,,,,,,,,,
22500,,,,,,0.8067,0.7413,0.0722,-159.9945,5.6042,0.2152,162.5792,323.3311,2.0089
22509,,,10,7.4158,92.7892,,,,,,,,,
22524,,,15,18.8124,92.5486,,,,,,,,,
22534,,,10,10.0247,93.1223,,,,,,,,,
22545,,,11,11.5855,92.5906,,,,,,,,,
22565,,,20,20.8895,93.1587,,,,,,,,,
22610,,,45,76.0909,93.0899,,,,,,,,,
22625,,,15,17.4091,92.8538,,,,,,,,,
22666,,,41,40.1106,92.2649,,,,,,,,,
22695,,,29,34.7855,92.48,,,,,,,,,
22703,,,8,6.9457,91.8643,,,,,,,,,
22720,,,17,21.753,92.419,,,,,,,,,
22732,,,12,13.1434,92.6539,,,,,,,,,
22754,,,22,22.3888,92.6632,,,,,,,,,
22790,,,36,55.9644,92.5851,,,,,,,,,
22799,,,9,7.7795,91.9931,,,,,,,,,
22834,,,35,49.3596,92.6143,,,,,,,,,
22917,,,83,183.9129,92.8916,,,,,,,,,
22957,,,40,63.2938,92.9379,,,,,,,,,
22992,,,35,57.6653,93.0154,,,,,,,,,
23000,,,,,,0.8219,0.7428,0.0768,-157.6671,14.1697,0.2277,189.0266,584.8236,2.1508
23120,,,128,320.9018,95.9295,,,,,,,,,
23137,,,17,17.7685,99.4532,,,,,,,,,
23261,,,124,316.1421,93.2707,,,,,,,,,
23268,,,7,5.255,92.8551,,,,,,,,,
23379,,,111,294.8662,92.6629,,,,,,,,,
23420,,,41,60.1843,93.0461,,,,,,,,,
23465,,,45,66.0176,92.7035,,,,,,,,,
23500,,,,,,0.8158,0.7388,0.0737,-159.2539,10.8437,0.2215,196.5175,589.8386,3.8809
23517,,,52,78.7367,93.2531,,,,,,,,,
23623,,,106,254.7193,92.9373,,,,,,,,,
23722,,,99,235.7986,92.837,,,,,,,,,
23732,,,10,9.3697,92.1256,,,,,,,,,
23744,,,12,11.4442,93.6398,,,,,,,,,
