env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
93500,,,0.9535,0.8331,0.0906,-176.3386,12.8382,0.8064,3.8701,34.7423,1.5726,,,
94000,,,0.9761,0.8322,0.0929,-180.6278,13.9098,0.8465,4.3159,22.4613,2.3688,,,
94000,,,,,,,,,,,,1000,2955.3236,92.0359
94500,,,0.9416,0.8242,0.0883,-185.1215,14.547,0.7833,3.8498,48.5139,1.3702,,,
95000,,,0.9645,0.8267,0.0908,-183.9576,12.8538,0.8327,5.5305,37.6689,1.6732,,,
95000,3110.9918,1000.0,,,,,,,,,,,,
95000,,,,,,,,,,,,1000,3092.9466,76.5634
95500,,,0.9401,0.8222,0.088,-184.2448,13.1644,0.784,14.4757,301.9906,3.0831,,,
96000,,,0.9609,0.833,0.0913,-186.2194,13.5393,0.8255,4.5805,20.6185,1.448,,,
96000,,,,,,,,,,,,1000,3040.6688,93.2274
96500,,,0.9811,0.8332,0.0942,-188.8759,14.9528,0.8557,5.3061,62.2097,1.4832,,,
97000,,,0.974,0.8379,0.0925,-188.7196,14.4153,0.8415,4.5131,19.891,2.2602,,,
97000,,,,,,,,,,,,1000,2999.0903,92.8763
97500,,,0.9528,0.8372,0.09,-189.1145,14.3216,0.8133,5.4504,53.1324,1.7097,,,
