env_steps,return,length,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
235000,,,1.4257,-1017.1052,162.9857,1.4257,11.2608,681.5878,8.5365,,,
235000,10942.8999,1000.0,,,,,,,,,,
235000,,,,,,,,,,1000,10540.981,92.7773
235500,,,1.733,-1023.3746,155.683,1.733,14.7143,605.8994,10.8245,,,
236000,,,1.6964,-1018.3634,206.3278,1.6964,12.5979,1095.9897,16.6476,,,
236000,,,,,,,,,,1000,10694.1465,106.6665
236500,,,1.9746,-1033.2909,212.1341,1.9746,11.2413,899.4647,11.6735,,,
237000,,,1.5877,-1031.3993,134.6655,1.5877,12.5509,871.0398,14.0425,,,
237000,,,,,,,,,,1000,10551.7615,106.6571
237500,,,1.8782,-1032.6691,274.7744,1.8782,10.3817,381.3914,24.4845,,,
238000,,,1.785,-1031.6333,202.5908,1.785,11.144,795.1003,15.7317,,,
238000,,,,,,,,,,1000,10859.7733,106.7352
238500,,,1.5003,-1030.1686,148.6893,1.5003,9.5583,611.6739,13.6813,,,
239000,,,1.5947,-1029.8258,149.8703,1.5947,11.3009,1094.2363,9.9554,,,
239000,,,,,,,,,,1000,10459.4013,106.6484
239500,,,1.554,-1032.802,173.6887,1.554,11.5208,1018.4439,15.69,,,
240000,,,1.5066,-1032.5011,198.4459,1.5066,10.725,926.011,22.567,,,
240000,11255.8888,1000.0,,,,,,,,,,
240000,,,,,,,,,,1000,10627.9773,92.9494
240500,,,2.1301,-1037.7549,353.4477,2.1301,11.2391,753.3012,15.4532,,,
241000,,,1.5267,-1030.8395,128.2129,1.5267,10.5452,635.9578,18.3652,,,
241000,,,,,,,,,,1000,10704.679,110.0026
241500,,,1.8781,-1033.1962,311.3706,1.8781,9.9353,805.5626,12.3778,,,
242000,,,1.9825,-1037.8276,228.343,1.9825,12.1294,686.6082,7.6513,,,
242000,,,,,,,,,,1000,10455.2911,107.7567
242500,,,1.8022,-1036.7625,213.1487,1.8022,9.5226,510.7276,12.1509,,,
243000,,,1.5262,-1037.3741,119.9514,1.5262,8.4109,493.8273,16.7713,,,
243000,,,,,,,,,,1000,10579.0224,106.759
243500,,,1.9248,-1036.682,221.4483,1.9248,10.0982,876.2324,11.3743,,,
244000,,,1.7863,-1039.4496,203.562,1.7863,8.5518,474.7855,16.1513,,,
244000,,,,,,,,,,1000,10328.7075,109.2692
244500,,,1.8234,-1038.9304,226.6682,1.8234,11.892,857.9435,11.1642,,,
245000,,,1.5998,-1040.8704,247.7781,1.5998,10.2621,621.2983,16.9591,,,
245000,11161.3099,1000.0,,,,,,,,,,
245000,,,,,,,,,,1000,10678.7968,93.6177
245500,,,1.7527,-1046.0527,224.8169,1.7527,11.0413,788.3594,20.0595,,,
246000,,,1.5583,-1036.4507,161.7721,1.5583,10.4263,1378.0151,12.7338,,,
246000,,,,,,,,,,1000,2337.4456,110.149
246500,,,1.8697,-1047.3198,275.966,1.8697,11.0639,1305.7063,13.2935,,,
247000,,,1.4342,-1038.1718,138.6511,1.4342,11.7556,1121.1356,12.0247,,,
247000,,,,,,,,,,1000,10705.3251,107.2538
247500,,,1.7427,-1045.104,261.1844,1.7427,8.9127,557.1897,27.2917,,,
248000,,,1.5333,-1041.2284,156.7128,1.5333,8.9125,697.4159,19.3184,,,
248000,,,,,,,,,,1000,10462.7198,107.1217
248500,,,1.458,-1041.553,118.0876,1.458,9.4188,656.9175,12.7358,,,
249000,,,1.803,-1037.8444,202.5347,1.803,9.8488,775.494,10.8883,,,
249000,,,,,,,,,,1000,10217.3991,110.7195
249500,,,1.7228,-1044.6285,182.2341,1.7228,10.4366,782.1639,12.7144,,,
250000,,,1.7761,-1047.4916,211.1069,1.7761,11.572,394.5398,14.9304,,,
250000,11164.6307,1000.0,,,,,,,,,,
250000,,,,,,,,,,1000,10702.9453,93.6976
250500,,,1.8744,-1044.8983,178.0213,1.8744,10.5161,1090.3516,11.6863,,,
251000,,,1.7433,-1044.0455,183.8638,1.7433,9.4147,674.2265,9.8612,,,
251000,,,,,,,,,,1000,10405.6581,109.7176
251500,,,1.6437,-1048.3749,283.4885,1.6437,10.4886,371.3759,18.6975,,,
252000,,,1.6439,-1044.4985,142.7367,1.6439,10.4154,946.3188,9.3475,,,
252000,,,,,,,,,,1000,10891.3343,110.7507
252500,,,1.4757,-1051.5543,152.7036,1.4757,9.3984,505.681,16.0479,,,
253000,,,1.6599,-1050.1522,137.4512,1.6599,11.3609,687.7831,15.6086,,,
253000,,,,,,,,,,1000,10892.2069,106.6551
253500,,,1.4413,-1044.0343,154.2841,1.4413,10.2554,904.9401,15.8161,,,
254000,,,1.5567,-1049.2028,169.3599,1.5567,11.0673,956.6572,9.4774,,,
254000,,,,,,,,,,1000,10638.2614,106.9572
254500,,,1.6611,-1052.8545,177.6672,1.6611,8.5692,1104.7543,16.1796,,,
255000,,,1.981,-1060.5441,229.3504,1.981,12.5092,1132.4574,18.3788,,,
255000,11279.639,1000.0,,,,,,,,,,
255000,,,,,,,,,,1000,10930.8791,92.0011
255500,,,1.6729,-1049.5806,170.2164,1.6729,10.0496,748.55,18.5196,,,
256000,,,1.7092,-1050.813,178.133,1.7092,12.106,1172.1605,17.5004,,,
256000,,,,,,,,,,1000,10420.0798,107.3891
256500,,,2.0084,-1057.4115,247.6947,2.0084,11.5517,923.4758,14.8335,,,
257000,,,1.411,-1052.1312,132.9531,1.411,11.0866,1294.9122,14.8749,,,
257000,,,,,,,,,,1000,10551.4205,106.9805
257500,,,1.7298,-1049.7936,128.7343,1.7298,17.0883,990.662,15.3819,,,
258000,,,1.8097,-1058.205,230.2424,1.8097,12.4038,1082.2117,11.4053,,,
258000,,,,,,,,,,1000,11142.8506,107.5462
258500,,,1.8845,-1052.8845,149.2124,1.8845,10.4555,916.542,17.6433,,,
259000,,,1.5712,-1059.0013,215.5937,1.5712,9.5817,639.0433,7.9931,,,
259000,,,,,,,,,,1000,11103.2941,110.6075
259500,,,1.5705,-1055.85,149.0515,1.5705,10.1708,1028.5645,9.8238,,,
260000,,,1.5903,-1058.8018,146.5226,1.5903,10.3966,676.1989,11.1492,,,
260000,11463.8849,1000.0,,,,,,,,,,
260000,,,,,,,,,,1000,10812.8187,93.1166
260500,,,1.874,-1062.9423,179.5965,1.874,10.1713,1258.9877,12.8834,,,
261000,,,1.4348,-1057.5269,156.6579,1.4348,9.5598,718.9185,12.3994,,,
261000,,,,,,,,,,1000,11026.6942,108.1308
261500,,,1.9337,-1068.8242,211.2308,1.9337,9.0066,890.5956,26.4054,,,
262000,,,1.757,-1057.1252,180.7682,1.757,9.2016,483.1718,9.5271,,,
262000,,,,,,,,,,1000,11021.0637,106.7317
262500,,,1.6749,-1066.5476,144.6693,1.6749,11.8519,577.4355,10.2722,,,
263000,,,1.5628,-1065.2593,131.1215,1.5628,11.7369,838.2249,13.7196,,,
263000,,,,,,,,,,1000,10765.8623,106.477
263500,,,1.4521,-1064.7679,138.2973,1.4521,9.5248,713.5026,19.1527,,,
264000,,,1.5278,-1072.5105,108.0121,1.5278,7.6867,787.9525,18.6021,,,
264000,,,,,,,,,,1000,10760.9817,106.3375
264500,,,1.7038,-1065.8303,168.5134,1.7038,9.1165,949.0515,24.7289,,,
265000,,,2.0114,-1067.9948,245.0508,2.0114,10.2366,781.7141,12.9459,,,
265000,11465.8414,1000.0,,,,,,,,,,
265000,,,,,,,,,,1000,10389.7555,95.2358
265500,,,1.6314,-1067.8232,186.1559,1.6314,10.2222,948.6495,13.9372,,,
266000,,,1.5705,-1069.3679,160.4251,1.5705,8.6027,821.8589,22.3647,,,
266000,,,,,,,,,,1000,11212.0138,110.8246
266500,,,1.6158,-1069.6791,208.344,1.6158,10.0096,550.4526,8.573,,,
267000,,,1.4555,-1069.6948,156.935,1.4555,9.4492,724.559,11.7791,,,
267000,,,,,,,,,,1000,10859.4471,109.3876
267500,,,1.5325,-1070.4238,196.5491,1.5325,9.8927,413.6813,16.0632,,,
268000,,,1.7738,-1071.8837,119.7454,1.7738,8.6501,409.2433,10.0749,,,
268000,,,,,,,,,,1000,10848.7308,106.5659
268500,,,1.6653,-1069.9343,194.4597,1.6653,9.1414,1116.5271,28.272,,,
269000,,,1.4778,-1078.1423,106.2619,1.4778,8.3311,1180.1044,10.6069,,,
269000,,,,,,,,,,1000,10982.4747,106.9402
269500,,,2.0634,-1071.662,360.0552,2.0634,11.005,825.0446,9.4263,,,
270000,,,1.7422,-1074.8313,275.3811,1.7422,7.346,764.0781,13.2419,,,
270000,11319.8108,1000.0,,,,,,,,,,
270000,,,,,,,,,,1000,10481.926,92.8046
270500,,,1.5566,-1079.3489,161.9015,1.5566,9.6634,694.1574,16.7742,,,
271000,,,1.3868,-1065.5537,102.9365,1.3868,11.1653,556.7214,20.5913,,,
271000,,,,,,,,,,1000,10874.1185,106.5778
271500,,,1.851,-1072.2568,221.871,1.851,8.015,971.1036,21.6161,,,
272000,,,1.4638,-1073.8546,185.9982,1.4638,7.538,415.4587,15.9769,,,
272000,,,,,,,,,,1000,11132.9917,109.8278
272500,,,1.6773,-1069.1677,167.5426,1.6773,9.1071,958.6405,11.0648,,,
273000,,,1.9811,-1077.651,261.9931,1.9811,9.2407,1275.6462,16.3406,,,
273000,,,,,,,,,,1000,10707.2168,106.6677
273500,,,1.3406,-1079.4963,124.7701,1.3406,8.3825,1066.7821,20.9385,,,
274000,,,1.3508,-1074.8243,167.2478,1.3508,7.9742,721.741,13.3963,,,
274000,,,,,,,,,,1000,11007.9398,106.7569
274500,,,1.8528,-1072.5267,269.8042,1.8528,9.7604,590.9531,10.4018,,,
275000,,,1.7206,-1074.1587,161.907,1.7206,9.9095,815.231,10.031,,,
275000,11447.3793,1000.0,,,,,,,,,,
275000,,,,,,,,,,1000,11140.7275,92.6722
275500,,,1.5429,-1077.7585,292.6234,1.5429,8.1073,687.5308,14.3922,,,
276000,,,1.5138,-1080.2522,236.8848,1.5138,7.923,618.2158,12.3092,,,
276000,,,,,,,,,,1000,11124.2246,107.761
276500,,,1.4847,-1076.4105,165.3841,1.4847,7.4799,441.9605,10.8198,,,
277000,,,1.3793,-1082.3795,144.154,1.3793,7.8463,391.4026,11.0228,,,
277000,,,,,,,,,,1000,10856.5889,109.7922
277500,,,1.4558,-1081.8607,151.1985,1.4558,8.0924,752.3528,26.359,,,
278000,,,1.4711,-1084.1819,119.2023,1.4711,7.8374,315.2585,16.248,,,
278000,,,,,,,,,,1000,10836.6789,106.6429
278500,,,1.3884,-1082.0658,176.3618,1.3884,8.8214,1207.8933,15.3137,,,
279000,,,1.5825,-1083.3982,231.3331,1.5825,7.3654,630.2093,14.5627,,,
279000,,,,,,,,,,1000,10980.9369,107.37
279500,,,1.4105,-1087.0745,163.1261,1.4105,8.5803,770.9667,19.748,,,
280000,,,1.4662,-1082.9478,194.4779,1.4662,8.6571,820.2034,15.171,,,
280000,11440.4294,1000.0,,,,,,,,,,
280000,,,,,,,,,,1000,10865.2763,94.1042
280500,,,1.2458,-1078.167,170.9802,1.2458,8.0991,902.7355,12.9138,,,
281000,,,1.3094,-1086.5101,168.0739,1.3094,19.394,750.886,34.2422,,,
281000,,,,,,,,,,1000,10903.2004,109.9742
281500,,,1.6395,-1086.7268,267.7795,1.6395,9.1779,1424.6748,12.9411,,,
282000,,,1.5042,-1083.7023,128.1972,1.5042,9.4848,951.4964,13.0647,,,
282000,,,,,,,,,,1000,10985.4486,106.6329
282500,,,1.9972,-1088.5256,340.3772,1.9972,7.1069,358.0827,22.0172,,,
283000,,,1.5612,-1090.1923,241.1544,1.5612,10.0184,673.4119,10.5998,,,
283000,,,,,,,,,,1000,10961.0151,107.2482
283500,,,1.7642,-1091.324,189.5638,1.7642,6.7665,556.4476,8.9418,,,
284000,,,1.5594,-1093.1064,155.3997,1.5594,9.8676,992.5198,15.4374,,,
284000,,,,,,,,,,1000,10958.3944,109.9272
284500,,,1.6827,-1092.9213,216.8826,1.6827,7.5635,382.3492,12.4036,,,
285000,,,1.3375,-1087.7621,118.3526,1.3375,7.0727,679.3491,21.5531,,,
285000,11575.0004,1000.0,,,,,,,,,,
285000,,,,,,,,,,1000,11069.0854,93.6627
285500,,,1.366,-1090.0906,131.6389,1.366,6.5167,624.3951,9.5786,,,
286000,,,1.4978,-1087.689,167.1124,1.4978,9.0508,599.7109,30.841,,,
286000,,,,,,,,,,1000,10971.1895,110.838
286500,,,1.6791,-1093.9066,146.1125,1.6791,6.8759,531.038,19.1038,,,
287000,,,1.3978,-1087.2753,172.9293,1.3978,9.0208,520.8686,12.6547,,,
287000,,,,,,,,,,1000,10604.8597,110.9362
287500,,,1.4555,-1098.2831,162.1789,1.4555,7.9492,740.4095,24.0171,,,
288000,,,1.4309,-1097.1204,128.146,1.4309,8.5389,868.3948,23.321,,,
288000,,,,,,,,,,1000,11082.455,111.0423
288500,,,1.4535,-1097.0183,173.532,1.4535,7.8657,579.7827,10.2204,,,
289000,,,1.7027,-1094.3824,163.1708,1.7027,7.1545,669.2476,19.3406,,,
289000,,,,,,,,,,1000,10937.4841,110.9862
289500,,,1.5224,-1089.0303,138.433,1.5224,7.3972,501.5685,12.4379,,,
290000,,,1.5487,-1092.5908,199.9559,1.5487,8.9289,1087.2673,11.2441,,,
290000,11648.9575,1000.0,,,,,,,,,,
290000,,,,,,,,,,1000,11214.1875,94.5535
290500,,,1.5661,-1093.1324,165.3561,1.5661,8.824,848.1599,14.6221,,,
291000,,,1.268,-1092.9907,181.5326,1.268,8.2304,434.6255,13.9373,,,
291000,,,,,,,,,,1000,10922.019,106.8591
291500,,,1.5276,-1099.2734,140.2586,1.5276,9.5088,1189.7428,14.2955,,,
292000,,,1.3247,-1097.0483,193.7481,1.3247,6.5358,394.3978,14.589,,,
292000,,,,,,,,,,1000,11189.2518,106.6575
292500,,,1.3409,-1095.3374,164.6109,1.3409,7.3717,783.531,11.004,,,
293000,,,1.3064,-1096.068,134.9932,1.3064,6.9234,494.6912,11.5967,,,
293000,,,,,,,,,,1000,11126.6567,106.9597
293500,,,1.4341,-1099.496,122.5689,1.4341,7.6861,655.8369,12.0176,,,
294000,,,1.4457,-1104.7577,169.8449,1.4457,13.0307,974.9146,18.4794,,,
294000,,,,,,,,,,1000,11000.7591,106.9117
294500,,,1.6701,-1101.9319,269.9241,1.6701,9.1631,995.3525,14.9758,,,
295000,,,1.5957,-1108.0365,147.0494,1.5957,9.0291,649.5693,27.497,,,
295000,11683.8166,1000.0,,,,,,,,,,
295000,,,,,,,,,,1000,11108.6223,93.7689
295500,,,1.4333,-1107.2056,186.0591,1.4333,8.4736,686.3723,13.248,,,
296000,,,1.3802,-1105.7281,159.4595,1.3802,7.213,629.2532,18.2882,,,
296000,,,,,,,,,,1000,10827.2911,109.1158
296500,,,1.3803,-1110.9677,142.0489,1.3803,9.2143,836.3804,11.1415,,,
297000,,,1.332,-1109.8835,122.8571,1.332,7.7181,557.3789,26.7269,,,
297000,,,,,,,,,,1000,11120.2857,107.4158
297500,,,1.3675,-1110.413,167.8863,1.3675,7.5541,954.2444,24.1468,,,
298000,,,1.4662,-1112.3556,228.4134,1.4662,8.3037,686.9653,12.2237,,,
298000,,,,,,,,,,1000,10967.0145,107.8164
298500,,,1.3499,-1113.3778,114.8909,1.3499,7.5384,393.9696,17.1038,,,
299000,,,1.3607,-1115.7506,162.3461,1.3607,9.3184,621.9544,19.0517,,,
299000,,,,,,,,,,1000,11003.1886,107.8453
299500,,,1.5541,-1115.6278,118.9891,1.5541,6.3563,503.9227,35.685,,,
300000,,,1.2487,-1110.1041,167.9708,1.2487,8.3745,589.7007,11.3656,,,
300000,11678.7396,1000.0,,,,,,,,,,
300000,,,,,,,,,,1000,11015.2749,94.1945
300500,,,1.4248,-1115.5784,167.4505,1.4248,8.7169,374.1419,12.0865,,,
301000,,,1.3512,-1114.2942,162.4214,1.3512,7.3934,560.7577,14.3198,,,
301000,,,,,,,,,,1000,11167.2886,106.9751
301500,,,1.289,-1117.1327,130.5837,1.289,8.8933,1311.0745,8.1692,,,
302000,,,1.519,-1115.4666,226.1069,1.519,8.4664,217.582,8.8187,,,
302000,,,,,,,,,,1000,11194.4861,110.0528
302500,,,1.1588,-1118.6615,132.9246,1.1588,7.6343,861.5805,31.7063,,,
303000,,,1.5751,-1118.0023,298.187,1.5751,8.093,707.278,21.8195,,,
303000,,,,,,,,,,1000,11399.0105,109.9093
303500,,,1.4515,-1121.285,201.7291,1.4515,7.5649,440.6588,35.8516,,,
304000,,,1.1892,-1119.9978,136.592,1.1892,6.5235,497.9742,16.8227,,,
304000,,,,,,,,,,1000,10953.3886,110.799
304500,,,1.2064,-1111.975,201.4676,1.2064,8.2877,687.9813,12.6944,,,
305000,,,1.2807,-1117.7017,139.3765,1.2807,7.8351,643.8248,19.4618,,,
305000,11707.1868,1000.0,,,,,,,,,,
305000,,,,,,,,,,1000,11252.2835,95.466
305500,,,1.3437,-1118.8267,182.2062,1.3437,6.917,566.5942,19.9577,,,
306000,,,1.2148,-1118.1023,98.1668,1.2148,7.8985,512.6146,16.5655,,,
306000,,,,,,,,,,1000,11269.9748,107.6085
306500,,,1.5541,-1117.9807,239.907,1.5541,6.6745,476.0614,28.054,,,
307000,,,1.411,-1121.7698,179.0389,1.411,8.2538,986.0759,15.3774,,,
307000,,,,,,,,,,1000,11271.6003,108.4002
307500,,,1.2588,-1120.4081,200.5008,1.2588,7.0746,1032.4908,16.8735,,,
308000,,,1.4549,-1119.2448,194.5336,1.4549,7.4633,556.2864,21.9295,,,
308000,,,,,,,,,,1000,11242.6866,106.5891
308500,,,1.5257,-1119.3071,180.1165,1.5257,7.4823,393.2754,20.6263,,,
309000,,,1.5747,-1123.5021,201.9649,1.5747,7.5815,530.5338,16.7063,,,
309000,,,,,,,,,,1000,11407.1963,107.0693
309500,,,1.2211,-1119.6041,156.5321,1.2211,8.0776,825.4546,8.1094,,,
310000,,,1.2348,-1118.36,133.448,1.2348,8.066,744.5573,20.4066,,,
310000,11777.1856,1000.0,,,,,,,,,,
310000,,,,,,,,,,1000,11221.3606,92.6585
310500,,,1.2065,-1121.4346,158.3825,1.2065,7.4831,604.2261,8.6392,,,
311000,,,1.2591,-1124.6283,156.1736,1.2591,8.8744,783.1251,10.7631,,,
311000,,,,,,,,,,1000,10840.8875,107.0739
311500,,,1.443,-1121.038,197.5057,1.443,8.0556,523.7949,11.0033,,,
312000,,,1.5581,-1124.0835,260.5486,1.5581,5.2942,533.9673,30.7216,,,
312000,,,,,,,,,,1000,11467.2287,107.2113
312500,,,1.4648,-1128.9756,220.9195,1.4648,14.296,1090.3402,7.8813,,,
313000,,,1.2093,-1125.2371,158.8655,1.2093,10.6277,854.5832,15.3944,,,
313000,,,,,,,,,,1000,11270.1894,109.3361
313500,,,1.2697,-1123.3855,150.2918,1.2697,7.6724,880.4583,13.3219,,,
314000,,,1.3185,-1127.3519,141.1975,1.3185,7.9304,1012.016,19.5288,,,
314000,,,,,,,,,,1000,11557.7545,107.1459
314500,,,1.3018,-1122.3552,165.0274,1.3018,7.2738,944.83,37.2045,,,
315000,,,1.5696,-1128.4924,189.8763,1.5696,7.8697,827.9506,11.9776,,,
315000,11786.0951,1000.0,,,,,,,,,,
315000,,,,,,,,,,1000,11393.4212,92.5617
315500,,,1.3244,-1123.5635,292.1063,1.3244,8.2273,554.1522,19.4946,,,
316000,,,1.1431,-1123.9246,158.8744,1.1431,6.6987,483.2392,8.4203,,,
316000,,,,,,,,,,1000,11204.0193,107.7108
316500,,,1.4437,-1122.5597,242.2681,1.4437,7.7194,869.8717,34.1576,,,
317000,,,1.1351,-1121.0746,121.7933,1.1351,9.0168,338.7879,17.4427,,,
317000,,,,,,,,,,1000,11281.0858,110.1362
317500,,,1.5543,-1127.2897,170.9424,1.5543,7.9099,425.4998,11.1099,,,
318000,,,1.2788,-1131.0828,142.6771,1.2788,7.7412,1004.3014,27.6836,,,
318000,,,,,,,,,,1000,11079.4847,109.1499
318500,,,1.3223,-1130.1244,203.8119,1.3223,9.6433,625.4087,16.2064,,,
319000,,,1.2896,-1133.6686,187.1127,1.2896,8.3689,805.0192,19.657,,,
319000,,,,,,,,,,1000,11500.4617,106.6663
319500,,,1.5978,-1130.9562,251.1652,1.5978,8.995,916.46,24.1063,,,
320000,,,1.2495,-1136.6201,115.3679,1.2495,7.6985,466.0916,12.8506,,,
320000,11515.737,1000.0,,,,,,,,,,
320000,,,,,,,,,,1000,11330.7969,92.6051
320500,,,1.2366,-1130.1013,131.2978,1.2366,7.6634,829.1207,9.9092,,,
321000,,,1.3298,-1127.6554,155.6069,1.3298,8.8856,1003.1937,8.9986,,,
321000,,,,,,,,,,1000,11421.2648,106.6552
321500,,,1.3729,-1133.4976,219.7397,1.3729,8.0625,828.9565,29.9382,,,
322000,,,1.6244,-1135.7635,380.4042,1.6244,8.8574,1031.2897,22.8222,,,
322000,,,,,,,,,,1000,11646.9616,106.6462
322500,,,1.1494,-1129.2528,212.2735,1.1494,7.8557,869.0478,38.2287,,,
323000,,,1.4984,-1135.9912,197.6134,1.4984,7.244,781.0244,18.3649,,,
323000,,,,,,,,,,1000,11321.3429,106.8915
323500,,,1.2085,-1134.8147,155.3276,1.2085,11.9393,1267.4156,19.4683,,,
324000,,,1.3127,-1133.7501,120.2469,1.3127,8.8418,644.465,15.6349,,,
324000,,,,,,,,,,1000,10795.7347,107.4027
324500,,,1.8069,-1136.3152,213.23,1.8069,7.309,510.4509,7.5759,,,
325000,,,1.141,-1133.4083,110.4846,1.141,6.3852,375.6127,11.0729,,,
325000,11586.1318,1000.0,,,,,,,,,,
325000,,,,,,,,,,1000,11001.5036,93.4286
325500,,,1.4126,-1134.6583,229.8679,1.4126,8.2646,599.3853,20.2142,,,
326000,,,1.454,-1129.8268,197.7671,1.454,8.9758,403.8539,13.3184,,,
326000,,,,,,,,,,1000,11317.9139,106.8109
326500,,,1.1917,-1135.8439,162.252,1.1917,10.3793,951.7271,30.9659,,,
327000,,,1.1952,-1136.9636,221.9094,1.1952,8.6563,694.6628,15.2945,,,
327000,,,,,,,,,,1000,11705.0839,106.7268
327500,,,1.3775,-1140.954,127.8282,1.3775,7.0043,592.5355,17.9256,,,
328000,,,1.2955,-1136.1107,129.1634,1.2955,8.3018,892.5734,19.8764,,,
328000,,,,,,,,,,1000,11439.5279,106.5029
328500,,,1.0471,-1139.8162,148.1325,1.0471,11.0202,689.1287,28.5455,,,
329000,,,1.1418,-1142.8622,141.9117,1.1418,8.8753,572.8814,18.6108,,,
329000,,,,,,,,,,1000,10966.7392,107.0417
329500,,,1.2626,-1142.0519,158.5007,1.2626,8.1665,483.677,21.998,,,
330000,,,1.3317,-1143.5563,222.6025,1.3317,8.4671,456.6638,23.6877,,,
330000,12117.0172,1000.0,,,,,,,,,,
330000,,,,,,,,,,1000,11536.025,92.6831
330500,,,1.5459,-1144.7992,213.6315,1.5459,8.7852,966.3366,30.8493,,,
331000,,,1.3856,-1144.9252,265.8679,1.3856,7.3791,668.3792,38.518,,,
331000,,,,,,,,,,1000,11091.8502,106.8056
331500,,,1.3664,-1143.4542,200.3864,1.3664,9.0886,704.6857,15.4962,,,
332000,,,1.0587,-1145.0619,168.6329,1.0587,8.6614,644.0829,29.1645,,,
332000,,,,,,,,,,1000,11514.8907,106.6591
332500,,,1.3203,-1143.3259,189.2059,1.3203,6.6716,630.5948,16.007,,,
333000,,,1.2315,-1146.8651,173.8266,1.2315,9.2011,939.7509,18.9166,,,
333000,,,,,,,,,,1000,11551.5346,106.693
333500,,,1.2679,-1148.395,176.9387,1.2679,11.6942,1326.4338,28.2922,,,
334000,,,1.2568,-1145.8574,125.0561,1.2568,11.634,982.8662,20.0374,,,
334000,,,,,,,,,,1000,11592.3111,106.453
334500,,,1.1991,-1152.2065,179.6288,1.1991,10.3082,821.1252,13.529,,,
335000,,,1.1117,-1151.9039,101.3599,1.1117,10.6894,771.8989,19.7024,,,
335000,10296.1401,1000.0,,,,,,,,,,
335000,,,,,,,,,,1000,11311.823,92.4918
335500,,,1.3092,-1149.6219,134.128,1.3092,8.0636,405.7416,13.7885,,,
336000,,,1.2735,-1148.7712,141.5714,1.2735,7.6196,545.5538,41.1549,,,
336000,,,,,,,,,,1000,11636.5855,108.2028
336500,,,1.1712,-1153.6621,187.2005,1.1712,6.9,509.9606,11.8416,,,
337000,,,1.1565,-1158.9949,128.9636,1.1565,10.5424,622.3466,40.7784,,,
337000,,,,,,,,,,1000,11157.9142,106.8343
337500,,,1.3928,-1148.2017,120.896,1.3928,9.9901,529.9205,24.2596,,,
338000,,,1.2633,-1159.3407,163.736,1.2633,11.3571,672.9587,18.5411,,,
338000,,,,,,,,,,1000,11659.5357,106.7133
338500,,,1.4467,-1151.3154,141.5656,1.4467,10.9595,924.79,17.8052,,,
339000,,,1.1426,-1152.4294,160.0782,1.1426,11.5058,494.5842,12.6919,,,
339000,,,,,,,,,,1000,11762.5724,106.6316
339500,,,1.4243,-1149.6279,109.7645,1.4243,10.1189,737.5159,24.4514,,,
340000,,,1.2813,-1154.4257,112.2102,1.2813,9.962,472.4095,27.6343,,,
340000,12503.2128,1000.0,,,,,,,,,,
340000,,,,,,,,,,1000,11673.623,92.6583
340500,,,1.4889,-1156.4987,169.1106,1.4889,10.4775,440.8878,35.6365,,,
341000,,,1.2269,-1160.3256,123.0388,1.2269,10.02,410.0948,14.0583,,,
341000,,,,,,,,,,1000,11517.1527,106.6421
341500,,,1.2884,-1157.2278,167.8237,1.2884,8.6577,575.7307,41.9863,,,
342000,,,1.3062,-1157.7384,189.8715,1.3062,10.0606,799.0131,31.4638,,,
342000,,,,,,,,,,1000,11878.4078,106.9413
342500,,,1.3232,-1155.7007,197.138,1.3232,9.9767,728.7219,26.4678,,,
343000,,,1.5036,-1157.5277,220.7883,1.5036,8.7353,819.6517,50.8813,,,
343000,,,,,,,,,,1000,11445.3172,106.9254
343500,,,1.2109,-1160.6127,167.8194,1.2109,10.8684,1045.5874,14.6585,,,
344000,,,1.2094,-1160.5659,173.9166,1.2094,9.3157,526.0769,17.0225,,,
344000,,,,,,,,,,1000,11554.3219,107.4214
344500,,,1.1968,-1158.8652,174.8427,1.1968,9.458,731.5341,21.616,,,
345000,,,1.1281,-1165.6753,119.0621,1.1281,12.191,769.6008,24.0705,,,
345000,12663.7425,1000.0,,,,,,,,,,
345000,,,,,,,,,,1000,11438.5771,92.7039
345500,,,1.2197,-1166.4677,169.5229,1.2197,10.2512,728.1223,27.7393,,,
346000,,,1.3422,-1165.8708,237.3159,1.3422,10.924,968.1865,18.1799,,,
346000,,,,,,,,,,1000,11611.3692,106.6123
346500,,,1.1359,-1171.162,161.2262,1.1359,9.2188,806.7455,33.0077,,,
347000,,,1.4374,-1165.8558,210.5026,1.4374,13.2645,783.4328,28.4138,,,
347000,,,,,,,,,,1000,11873.3254,106.5696
347500,,,1.1582,-1168.8726,191.2792,1.1582,9.0963,599.435,15.439,,,
348000,,,1.1605,-1173.2783,157.9167,1.1605,9.7795,883.023,26.7984,,,
348000,,,,,,,,,,1000,12013.8942,106.5544
348500,,,1.0489,-1171.8792,166.8106,1.0489,7.5637,416.7785,47.0824,,,
349000,,,1.7249,-1166.5774,273.818,1.7249,8.6768,453.9264,17.8292,,,
349000,,,,,,,,,,1000,11949.6523,106.4907
349500,,,1.2193,-1173.6217,135.0967,1.2193,11.3978,668.5204,13.4879,,,
350000,,,1.4035,-1171.5959,275.7681,1.4035,9.1079,746.4642,43.5046,,,
350000,12072.2618,1000.0,,,,,,,,,,
350000,,,,,,,,,,1000,12161.8078,93.5431
350500,,,1.3827,-1174.0726,201.8138,1.3827,11.869,1262.7078,12.2423,,,
351000,,,1.315,-1176.9342,234.6037,1.315,7.4028,496.0019,32.2406,,,
