env_steps,return,length,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
467000,,,,,,,,,,1000,13564.3064,106.8667
467500,,,1.3727,-1244.7987,141.1589,1.3727,20.6256,1160.0482,30.3557,,,
468000,,,2.0083,-1239.2327,134.4087,2.0083,50.4774,1322.6169,27.7636,,,
468000,,,,,,,,,,1000,12691.7073,106.881
468500,,,1.3656,-1258.6279,133.6815,1.3656,19.4761,1304.8407,80.4685,,,
469000,,,1.5633,-1269.4259,130.9766,1.5633,19.9358,1188.0532,89.7537,,,
469000,,,,,,,,,,1000,12996.0113,108.7128
469500,,,1.6932,-1273.642,161.1183,1.6932,23.3574,1684.8834,19.6697,,,
470000,,,1.2235,-1251.8282,116.802,1.2235,17.7967,856.9388,50.9974,,,
470000,13896.1017,1000.0,,,,,,,,,,
470000,,,,,,,,,,1000,13511.0389,95.5423
470500,,,1.2644,-1250.8884,166.8383,1.2644,23.5197,1880.3342,71.1954,,,
471000,,,1.2661,-1263.5457,176.776,1.2661,19.0485,1185.6644,90.5816,,,
471000,,,,,,,,,,1000,13390.0582,106.5762
471500,,,1.1602,-1263.1826,122.4235,1.1602,18.2819,1583.4633,47.2663,,,
472000,,,1.182,-1267.1046,199.5421,1.182,16.8176,514.2223,89.6759,,,
472000,,,,,,,,,,1000,12895.6057,107.787
472500,,,1.4493,-1277.2377,172.6524,1.4493,18.2887,1312.8076,40.0783,,,
473000,,,1.4103,-1279.9161,113.2618,1.4103,19.0586,589.4031,20.5869,,,
473000,,,,,,,,,,1000,13465.5608,106.7632
473500,,,1.4968,-1285.0725,167.9884,1.4968,17.2105,1024.1794,51.7165,,,
474000,,,1.1436,-1289.9143,129.7996,1.1436,16.2436,686.5143,42.1881,,,
474000,,,,,,,,,,1000,13229.9329,106.9416
474500,,,1.2289,-1278.2587,110.427,1.2289,13.4093,1129.9872,29.5176,,,
475000,,,1.5832,-1266.837,124.1246,1.5832,17.6489,805.8347,73.7284,,,
475000,14440.4236,1000.0,,,,,,,,,,
475000,,,,,,,,,,1000,13263.3019,94.0742
475500,,,1.592,-1286.4126,114.9232,1.592,17.9955,626.4417,39.0198,,,
476000,,,1.1263,-1273.568,138.8873,1.1263,18.0217,1016.588,54.3341,,,
476000,,,,,,,,,,1000,13094.7612,106.5436
476500,,,1.6297,-1279.6698,115.207,1.6297,16.6409,914.3949,65.0543,,,
477000,,,1.2439,-1277.3694,114.2118,1.2439,20.0149,1017.8055,33.1456,,,
477000,,,,,,,,,,1000,12743.4966,107.2361
477500,,,1.4369,-1264.3794,224.1747,1.4369,17.0536,1829.9758,50.8174,,,
478000,,,1.1102,-1288.8839,121.9161,1.1102,17.3033,1339.2006,49.5127,,,
478000,,,,,,,,,,1000,13423.358,106.6821
478500,,,1.2252,-1291.1433,125.9447,1.2252,19.6264,946.163,83.4365,,,
479000,,,1.2588,-1282.5103,127.1037,1.2588,15.6854,926.322,35.7938,,,
479000,,,,,,,,,,1000,13125.073,109.5997
479500,,,1.2806,-1277.9495,172.4915,1.2806,17.8132,1302.1764,44.0563,,,
480000,,,1.3552,-1296.552,209.2507,1.3552,21.5801,1115.5171,56.5165,,,
480000,14761.1042,1000.0,,,,,,,,,,
480000,,,,,,,,,,1000,13508.0893,93.1959
480500,,,1.205,-1280.428,155.5617,1.205,21.5617,1540.6185,50.8757,,,
481000,,,1.2064,-1299.7074,130.2054,1.2064,17.0491,1301.9172,62.7777,,,
481000,,,,,,,,,,1000,12822.2317,106.4896
481500,,,1.3215,-1284.0839,126.0687,1.3215,21.0573,954.0954,54.4327,,,
482000,,,1.3336,-1290.5529,125.8057,1.3336,18.4067,681.636,52.1536,,,
482000,,,,,,,,,,1000,11639.6461,109.301
482500,,,1.3861,-1283.0153,133.9634,1.3861,21.6012,1170.6194,45.7207,,,
483000,,,1.4877,-1281.8574,150.2042,1.4877,16.067,500.7136,121.6021,,,
483000,,,,,,,,,,1000,13561.1088,106.5305
483500,,,1.4453,-1282.3833,166.2204,1.4453,17.3982,848.8906,24.1362,,,
484000,,,1.3269,-1289.7952,145.2841,1.3269,16.6922,788.0759,37.0745,,,
484000,,,,,,,,,,1000,14049.6689,106.5638
484500,,,1.205,-1297.2795,143.9749,1.205,16.4378,1372.7819,38.1881,,,
485000,,,1.3765,-1280.2955,154.7546,1.3765,15.2098,1134.4059,42.0622,,,
485000,14681.5419,1000.0,,,,,,,,,,
485000,,,,,,,,,,1000,6438.9924,92.4419
485500,,,1.2024,-1268.8232,107.033,1.2024,54.6124,1750.6339,34.2135,,,
486000,,,1.3448,-1285.2594,118.5205,1.3448,19.3178,735.2866,52.9081,,,
486000,,,,,,,,,,1000,13233.0785,106.7127
486500,,,1.083,-1289.6589,130.3044,1.083,18.102,976.4562,37.6827,,,
487000,,,1.1343,-1275.043,121.1927,1.1343,17.2265,1229.1782,27.3182,,,
487000,,,,,,,,,,1000,13243.5531,106.6399
487500,,,1.199,-1285.7871,104.2474,1.199,20.1696,1475.6189,44.6697,,,
488000,,,1.391,-1290.2396,144.0851,1.391,16.3067,1047.272,39.3039,,,
488000,,,,,,,,,,1000,13471.5291,106.5808
488500,,,1.1009,-1277.3258,109.4322,1.1009,16.2444,740.1601,33.6434,,,
489000,,,1.3012,-1281.1692,112.6871,1.3012,19.4963,1913.7024,49.2833,,,
489000,,,,,,,,,,1000,13317.4622,106.4477
489500,,,1.2369,-1271.0072,106.0527,1.2369,28.6086,2027.0936,78.3294,,,
490000,,,1.5912,-1299.4897,141.1737,1.5912,20.2983,1340.4497,26.2351,,,
490000,15055.99,1000.0,,,,,,,,,,
490000,,,,,,,,,,1000,13730.2108,92.8239
490500,,,1.2761,-1278.8944,184.2759,1.2761,19.9468,817.9366,54.2792,,,
491000,,,1.455,-1288.1321,126.6136,1.455,26.9938,1641.1573,77.4485,,,
491000,,,,,,,,,,1000,13013.5602,106.542
491500,,,1.3486,-1279.8367,118.0487,1.3486,24.1829,1285.3933,47.1496,,,
492000,,,1.3994,-1281.4525,143.16,1.3994,18.0549,730.7269,52.565,,,
492000,,,,,,,,,,1000,13591.0212,107.3243
492500,,,1.5161,-1267.0834,122.8661,1.5161,15.8464,876.355,35.2803,,,
493000,,,1.299,-1282.7772,135.6098,1.299,19.486,992.0172,32.5006,,,
493000,,,,,,,,,,1000,13702.3536,106.5536
493500,,,1.5219,-1285.7057,133.0427,1.5219,16.7087,1243.0411,19.0411,,,
494000,,,1.0439,-1283.7451,131.9664,1.0439,14.8442,743.4366,77.6401,,,
494000,,,,,,,,,,1000,13398.0755,106.5891
494500,,,1.2611,-1294.817,130.9639,1.2611,18.076,2250.7935,73.9405,,,
495000,,,1.2763,-1294.1796,234.2512,1.2763,15.9597,780.803,37.4153,,,
495000,14671.0312,1000.0,,,,,,,,,,
495000,,,,,,,,,,1000,13459.1095,94.7965
