env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
43905,,,41,-37.5827,95.4188,,,,,,,,,
44000,,,,,,1.8596,0.7432,0.2033,-1352.6205,126.2078,1.0321,24245.9609,76750.7422,32.7841
44047,,,142,-207.1659,95.5463,,,,,,,,,
44500,,,,,,1.8314,0.7393,0.2014,-1376.192,81.8867,0.995,22150.2734,95217.4062,33.4118
45000,,,,,,1.8561,0.7452,0.2037,-1378.3083,81.8853,1.0416,17988.2754,60263.0234,43.667
45000,-76.3539,434.5,,,,,,,,,,,,
45047,,,1000,-1079.6732,83.8854,,,,,,,,,
45075,,,28,-27.6161,98.7973,,,,,,,,,
45183,,,108,-55.8953,98.3254,,,,,,,,,
45272,,,89,-70.4682,95.5757,,,,,,,,,
45500,,,,,,1.8695,0.7308,0.2054,-1496.8391,120.8708,1.0942,16898.3203,62372.6836,39.7741
46000,,,,,,1.8855,0.7481,0.2073,-1612.6338,93.4096,1.0977,30524.0859,65392.707,48.2017
46272,,,1000,-1134.7484,96.6769,,,,,,,,,
46321,,,49,-50.5045,98.9031,,,,,,,,,
46500,,,,,,1.9209,0.748,0.2093,-1586.0869,103.0622,1.1652,26279.127,71640.5781,36.4245
47000,,,,,,1.8819,0.737,0.2096,-1668.3613,91.8073,1.1214,35837.7227,80415.8125,37.8117
47321,,,1000,-1036.6041,98.7447,,,,,,,,,
47500,,,,,,1.9279,0.7413,0.2092,-1637.8468,101.2043,1.2023,27596.4258,112993.0234,45.4733
48000,,,,,,1.9567,0.7433,0.2138,-1663.8937,137.0936,1.2408,22699.166,89413.625,42.2836
48321,,,1000,-1145.9998,95.5221,,,,,,,,,
48349,,,28,-50.7161,95.6542,,,,,,,,,
48395,,,46,-40.605,95.558,,,,,,,,,
48500,,,,,,1.9344,0.7381,0.2113,-1857.869,118.3805,1.2088,54469.6094,118317.4375,46.8734
49000,,,,,,1.9224,0.7421,0.2097,-1779.744,103.3398,1.167,47148.1758,113780.7656,38.4978
49395,,,1000,-1088.0523,95.256,,,,,,,,,
49500,,,,,,1.9349,0.73,0.2138,-1836.6865,95.7573,1.1883,29192.1953,106048.6641,40.8778
50000,,,,,,1.9275,0.7338,0.2111,-1968.9738,126.122,1.1918,32569.4961,93817.9844,43.9045
50000,-374.1736,412.3,,,,,,,,,,,,
50395,,,1000,-1047.9416,82.0665,,,,,,,,,
50439,,,44,-36.3867,95.4148,,,,,,,,,
50500,,,,,,1.9434,0.7385,0.2148,-1996.5372,119.0659,1.1958,24591.6367,108588.3516,45.7662
51000,,,,,,1.8954,0.736,0.2077,-1928.4122,120.3985,1.1528,25037.9629,102609.3672,41.2499
51439,,,1000,-1249.4076,97.9782,,,,,,,,,
51465,,,26,-58.5633,95.1907,,,,,,,,,
51500,,,,,,1.9096,0.7404,0.2106,-1993.2883,133.1367,1.1411,28966.3984,141139.5156,50.4831
